PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
651	Hmel219003	3682849	3683544	+	0	NA	TTS (ID=HMEL034635g1.t1-E1;Parent=HMEL034635g1.t1)	-TTS (ID=HMEL034635g1.t1-E1;Parent=HMEL034635g1.t1)	748	ID=HMEL034635g1.t1-E1;Parent=HMEL034635g1.t1								
279	Hmel212001	1837929	1839152	+	0	NA	Intergenic	Intergenic	3133	ID=HMEL031356g1.t1-E1;Parent=HMEL031356g1.t1								
176	Hmel210005	80517	81857	+	0	NA	TTS (ID=HMEL014139g1.t1-E3;Parent=HMEL014139g1.t1)	-TTS (ID=HMEL014139g1.t1-E3;Parent=HMEL014139g1.t1)	447	ID=HMEL014139g1.t1-E4;Parent=HMEL014139g1.t1								
629	Hmel218018	7953336	7953481	+	0	NA	Intergenic	Intergenic	-2447	ID=HMEL016592g1.t2-E2;Parent=HMEL016592g1.t2								
498	Hmel216015	933013	933348	+	0	NA	Intergenic	Intergenic	4468	ID=HMEL033643g1.t2-E1;Parent=HMEL033643g1.t2								
483	Hmel216011	1689825	1691323	+	0	NA	Intergenic	Intergenic	1256	ID=HMEL033564g1.t1-E1;Parent=HMEL033564g1.t1								
256	Hmel211010	97332	98367	+	0	NA	Intergenic	Intergenic	-5001	ID=HMEL031191g1.t1-E1;Parent=HMEL031191g1.t1								
810	Hmel203048	407913	408111	+	0	NA	Intergenic	Intergenic	-12573	ID=HMEL021532g2.t1-E1;Parent=HMEL021532g2.t1								
372	Hmel213030	95039	95891	+	0	NA	Intergenic	Intergenic	-69889	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
574	Hmel218011	56131	56590	+	0	NA	Intergenic	Intergenic	-1372	ID=HMEL015740g1.t1-E1;Parent=HMEL015740g1.t1								
170	Hmel210004	6635318	6636314	+	0	NA	Intergenic	Intergenic	11900	ID=HMEL009654g1.t1-E2;Parent=HMEL009654g1.t1								
33	Hmel206012	1499265	1499585	+	0	NA	Intergenic	Intergenic	-2035	ID=HMEL004535g1.t1-E2;Parent=HMEL004535g1.t1								
660	Hmel219003	6184664	6184954	+	0	NA	Intergenic	Intergenic	3136	ID=HMEL034683g1.t1-E1;Parent=HMEL034683g1.t1								
428	Hmel214020	115770	116296	+	0	NA	Intergenic	Intergenic	-11467	ID=HMEL032475g1.t1-E1;Parent=HMEL032475g1.t1								
7	Hmel206006	1888179	1888535	+	0	NA	Intergenic	Intergenic	-7050	ID=HMEL036961g1.t1-E1;Parent=HMEL036961g1.t1								
26	Hmel206009	4144536	4145223	+	0	NA	Intergenic	Intergenic	-1011	ID=HMEL037073g1.t4-E3;Parent=HMEL037073g1.t4								
227	Hmel201011	1686799	1687417	+	0	NA	Intergenic	Intergenic	-7434	ID=HMEL011402g2.t1-E1;Parent=HMEL011402g2.t1								
99	Hmel207021	1952542	1953673	+	0	NA	Intergenic	Intergenic	11391	ID=HMEL009406g1.t1-E3;Parent=HMEL009406g1.t1								
566	Hmel218005	650195	650576	+	0	NA	Intergenic	Intergenic	-7238	ID=HMEL014940g1.t1-E3;Parent=HMEL014940g1.t1								
526	Hmel217004	1927771	1928059	+	0	NA	Intergenic	Intergenic	-6670	ID=HMEL016694g1.t1-E1;Parent=HMEL016694g1.t1								
72	Hmel207002	6283419	6283749	+	0	NA	Intergenic	Intergenic	-18027	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
869	Hmel205020	117903	118146	+	0	NA	Intergenic	Intergenic	3462	ID=HMEL020778g1.t1-E1;Parent=HMEL020778g1.t1								
806	Hmel203045	525119	526296	+	0	NA	Intergenic	Intergenic	-1396	ID=HMEL009868g1.t1-E1;Parent=HMEL009868g1.t1								
500	Hmel202006	1388843	1390401	+	0	NA	Intergenic	Intergenic	-1841	ID=HMEL006854g1.t1-E1;Parent=HMEL006854g1.t1								
264	Hmel211012	277220	277806	+	0	NA	promoter-TSS (ID=HMEL010344g1.t1-E5;Parent=HMEL010344g1.t1)	-promoter-TSS (ID=HMEL010344g1.t1-E5;Parent=HMEL010344g1.t1)	-44	ID=HMEL010344g1.t1-E5;Parent=HMEL010344g1.t1								
255	Hmel211010	90639	91090	+	0	NA	Intergenic	Intergenic	-11986	ID=HMEL031191g1.t1-E1;Parent=HMEL031191g1.t1								
790	Hmel221015	613789	614289	+	0	NA	Intergenic	Intergenic	6358	ID=HMEL008470g1.t1-E2;Parent=HMEL008470g1.t1								
533	Hmel217004	3777103	3778459	+	0	NA	Intergenic	Intergenic	-3993	ID=HMEL033852g1.t3-E1;Parent=HMEL033852g1.t3								
359	Hmel213012	217617	218200	+	0	NA	Intergenic	Intergenic	22169	ID=HMEL031820g1.t1-E1;Parent=HMEL031820g1.t1								
182	Hmel210005	850186	850533	+	0	NA	promoter-TSS (ID=HMEL008539g1.t1-E2;Parent=HMEL008539g1.t1)	-promoter-TSS (ID=HMEL008539g1.t1-E2;Parent=HMEL008539g1.t1)	-295	ID=HMEL008539g1.t1-E2;Parent=HMEL008539g1.t1								
108	Hmel207023	549223	549927	+	0	NA	Intergenic	Intergenic	23709	ID=HMEL037743g1.t1-E2;Parent=HMEL037743g1.t1								
604	Hmel218018	3123006	3123451	+	0	NA	Intergenic	Intergenic	8753	ID=HMEL014770g1.t1-E1;Parent=HMEL014770g1.t1								
556	Hmel218004	303832	304050	+	0	NA	Intergenic	Intergenic	-33152	ID=HMEL014202g1.t1-E1;Parent=HMEL014202g1.t1								
717	Hmel220005	730737	731370	+	0	NA	Intergenic	Intergenic	5902	ID=HMEL035058g1.t1-E2;Parent=HMEL035058g1.t1								
462	Hmel215047	47006	47203	+	0	NA	Intergenic	Intergenic	-4013	ID=HMEL032850g1.t1-E1;Parent=HMEL032850g1.t1								
414	Hmel213071	83375	84105	+	0	NA	Intergenic	Intergenic	9638	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
232	Hmel211004	1293179	1293862	+	0	NA	promoter-TSS (ID=HMEL003312g1.t1-E1;Parent=HMEL003312g1.t1)	-promoter-TSS (ID=HMEL003312g1.t1-E1;Parent=HMEL003312g1.t1)	-812	ID=HMEL003312g1.t4-E1;Parent=HMEL003312g1.t4								
477	Hmel216009	1552519	1553000	+	0	NA	Intergenic	Intergenic	-1281	ID=HMEL008833g1.t1-E2;Parent=HMEL008833g1.t1								
843	Hmel204013	457583	458157	+	0	NA	TTS (ID=HMEL036395g1.t1-E1;Parent=HMEL036395g1.t1)	-TTS (ID=HMEL036395g1.t1-E1;Parent=HMEL036395g1.t1)	1103	ID=HMEL036395g1.t1-E1;Parent=HMEL036395g1.t1								
815	Hmel203067	406271	407250	+	0	NA	Intergenic	Intergenic	10797	ID=HMEL025056-RA-E1;Parent=HMEL025056-RA								
671	Hmel219003	7081265	7081978	+	0	NA	Intergenic	Intergenic	-3807	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
225	Hmel211004	29408	29905	+	0	NA	Intergenic	Intergenic	15949	ID=HMEL015207g1.t1-E7;Parent=HMEL015207g1.t1								
330	Hmel212011	1107518	1109007	+	0	NA	Intergenic	Intergenic	8893	ID=HMEL031613g1.t1-E1;Parent=HMEL031613g1.t1								
142	Hmel209005	918489	919303	+	0	NA	Intergenic	Intergenic	-9347	ID=HMEL030335g1.t1-E1;Parent=HMEL030335g1.t1								
207	Hmel210011	3536605	3537085	+	0	NA	Intergenic	Intergenic	28218	ID=HMEL030899g1.t1-E3;Parent=HMEL030899g1.t1								
632	Hmel218018	8442788	8443263	+	0	NA	Intergenic	Intergenic	9986	ID=HMEL009227g1.t1-E2;Parent=HMEL009227g1.t1								
263	Hmel211012	271767	272139	+	0	NA	TTS (ID=HMEL010345g1.t1-E3;Parent=HMEL010345g1.t1)	-TTS (ID=HMEL010345g1.t1-E3;Parent=HMEL010345g1.t1)	809	ID=HMEL010345g1.t1-E3;Parent=HMEL010345g1.t1								
394	Hmel213062	1094957	1095374	+	0	NA	Intergenic	Intergenic	-8577	ID=HMEL032129g1.t1-E1;Parent=HMEL032129g1.t1								
167	Hmel210004	4673279	4673716	+	0	NA	Intergenic	Intergenic	-3858	ID=HMEL030680g1.t1-E1;Parent=HMEL030680g1.t1								
48	Hmel207002	1781206	1781609	+	0	NA	TTS (ID=HMEL011244g1.t1-E3;Parent=HMEL011244g1.t1)	-TTS (ID=HMEL011244g1.t1-E3;Parent=HMEL011244g1.t1)	560	ID=HMEL011244g1.t1-E4;Parent=HMEL011244g1.t1								
360	Hmel213012	286310	287121	+	0	NA	promoter-TSS (ID=HMEL017997g1.t1-E6;Parent=HMEL017997g1.t1)	-promoter-TSS (ID=HMEL017997g1.t1-E6;Parent=HMEL017997g1.t1)	634	ID=HMEL017997g1.t2-E5;Parent=HMEL017997g1.t2								
692	Hmel219014	1461993	1462811	+	0	NA	Intergenic	Intergenic	3853	ID=HMEL005122g1.t1-E1;Parent=HMEL005122g1.t1								
610	Hmel218018	5895398	5896612	+	0	NA	promoter-TSS (ID=HMEL005843g1.t1-E3;Parent=HMEL005843g1.t1)	-promoter-TSS (ID=HMEL005843g1.t1-E3;Parent=HMEL005843g1.t1)	-398	ID=HMEL005843g1.t1-E3;Parent=HMEL005843g1.t1								
514	Hmel217004	1124465	1124688	+	0	NA	Intergenic	Intergenic	-4996	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
725	Hmel220005	1860033	1860577	+	0	NA	promoter-TSS (ID=HMEL035110g1.t1-E4;Parent=HMEL035110g1.t1)	-promoter-TSS (ID=HMEL035110g1.t1-E4;Parent=HMEL035110g1.t1)	79	ID=HMEL035110g1.t2-E4;Parent=HMEL035110g1.t2								
663	Hmel219003	6288250	6288410	+	0	NA	Intergenic	Intergenic	-26802	ID=HMEL034693g1.t1-E1;Parent=HMEL034693g1.t1								
513	Hmel217004	1119048	1120368	+	0	NA	promoter-TSS (ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1)	-promoter-TSS (ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1)	-128	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
615	Hmel218018	6275068	6275314	+	0	NA	Intergenic	Intergenic	2411	ID=HMEL034459g1.t1-E2;Parent=HMEL034459g1.t1								
50	Hmel207002	1913765	1914543	+	0	NA	Intergenic	Intergenic	14429	ID=HMEL008505-RA-E8;Parent=HMEL008505-RA								
476	Hmel216009	1550347	1550915	+	0	NA	Intergenic	Intergenic	-3409	ID=HMEL008833g1.t1-E2;Parent=HMEL008833g1.t1								
854	Hmel205005	777054	777251	+	0	NA	promoter-TSS (ID=HMEL016266g1.t1-E2;Parent=HMEL016266g1.t1)	-promoter-TSS (ID=HMEL016266g1.t1-E2;Parent=HMEL016266g1.t1)	79	ID=HMEL016266g1.t1-E2;Parent=HMEL016266g1.t1								
797	Hmel221015	853454	854160	+	0	NA	Intergenic	Intergenic	8734	ID=HMEL002096g2.t1-E2;Parent=HMEL002096g2.t1								
766	Hmel221009	179598	180211	+	0	NA	promoter-TSS (ID=HMEL008783g1.t1-E3;Parent=HMEL008783g1.t1)	-promoter-TSS (ID=HMEL008783g1.t1-E3;Parent=HMEL008783g1.t1)	408	ID=HMEL008783g1.t1-E2;Parent=HMEL008783g1.t1								
510	Hmel217004	269632	269993	+	0	NA	Intergenic	Intergenic	14270	ID=HMEL033770g1.t1-E2;Parent=HMEL033770g1.t1								
393	Hmel213062	1091984	1092416	+	0	NA	Intergenic	Intergenic	-11542	ID=HMEL032129g1.t1-E1;Parent=HMEL032129g1.t1								
449	Hmel215006	1799537	1799683	+	0	NA	Intergenic	Intergenic	-4995	ID=HMEL000061g1.t1-E6;Parent=HMEL000061g1.t1								
293	Hmel212001	3082710	3083264	+	0	NA	Intergenic	Intergenic	-21858	ID=HMEL031380g1.t1-E1;Parent=HMEL031380g1.t1								
658	Hmel219003	5125737	5125978	+	0	NA	Intergenic	Intergenic	4719	ID=HMEL016896g1.t1-E1;Parent=HMEL016896g1.t1								
274	Hmel211016	49645	50056	+	0	NA	Intergenic	Intergenic	-2352	ID=HMEL031257g1.t1-E3;Parent=HMEL031257g1.t1								
549	Hmel218003	461548	462086	+	0	NA	Intergenic	Intergenic	-15083	ID=HMEL034211g1.t1-E1;Parent=HMEL034211g1.t1								
877	Hmel205020	802837	802964	+	0	NA	Intergenic	Intergenic	-8434	ID=HMEL036806g1.t1-E1;Parent=HMEL036806g1.t1								
659	Hmel219003	6151080	6151549	+	0	NA	TTS (ID=HMEL008572g1.t1-E3;Parent=HMEL008572g1.t1)	-TTS (ID=HMEL008572g1.t1-E3;Parent=HMEL008572g1.t1)	457	ID=HMEL008572g1.t1-E3;Parent=HMEL008572g1.t1								
645	Hmel219003	3220163	3220847	+	0	NA	Intergenic	Intergenic	29152	ID=HMEL006178g2.t1-E3;Parent=HMEL006178g2.t1								
322	Hmel212009	163144	163528	+	0	NA	Intergenic	Intergenic	-29768	ID=HMEL031553g1.t1-E1;Parent=HMEL031553g1.t1								
469	Hmel215047	1774043	1774413	+	0	NA	Intergenic	Intergenic	-28192	ID=HMEL032919g1.t1-E1;Parent=HMEL032919g1.t1								
682	Hmel219012	82698	83184	+	0	NA	Intergenic	Intergenic	-3399	ID=HMEL006580g1.t1-E2;Parent=HMEL006580g1.t1								
635	Hmel218018	8657248	8658809	+	0	NA	promoter-TSS (ID=HMEL009230g1.t1-E1;Parent=HMEL009230g1.t1)	-promoter-TSS (ID=HMEL009230g1.t1-E1;Parent=HMEL009230g1.t1)	-380	ID=HMEL009230g1.t1-E1;Parent=HMEL009230g1.t1								
353	Hmel213004	1220324	1220776	+	0	NA	Intergenic	Intergenic	-6294	ID=HMEL020903g1.t1-E1;Parent=HMEL020903g1.t1								
575	Hmel218011	241637	242357	+	0	NA	Intergenic	Intergenic	-18048	ID=HMEL034333g1.t1-E1;Parent=HMEL034333g1.t1								
375	Hmel213044	616283	616966	+	0	NA	Intergenic	Intergenic	-10503	ID=HMEL032040g1.t1-E1;Parent=HMEL032040g1.t1								
788	Hmel221015	575243	575507	+	0	NA	Intergenic	Intergenic	-6567	ID=HMEL035656g1.t1-E1;Parent=HMEL035656g1.t1								
709	Hmel220003	1714466	1715164	+	0	NA	Intergenic	Intergenic	-8425	ID=HMEL017043g1.t1-E1;Parent=HMEL017043g1.t1								
128	Hmel201009	4174770	4175619	+	0	NA	Intergenic	Intergenic	-2539	ID=HMEL030238g1.t1-E1;Parent=HMEL030238g1.t1								
28	Hmel206009	4307127	4307557	+	0	NA	Intergenic	Intergenic	15520	ID=HMEL016070g1.t1-E5;Parent=HMEL016070g1.t1								
310	Hmel212004	345181	345439	+	0	NA	Intergenic	Intergenic	-5045	ID=HMEL018017g1.t1-E2;Parent=HMEL018017g1.t1								
40	Hmel207002	65206	66091	+	0	NA	Intergenic	Intergenic	-3056	ID=HMEL016059g1.t1-E1;Parent=HMEL016059g1.t1								
589	Hmel218018	831003	831264	+	0	NA	Intergenic	Intergenic	-21847	ID=HMEL034356g1.t1-E1;Parent=HMEL034356g1.t1								
303	Hmel212001	4468409	4469082	+	0	NA	Intergenic	Intergenic	-3955	ID=HMEL016544g1.t1-E1;Parent=HMEL016544g1.t1								
192	Hmel210011	192059	192306	+	0	NA	Intergenic	Intergenic	2884	ID=HMEL013312g3.t1-E2;Parent=HMEL013312g3.t1								
250	Hmel211009	584813	585216	+	0	NA	Intergenic	Intergenic	18218	ID=HMEL006541g1.t2-E12;Parent=HMEL006541g1.t2								
614	Hmel218018	6257140	6257445	+	0	NA	Intergenic	Intergenic	1201	ID=HMEL016327g1.t1-E2;Parent=HMEL016327g1.t1								
699	Hmel202006	5444554	5445469	+	0	NA	Intergenic	Intergenic	-13444	ID=HMEL033390g1.t1-E1;Parent=HMEL033390g1.t1								
501	Hmel202006	1402389	1402734	+	0	NA	promoter-TSS (ID=HMEL006853g1.t1-E1;Parent=HMEL006853g1.t1)	-promoter-TSS (ID=HMEL006853g1.t1-E1;Parent=HMEL006853g1.t1)	-52	ID=HMEL006853g1.t1-E1;Parent=HMEL006853g1.t1								
215	Hmel210011	4125913	4126159	+	0	NA	Intergenic	Intergenic	19562	ID=HMEL030911g1.t1-E1;Parent=HMEL030911g1.t1								
687	Hmel219014	507860	508527	+	0	NA	Intergenic	Intergenic	-11570	ID=HMEL012859g4.t1-E1;Parent=HMEL012859g4.t1								
278	Hmel212001	569731	569951	+	0	NA	Intergenic	Intergenic	-12998	ID=HMEL031332g1.t1-E1;Parent=HMEL031332g1.t1								
818	Hmel203067	499449	500063	+	0	NA	promoter-TSS (ID=HMEL025034-RB-E1;Parent=HMEL025034-RB)	-promoter-TSS (ID=HMEL025034-RB-E1;Parent=HMEL025034-RB)	-451	ID=HMEL025034-RB-E1;Parent=HMEL025034-RB								
490	Hmel216012	19640	20025	+	0	NA	Intergenic	Intergenic	-35470	ID=HMEL033593g1.t1-E1;Parent=HMEL033593g1.t1								
150	Hmel201009	5378614	5378881	+	0	NA	promoter-TSS (ID=HMEL011647-RA-E3;Parent=HMEL011647-RA)	-promoter-TSS (ID=HMEL011647-RA-E3;Parent=HMEL011647-RA)	269	ID=HMEL011647-RA-E2;Parent=HMEL011647-RA								
130	Hmel201009	4190699	4191637	+	0	NA	Intergenic	Intergenic	-1183	ID=HMEL030239g1.t1-E4;Parent=HMEL030239g1.t1								
155	Hmel210004	648090	648415	+	0	NA	Intergenic	Intergenic	-6807	ID=HMEL011084g1.t1-E1;Parent=HMEL011084g1.t1								
387	Hmel213051	186234	186773	+	0	NA	Intergenic	Intergenic	-16767	ID=HMEL032087g1.t1-E1;Parent=HMEL032087g1.t1								
53	Hmel207002	2347536	2347797	+	0	NA	Intergenic	Intergenic	2928	ID=HMEL008488g1.t1-E1;Parent=HMEL008488g1.t1								
245	Hmel211004	4207298	4208880	+	0	NA	Intergenic	Intergenic	-2447	ID=HMEL005212g1.t1-E2;Parent=HMEL005212g1.t1								
626	Hmel218018	7765755	7766782	+	0	NA	Intergenic	Intergenic	-1280	ID=HMEL016588g4.t1-E2;Parent=HMEL016588g4.t1								
543	Hmel217018	431942	432421	+	0	NA	promoter-TSS (ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1)	-promoter-TSS (ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1)	-574	ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1								
267	Hmel211012	1304889	1305108	+	0	NA	Intergenic	Intergenic	-7593	ID=HMEL012818g1.t2-E1;Parent=HMEL012818g1.t2								
826	Hmel203069	2324702	2324875	+	0	NA	Intergenic	Intergenic	21720	ID=HMEL036264g1.t1-E5;Parent=HMEL036264g1.t1								
354	Hmel213004	1378476	1379804	+	0	NA	Intergenic	Intergenic	7646	ID=HMEL031783g1.t1-E2;Parent=HMEL031783g1.t1								
461	Hmel215047	45156	46092	+	0	NA	Intergenic	Intergenic	-2533	ID=HMEL032850g1.t1-E1;Parent=HMEL032850g1.t1								
583	Hmel218018	450907	451425	+	0	NA	Intergenic	Intergenic	35975	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
257	Hmel201002	1336325	1337037	+	0	NA	Intergenic	Intergenic	10973	ID=HMEL011296g1.t1-E2;Parent=HMEL011296g1.t1								
782	Hmel221012	2691187	2691726	+	0	NA	Intergenic	Intergenic	-19567	ID=HMEL035612g1.t1-E1;Parent=HMEL035612g1.t1								
757	Hmel220021	23672	24017	+	0	NA	Intergenic	Intergenic	-9554	ID=HMEL009138g1.t1-E1;Parent=HMEL009138g1.t1								
85	Hmel207008	869052	869562	+	0	NA	promoter-TSS (ID=HMEL017909g1.t1-E8;Parent=HMEL017909g1.t1)	-promoter-TSS (ID=HMEL017909g1.t1-E8;Parent=HMEL017909g1.t1)	210	ID=HMEL017909g1.t1-E7;Parent=HMEL017909g1.t1								
809	Hmel203048	403130	403480	+	0	NA	Intergenic	Intergenic	-7866	ID=HMEL021532g2.t1-E1;Parent=HMEL021532g2.t1								
332	Hmel212011	1160264	1160547	+	0	NA	Intergenic	Intergenic	8834	ID=HMEL031614g1.t1-E1;Parent=HMEL031614g1.t1								
9	Hmel206006	1936598	1937058	+	0	NA	promoter-TSS (ID=HMEL036963g1.t1-E1;Parent=HMEL036963g1.t1)	-promoter-TSS (ID=HMEL036963g1.t1-E1;Parent=HMEL036963g1.t1)	-740	ID=HMEL036963g1.t1-E1;Parent=HMEL036963g1.t1								
425	Hmel214010	450231	450810	+	0	NA	Intergenic	Intergenic	-16582	ID=HMEL032400g1.t1-E5;Parent=HMEL032400g1.t1								
591	Hmel218018	930297	931127	+	0	NA	Intergenic	Intergenic	-14395	ID=HMEL034358g1.t1-E1;Parent=HMEL034358g1.t1								
745	Hmel220005	5005049	5005386	+	0	NA	Intergenic	Intergenic	8234	ID=HMEL035222g1.t1-E8;Parent=HMEL035222g1.t1								
34	Hmel206012	1776896	1777470	+	0	NA	promoter-TSS (ID=HMEL037150g1.t1-E2;Parent=HMEL037150g1.t1)	-promoter-TSS (ID=HMEL037150g1.t1-E2;Parent=HMEL037150g1.t1)	-802	ID=HMEL037150g1.t2-E2;Parent=HMEL037150g1.t2								
832	Hmel204001	1189270	1189787	+	0	NA	Intergenic	Intergenic	-3000	ID=HMEL009717g1.t1-E3;Parent=HMEL009717g1.t1								
736	Hmel220005	3263129	3263440	+	0	NA	Intergenic	Intergenic	-3169	ID=HMEL005067-RA-E1;Parent=HMEL005067-RA								
539	Hmel217004	4404058	4405723	+	0	NA	Intergenic	Intergenic	27969	ID=HMEL010081g1.t1-E6;Parent=HMEL010081g1.t1								
781	Hmel221012	2666654	2666799	+	0	NA	Intergenic	Intergenic	1660	ID=HMEL008788g1.t1-E1;Parent=HMEL008788g1.t1								
603	Hmel218018	2841103	2841619	+	0	NA	Intergenic	Intergenic	3271	ID=HMEL010062g1.t1-E1;Parent=HMEL010062g1.t1								
828	Hmel203069	2413548	2414697	+	0	NA	promoter-TSS (ID=HMEL008156g2.t1-E2;Parent=HMEL008156g2.t1)	-promoter-TSS (ID=HMEL008156g2.t1-E2;Parent=HMEL008156g2.t1)	-41	ID=HMEL008156g2.t1-E2;Parent=HMEL008156g2.t1								
90	Hmel207014	180535	180829	+	0	NA	Intergenic	Intergenic	-1283	ID=HMEL003666g4.t1-E1;Parent=HMEL003666g4.t1								
276	Hmel201011	2681888	2684305	+	0	NA	promoter-TSS (ID=HMEL006157g1.t1-E2;Parent=HMEL006157g1.t1)	-promoter-TSS (ID=HMEL006157g1.t1-E2;Parent=HMEL006157g1.t1)	-513	ID=HMEL006157g1.t1-E2;Parent=HMEL006157g1.t1								
620	Hmel218018	6733297	6733787	+	0	NA	Intergenic	Intergenic	9121	ID=HMEL016313g1.t1-E2;Parent=HMEL016313g1.t1								
565	Hmel218005	613802	614711	+	0	NA	Intergenic	Intergenic	-2046	ID=HMEL014936g1.t1-E1;Parent=HMEL014936g1.t1								
102	Hmel201009	2991880	2992541	+	0	NA	Intergenic	Intergenic	1293	ID=HMEL017200g1.t1-E1;Parent=HMEL017200g1.t1								
520	Hmel217004	1206249	1207154	+	0	NA	Intergenic	Intergenic	-14075	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
850	Hmel205001	180547	181954	+	0	NA	Intergenic	Intergenic	13497	ID=HMEL036589g1.t1-E2;Parent=HMEL036589g1.t1								
532	Hmel217004	3628937	3629411	+	0	NA	promoter-TSS (ID=HMEL033849g1.t1-E1;Parent=HMEL033849g1.t1)	-promoter-TSS (ID=HMEL033849g1.t1-E1;Parent=HMEL033849g1.t1)	-911	ID=HMEL033849g1.t1-E1;Parent=HMEL033849g1.t1								
730	Hmel220005	2891053	2891922	+	0	NA	Intergenic	Intergenic	-1785	ID=HMEL020415g1.t1-E1;Parent=HMEL020415g1.t1								
16	Hmel206009	2044509	2044893	+	0	NA	Intergenic	Intergenic	1691	ID=HMEL004094g1.t1-E6;Parent=HMEL004094g1.t1								
55	Hmel207002	3192728	3194039	+	0	NA	Intergenic	Intergenic	-11601	ID=HMEL037420g1.t1-E1;Parent=HMEL037420g1.t1								
233	Hmel211004	1480598	1481378	+	0	NA	Intergenic	Intergenic	-10789	ID=HMEL015193g1.t1-E1;Parent=HMEL015193g1.t1								
57	Hmel207002	3230517	3231220	+	0	NA	Intergenic	Intergenic	-4316	ID=HMEL009342g1.t1-E2;Parent=HMEL009342g1.t1								
259	Hmel211012	217890	218444	+	0	NA	Intergenic	Intergenic	-2587	ID=HMEL031207g1.t1-E1;Parent=HMEL031207g1.t1								
368	Hmel213020	940170	941316	+	0	NA	promoter-TSS (ID=HMEL031899g1.t1-E1;Parent=HMEL031899g1.t1)	-promoter-TSS (ID=HMEL031899g1.t1-E1;Parent=HMEL031899g1.t1)	-674	ID=HMEL031899g1.t1-E1;Parent=HMEL031899g1.t1								
424	Hmel214008	2289316	2289655	+	0	NA	Intergenic	Intergenic	-19577	ID=HMEL014238g1.t1-E1;Parent=HMEL014238g1.t1								
872	Hmel205020	236575	236836	+	0	NA	Intergenic	Intergenic	-1129	ID=HMEL020436g1.t1-E3;Parent=HMEL020436g1.t1								
316	Hmel212006	324798	325627	+	0	NA	Intergenic	Intergenic	-5860	ID=HMEL031532g1.t1-E1;Parent=HMEL031532g1.t1								
163	Hmel210004	2390141	2390704	+	0	NA	Intergenic	Intergenic	-2480	ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1								
395	Hmel213065	560749	561223	+	0	NA	Intergenic	Intergenic	-10577	ID=HMEL032151g1.t1-E9;Parent=HMEL032151g1.t1								
89	Hmel207011	659456	660760	+	0	NA	Intergenic	Intergenic	2684	ID=HMEL013695g3.t1-E1;Parent=HMEL013695g3.t1								
611	Hmel218018	6046499	6047598	+	0	NA	Intergenic	Intergenic	-3539	ID=HMEL007355g1.t3-E1;Parent=HMEL007355g1.t3								
175	Hmel210004	7064981	7065360	+	0	NA	Intergenic	Intergenic	-6057	ID=HMEL004074g1.t1-E2;Parent=HMEL004074g1.t1								
584	Hmel218018	479009	479322	+	0	NA	Intergenic	Intergenic	7976	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
849	Hmel204017	2299246	2299740	+	0	NA	Intergenic	Intergenic	46197	ID=HMEL036476g1.t1-E4;Parent=HMEL036476g1.t1								
35	Hmel206015	80224	80768	+	0	NA	Intergenic	Intergenic	4289	ID=HMEL037165g1.t1-E2;Parent=HMEL037165g1.t1								
11	Hmel201009	488449	489204	+	0	NA	Intergenic	Intergenic	-6431	ID=HMEL030128g1.t1-E1;Parent=HMEL030128g1.t1								
492	Hmel216012	266728	267394	+	0	NA	Intergenic	Intergenic	6143	ID=HMEL033596g1.t1-E2;Parent=HMEL033596g1.t1								
208	Hmel210011	3592928	3593324	+	0	NA	promoter-TSS (ID=HMEL015501g1.t1-E1;Parent=HMEL015501g1.t1)	-promoter-TSS (ID=HMEL015501g1.t1-E1;Parent=HMEL015501g1.t1)	-993	ID=HMEL015501g1.t1-E1;Parent=HMEL015501g1.t1								
347	Hmel212013	3355574	3356045	+	0	NA	promoter-TSS (ID=HMEL012330g1.t1-E4;Parent=HMEL012330g1.t1)	-promoter-TSS (ID=HMEL012330g1.t1-E4;Parent=HMEL012330g1.t1)	-439	ID=HMEL012330g1.t1-E4;Parent=HMEL012330g1.t1								
