PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2down_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_shared_D2down_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
437	Herato1202	2937601	2938172	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1)	-promoter-TSS (ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1)	26	ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1								
194	Herato0101	13007990	13008409	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443)	-promoter-TSS (ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443)	-651	ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443								
220	Herato0901	2126494	2127476	+	0	NA	Intergenic	Intergenic	-50095	ID=evm.model.Herato0901.75-E1;Parent=evm.model.Herato0901.75								
846	Herato1807	415835	416930	+	0	NA	Intergenic	Intergenic	-1952	ID=evm.model.Herato1807.7-E2;Parent=evm.model.Herato1807.7								
1021	Herato2001	17251375	17251949	+	0	NA	Intergenic	Intergenic	-19578	ID=evm.model.Herato2001.663-E1;Parent=evm.model.Herato2001.663								
31	Herato0606	3127613	3128246	+	0	NA	Intergenic	Intergenic	-25807	ID=evm.model.Herato0606.100-E1;Parent=evm.model.Herato0606.100								
934	Herato1906	919232	919561	+	0	NA	Intergenic	Intergenic	-8551	ID=evm.model.Herato1906.27-E1;Parent=evm.model.Herato1906.27								
948	Herato1910	3365510	3366349	+	0	NA	Intergenic	Intergenic	-58357	ID=evm.model.Herato1910.159.2-E1;Parent=evm.model.Herato1910.159.2								
572	Herato1301	5585202	5585907	+	0	NA	Intergenic	Intergenic	1363	ID=evm.model.Herato1301.199.1-E2;Parent=evm.model.Herato1301.199.1								
968	Herato2001	2589661	2591266	+	0	NA	Intergenic	Intergenic	-10886	ID=evm.model.Herato2001.78-E1;Parent=evm.model.Herato2001.78								
675	Herato1505	2809782	2810031	+	0	NA	Intergenic	Intergenic	-6431	ID=evm.model.Herato1505.118-E6;Parent=evm.model.Herato1505.118								
226	Herato0901	3239840	3240591	+	0	NA	Intergenic	Intergenic	-138201	ID=evm.model.Herato0901.89-E1;Parent=evm.model.Herato0901.89								
15	Herato0101	8750376	8750964	+	0	NA	Intergenic	Intergenic	-7948	ID=evm.model.Herato0101.261.5-E1;Parent=evm.model.Herato0101.261.5								
431	Herato1202	2255695	2256715	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.79-E2;Parent=evm.model.Herato1202.79)	-promoter-TSS (ID=evm.model.Herato1202.79-E2;Parent=evm.model.Herato1202.79)	-269	ID=evm.model.Herato1202.79-E2;Parent=evm.model.Herato1202.79								
527	Herato1202	17473924	17474392	+	0	NA	TTS (ID=evm.model.Herato1202.713-E2;Parent=evm.model.Herato1202.713)	-TTS (ID=evm.model.Herato1202.713-E2;Parent=evm.model.Herato1202.713)	834	ID=evm.model.Herato1202.713-E2;Parent=evm.model.Herato1202.713								
1145	Herato0411	4606154	4606577	+	0	NA	Intergenic	Intergenic	-151344	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
382	Herato1108	7661845	7662124	+	0	NA	Intergenic	Intergenic	14031	ID=evm.model.Herato1108.341.2-E1;Parent=evm.model.Herato1108.341.2								
62	Herato0101	924414	924985	+	0	NA	Intergenic	Intergenic	-7219	ID=evm.model.Herato0101.19-E1;Parent=evm.model.Herato0101.19								
833	Herato1805	5825546	5826074	+	0	NA	Intergenic	Intergenic	-66880	ID=evm.model.Herato1805.158-E1;Parent=evm.model.Herato1805.158								
139	Herato0701	11559777	11560319	+	0	NA	Intergenic	Intergenic	5989	ID=evm.model.Herato0701.496-E2;Parent=evm.model.Herato0701.496								
129	Herato0701	9511348	9511936	+	0	NA	Intergenic	Intergenic	-27461	ID=evm.model.Herato0701.397-E1;Parent=evm.model.Herato0701.397								
548	Herato1202	19791124	19791534	+	0	NA	Intergenic	Intergenic	2187	ID=evm.model.Herato1202.799-E1;Parent=evm.model.Herato1202.799								
926	Herato1904	6907192	6907645	+	0	NA	Intergenic	Intergenic	2696	ID=evm.model.Herato1904.249-E1;Parent=evm.model.Herato1904.249								
859	Herato1807	1203140	1204424	+	0	NA	Intergenic	Intergenic	-1410	ID=evm.model.Herato1807.23-E2;Parent=evm.model.Herato1807.23								
1083	Herato0301	3096028	3096504	+	0	NA	Intergenic	Intergenic	1903	ID=evm.model.Herato0301.78-E1;Parent=evm.model.Herato0301.78								
739	Herato0211	640512	640926	+	0	NA	Intergenic	Intergenic	-7582	ID=evm.model.Herato0211.32-E21;Parent=evm.model.Herato0211.32								
1110	Herato0310	3731514	3732336	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.90-E1;Parent=evm.model.Herato0310.90)	-promoter-TSS (ID=evm.model.Herato0310.90-E1;Parent=evm.model.Herato0310.90)	37	ID=evm.model.Herato0310.90-E1;Parent=evm.model.Herato0310.90								
876	Herato1807	2569461	2569825	+	0	NA	Intergenic	Intergenic	20054	ID=evm.model.Herato1807.50.1-E3;Parent=evm.model.Herato1807.50.1								
662	Herato1411	4175286	4175791	+	0	NA	Intergenic	Intergenic	9184	ID=evm.model.Herato1411.164-E18;Parent=evm.model.Herato1411.164								
418	Herato1202	208917	209657	+	0	NA	Intergenic	Intergenic	-2982	ID=evm.model.Herato1202.15.2-E7;Parent=evm.model.Herato1202.15.2								
783	Herato1801	1936351	1936740	+	0	NA	Intergenic	Intergenic	-3770	ID=evm.model.Herato1801.83.1-E2;Parent=evm.model.Herato1801.83.1								
933	Herato1906	892888	894062	+	0	NA	Intergenic	Intergenic	-9724	ID=evm.model.Herato1906.27-E2;Parent=evm.model.Herato1906.27								
168	Herato0701	16516713	16517154	+	0	NA	Intergenic	Intergenic	3696	ID=evm.model.Herato0701.702-E3;Parent=evm.model.Herato0701.702								
135	Herato0701	10225318	10225736	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.419-E5;Parent=evm.model.Herato0701.419)	-promoter-TSS (ID=evm.model.Herato0701.419-E5;Parent=evm.model.Herato0701.419)	-121	ID=evm.model.Herato0701.419-E5;Parent=evm.model.Herato0701.419								
348	Herato0101	17785649	17786201	+	0	NA	Intergenic	Intergenic	-9716	ID=evm.model.Herato0101.703-E1;Parent=evm.model.Herato0101.703								
1152	Herato0503	358050	358272	+	0	NA	Intergenic	Intergenic	-11068	ID=evm.model.Herato0503.9-E1;Parent=evm.model.Herato0503.9								
145	Herato0701	13831119	13832059	+	0	NA	Intergenic	Intergenic	9379	ID=evm.model.Herato0701.627-E2;Parent=evm.model.Herato0701.627								
49	Herato0606	5709268	5709732	+	0	NA	Intergenic	Intergenic	-4042	ID=evm.model.Herato0606.193-E5;Parent=evm.model.Herato0606.193								
789	Herato1801	2998151	2998484	+	0	NA	Intergenic	Intergenic	-5017	ID=evm.model.Herato1801.108.2-E1;Parent=evm.model.Herato1801.108.2								
178	Herato0701	18551685	18552385	+	0	NA	Intergenic	Intergenic	-18692	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
1131	Herato0401	1705573	1706015	+	0	NA	Intergenic	Intergenic	6680	ID=evm.model.Herato0401.42-E2;Parent=evm.model.Herato0401.42								
124	Herato0701	8763396	8764352	+	0	NA	Intergenic	Intergenic	-11571	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
772	Herato1703	1065589	1066711	+	0	NA	Intergenic	Intergenic	10230	ID=evm.model.Herato1703.48-E3;Parent=evm.model.Herato1703.48								
1090	Herato0301	3350032	3350603	+	0	NA	Intergenic	Intergenic	6123	ID=evm.model.Herato0301.89-E4;Parent=evm.model.Herato0301.89								
627	Herato1301	19510122	19510917	+	0	NA	Intergenic	Intergenic	-150297	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
993	Herato2001	8552140	8553924	+	0	NA	Intergenic	Intergenic	-12147	ID=evm.model.Herato2001.361-E1;Parent=evm.model.Herato2001.361								
715	Herato1603	2529483	2529878	+	0	NA	Intergenic	Intergenic	-3951	ID=evm.model.Herato1603.76-E2;Parent=evm.model.Herato1603.76								
23	Herato0101	8899354	8899765	+	0	NA	TTS (ID=evm.model.Herato0101.264-E2;Parent=evm.model.Herato0101.264)	-TTS (ID=evm.model.Herato0101.264-E2;Parent=evm.model.Herato0101.264)	976	ID=evm.model.Herato0101.264-E2;Parent=evm.model.Herato0101.264								
364	Herato1108	4944290	4944823	+	0	NA	Intergenic	Intergenic	-9033	ID=evm.model.Herato1108.200_evm.model.Herato1108.201-E2;Parent=evm.model.Herato1108.200_evm.model.Herato1108.201								
388	Herato0101	18529015	18530204	+	0	NA	Intergenic	Intergenic	-2983	ID=evm.model.Herato0101.736-E3;Parent=evm.model.Herato0101.736								
653	Herato1408	5638710	5639196	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.211-E1;Parent=evm.model.Herato1408.211)	-promoter-TSS (ID=evm.model.Herato1408.211-E1;Parent=evm.model.Herato1408.211)	119	ID=evm.model.Herato1408.211.1-E1;Parent=evm.model.Herato1408.211.1								
950	Herato1910	3485504	3485773	+	0	NA	Intergenic	Intergenic	12998	ID=evm.model.Herato1910.159-E4;Parent=evm.model.Herato1910.159								
509	Herato1202	14829315	14829535	+	0	NA	Intergenic	Intergenic	-8207	ID=evm.model.Herato1202.573-E1;Parent=evm.model.Herato1202.573								
1025	Herato2101	743233	744269	+	0	NA	Intergenic	Intergenic	3686	ID=evm.model.Herato2101.31-E4;Parent=evm.model.Herato2101.31								
1015	Herato2001	14465589	14466467	+	0	NA	Intergenic	Intergenic	-30415	ID=evm.model.Herato2001.568-E1;Parent=evm.model.Herato2001.568								
367	Herato0101	18011118	18011438	+	0	NA	Intergenic	Intergenic	20379	ID=evm.model.Herato0101.719-E1;Parent=evm.model.Herato0101.719								
976	Herato2001	4093374	4093910	+	0	NA	Intergenic	Intergenic	44896	ID=evm.model.Herato2001.133-E6;Parent=evm.model.Herato2001.133								
716	Herato1603	2551098	2551242	+	0	NA	Intergenic	Intergenic	5113	ID=evm.model.Herato1603.76-E6;Parent=evm.model.Herato1603.76								
940	Herato1908	2170972	2172001	+	0	NA	Intergenic	Intergenic	2288	ID=evm.model.Herato1908.74-E2;Parent=evm.model.Herato1908.74								
485	Herato1202	11215537	11216403	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.447-E2;Parent=evm.model.Herato1202.447)	-promoter-TSS (ID=evm.model.Herato1202.447-E2;Parent=evm.model.Herato1202.447)	-890	ID=evm.model.Herato1202.447.2-E3;Parent=evm.model.Herato1202.447.2								
685	Herato1507	4517773	4518484	+	0	NA	Intergenic	Intergenic	5309	ID=evm.model.Herato1507.156-E2;Parent=evm.model.Herato1507.156								
743	Herato1701	5491872	5492392	+	0	NA	Intergenic	Intergenic	-20565	ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147								
778	Herato0101	2926892	2927894	+	0	NA	Intergenic	Intergenic	-12675	ID=evm.model.Herato0101.93-E3;Parent=evm.model.Herato0101.93								
21	Herato0606	1743557	1744289	+	0	NA	Intergenic	Intergenic	17288	ID=evm.model.Herato0606.54.2-E3;Parent=evm.model.Herato0606.54.2								
523	Herato1202	16831105	16831986	+	0	NA	Intergenic	Intergenic	-1519	ID=evm.model.Herato1202.679.1-E1;Parent=evm.model.Herato1202.679.1								
720	Herato1603	2968510	2969349	+	0	NA	Intergenic	Intergenic	12884	ID=evm.model.Herato1603.84-E1;Parent=evm.model.Herato1603.84								
460	Herato0101	19892052	19893157	+	0	NA	Intergenic	Intergenic	-21296	ID=evm.model.Herato0101.768-E1;Parent=evm.model.Herato0101.768								
324	Herato1007	2859419	2860104	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.104-E1;Parent=evm.model.Herato1007.104)	-promoter-TSS (ID=evm.model.Herato1007.104-E1;Parent=evm.model.Herato1007.104)	-926	ID=evm.model.Herato1007.104.1-E1;Parent=evm.model.Herato1007.104.1								
453	Herato1202	4073002	4073939	+	0	NA	Intergenic	Intergenic	-17549	ID=evm.model.Herato1202.143-E2;Parent=evm.model.Herato1202.143								
723	Herato1605	1036263	1036702	+	0	NA	Intergenic	Intergenic	15132	ID=evm.model.Herato1605.34.2-E1;Parent=evm.model.Herato1605.34.2								
244	Herato0901	11562650	11564353	+	0	NA	Intergenic	Intergenic	13150	ID=evm.model.Herato0901.347-E1;Parent=evm.model.Herato0901.347								
637	Herato1301	21373084	21373271	+	0	NA	Intergenic	Intergenic	-1650	ID=evm.model.Herato1301.727.2-E1;Parent=evm.model.Herato1301.727.2								
351	Herato0101	17809992	17810419	+	0	NA	Intergenic	Intergenic	2785	ID=evm.model.Herato0101.706-E1;Parent=evm.model.Herato0101.706								
1040	Herato2101	4621402	4621696	+	0	NA	Intergenic	Intergenic	15649	ID=evm.model.Herato2101.150-E1;Parent=evm.model.Herato2101.150								
595	Herato1301	12119372	12119852	+	0	NA	Intergenic	Intergenic	-32594	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
1138	Herato0405	1325659	1326151	+	0	NA	TTS (ID=evm.model.Herato0405.43-E7;Parent=evm.model.Herato0405.43)	-TTS (ID=evm.model.Herato0405.43-E7;Parent=evm.model.Herato0405.43)	964	ID=evm.model.Herato0405.43-E7;Parent=evm.model.Herato0405.43								
488	Herato1202	11503970	11504397	+	0	NA	Intergenic	Intergenic	-29058	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
752	Herato1701	6084755	6085381	+	0	NA	Intergenic	Intergenic	34649	ID=evm.model.Herato1701.167-E1;Parent=evm.model.Herato1701.167								
1012	Herato2001	12019712	12020052	+	0	NA	Intergenic	Intergenic	4179	ID=evm.model.Herato2001.462-E4;Parent=evm.model.Herato2001.462								
835	Herato1805	5903957	5904946	+	0	NA	Intergenic	Intergenic	3164	ID=evm.model.Herato1805.158-E5;Parent=evm.model.Herato1805.158								
379	Herato0101	1780146	1780661	+	0	NA	Intergenic	Intergenic	3411	ID=evm.model.Herato0101.43.1-E7;Parent=evm.model.Herato0101.43.1								
1032	Herato2101	2336859	2338231	+	0	NA	Intergenic	Intergenic	9574	ID=evm.model.Herato2101.82-E38;Parent=evm.model.Herato2101.82								
113	Herato0701	8049943	8050278	+	0	NA	Intergenic	Intergenic	-42594	ID=evm.model.Herato0701.362.2-E1;Parent=evm.model.Herato0701.362.2								
901	Herato1904	1579414	1580865	+	0	NA	Intergenic	Intergenic	-2143	ID=evm.model.Herato1904.58-E5;Parent=evm.model.Herato1904.58								
1035	Herato2101	2977531	2978355	+	0	NA	Intergenic	Intergenic	-44501	ID=evm.model.Herato2101.110-E1;Parent=evm.model.Herato2101.110								
152	Herato0701	14465872	14466981	+	0	NA	Intergenic	Intergenic	-3925	ID=evm.model.Herato0701.662-E1;Parent=evm.model.Herato0701.662								
342	Herato1108	1150513	1151330	+	0	NA	Intergenic	Intergenic	-26272	ID=evm.model.Herato1108.30-E2;Parent=evm.model.Herato1108.30								
452	Herato1202	3820768	3822817	+	0	NA	Intergenic	Intergenic	6623	ID=evm.model.Herato1202.136.1-E1;Parent=evm.model.Herato1202.136.1								
862	Herato1807	1632992	1633218	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.36-E27;Parent=evm.model.Herato1807.36)	-promoter-TSS (ID=evm.model.Herato1807.36-E27;Parent=evm.model.Herato1807.36)	500	ID=evm.model.Herato1807.36-E26;Parent=evm.model.Herato1807.36								
295	Herato1005	2535369	2536862	+	0	NA	Intergenic	Intergenic	1852	ID=evm.model.Herato1005.126-E2;Parent=evm.model.Herato1005.126								
579	Herato1301	6701906	6702336	+	0	NA	Intergenic	Intergenic	-2946	ID=evm.model.Herato1301.247-E1;Parent=evm.model.Herato1301.247								
341	Herato1108	1126331	1127468	+	0	NA	Intergenic	Intergenic	7165	ID=evm.model.Herato1108.30-E1;Parent=evm.model.Herato1108.30								
1056	Herato2101	8387801	8388208	+	0	NA	Intergenic	Intergenic	6596	ID=evm.model.Herato2101.298-E87;Parent=evm.model.Herato2101.298								
535	Herato1202	19152354	19152945	+	0	NA	Intergenic	Intergenic	7806	ID=evm.model.Herato1202.776-E1;Parent=evm.model.Herato1202.776								
77	Herato0101	10291536	10292597	+	0	NA	Intergenic	Intergenic	-1883	ID=evm.model.Herato0101.298-E5;Parent=evm.model.Herato0101.298								
683	Herato1505	3235593	3236214	+	0	NA	Intergenic	Intergenic	-16855	ID=evm.model.Herato1505.138-E1;Parent=evm.model.Herato1505.138								
541	Herato1202	19648034	19649194	+	0	NA	Intergenic	Intergenic	-1912	ID=evm.model.Herato1202.798-E5;Parent=evm.model.Herato1202.798								
64	Herato0101	9828428	9829053	+	0	NA	Intergenic	Intergenic	-72570	ID=evm.model.Herato0101.287-E1;Parent=evm.model.Herato0101.287								
765	Herato1701	9289835	9290366	+	0	NA	Intergenic	Intergenic	-5130	ID=evm.model.Herato1701.296_evm.model.Herato1701.295-E1;Parent=evm.model.Herato1701.296_evm.model.Herato1701.295								
881	Herato1807	3035636	3036197	+	0	NA	Intergenic	Intergenic	-45233	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
312	Herato1007	1165946	1167476	+	0	NA	Intergenic	Intergenic	5404	ID=evm.model.Herato1007.44-E1;Parent=evm.model.Herato1007.44								
897	Herato1904	648533	648795	+	0	NA	Intergenic	Intergenic	-8673	ID=evm.model.Herato1904.22-E1;Parent=evm.model.Herato1904.22								
45	Herato0606	5448738	5449273	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.182-E4;Parent=evm.model.Herato0606.182)	-promoter-TSS (ID=evm.model.Herato0606.182-E4;Parent=evm.model.Herato0606.182)	34	ID=evm.model.Herato0606.182.5-E4;Parent=evm.model.Herato0606.182.5								
405	Herato1108	12556183	12556883	+	0	NA	Intergenic	Intergenic	12544	ID=evm.model.Herato1108.526-E2;Parent=evm.model.Herato1108.526								
507	Herato1202	14655005	14655745	+	0	NA	Intergenic	Intergenic	-19169	ID=evm.model.Herato1202.568-E1;Parent=evm.model.Herato1202.568								
237	Herato0101	14479721	14480107	+	0	NA	Intergenic	Intergenic	67409	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
1002	Herato2001	9714584	9714979	+	0	NA	Intergenic	Intergenic	-45533	ID=evm.model.Herato2001.392-E1;Parent=evm.model.Herato2001.392								
1173	Herato0503	4871444	4872271	+	0	NA	Intergenic	Intergenic	-27293	ID=evm.model.Herato0503.141-E1;Parent=evm.model.Herato0503.141								
370	Herato1108	5624714	5625535	+	0	NA	Intergenic	Intergenic	5103	ID=evm.model.Herato1108.241-E1;Parent=evm.model.Herato1108.241								
309	Herato1007	1043179	1043658	+	0	NA	Intergenic	Intergenic	-3631	ID=evm.model.Herato1007.41-E2;Parent=evm.model.Herato1007.41								
567	Herato1301	4092801	4093113	+	0	NA	Intergenic	Intergenic	12958	ID=evm.model.Herato1301.112-E34;Parent=evm.model.Herato1301.112								
416	Herato0101	19164811	19165504	+	0	NA	Intergenic	Intergenic	-17986	ID=evm.model.Herato0101.759-E3;Parent=evm.model.Herato0101.759								
100	Herato0701	3536252	3537330	+	0	NA	Intergenic	Intergenic	13265	ID=evm.model.Herato0701.172-E8;Parent=evm.model.Herato0701.172								
380	Herato0101	18279731	18280409	+	0	NA	Intergenic	Intergenic	4019	ID=evm.model.Herato0101.724-E3;Parent=evm.model.Herato0101.724								
914	Herato1904	4831106	4831425	+	0	NA	Intergenic	Intergenic	6688	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
300	Herato1005	4431846	4432158	+	0	NA	Intergenic	Intergenic	-1086	ID=evm.model.Herato1005.207-E1;Parent=evm.model.Herato1005.207								
965	Herato2001	2245328	2245860	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.60-E1;Parent=evm.model.Herato2001.60)	-promoter-TSS (ID=evm.model.Herato2001.60-E1;Parent=evm.model.Herato2001.60)	606	ID=evm.model.Herato2001.58-E2;Parent=evm.model.Herato2001.58								
824	Herato1805	3613668	3614012	+	0	NA	Intergenic	Intergenic	40145	ID=evm.model.Herato1805.103-E1;Parent=evm.model.Herato1805.103								
120	Herato0701	8513665	8515259	+	0	NA	Intergenic	Intergenic	17625	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
286	Herato1005	1206880	1208430	+	0	NA	Intergenic	Intergenic	-6837	ID=evm.model.Herato1005.75-E1;Parent=evm.model.Herato1005.75								
1075	Herato2101	11963509	11964650	+	0	NA	Intergenic	Intergenic	-1599	ID=evm.model.Herato2101.397.2-E6;Parent=evm.model.Herato2101.397.2								
800	Herato1805	159041	160110	+	0	NA	Intergenic	Intergenic	-2119	ID=evm.model.Herato1805.13-E1;Parent=evm.model.Herato1805.13								
1148	Herato0411	6369578	6370318	+	0	NA	Intergenic	Intergenic	-7874	ID=evm.model.Herato0411.154-E2;Parent=evm.model.Herato0411.154								
254	Herato1001	2921830	2922500	+	0	NA	Intergenic	Intergenic	5606	ID=evm.model.Herato1001.107-E1;Parent=evm.model.Herato1001.107								
392	Herato0101	1813693	1814497	+	0	NA	Intergenic	Intergenic	8108	ID=evm.model.Herato0101.43.1-E3;Parent=evm.model.Herato0101.43.1								
496	Herato0101	20452697	20453779	+	0	NA	Intergenic	Intergenic	-3507	ID=evm.model.Herato0101.781-E1;Parent=evm.model.Herato0101.781								
605	Herato1301	14550733	14550971	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.551-E2;Parent=evm.model.Herato1301.551)	-promoter-TSS (ID=evm.model.Herato1301.551-E2;Parent=evm.model.Herato1301.551)	60	ID=evm.model.Herato1301.551.1-E3;Parent=evm.model.Herato1301.551.1								
607	Herato1301	16395998	16396785	+	0	NA	Intergenic	Intergenic	-5415	ID=evm.model.Herato1301.590-E3;Parent=evm.model.Herato1301.590								
813	Herato1805	2559370	2560209	+	0	NA	Intergenic	Intergenic	-51331	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
42	Herato0606	4156814	4157586	+	0	NA	Intergenic	Intergenic	-3108	ID=evm.model.Herato0606.128-E1;Parent=evm.model.Herato0606.128								
644	Herato1408	800885	801351	+	0	NA	Intergenic	Intergenic	61241	ID=evm.model.Herato1408.26-E3;Parent=evm.model.Herato1408.26								
759	Herato1701	8056795	8057174	+	0	NA	Intergenic	Intergenic	-1480	ID=evm.model.Herato1701.246.1-E1;Parent=evm.model.Herato1701.246.1								
851	Herato1807	669675	670023	+	0	NA	TTS (ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12)	-TTS (ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12)	813	ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12								
399	Herato1108	11880281	11881612	+	0	NA	Intergenic	Intergenic	3326	ID=evm.model.Herato1108.507-E1;Parent=evm.model.Herato1108.507								
1073	Herato2101	11926205	11926661	+	0	NA	Intergenic	Intergenic	-15748	ID=evm.model.Herato2101.397-E2;Parent=evm.model.Herato2101.397								
235	Herato0901	8625475	8626445	+	0	NA	Intergenic	Intergenic	1962	ID=evm.model.Herato0901.275-E3;Parent=evm.model.Herato0901.275								
694	Herato1507	7647830	7648212	+	0	NA	Intergenic	Intergenic	3343	ID=evm.model.Herato1507.267-E4;Parent=evm.model.Herato1507.267								
436	Herato1202	2331700	2331895	+	0	NA	Intergenic	Intergenic	-1630	ID=evm.model.Herato1202.80-E1;Parent=evm.model.Herato1202.80								
94	Herato0701	3170205	3170727	+	0	NA	Intergenic	Intergenic	-21261	ID=evm.model.Herato0701.167-E4;Parent=evm.model.Herato0701.167								
213	Herato0901	1720806	1721272	+	0	NA	Intergenic	Intergenic	-23599	ID=evm.model.Herato0901.62-E3;Parent=evm.model.Herato0901.62								
816	Herato1805	2807726	2808376	+	0	NA	TTS (ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87)	-TTS (ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87)	5519	ID=evm.model.Herato1805.87-E1;Parent=evm.model.Herato1805.87								
1103	Herato0310	1958030	1958354	+	0	NA	Intergenic	Intergenic	6760	ID=evm.model.Herato0310.44.1-E17;Parent=evm.model.Herato0310.44.1								
568	Herato1301	4160938	4161327	+	0	NA	Intergenic	Intergenic	3719	ID=evm.model.Herato1301.114-E1;Parent=evm.model.Herato1301.114								
1062	Herato2101	9028989	9029707	+	0	NA	Intergenic	Intergenic	-82910	ID=evm.model.Herato2101.309-E1;Parent=evm.model.Herato2101.309								
265	Herato1003	4170639	4172033	+	0	NA	TTS (ID=evm.model.Herato1003.126-E1;Parent=evm.model.Herato1003.126)	-TTS (ID=evm.model.Herato1003.126-E1;Parent=evm.model.Herato1003.126)	334	ID=evm.model.Herato1003.126-E1;Parent=evm.model.Herato1003.126								
296	Herato1005	2613426	2614581	+	0	NA	Intergenic	Intergenic	-6674	ID=evm.model.Herato1005.129-E3;Parent=evm.model.Herato1005.129								
1129	Herato0310	10172877	10173779	+	0	NA	Intergenic	Intergenic	-5392	ID=evm.model.Herato0310.313.2-E2;Parent=evm.model.Herato0310.313.2								
791	Herato1801	3213958	3214763	+	0	NA	Intergenic	Intergenic	-1564	ID=evm.model.Herato1801.113-E2;Parent=evm.model.Herato1801.113								
171	Herato0701	17909112	17909537	+	0	NA	Intergenic	Intergenic	60905	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
1143	Herato0101	6202765	6204058	+	0	NA	Intergenic	Intergenic	-48810	ID=evm.model.Herato0101.179-E4;Parent=evm.model.Herato0101.179								
386	Herato1108	9993836	9994045	+	0	NA	Intergenic	Intergenic	-3274	ID=evm.model.Herato1108.448.1-E5;Parent=evm.model.Herato1108.448.1								
916	Herato1904	4933560	4933815	+	0	NA	Intergenic	Intergenic	-13752	ID=evm.model.Herato1904.170-E6;Parent=evm.model.Herato1904.170								
445	Herato1202	3444407	3445509	+	0	NA	Intergenic	Intergenic	-8353	ID=evm.model.Herato1202.116.2-E2;Parent=evm.model.Herato1202.116.2								
200	Herato0101	13367224	13367744	+	0	NA	Intergenic	Intergenic	-1056	ID=novel_model_8-E5;Parent=novel_model_8								
329	Herato1007	3432406	3433242	+	0	NA	Intergenic	Intergenic	-1637	ID=evm.model.Herato1007.127.1-E3;Parent=evm.model.Herato1007.127.1								
525	Herato1202	17439954	17443378	+	0	NA	Intergenic	Intergenic	33326	ID=evm.model.Herato1202.713-E2;Parent=evm.model.Herato1202.713								
27	Herato0606	2983338	2983723	+	0	NA	Intergenic	Intergenic	-1764	ID=evm.model.Herato0606.93-E2;Parent=evm.model.Herato0606.93								
787	Herato1801	2759841	2760847	+	0	NA	Intergenic	Intergenic	-9567	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
161	Herato0701	16281475	16282826	+	0	NA	Intergenic	Intergenic	89261	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
582	Herato1301	6938834	6939242	+	0	NA	Intergenic	Intergenic	-1074	ID=evm.model.Herato1301.257-E1;Parent=evm.model.Herato1301.257								
109	Herato0701	7455287	7455462	+	0	NA	Intergenic	Intergenic	-1521	ID=evm.model.Herato0701.334-E1;Parent=evm.model.Herato0701.334								
