PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thup.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1947	Herato1001	5995232	5995885	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.196-E6;Parent=evm.model.Herato1001.196)	-promoter-TSS (ID=evm.model.Herato1001.196-E6;Parent=evm.model.Herato1001.196)	218	ID=evm.model.Herato1001.196-E5;Parent=evm.model.Herato1001.196								
2366	Herato0204	1313268	1314056	+	0	NA	TTS (ID=evm.model.Herato0204.50-E1;Parent=evm.model.Herato0204.50)	-TTS (ID=evm.model.Herato0204.50-E1;Parent=evm.model.Herato0204.50)	600	ID=evm.model.Herato0204.50-E2;Parent=evm.model.Herato0204.50								
2501	Herato1108	596420	596572	+	0	NA	Intergenic	Intergenic	37365	ID=evm.model.Herato1108.7-E12;Parent=evm.model.Herato1108.7								
1347	Herato2001	4098343	4099042	+	0	NA	Intergenic	Intergenic	49946	ID=evm.model.Herato2001.133-E6;Parent=evm.model.Herato2001.133								
25	Herato0508	1333965	1334567	+	0	NA	Intergenic	Intergenic	-13789	ID=evm.model.Herato0508.60-E1;Parent=evm.model.Herato0508.60								
1504	Herato0101	13758369	13758926	+	0	NA	Intergenic	Intergenic	24478	ID=evm.model.Herato0101.491-E2;Parent=evm.model.Herato0101.491								
3350	Herato1202	14980777	14981204	+	0	NA	Intergenic	Intergenic	-8853	ID=evm.model.Herato1202.577-E5;Parent=evm.model.Herato1202.577								
3971	Herato1507	1328520	1328852	+	0	NA	Intergenic	Intergenic	-6858	ID=evm.model.Herato1507.38-E3;Parent=evm.model.Herato1507.38								
2270	Herato1202	828367	829066	+	0	NA	Intergenic	Intergenic	-18531	ID=evm.model.Herato1202.38-E1;Parent=evm.model.Herato1202.38								
1253	Herato0801	5304482	5304724	+	0	NA	Intergenic	Intergenic	2861	ID=evm.model.Herato0801.117-E1;Parent=evm.model.Herato0801.117								
4852	Herato1603	1473688	1474017	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.128-E1;Parent=evm.model.Herato1603.128)	-promoter-TSS (ID=evm.model.Herato1603.128-E1;Parent=evm.model.Herato1603.128)	-339	ID=evm.model.Herato1603.128-E1;Parent=evm.model.Herato1603.128								
5469	Herato0401	1277298	1277686	+	0	NA	Intergenic	Intergenic	18135	ID=evm.model.Herato0401.21.1-E1;Parent=evm.model.Herato0401.21.1								
5829	Herato2001	15153206	15153489	+	0	NA	Intergenic	Intergenic	-10877	ID=evm.model.Herato2001.595-E1;Parent=evm.model.Herato2001.595								
2648	Herato1108	5973950	5974614	+	0	NA	Intergenic	Intergenic	2061	ID=evm.model.Herato1108.250-E3;Parent=evm.model.Herato1108.250								
3932	Herato1301	17141314	17141776	+	0	NA	Intergenic	Intergenic	-6606	ID=evm.model.Herato1301.610-E2;Parent=evm.model.Herato1301.610								
5877	Herato2001	4118483	4118672	+	0	NA	Intergenic	Intergenic	-43629	ID=evm.model.Herato2001.134-E1;Parent=evm.model.Herato2001.134								
1730	Herato0901	10376899	10378322	+	0	NA	Intergenic	Intergenic	-1565	ID=evm.model.Herato0901.318.1-E1;Parent=evm.model.Herato0901.318.1								
5314	Herato0215	2031468	2031706	+	0	NA	Intergenic	Intergenic	-1805	ID=evm.model.Herato0215.70-E3;Parent=evm.model.Herato0215.70								
3784	Herato1411	4766576	4766742	+	0	NA	Intergenic	Intergenic	4188	ID=evm.model.Herato1411.183-E5;Parent=evm.model.Herato1411.183								
4479	Herato1505	1016691	1017236	+	0	NA	Intergenic	Intergenic	-23119	ID=evm.model.Herato1505.41.2-E2;Parent=evm.model.Herato1505.41.2								
46	Herato1001	5513221	5514382	+	0	NA	Intergenic	Intergenic	-1985	ID=evm.model.Herato1001.179-E5;Parent=evm.model.Herato1001.179								
3623	Herato1703	1877714	1878223	+	0	NA	Intergenic	Intergenic	2331	ID=evm.model.Herato1703.33-E17;Parent=evm.model.Herato1703.33								
1316	Herato0817	14489	15270	+	0	NA	promoter-TSS (ID=evm.model.Herato0817.1-E4;Parent=evm.model.Herato0817.1)	-promoter-TSS (ID=evm.model.Herato0817.1-E4;Parent=evm.model.Herato0817.1)	-509	ID=evm.model.Herato0817.1-E4;Parent=evm.model.Herato0817.1								
1851	Herato1001	1359639	1359930	+	0	NA	Intergenic	Intergenic	18505	ID=evm.model.Herato1001.51-E21;Parent=evm.model.Herato1001.51								
4542	Herato0215	766408	766867	+	0	NA	Intergenic	Intergenic	7379	ID=evm.model.Herato0215.22-E1;Parent=evm.model.Herato0215.22								
5535	Herato0503	5327277	5327705	+	0	NA	Intergenic	Intergenic	-21264	ID=evm.model.Herato0503.170-E2;Parent=evm.model.Herato0503.170								
3327	Herato1701	1806677	1806894	+	0	NA	Intergenic	Intergenic	-25071	ID=evm.model.Herato1701.55-E1;Parent=evm.model.Herato1701.55								
2630	Herato1505	3014550	3015224	+	0	NA	Intergenic	Intergenic	-29845	ID=evm.model.Herato1505.132-E1;Parent=evm.model.Herato1505.132								
2373	Herato1007	3042409	3042593	+	0	NA	Intergenic	Intergenic	15204	ID=evm.model.Herato1007.107-E6;Parent=evm.model.Herato1007.107								
2263	Herato1007	358566	358850	+	0	NA	Intergenic	Intergenic	-39591	ID=evm.model.Herato1007.7-E1;Parent=evm.model.Herato1007.7								
3386	Herato1805	3689183	3689404	+	0	NA	Intergenic	Intergenic	-61993	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
4163	Herato1805	9681739	9682294	+	0	NA	Intergenic	Intergenic	-17942	ID=evm.model.Herato1805.290-E1;Parent=evm.model.Herato1805.290								
5659	Herato1805	5702955	5703573	+	0	NA	Intergenic	Intergenic	-14130	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
5302	Herato0401	2650216	2650734	+	0	NA	Intergenic	Intergenic	1616	ID=evm.model.Herato0401.69-E6;Parent=evm.model.Herato0401.69								
3505	Herato1202	19741681	19742031	+	0	NA	Intergenic	Intergenic	-47286	ID=evm.model.Herato1202.799-E1;Parent=evm.model.Herato1202.799								
317	Herato0606	5706950	5707353	+	0	NA	Intergenic	Intergenic	-1693	ID=evm.model.Herato0606.193-E5;Parent=evm.model.Herato0606.193								
5813	Herato2101	14338378	14338916	+	0	NA	Intergenic	Intergenic	-22144	ID=evm.model.Herato2101.463-E2;Parent=evm.model.Herato2101.463								
1254	Herato0801	5304915	5305262	+	0	NA	Intergenic	Intergenic	2376	ID=evm.model.Herato0801.117-E1;Parent=evm.model.Herato0801.117								
4555	Herato1601	2015075	2015646	+	0	NA	Intergenic	Intergenic	58460	ID=evm.model.Herato1601.52-E2;Parent=evm.model.Herato1601.52								
1642	Herato0901	6321043	6321311	+	0	NA	Intergenic	Intergenic	-2740	ID=evm.model.Herato0901.207-E1;Parent=evm.model.Herato0901.207								
3712	Herato1708	2121828	2122334	+	0	NA	Intergenic	Intergenic	13647	ID=evm.model.Herato1708.121-E1;Parent=evm.model.Herato1708.121								
4622	Herato1904	6702457	6703366	+	0	NA	Intergenic	Intergenic	6434	ID=evm.model.Herato1904.242-E1;Parent=evm.model.Herato1904.242								
892	Herato0701	14019401	14020314	+	0	NA	Intergenic	Intergenic	8299	ID=evm.model.Herato0701.634-E1;Parent=evm.model.Herato0701.634								
3954	Herato1904	3939750	3940414	+	0	NA	Intergenic	Intergenic	-8325	ID=evm.model.Herato1904.139.3-E3;Parent=evm.model.Herato1904.139.3								
546	Herato0701	2544631	2544930	+	0	NA	Intergenic	Intergenic	-10411	ID=evm.model.Herato0701.148.12-E1;Parent=evm.model.Herato0701.148.12								
2071	Herato1003	5442350	5443183	+	0	NA	Intergenic	Intergenic	-21876	ID=evm.model.Herato1003.175-E1;Parent=evm.model.Herato1003.175								
537	Herato0101	10393419	10394928	+	0	NA	Intergenic	Intergenic	-22997	ID=evm.model.Herato0101.301-E1;Parent=evm.model.Herato0101.301								
5816	Herato1807	1276271	1277125	+	0	NA	Intergenic	Intergenic	9176	ID=evm.model.Herato1807.24-E2;Parent=evm.model.Herato1807.24								
1007	Herato1202	198804	199323	+	0	NA	Intergenic	Intergenic	-3083	ID=evm.model.Herato1202.15.2-E3;Parent=evm.model.Herato1202.15.2								
3896	Herato2101	13815075	13816058	+	0	NA	Intergenic	Intergenic	2036	ID=evm.model.Herato2101.437-E1;Parent=evm.model.Herato2101.437								
4072	Herato1904	7707235	7707568	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.267-E4;Parent=evm.model.Herato1904.267)	-promoter-TSS (ID=evm.model.Herato1904.267-E4;Parent=evm.model.Herato1904.267)	-247	ID=evm.model.Herato1904.267-E4;Parent=evm.model.Herato1904.267								
1443	Herato1202	14256119	14256338	+	0	NA	Intergenic	Intergenic	19916	ID=evm.model.Herato1202.541.1-E5;Parent=evm.model.Herato1202.541.1								
4441	Herato1901	3134520	3135052	+	0	NA	Intergenic	Intergenic	-8797	ID=evm.model.Herato1901.105-E3;Parent=evm.model.Herato1901.105								
1833	Herato1001	466831	467303	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.23-E4;Parent=evm.model.Herato1001.23)	-promoter-TSS (ID=evm.model.Herato1001.23-E4;Parent=evm.model.Herato1001.23)	-985	ID=evm.model.Herato1001.23-E4;Parent=evm.model.Herato1001.23								
3298	Herato1202	13296166	13296495	+	0	NA	Intergenic	Intergenic	-7618	ID=evm.model.Herato1202.501-E1;Parent=evm.model.Herato1202.501								
1186	Herato0801	1821909	1822244	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.35-E8;Parent=evm.model.Herato0801.35)	-promoter-TSS (ID=evm.model.Herato0801.35-E8;Parent=evm.model.Herato0801.35)	-51	ID=evm.model.Herato0801.35-E8;Parent=evm.model.Herato0801.35								
3119	Herato0215	2255162	2255590	+	0	NA	Intergenic	Intergenic	-21946	ID=evm.model.Herato0215.81-E1;Parent=evm.model.Herato0215.81								
4874	Herato1904	1635744	1636037	+	0	NA	Intergenic	Intergenic	-11958	ID=evm.model.Herato1904.59-E1;Parent=evm.model.Herato1904.59								
2240	Herato1202	179211	179559	+	0	NA	Intergenic	Intergenic	-1369	ID=evm.model.Herato1202.15.2-E2;Parent=evm.model.Herato1202.15.2								
3566	Herato1701	11238853	11239632	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.391-E1;Parent=evm.model.Herato1701.391)	-promoter-TSS (ID=evm.model.Herato1701.391-E1;Parent=evm.model.Herato1701.391)	95	ID=evm.model.Herato1701.391.1-E1;Parent=evm.model.Herato1701.391.1								
5241	Herato2101	351659	352104	+	0	NA	Intergenic	Intergenic	-5846	ID=evm.model.Herato2101.20-E1;Parent=evm.model.Herato2101.20								
529	Herato0701	1804449	1804847	+	0	NA	Intergenic	Intergenic	3567	ID=evm.model.Herato0701.99-E3;Parent=evm.model.Herato0701.99								
3556	Herato1301	1195905	1196202	+	0	NA	Intergenic	Intergenic	-5008	ID=evm.model.Herato1301.35.4-E1;Parent=evm.model.Herato1301.35.4								
4309	Herato0403	53884	54248	+	0	NA	Intergenic	Intergenic	-27264	ID=evm.model.Herato0403.2-E2;Parent=evm.model.Herato0403.2								
4222	Herato1408	3449459	3449868	+	0	NA	Intergenic	Intergenic	-28008	ID=evm.model.Herato1408.117.1-E12;Parent=evm.model.Herato1408.117.1								
2573	Herato1108	3849979	3850266	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.149-E1;Parent=evm.model.Herato1108.149)	-promoter-TSS (ID=evm.model.Herato1108.149-E1;Parent=evm.model.Herato1108.149)	-762	ID=evm.model.Herato1108.149.1.3-E1;Parent=evm.model.Herato1108.149.1.3								
987	Herato0701	16302210	16302440	+	0	NA	Intergenic	Intergenic	-87694	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
2984	Herato1202	2134980	2135658	+	0	NA	Intergenic	Intergenic	25255	ID=evm.model.Herato1202.72-E6;Parent=evm.model.Herato1202.72								
1150	Herato0801	863219	863484	+	0	NA	Intergenic	Intergenic	104268	ID=evm.model.Herato0801.18-E17;Parent=evm.model.Herato0801.18								
5635	Herato1904	6576546	6577127	+	0	NA	Intergenic	Intergenic	-1028	ID=evm.model.Herato1904.237-E39;Parent=evm.model.Herato1904.237								
3988	Herato1301	19383457	19383820	+	0	NA	Intergenic	Intergenic	-30289	ID=evm.model.Herato1301.671-E1;Parent=evm.model.Herato1301.671								
4122	Herato0214	316725	317216	+	0	NA	Intergenic	Intergenic	-4849	ID=evm.model.Herato0214.20-E1;Parent=evm.model.Herato0214.20								
4347	Herato0405	1431903	1433165	+	0	NA	TTS (ID=evm.model.Herato0405.47-E4;Parent=evm.model.Herato0405.47)	-TTS (ID=evm.model.Herato0405.47-E4;Parent=evm.model.Herato0405.47)	418	ID=evm.model.Herato0405.47-E4;Parent=evm.model.Herato0405.47								
4314	Herato2001	6293680	6294157	+	0	NA	Intergenic	Intergenic	-1289	ID=evm.model.Herato2001.226.1-E1;Parent=evm.model.Herato2001.226.1								
4239	Herato1807	1785133	1785739	+	0	NA	Intergenic	Intergenic	41538	ID=evm.model.Herato1807.38-E2;Parent=evm.model.Herato1807.38								
2390	Herato1007	3400699	3401145	+	0	NA	Intergenic	Intergenic	-6235	ID=evm.model.Herato1007.126-E1;Parent=evm.model.Herato1007.126								
908	Herato0101	11612619	11612881	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.354-E1;Parent=evm.model.Herato0101.354)	-promoter-TSS (ID=evm.model.Herato0101.354-E1;Parent=evm.model.Herato0101.354)	-817	ID=evm.model.Herato0101.354-E1;Parent=evm.model.Herato0101.354								
2580	Herato1505	1154844	1155125	+	0	NA	Intergenic	Intergenic	12081	ID=evm.model.Herato1505.44.1-E1;Parent=evm.model.Herato1505.44.1								
4900	Herato1910	4603626	4603972	+	0	NA	Intergenic	Intergenic	-12593	ID=evm.model.Herato1910.186-E1;Parent=evm.model.Herato1910.186								
4151	Herato0204	845612	846085	+	0	NA	Intergenic	Intergenic	-59324	ID=evm.model.Herato0204.28-E1;Parent=evm.model.Herato0204.28								
284	Herato1301	21836956	21837200	+	0	NA	Intergenic	Intergenic	15197	ID=evm.model.Herato1301.740-E1;Parent=evm.model.Herato1301.740								
3127	Herato1801	1057688	1057872	+	0	NA	Intergenic	Intergenic	1385	ID=evm.model.Herato1801.51-E3;Parent=evm.model.Herato1801.51								
5125	Herato2001	6535330	6535856	+	0	NA	Intergenic	Intergenic	-12605	ID=evm.model.Herato2001.238-E1;Parent=evm.model.Herato2001.238								
247	Herato0606	3142054	3142499	+	0	NA	Intergenic	Intergenic	-11460	ID=evm.model.Herato0606.100-E1;Parent=evm.model.Herato0606.100								
903	Herato0701	14175696	14176484	+	0	NA	Intergenic	Intergenic	-32083	ID=evm.model.Herato0701.643-E1;Parent=evm.model.Herato0701.643								
1340	Herato0101	13254720	13255095	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.456-E15;Parent=evm.model.Herato0101.456)	-promoter-TSS (ID=evm.model.Herato0101.456-E15;Parent=evm.model.Herato0101.456)	-685	ID=evm.model.Herato0101.456-E15;Parent=evm.model.Herato0101.456								
3870	Herato2101	11938287	11939052	+	0	NA	Intergenic	Intergenic	-3512	ID=evm.model.Herato2101.397-E2;Parent=evm.model.Herato2101.397								
5397	Herato0101	5992200	5992486	+	0	NA	Intergenic	Intergenic	12183	ID=evm.model.Herato0101.171.1-E3;Parent=evm.model.Herato0101.171.1								
4389	Herato1801	2292131	2292519	+	0	NA	Intergenic	Intergenic	-45833	ID=evm.model.Herato1801.89-E1;Parent=evm.model.Herato1801.89								
3927	Herato0419	940652	940918	+	0	NA	Intergenic	Intergenic	-1561	ID=evm.model.Herato0419.32-E1;Parent=evm.model.Herato0419.32								
5504	Herato0413	119386	119822	+	0	NA	Intergenic	Intergenic	13715	ID=evm.model.Herato0413.2-E1;Parent=evm.model.Herato0413.2								
289	Herato0606	4427926	4428096	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.139-E2;Parent=evm.model.Herato0606.139)	-promoter-TSS (ID=evm.model.Herato0606.139-E2;Parent=evm.model.Herato0606.139)	-700	ID=evm.model.Herato0606.139.1-E2;Parent=evm.model.Herato0606.139.1								
4739	Herato1908	316960	317681	+	0	NA	Intergenic	Intergenic	8417	ID=evm.model.Herato1908.15.3-E2;Parent=evm.model.Herato1908.15.3								
4411	Herato0215	2425075	2425507	+	0	NA	Intergenic	Intergenic	-6076	ID=evm.model.Herato0215.89-E1;Parent=evm.model.Herato0215.89								
2119	Herato1301	19989408	19989721	+	0	NA	Intergenic	Intergenic	23517	ID=evm.model.Herato1301.678-E1;Parent=evm.model.Herato1301.678								
3891	Herato0411	5398360	5398569	+	0	NA	Intergenic	Intergenic	17760	ID=evm.model.Herato0411.132-E2;Parent=evm.model.Herato0411.132								
808	Herato1108	8293821	8294530	+	0	NA	TTS (ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360)	-TTS (ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360)	988	ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360								
845	Herato0701	11992710	11992894	+	0	NA	Intergenic	Intergenic	11326	ID=evm.model.Herato0701.538-E12;Parent=evm.model.Herato0701.538								
1847	Herato1001	1051752	1052098	+	0	NA	Intergenic	Intergenic	-21296	ID=evm.model.Herato1001.47_evm.model.Herato1001.48.1-E1;Parent=evm.model.Herato1001.47_evm.model.Herato1001.48.1								
147	Herato0606	536656	537001	+	0	NA	Intergenic	Intergenic	-17231	ID=evm.model.Herato0606.18-E1;Parent=evm.model.Herato0606.18								
1249	Herato0101	19844474	19844960	+	0	NA	Intergenic	Intergenic	-2970	ID=evm.model.Herato0101.767-E1;Parent=evm.model.Herato0101.767								
5211	Herato1701	4510284	4510525	+	0	NA	Intergenic	Intergenic	-20627	ID=evm.model.Herato1701.106-E1;Parent=evm.model.Herato1701.106								
1142	Herato1202	3133287	3133467	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.106-E4;Parent=evm.model.Herato1202.106)	-promoter-TSS (ID=evm.model.Herato1202.106-E4;Parent=evm.model.Herato1202.106)	-41	ID=evm.model.Herato1202.106.1.1-E3;Parent=evm.model.Herato1202.106.1.1								
4952	Herato1605	3023976	3025671	+	0	NA	Intergenic	Intergenic	18139	ID=evm.model.Herato1605.99-E9;Parent=evm.model.Herato1605.99								
5267	Herato2001	11923608	11923918	+	0	NA	Intergenic	Intergenic	-6253	ID=evm.model.Herato2001.456.2-E1;Parent=evm.model.Herato2001.456.2								
4708	Herato1701	8141917	8142968	+	0	NA	Intergenic	Intergenic	14510	ID=evm.model.Herato1701.248-E8;Parent=evm.model.Herato1701.248								
1291	Herato0101	20047278	20048166	+	0	NA	Intergenic	Intergenic	-2129	ID=evm.model.Herato0101.769-E3;Parent=evm.model.Herato0101.769								
2095	Herato1301	19579774	19580258	+	0	NA	Intergenic	Intergenic	-80800	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
5584	Herato2101	17016972	17017964	+	0	NA	Intergenic	Intergenic	5923	ID=evm.model.Herato2101.521.2-E4;Parent=evm.model.Herato2101.521.2								
2599	Herato1701	643782	644568	+	0	NA	Intergenic	Intergenic	4517	ID=evm.model.Herato1701.27-E1;Parent=evm.model.Herato1701.27								
2601	Herato1108	4633410	4634544	+	0	NA	Intergenic	Intergenic	-3488	ID=evm.model.Herato1108.179-E2;Parent=evm.model.Herato1108.179								
3227	Herato1202	10542273	10542523	+	0	NA	Intergenic	Intergenic	21899	ID=evm.model.Herato1202.415-E1;Parent=evm.model.Herato1202.415								
2960	Herato1202	1735586	1735849	+	0	NA	Intergenic	Intergenic	9759	ID=evm.model.Herato1202.63.4-E6;Parent=evm.model.Herato1202.63.4								
5551	Herato0405	1118058	1119805	+	0	NA	Intergenic	Intergenic	81116	ID=evm.model.Herato0405.38-E1;Parent=evm.model.Herato0405.38								
5346	Herato0310	6932028	6932190	+	0	NA	Intergenic	Intergenic	86240	ID=evm.model.Herato0310.169-E2;Parent=evm.model.Herato0310.169								
1052	Herato0701	17780831	17781453	+	0	NA	Intergenic	Intergenic	-6034	ID=evm.model.Herato0701.742.1-E1;Parent=evm.model.Herato0701.742.1								
4522	Herato1904	2951217	2951526	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.100-E2;Parent=evm.model.Herato1904.100)	-promoter-TSS (ID=evm.model.Herato1904.100-E2;Parent=evm.model.Herato1904.100)	53	ID=evm.model.Herato1904.100-E2;Parent=evm.model.Herato1904.100								
4188	Herato0310	9502674	9503322	+	0	NA	TTS (ID=evm.model.Herato0310.290-E5;Parent=evm.model.Herato0310.290)	-TTS (ID=evm.model.Herato0310.290-E5;Parent=evm.model.Herato0310.290)	844	ID=evm.model.Herato0310.290-E5;Parent=evm.model.Herato0310.290								
4250	Herato1807	2088687	2089344	+	0	NA	Intergenic	Intergenic	17765	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
5438	Herato2001	10669463	10670514	+	0	NA	Intergenic	Intergenic	13644	ID=evm.model.Herato2001.419-E11;Parent=evm.model.Herato2001.419								
1493	Herato0901	1722717	1723007	+	0	NA	Intergenic	Intergenic	22177	ID=evm.model.Herato0901.62-E2;Parent=evm.model.Herato0901.62								
5617	Herato1801	2993702	2993918	+	0	NA	Intergenic	Intergenic	-9524	ID=evm.model.Herato1801.108.2-E1;Parent=evm.model.Herato1801.108.2								
5471	Herato1805	6151016	6151363	+	0	NA	TTS (ID=evm.model.Herato1805.166-E6;Parent=evm.model.Herato1805.166)	-TTS (ID=evm.model.Herato1805.166-E6;Parent=evm.model.Herato1805.166)	860	ID=evm.model.Herato1805.166-E6;Parent=evm.model.Herato1805.166								
5661	Herato2101	4558180	4558812	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.147-E2;Parent=evm.model.Herato2101.147)	-promoter-TSS (ID=evm.model.Herato2101.147-E2;Parent=evm.model.Herato2101.147)	-771	ID=evm.model.Herato2101.147-E2;Parent=evm.model.Herato2101.147								
2397	Herato1007	3606949	3607304	+	0	NA	Intergenic	Intergenic	32492	ID=evm.model.Herato1007.138.1-E6;Parent=evm.model.Herato1007.138.1								
4298	Herato1411	709601	709948	+	0	NA	Intergenic	Intergenic	-8551	ID=evm.model.Herato1411.20-E3;Parent=evm.model.Herato1411.20								
974	Herato1108	14369014	14372444	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.618-E2;Parent=evm.model.Herato1108.618)	-promoter-TSS (ID=evm.model.Herato1108.618-E2;Parent=evm.model.Herato1108.618)	-947	ID=evm.model.Herato1108.618-E2;Parent=evm.model.Herato1108.618								
2629	Herato1505	3006819	3007136	+	0	NA	Intergenic	Intergenic	22780	ID=evm.model.Herato1505.131-E1;Parent=evm.model.Herato1505.131								
1668	Herato2001	13280824	13281265	+	0	NA	Intergenic	Intergenic	-1489	ID=evm.model.Herato2001.531.4-E4;Parent=evm.model.Herato2001.531.4								
1715	Herato0101	14516224	14516666	+	0	NA	Intergenic	Intergenic	30878	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
1613	Herato0901	5108571	5108718	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.138-E5;Parent=evm.model.Herato0901.138)	-promoter-TSS (ID=evm.model.Herato0901.138-E5;Parent=evm.model.Herato0901.138)	89	ID=evm.model.Herato0901.138-E5;Parent=evm.model.Herato0901.138								
4247	Herato1408	4547398	4547620	+	0	NA	Intergenic	Intergenic	-13417	ID=evm.model.Herato1408.164-E1;Parent=evm.model.Herato1408.164								
636	Herato0701	5612770	5613205	+	0	NA	Intergenic	Intergenic	-11272	ID=evm.model.Herato0701.258.8-E1;Parent=evm.model.Herato0701.258.8								
5064	Herato2101	516333	517177	+	0	NA	Intergenic	Intergenic	-1640	ID=evm.model.Herato2101.27-E1;Parent=evm.model.Herato2101.27								
1104	Herato1202	2106394	2106946	+	0	NA	Intergenic	Intergenic	-2523	ID=evm.model.Herato1202.72-E5;Parent=evm.model.Herato1202.72								
1406	Herato1701	980788	981255	+	0	NA	Intergenic	Intergenic	-108517	ID=evm.model.Herato1701.34-E1;Parent=evm.model.Herato1701.34								
5092	Herato2001	5009813	5010138	+	0	NA	Intergenic	Intergenic	-5335	ID=evm.model.Herato2001.171-E1;Parent=evm.model.Herato2001.171								
5799	Herato0411	2797364	2798171	+	0	NA	Intergenic	Intergenic	22132	ID=evm.model.Herato0411.50-E8;Parent=evm.model.Herato0411.50								
1905	Herato1001	3723742	3724001	+	0	NA	Intergenic	Intergenic	-2373	ID=evm.model.Herato1001.124-E1;Parent=evm.model.Herato1001.124								
3203	Herato1605	2408827	2410102	+	0	NA	Intergenic	Intergenic	3226	ID=evm.model.Herato1605.84-E4;Parent=evm.model.Herato1605.84								
117	Herato1805	1815311	1816211	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.76-E14;Parent=evm.model.Herato1805.76)	-promoter-TSS (ID=evm.model.Herato1805.76-E14;Parent=evm.model.Herato1805.76)	-238	ID=evm.model.Herato1805.76-E14;Parent=evm.model.Herato1805.76								
2207	Herato0101	1611748	1612143	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.39-E5;Parent=evm.model.Herato0101.39)	-promoter-TSS (ID=evm.model.Herato0101.39-E5;Parent=evm.model.Herato0101.39)	-622	ID=evm.model.Herato0101.39.4-E4;Parent=evm.model.Herato0101.39.4								
3754	Herato1801	1323117	1323629	+	0	NA	Intergenic	Intergenic	72782	ID=evm.model.Herato1801.64-E2;Parent=evm.model.Herato1801.64								
5283	Herato2001	5102685	5102993	+	0	NA	Intergenic	Intergenic	4466	ID=evm.model.Herato2001.171-E4;Parent=evm.model.Herato2001.171								
2472	Herato1102	415297	415850	+	0	NA	Intergenic	Intergenic	16202	ID=evm.model.Herato1102.10.5-E2;Parent=evm.model.Herato1102.10.5								
5460	Herato2101	563580	563885	+	0	NA	Intergenic	Intergenic	16317	ID=evm.model.Herato2101.24-E3;Parent=evm.model.Herato2101.24								
821	Herato1108	9024594	9024896	+	0	NA	Intergenic	Intergenic	4130	ID=evm.model.Herato1108.386-E3;Parent=evm.model.Herato1108.386								
696	Herato1108	4729890	4730076	+	0	NA	Intergenic	Intergenic	-19177	ID=evm.model.Herato1108.182.1-E1;Parent=evm.model.Herato1108.182.1								
4586	Herato2001	9779744	9780248	+	0	NA	Intergenic	Intergenic	-55889	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
1721	Herato0101	14528661	14530323	+	0	NA	Intergenic	Intergenic	17831	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
3376	Herato0215	3028719	3029575	+	0	NA	Intergenic	Intergenic	-10897	ID=evm.model.Herato0215.118-E3;Parent=evm.model.Herato0215.118								
2179	Herato1005	1592374	1592684	+	0	NA	Intergenic	Intergenic	4472	ID=evm.model.Herato1005.80.1-E1;Parent=evm.model.Herato1005.80.1								
2172	Herato1301	22050016	22050213	+	0	NA	Intergenic	Intergenic	-1221	ID=evm.model.Herato1301.745-E3;Parent=evm.model.Herato1301.745								
1431	Herato0901	133722	134568	+	0	NA	Intergenic	Intergenic	-4316	ID=evm.model.Herato0901.10.1-E1;Parent=evm.model.Herato0901.10.1								
