PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1down_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1down_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
809	Hmel217004	2201156	2201447	+	0	NA	promoter-TSS (ID=HMEL016677g1.t1-E10;Parent=HMEL016677g1.t1)	-promoter-TSS (ID=HMEL016677g1.t1-E10;Parent=HMEL016677g1.t1)	35	ID=HMEL016677g1.t1-E10;Parent=HMEL016677g1.t1								
1156	Hmel203034	8289	8526	+	0	NA	Intergenic	Intergenic	-2402	ID=HMEL007691g1.t1-E2;Parent=HMEL007691g1.t1								
425	Hmel211009	257208	257967	+	0	NA	TTS (ID=HMEL005717g3.t1-E1;Parent=HMEL005717g3.t1)	-TTS (ID=HMEL005717g3.t1-E1;Parent=HMEL005717g3.t1)	379	ID=HMEL005717g3.t1-E1;Parent=HMEL005717g3.t1								
591	Hmel213044	650279	650855	+	0	NA	Intergenic	Intergenic	27141	ID=HMEL017299g1.t1-E1;Parent=HMEL017299g1.t1								
832	Hmel217018	619299	619838	+	0	NA	Intergenic	Intergenic	-3013	ID=HMEL033972g1.t1-E1;Parent=HMEL033972g1.t1								
736	Hmel216011	415576	416028	+	0	NA	promoter-TSS (ID=HMEL012308g1.t2-E1;Parent=HMEL012308g1.t2)	-promoter-TSS (ID=HMEL012308g1.t2-E1;Parent=HMEL012308g1.t2)	-218	ID=HMEL012308g1.t3-E1;Parent=HMEL012308g1.t3								
539	Hmel212013	2798969	2799901	+	0	NA	Intergenic	Intergenic	-2272	ID=HMEL012642g1.t1-E1;Parent=HMEL012642g1.t1								
781	Hmel217001	2139730	2140448	+	0	NA	promoter-TSS (ID=HMEL013021g1.t1-E4;Parent=HMEL013021g1.t1)	-promoter-TSS (ID=HMEL013021g1.t1-E4;Parent=HMEL013021g1.t1)	-862	ID=HMEL013021g1.t1-E4;Parent=HMEL013021g1.t1								
828	Hmel217018	465730	465961	+	0	NA	Intergenic	Intergenic	-4235	ID=HMEL033964g1.t1-E1;Parent=HMEL033964g1.t1								
276	Hmel210004	1078032	1078413	+	0	NA	promoter-TSS (ID=HMEL011109g1.t1-E6;Parent=HMEL011109g1.t1)	-promoter-TSS (ID=HMEL011109g1.t1-E6;Parent=HMEL011109g1.t1)	-22	ID=HMEL011109g1.t1-E6;Parent=HMEL011109g1.t1								
102	Hmel207002	2676683	2677240	+	0	NA	Intergenic	Intergenic	16766	ID=HMEL010303g1.t1-E2;Parent=HMEL010303g1.t1								
520	Hmel212011	1465347	1465871	+	0	NA	Intergenic	Intergenic	-2868	ID=HMEL012939g1.t1-E1;Parent=HMEL012939g1.t1								
1218	Hmel204017	2872487	2873012	+	0	NA	Intergenic	Intergenic	-8371	ID=HMEL036501g1.t1-E1;Parent=HMEL036501g1.t1								
532	Hmel212013	1392239	1392588	+	0	NA	Intergenic	Intergenic	16436	ID=HMEL015316g1.t1-E3;Parent=HMEL015316g1.t1								
1193	Hmel204001	2014576	2015594	+	0	NA	Intergenic	Intergenic	-4047	ID=HMEL016525g1.t1-E1;Parent=HMEL016525g1.t1								
55	Hmel206009	2943788	2943976	+	0	NA	promoter-TSS (ID=HMEL003208-RA-E2;Parent=HMEL003208-RA)	-promoter-TSS (ID=HMEL003208-RA-E2;Parent=HMEL003208-RA)	-9	ID=HMEL003208-RA-E2;Parent=HMEL003208-RA								
57	Hmel206009	3757998	3758186	+	0	NA	Intergenic	Intergenic	-15696	ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1								
259	Hmel209007	4461230	4462107	+	0	NA	promoter-TSS (ID=HMEL003876-RA-E1;Parent=HMEL003876-RA)	-promoter-TSS (ID=HMEL003876-RA-E1;Parent=HMEL003876-RA)	-127	ID=HMEL003876-RA-E1;Parent=HMEL003876-RA								
424	Hmel211004	3987324	3988275	+	0	NA	Intergenic	Intergenic	-1031	ID=HMEL031139g1.t1-E1;Parent=HMEL031139g1.t1								
872	Hmel201002	2348548	2348915	+	0	NA	Intergenic	Intergenic	4535	ID=HMEL014985g1.t1-E1;Parent=HMEL014985g1.t1								
163	Hmel207021	2031796	2032474	+	0	NA	Intergenic	Intergenic	-9720	ID=HMEL037714g1.t1-E1;Parent=HMEL037714g1.t1								
1106	Hmel220014	14886	16003	+	0	NA	Intergenic	Intergenic	4263	ID=HMEL035303g1.t1-E1;Parent=HMEL035303g1.t1								
1146	Hmel203033	399294	400715	+	0	NA	promoter-TSS (ID=HMEL036037g1.t1-E1;Parent=HMEL036037g1.t1)	-promoter-TSS (ID=HMEL036037g1.t1-E1;Parent=HMEL036037g1.t1)	-694	ID=HMEL036037g1.t1-E1;Parent=HMEL036037g1.t1								
395	Hmel201011	1667829	1668470	+	0	NA	Intergenic	Intergenic	-1880	ID=HMEL033054g1.t1-E1;Parent=HMEL033054g1.t1								
89	Hmel201009	1906483	1907151	+	0	NA	promoter-TSS (ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1)	-promoter-TSS (ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1)	-164	ID=HMEL015812g1.t1-E1;Parent=HMEL015812g1.t1								
175	Hmel207028	6222	6731	+	0	NA	Intergenic	Intergenic	-82037	ID=HMEL010451g1.t1-E1;Parent=HMEL010451g1.t1								
584	Hmel213028	143372	143808	+	0	NA	Intergenic	Intergenic	-1057	ID=HMEL015650g1.t1-E5;Parent=HMEL015650g1.t1								
988	Hmel202006	4554009	4554567	+	0	NA	Intergenic	Intergenic	-5034	ID=HMEL014045g1.t1-E4;Parent=HMEL014045g1.t1								
35	Hmel206009	2008211	2008903	+	0	NA	Intergenic	Intergenic	-18544	ID=HMEL037036g1.t1-E1;Parent=HMEL037036g1.t1								
347	Hmel210011	2564606	2565767	+	0	NA	promoter-TSS (ID=HMEL015931g4.t1-E1;Parent=HMEL015931g4.t1)	-promoter-TSS (ID=HMEL015931g4.t1-E1;Parent=HMEL015931g4.t1)	-777	ID=HMEL015931g4.t1-E1;Parent=HMEL015931g4.t1								
665	Hmel214025	398439	399204	+	0	NA	Intergenic	Intergenic	-4693	ID=HMEL005529g1.t1-E1;Parent=HMEL005529g1.t1								
434	Hmel211010	144615	144970	+	0	NA	Intergenic	Intergenic	-1928	ID=HMEL007185g1.t1-E1;Parent=HMEL007185g1.t1								
1184	Hmel203069	1726731	1727061	+	0	NA	Intergenic	Intergenic	-1527	ID=HMEL008296g1.t1-E3;Parent=HMEL008296g1.t1								
865	Hmel218011	265548	266334	+	0	NA	Intergenic	Intergenic	5745	ID=HMEL034333g1.t1-E2;Parent=HMEL034333g1.t1								
1207	Hmel204017	774471	775077	+	0	NA	Intergenic	Intergenic	2484	ID=HMEL008385g1.t1-E6;Parent=HMEL008385g1.t1								
904	Hmel218018	6299383	6299653	+	0	NA	Intergenic	Intergenic	-21381	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
930	Hmel218018	9164137	9164316	+	0	NA	Intergenic	Intergenic	-3476	ID=HMEL003749g1.t1-E3;Parent=HMEL003749g1.t1								
442	Hmel211012	629475	630179	+	0	NA	Intergenic	Intergenic	-4835	ID=HMEL031216g1.t1-E2;Parent=HMEL031216g1.t1								
649	Hmel214019	347989	348547	+	0	NA	Intergenic	Intergenic	3178	ID=HMEL003392g1.t1-E2;Parent=HMEL003392g1.t1								
689	Hmel215028	6613	6904	+	0	NA	Intergenic	Intergenic	4471	ID=HMEL013591g1.t1-E1;Parent=HMEL013591g1.t1								
886	Hmel218018	1821679	1821879	+	0	NA	Intergenic	Intergenic	67605	ID=HMEL016199g2.t1-E7;Parent=HMEL016199g2.t1								
648	Hmel214019	174266	175729	+	0	NA	TTS (ID=HMEL020812g1.t1-E2;Parent=HMEL020812g1.t1)	-TTS (ID=HMEL020812g1.t1-E2;Parent=HMEL020812g1.t1)	752	ID=HMEL020811g1.t1-E1;Parent=HMEL020811g1.t1								
642	Hmel214008	2286163	2287055	+	0	NA	Intergenic	Intergenic	18272	ID=HMEL032376g1.t1-E1;Parent=HMEL032376g1.t1								
1116	Hmel221001	628533	630365	+	0	NA	TTS (ID=HMEL011029g1.t1-E1;Parent=HMEL011029g1.t1)	-TTS (ID=HMEL011029g1.t1-E1;Parent=HMEL011029g1.t1)	699	ID=HMEL011029g1.t1-E1;Parent=HMEL011029g1.t1								
1028	Hmel220003	265282	266046	+	0	NA	Intergenic	Intergenic	5595	ID=HMEL034980g1.t1-E2;Parent=HMEL034980g1.t1								
198	Hmel201009	3907527	3907825	+	0	NA	promoter-TSS (ID=HMEL012437g1.t1-E2;Parent=HMEL012437g1.t1)	-promoter-TSS (ID=HMEL012437g1.t1-E2;Parent=HMEL012437g1.t1)	-559	ID=HMEL012437g1.t1-E2;Parent=HMEL012437g1.t1								
1098	Hmel220009	147203	147715	+	0	NA	Intergenic	Intergenic	-1909	ID=HMEL035254g1.t2-E1;Parent=HMEL035254g1.t2								
1059	Hmel220005	700475	701060	+	0	NA	Intergenic	Intergenic	3528	ID=HMEL012263g3.t1-E4;Parent=HMEL012263g3.t1								
727	Hmel216009	574827	574982	+	0	NA	Intergenic	Intergenic	9414	ID=HMEL004778g2.t1-E3;Parent=HMEL004778g2.t1								
939	Hmel219003	1807771	1808778	+	0	NA	promoter-TSS (ID=HMEL010660g1.t1-E4;Parent=HMEL010660g1.t1)	-promoter-TSS (ID=HMEL010660g1.t1-E4;Parent=HMEL010660g1.t1)	-37	ID=HMEL010660g1.t1-E4;Parent=HMEL010660g1.t1								
320	Hmel201011	618476	618773	+	0	NA	Intergenic	Intergenic	-3473	ID=HMEL012837g1.t1-E1;Parent=HMEL012837g1.t1								
913	Hmel218018	6866691	6867043	+	0	NA	Intergenic	Intergenic	2347	ID=HMEL015839g1.t1-E1;Parent=HMEL015839g1.t1								
811	Hmel217004	2205782	2206273	+	0	NA	promoter-TSS (ID=HMEL016676g1.t1-E1;Parent=HMEL016676g1.t1)	-promoter-TSS (ID=HMEL016676g1.t1-E1;Parent=HMEL016676g1.t1)	-924	ID=HMEL016676g1.t1-E1;Parent=HMEL016676g1.t1								
202	Hmel208046	236910	237166	+	0	NA	Intergenic	Intergenic	-2558	ID=HMEL015598g1.t1-E1;Parent=HMEL015598g1.t1								
249	Hmel209007	3155949	3156279	+	0	NA	Intergenic	Intergenic	-22725	ID=HMEL030441g1.t1-E1;Parent=HMEL030441g1.t1								
361	Hmel210011	3568313	3568532	+	0	NA	Intergenic	Intergenic	-1011	ID=HMEL030900g1.t1-E1;Parent=HMEL030900g1.t1								
465	Hmel212001	2556114	2557337	+	0	NA	Intergenic	Intergenic	-5342	ID=HMEL016829g1.t1-E1;Parent=HMEL016829g1.t1								
184	Hmel208008	564369	564659	+	0	NA	Intergenic	Intergenic	9283	ID=HMEL037832g1.t1-E1;Parent=HMEL037832g1.t1								
819	Hmel217014	262283	262494	+	0	NA	Intergenic	Intergenic	8109	ID=HMEL033897g1.t1-E1;Parent=HMEL033897g1.t1								
1189	Hmel204001	1009850	1010284	+	0	NA	Intergenic	Intergenic	-13834	ID=HMEL017425g1.t1-E1;Parent=HMEL017425g1.t1								
1177	Hmel203067	1193080	1193665	+	0	NA	promoter-TSS (ID=HMEL036163g1.t1-E5;Parent=HMEL036163g1.t1)	-promoter-TSS (ID=HMEL036163g1.t1-E5;Parent=HMEL036163g1.t1)	-95	ID=HMEL036163g1.t1-E5;Parent=HMEL036163g1.t1								
1127	Hmel221009	288411	288758	+	0	NA	Intergenic	Intergenic	-2469	ID=HMEL002817g1.t1-E1;Parent=HMEL002817g1.t1								
776	Hmel216015	726057	727217	+	0	NA	Intergenic	Intergenic	-1044	ID=HMEL021054g1.t1-E2;Parent=HMEL021054g1.t1								
894	Hmel218018	2635366	2635807	+	0	NA	Intergenic	Intergenic	1506	ID=HMEL034393g1.t1-E2;Parent=HMEL034393g1.t1								
858	Hmel218007	741261	741480	+	0	NA	Intergenic	Intergenic	-6171	ID=HMEL002564-RA-E1;Parent=HMEL002564-RA								
140	Hmel201009	2586741	2587494	+	0	NA	Intergenic	Intergenic	-2991	ID=HMEL017242g1.t1-E1;Parent=HMEL017242g1.t1								
1269	Hmel205020	890440	890638	+	0	NA	Intergenic	Intergenic	33345	ID=HMEL036807g1.t1-E1;Parent=HMEL036807g1.t1								
181	Hmel208003	112524	113507	+	0	NA	TTS (ID=HMEL037803g1.t1-E1;Parent=HMEL037803g1.t1)	-TTS (ID=HMEL037803g1.t1-E1;Parent=HMEL037803g1.t1)	1086	ID=HMEL037803g1.t1-E1;Parent=HMEL037803g1.t1								
412	Hmel211004	2209990	2210187	+	0	NA	Intergenic	Intergenic	4230	ID=HMEL015133g1.t1-E4;Parent=HMEL015133g1.t1								
954	Hmel219003	1986551	1986716	+	0	NA	Intergenic	Intergenic	5378	ID=HMEL010678g1.t1-E4;Parent=HMEL010678g1.t1								
385	Hmel211002	66526	67178	+	0	NA	Intergenic	Intergenic	-1645	ID=HMEL015339g1.t1-E1;Parent=HMEL015339g1.t1								
307	Hmel201011	507574	509047	+	0	NA	Intergenic	Intergenic	-1269	ID=HMEL016408g1.t1-E1;Parent=HMEL016408g1.t1								
801	Hmel217004	1828800	1828968	+	0	NA	promoter-TSS (ID=HMEL016697g1.t1-E3;Parent=HMEL016697g1.t1)	-promoter-TSS (ID=HMEL016697g1.t1-E3;Parent=HMEL016697g1.t1)	531	ID=HMEL016697g1.t1-E2;Parent=HMEL016697g1.t1								
985	Hmel219003	6297266	6297477	+	0	NA	Intergenic	Intergenic	-17761	ID=HMEL034693g1.t1-E1;Parent=HMEL034693g1.t1								
971	Hmel219003	4323450	4324206	+	0	NA	Intergenic	Intergenic	-10142	ID=HMEL013154g1.t1-E1;Parent=HMEL013154g1.t1								
830	Hmel217018	495421	496208	+	0	NA	Intergenic	Intergenic	31479	ID=HMEL033965g1.t1-E2;Parent=HMEL033965g1.t1								
154	Hmel207021	826642	826947	+	0	NA	Intergenic	Intergenic	-12293	ID=HMEL037683g1.t1-E1;Parent=HMEL037683g1.t1								
754	Hmel216011	1785026	1785748	+	0	NA	Intergenic	Intergenic	-1816	ID=HMEL010245g1.t2-E2;Parent=HMEL010245g1.t2								
847	Hmel218004	40076	41051	+	0	NA	Intergenic	Intergenic	-11815	ID=HMEL014190g1.t1-E1;Parent=HMEL014190g1.t1								
479	Hmel212001	3588563	3589020	+	0	NA	Intergenic	Intergenic	-4793	ID=HMEL013201g3.t3-E3;Parent=HMEL013201g3.t3								
1166	Hmel203045	753494	754206	+	0	NA	promoter-TSS (ID=HMEL036077g1.t1-E18;Parent=HMEL036077g1.t1)	-promoter-TSS (ID=HMEL036077g1.t1-E18;Parent=HMEL036077g1.t1)	75	ID=HMEL036077g1.t1-E18;Parent=HMEL036077g1.t1								
1101	Hmel220009	544077	544299	+	0	NA	Intergenic	Intergenic	-11560	ID=HMEL035260g1.t1-E1;Parent=HMEL035260g1.t1								
704	Hmel215047	435509	435821	+	0	NA	Intergenic	Intergenic	6945	ID=HMEL032868g1.t1-E1;Parent=HMEL032868g1.t1								
326	Hmel210011	187805	189140	+	0	NA	Intergenic	Intergenic	-2198	ID=HMEL013312g1.t1-E1;Parent=HMEL013312g1.t1								
1165	Hmel203045	720422	721270	+	0	NA	Intergenic	Intergenic	15874	ID=HMEL036076g1.t2-E1;Parent=HMEL036076g1.t2								
1003	Hmel219014	373104	373340	+	0	NA	Intergenic	Intergenic	2099	ID=HMEL034783g1.t1-E2;Parent=HMEL034783g1.t1								
1054	Hmel220005	40806	41559	+	0	NA	Intergenic	Intergenic	1697	ID=HMEL007720g1.t1-E4;Parent=HMEL007720g1.t1								
681	Hmel215006	576247	577076	+	0	NA	Intergenic	Intergenic	6675	ID=HMEL005803g2.t1-E3;Parent=HMEL005803g2.t1								
619	Hmel213067	850005	850356	+	0	NA	Intergenic	Intergenic	-1648	ID=HMEL032196g1.t1-E10;Parent=HMEL032196g1.t1								
335	Hmel210011	1012498	1013030	+	0	NA	Intergenic	Intergenic	1886	ID=HMEL006942g1.t1-E3;Parent=HMEL006942g1.t1								
1029	Hmel220003	301247	302125	+	0	NA	Intergenic	Intergenic	-27525	ID=HMEL034980g1.t1-E1;Parent=HMEL034980g1.t1								
698	Hmel215034	377572	378600	+	0	NA	Intergenic	Intergenic	-1431	ID=HMEL016735g1.t1-E6;Parent=HMEL016735g1.t1								
5	Hmel201008	50798	50943	+	0	NA	Intergenic	Intergenic	-18006	ID=HMEL002949g1.t1-E1;Parent=HMEL002949g1.t1								
621	Hmel213069	293818	294004	+	0	NA	Intergenic	Intergenic	-5770	ID=HMEL007866g1.t2-E1;Parent=HMEL007866g1.t2								
524	Hmel212013	252150	253070	+	0	NA	promoter-TSS (ID=HMEL031623g1.t1-E1;Parent=HMEL031623g1.t1)	-promoter-TSS (ID=HMEL031623g1.t1-E1;Parent=HMEL031623g1.t1)	64	ID=HMEL031623g1.t1-E1;Parent=HMEL031623g1.t1								
554	Hmel213004	1258093	1258698	+	0	NA	Intergenic	Intergenic	-3092	ID=HMEL031780g1.t1-E1;Parent=HMEL031780g1.t1								
552	Hmel213004	806704	807194	+	0	NA	Intergenic	Intergenic	-12703	ID=HMEL031774g1.t1-E1;Parent=HMEL031774g1.t1								
598	Hmel213049	571856	572183	+	0	NA	Intergenic	Intergenic	2643	ID=HMEL032073g1.t1-E3;Parent=HMEL032073g1.t1								
780	Hmel217001	965237	965905	+	0	NA	Intergenic	Intergenic	-43535	ID=HMEL033715g1.t1-E1;Parent=HMEL033715g1.t1								
74	Hmel207002	715397	715939	+	0	NA	Intergenic	Intergenic	5232	ID=HMEL009530g1.t1-E4;Parent=HMEL009530g1.t1								
240	Hmel209007	984026	984477	+	0	NA	Intergenic	Intergenic	-3310	ID=HMEL030387g1.t1-E1;Parent=HMEL030387g1.t1								
890	Hmel218018	2574071	2574214	+	0	NA	Intergenic	Intergenic	-33779	ID=HMEL034392g1.t1-E1;Parent=HMEL034392g1.t1								
440	Hmel201002	1339568	1340437	+	0	NA	Intergenic	Intergenic	7652	ID=HMEL011296g1.t1-E2;Parent=HMEL011296g1.t1								
230	Hmel209005	934199	934787	+	0	NA	Intergenic	Intergenic	-4009	ID=HMEL012970g1.t1-E1;Parent=HMEL012970g1.t1								
115	Hmel207002	6318379	6318666	+	0	NA	Intergenic	Intergenic	5603	ID=HMEL037496g1.t1-E1;Parent=HMEL037496g1.t1								
299	Hmel210005	607768	608387	+	0	NA	promoter-TSS (ID=HMEL014095g1.t1-E2;Parent=HMEL014095g1.t1)	-promoter-TSS (ID=HMEL014095g1.t1-E2;Parent=HMEL014095g1.t1)	283	ID=HMEL014095g1.t1-E1;Parent=HMEL014095g1.t1								
377	Hmel210011	5418985	5419211	+	0	NA	Intergenic	Intergenic	-1346	ID=HMEL009186g1.t1-E3;Parent=HMEL009186g1.t1								
922	Hmel218018	7871270	7871626	+	0	NA	Intergenic	Intergenic	-7487	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
602	Hmel213062	954583	955264	+	0	NA	Intergenic	Intergenic	-16698	ID=HMEL032123g1.t1-E2;Parent=HMEL032123g1.t1								
841	Hmel218003	1249350	1249813	+	0	NA	Intergenic	Intergenic	-7698	ID=HMEL003289g1.t1-E1;Parent=HMEL003289g1.t1								
1044	Hmel220003	1744680	1745000	+	0	NA	Intergenic	Intergenic	-8083	ID=HMEL017044g1.t1-E1;Parent=HMEL017044g1.t1								
1072	Hmel220005	1751549	1752190	+	0	NA	promoter-TSS (ID=HMEL035103g1.t1-E1;Parent=HMEL035103g1.t1)	-promoter-TSS (ID=HMEL035103g1.t1-E1;Parent=HMEL035103g1.t1)	-26	ID=HMEL035103g1.t1-E1;Parent=HMEL035103g1.t1								
612	Hmel213065	670505	671124	+	0	NA	Intergenic	Intergenic	12874	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
936	Hmel219003	1637351	1638480	+	0	NA	Intergenic	Intergenic	-15256	ID=HMEL008613g1.t1-E1;Parent=HMEL008613g1.t1								
91	Hmel207002	1587173	1588936	+	0	NA	promoter-TSS (ID=HMEL011239g1.t1-E1;Parent=HMEL011239g1.t1)	-promoter-TSS (ID=HMEL011239g1.t1-E1;Parent=HMEL011239g1.t1)	-615	ID=HMEL011239g1.t1-E1;Parent=HMEL011239g1.t1								
1240	Hmel205012	1022086	1022637	+	0	NA	Intergenic	Intergenic	-3067	ID=HMEL017894g4.t1-E1;Parent=HMEL017894g4.t1								
1086	Hmel220005	4223307	4223974	+	0	NA	Intergenic	Intergenic	1590	ID=HMEL035200g1.t1-E2;Parent=HMEL035200g1.t1								
701	Hmel215035	91461	91762	+	0	NA	Intergenic	Intergenic	-9733	ID=HMEL032810g1.t1-E1;Parent=HMEL032810g1.t1								
467	Hmel212001	2734590	2734938	+	0	NA	promoter-TSS (ID=HMEL016845g1.t1-E1;Parent=HMEL016845g1.t1)	-promoter-TSS (ID=HMEL016845g1.t1-E1;Parent=HMEL016845g1.t1)	-510	ID=HMEL016845g1.t1-E1;Parent=HMEL016845g1.t1								
474	Hmel201011	3009601	3010042	+	0	NA	Intergenic	Intergenic	6298	ID=HMEL033093g1.t1-E3;Parent=HMEL033093g1.t1								
481	Hmel212001	4210990	4211354	+	0	NA	Intergenic	Intergenic	-7914	ID=HMEL016567g1.t1-E1;Parent=HMEL016567g1.t1								
867	Hmel218013	11569	11987	+	0	NA	Intergenic	Intergenic	-6401	ID=HMEL034338g1.t1-E1;Parent=HMEL034338g1.t1								
214	Hmel209001	345294	345784	+	0	NA	TTS (ID=HMEL004647g2.t1-E1;Parent=HMEL004647g2.t1)	-TTS (ID=HMEL004647g2.t1-E1;Parent=HMEL004647g2.t1)	1388	ID=HMEL004647g2.t1-E1;Parent=HMEL004647g2.t1								
564	Hmel213012	91923	92579	+	0	NA	TTS (ID=HMEL031813g1.t1-E1;Parent=HMEL031813g1.t1)	-TTS (ID=HMEL031813g1.t1-E1;Parent=HMEL031813g1.t1)	205	ID=HMEL031813g1.t1-E1;Parent=HMEL031813g1.t1								
817	Hmel217004	4378514	4379041	+	0	NA	Intergenic	Intergenic	1856	ID=HMEL010081g1.t1-E6;Parent=HMEL010081g1.t1								
563	Hmel213012	83678	84160	+	0	NA	Intergenic	Intergenic	-8127	ID=HMEL031813g1.t1-E1;Parent=HMEL031813g1.t1								
731	Hmel216009	854992	855976	+	0	NA	Intergenic	Intergenic	57606	ID=HMEL033499g1.t1-E2;Parent=HMEL033499g1.t1								
657	Hmel214023	117952	118235	+	0	NA	Intergenic	Intergenic	29646	ID=HMEL032494g1.t1-E10;Parent=HMEL032494g1.t1								
229	Hmel201009	4669517	4669957	+	0	NA	Intergenic	Intergenic	3445	ID=HMEL030254g1.t1-E2;Parent=HMEL030254g1.t1								
768	Hmel216012	252613	253608	+	0	NA	promoter-TSS (ID=HMEL033595g1.t1-E1;Parent=HMEL033595g1.t1)	-promoter-TSS (ID=HMEL033595g1.t1-E1;Parent=HMEL033595g1.t1)	-484	ID=HMEL033595g1.t1-E1;Parent=HMEL033595g1.t1								
1092	Hmel220005	5640167	5640598	+	0	NA	Intergenic	Intergenic	-36742	ID=HMEL035242g1.t1-E1;Parent=HMEL035242g1.t1								
673	Hmel214029	1494372	1495479	+	0	NA	Intergenic	Intergenic	-4821	ID=HMEL004625-RA-E1;Parent=HMEL004625-RA								
503	Hmel212006	179824	180366	+	0	NA	Intergenic	Intergenic	6835	ID=HMEL002722g1.t1-E2;Parent=HMEL002722g1.t1								
68	Hmel201009	1389339	1389941	+	0	NA	Intergenic	Intergenic	-7221	ID=HMEL030148g1.t1-E1;Parent=HMEL030148g1.t1								
315	Hmel210009	261592	262377	+	0	NA	Intergenic	Intergenic	-4615	ID=HMEL030799g1.t1-E1;Parent=HMEL030799g1.t1								
338	Hmel210011	1222207	1222592	+	0	NA	Intergenic	Intergenic	-7446	ID=HMEL006925g1.t1-E1;Parent=HMEL006925g1.t1								
761	Hmel216011	2269506	2269944	+	0	NA	TTS (ID=HMEL002785g1.t1-E2;Parent=HMEL002785g1.t1)	-TTS (ID=HMEL002785g1.t1-E2;Parent=HMEL002785g1.t1)	2309	ID=HMEL002785g1.t1-E2;Parent=HMEL002785g1.t1								
576	Hmel213020	1091486	1092366	+	0	NA	promoter-TSS (ID=HMEL022201g1.t1-E1;Parent=HMEL022201g1.t1)	-promoter-TSS (ID=HMEL022201g1.t1-E1;Parent=HMEL022201g1.t1)	42	ID=HMEL022201g1.t1-E1;Parent=HMEL022201g1.t1								
222	Hmel209001	1227853	1228774	+	0	NA	Intergenic	Intergenic	-38149	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
25	Hmel206009	1127964	1128573	+	0	NA	Intergenic	Intergenic	14727	ID=HMEL002926g1.t1-E1;Parent=HMEL002926g1.t1								
738	Hmel216011	617343	617562	+	0	NA	TTS (ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1)	-TTS (ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1)	910	ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1								
484	Hmel212001	5652397	5652696	+	0	NA	Intergenic	Intergenic	-8818	ID=HMEL014501g1.t1-E1;Parent=HMEL014501g1.t1								
1243	Hmel205012	1103054	1103284	+	0	NA	Intergenic	Intergenic	54535	ID=HMEL017894g4.t1-E10;Parent=HMEL017894g4.t1								
1078	Hmel220005	3243541	3243715	+	0	NA	Intergenic	Intergenic	-1188	ID=HMEL035176g1.t1-E1;Parent=HMEL035176g1.t1								
1036	Hmel220003	1137566	1139006	+	0	NA	Intergenic	Intergenic	4775	ID=HMEL017014g1.t2-E2;Parent=HMEL017014g1.t2								
305	Hmel210005	1178148	1178515	+	0	NA	Intergenic	Intergenic	-1967	ID=HMEL030780g1.t1-E1;Parent=HMEL030780g1.t1								
1253	Hmel205013	172578	172835	+	0	NA	Intergenic	Intergenic	-7926	ID=HMEL036686g1.t1-E1;Parent=HMEL036686g1.t1								
928	Hmel218018	9042164	9043032	+	0	NA	Intergenic	Intergenic	4332	ID=HMEL013936g2.t2-E1;Parent=HMEL013936g2.t2								
1265	Hmel205017	407998	409159	+	0	NA	promoter-TSS (ID=HMEL036744g1.t1-E2;Parent=HMEL036744g1.t1)	-promoter-TSS (ID=HMEL036744g1.t1-E2;Parent=HMEL036744g1.t1)	-241	ID=HMEL036744g1.t1-E2;Parent=HMEL036744g1.t1								
623	Hmel213069	309891	310485	+	0	NA	Intergenic	Intergenic	-1573	ID=HMEL007866g1.t2-E2;Parent=HMEL007866g1.t2								
544	Hmel212013	3178673	3180107	+	0	NA	Intergenic	Intergenic	10234	ID=HMEL012337g1.t1-E4;Parent=HMEL012337g1.t1								
1196	Hmel204003	511917	512291	+	0	NA	Intergenic	Intergenic	-29895	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
1114	Hmel220017	826027	827306	+	0	NA	promoter-TSS (ID=HMEL035363g1.t1-E1;Parent=HMEL035363g1.t1)	-promoter-TSS (ID=HMEL035363g1.t1-E1;Parent=HMEL035363g1.t1)	-676	ID=HMEL035363g1.t1-E1;Parent=HMEL035363g1.t1								
217	Hmel209001	1017989	1018320	+	0	NA	Intergenic	Intergenic	-4592	ID=HMEL038231g1.t1-E1;Parent=HMEL038231g1.t1								
