PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_eratoUnique_D2down.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_eratoUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
153	Herato0101	8771767	8772320	+	0	NA	Intergenic	Intergenic	-29321	ID=evm.model.Herato0101.261.5-E1;Parent=evm.model.Herato0101.261.5								
4980	Herato1708	531456	532132	+	0	NA	Intergenic	Intergenic	-5878	ID=evm.model.Herato1708.37-E2;Parent=evm.model.Herato1708.37								
2932	Herato1507	7768032	7768631	+	0	NA	Intergenic	Intergenic	3951	ID=evm.model.Herato1507.273-E5;Parent=evm.model.Herato1507.273								
2387	Herato0214	584514	584675	+	0	NA	promoter-TSS (ID=evm.model.Herato0214.39-E1;Parent=evm.model.Herato0214.39)	-promoter-TSS (ID=evm.model.Herato0214.39-E1;Parent=evm.model.Herato0214.39)	597	ID=evm.model.Herato0214.39.1-E2;Parent=evm.model.Herato0214.39.1								
4086	Herato1805	3404689	3405256	+	0	NA	Intergenic	Intergenic	31530	ID=evm.model.Herato1805.100-E5;Parent=evm.model.Herato1805.100								
101	Herato0601	1918034	1918550	+	0	NA	promoter-TSS (ID=evm.model.Herato0601.38-E6;Parent=evm.model.Herato0601.38)	-promoter-TSS (ID=evm.model.Herato0601.38-E6;Parent=evm.model.Herato0601.38)	-62	ID=evm.model.Herato0601.38-E6;Parent=evm.model.Herato0601.38								
4362	Herato1408	5690382	5690608	+	0	NA	Intergenic	Intergenic	-6534	ID=evm.model.Herato1408.220-E1;Parent=evm.model.Herato1408.220								
340	Herato0606	7059282	7060244	+	0	NA	TTS (ID=evm.model.Herato0606.240-E1;Parent=evm.model.Herato0606.240)	-TTS (ID=evm.model.Herato0606.240-E1;Parent=evm.model.Herato0606.240)	474	ID=evm.model.Herato0606.240-E1;Parent=evm.model.Herato0606.240								
6028	Herato0503	3883622	3883930	+	0	NA	Intergenic	Intergenic	6574	ID=evm.model.Herato0503.128.3-E1;Parent=evm.model.Herato0503.128.3								
3906	Herato1801	2748340	2748952	+	0	NA	Intergenic	Intergenic	1644	ID=evm.model.Herato1801.97-E1;Parent=evm.model.Herato1801.97								
3655	Herato1703	40404	40613	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.1-E1;Parent=evm.model.Herato1703.1)	-promoter-TSS (ID=evm.model.Herato1703.1-E1;Parent=evm.model.Herato1703.1)	-552	ID=evm.model.Herato1703.1-E1;Parent=evm.model.Herato1703.1								
5752	Herato1801	2856439	2857034	+	0	NA	Intergenic	Intergenic	-1831	ID=evm.model.Herato1801.98-E1;Parent=evm.model.Herato1801.98								
4012	Herato1904	1649786	1650313	+	0	NA	Intergenic	Intergenic	-5336	ID=evm.model.Herato1904.60-E2;Parent=evm.model.Herato1904.60								
2425	Herato0101	16934264	16934554	+	0	NA	Intergenic	Intergenic	-2157	ID=evm.model.Herato0101.654.1-E1;Parent=evm.model.Herato0101.654.1								
3536	Herato1701	6310467	6310821	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.176-E7;Parent=evm.model.Herato1701.176)	-promoter-TSS (ID=evm.model.Herato1701.176-E7;Parent=evm.model.Herato1701.176)	-513	ID=evm.model.Herato1701.176-E7;Parent=evm.model.Herato1701.176								
1703	Herato0901	6033159	6033883	+	0	NA	Intergenic	Intergenic	-14538	ID=evm.model.Herato0901.200-E2;Parent=evm.model.Herato0901.200								
4671	Herato1904	5096117	5096491	+	0	NA	Intergenic	Intergenic	-27318	ID=evm.model.Herato1904.173-E1;Parent=evm.model.Herato1904.173								
5084	Herato2101	6841779	6842458	+	0	NA	Intergenic	Intergenic	9271	ID=evm.model.Herato2101.242-E4;Parent=evm.model.Herato2101.242								
5073	Herato2001	1004727	1005078	+	0	NA	Intergenic	Intergenic	16186	ID=evm.model.Herato2001.18-E2;Parent=evm.model.Herato2001.18								
5880	Herato0419	1527909	1528271	+	0	NA	Intergenic	Intergenic	-5272	ID=evm.model.Herato0419.54-E2;Parent=evm.model.Herato0419.54								
4519	Herato0411	3794114	3794363	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.83-E3;Parent=evm.model.Herato0411.83)	-promoter-TSS (ID=evm.model.Herato0411.83-E3;Parent=evm.model.Herato0411.83)	-897	ID=evm.model.Herato0411.83-E3;Parent=evm.model.Herato0411.83								
4018	Herato1301	16401014	16401222	+	0	NA	Intergenic	Intergenic	10138	ID=evm.model.Herato1301.590-E2;Parent=evm.model.Herato1301.590								
3571	Herato0101	4642915	4643186	+	0	NA	Intergenic	Intergenic	28370	ID=evm.model.Herato0101.137-E23;Parent=evm.model.Herato0101.137								
1172	Herato0701	18586738	18586896	+	0	NA	Intergenic	Intergenic	-53474	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
2510	Herato1411	459019	459506	+	0	NA	Intergenic	Intergenic	3430	ID=evm.model.Herato1411.7.4-E2;Parent=evm.model.Herato1411.7.4								
2458	Herato1408	5526335	5526921	+	0	NA	Intergenic	Intergenic	1492	ID=evm.model.Herato1408.196-E2;Parent=evm.model.Herato1408.196								
5598	Herato0419	445250	446250	+	0	NA	promoter-TSS (ID=evm.model.Herato0419.5-E1;Parent=evm.model.Herato0419.5)	-promoter-TSS (ID=evm.model.Herato0419.5-E1;Parent=evm.model.Herato0419.5)	-6	ID=evm.model.Herato0419.5-E1;Parent=evm.model.Herato0419.5								
834	Herato0701	10111492	10111953	+	0	NA	Intergenic	Intergenic	6972	ID=evm.model.Herato0701.410-E1;Parent=evm.model.Herato0701.410								
4912	Herato0101	7895885	7896122	+	0	NA	Intergenic	Intergenic	1087	ID=evm.model.Herato0101.239-E15;Parent=evm.model.Herato0101.239								
285	Herato1005	1240661	1241356	+	0	NA	Intergenic	Intergenic	13931	ID=evm.model.Herato1005.76.1-E6;Parent=evm.model.Herato1005.76.1								
4397	Herato1807	3237366	3237975	+	0	NA	Intergenic	Intergenic	-19096	ID=evm.model.Herato1807.63-E1;Parent=evm.model.Herato1807.63								
2441	Herato0101	19461560	19462189	+	0	NA	Intergenic	Intergenic	19817	ID=evm.model.Herato0101.764-E1;Parent=evm.model.Herato0101.764								
5171	Herato2001	3148448	3148959	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.88-E24;Parent=evm.model.Herato2001.88)	-promoter-TSS (ID=evm.model.Herato2001.88-E24;Parent=evm.model.Herato2001.88)	-107	ID=evm.model.Herato2001.88-E24;Parent=evm.model.Herato2001.88								
2414	Herato1007	1754462	1754935	+	0	NA	Intergenic	Intergenic	1473	ID=evm.model.Herato1007.77-E2;Parent=evm.model.Herato1007.77								
1216	Herato0209	909456	910337	+	0	NA	TTS (ID=evm.model.Herato0209.61-E2;Parent=evm.model.Herato0209.61)	-TTS (ID=evm.model.Herato0209.61-E2;Parent=evm.model.Herato0209.61)	1178	ID=evm.model.Herato0209.61-E2;Parent=evm.model.Herato0209.61								
4657	Herato1904	4886993	4887198	+	0	NA	Intergenic	Intergenic	6922	ID=evm.model.Herato1904.167-E1;Parent=evm.model.Herato1904.167								
3879	Herato1301	10484118	10484438	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.419-E5;Parent=evm.model.Herato1301.419)	-promoter-TSS (ID=evm.model.Herato1301.419-E5;Parent=evm.model.Herato1301.419)	19	ID=evm.model.Herato1301.419-E5;Parent=evm.model.Herato1301.419								
4423	Herato1411	1551983	1552496	+	0	NA	Intergenic	Intergenic	3546	ID=evm.model.Herato1411.43-E1;Parent=evm.model.Herato1411.43								
2194	Herato1301	19538545	19539484	+	0	NA	Intergenic	Intergenic	-121802	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
2285	Herato1108	12291686	12292358	+	0	NA	Intergenic	Intergenic	-29403	ID=evm.model.Herato1108.518-E1;Parent=evm.model.Herato1108.518								
3092	Herato1202	2797940	2798385	+	0	NA	Intergenic	Intergenic	-6157	ID=evm.model.Herato1202.95-E1;Parent=evm.model.Herato1202.95								
1135	Herato0701	17911214	17911844	+	0	NA	Intergenic	Intergenic	58700	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
4198	Herato2001	12398172	12398785	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468)	-promoter-TSS (ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468)	-485	ID=evm.model.Herato2001.468-E1;Parent=evm.model.Herato2001.468								
2864	Herato1904	6603338	6603722	+	0	NA	Intergenic	Intergenic	-1455	ID=evm.model.Herato1904.239-E3;Parent=evm.model.Herato1904.239								
96	Herato0601	1683698	1684290	+	0	NA	Intergenic	Intergenic	-1301	ID=evm.model.Herato0601.23.1-E2;Parent=evm.model.Herato0601.23.1								
1667	Herato0901	4011158	4011624	+	0	NA	Intergenic	Intergenic	-55871	ID=evm.model.Herato0901.99-E1;Parent=evm.model.Herato0901.99								
3836	Herato1301	8022483	8022742	+	0	NA	Intergenic	Intergenic	-1341	ID=evm.model.Herato1301.339-E2;Parent=evm.model.Herato1301.339								
2114	Herato1805	1065480	1066495	+	0	NA	Intergenic	Intergenic	-1192	ID=evm.model.Herato1805.58-E28;Parent=evm.model.Herato1805.58								
5085	Herato2001	1129057	1129302	+	0	NA	Intergenic	Intergenic	-23194	ID=evm.model.Herato2001.19-E1;Parent=evm.model.Herato2001.19								
569	Herato0701	3191510	3192061	+	0	NA	Intergenic	Intergenic	21887	ID=evm.model.Herato0701.167-E3;Parent=evm.model.Herato0701.167								
4269	Herato1408	961918	962369	+	0	NA	Intergenic	Intergenic	209215	ID=evm.model.Herato1408.28-E4;Parent=evm.model.Herato1408.28								
3111	Herato0209	866802	867428	+	0	NA	Intergenic	Intergenic	2744	ID=evm.model.Herato0209.60-E1;Parent=evm.model.Herato0209.60								
5930	Herato2101	9029966	9030427	+	0	NA	Intergenic	Intergenic	-82062	ID=evm.model.Herato2101.309-E1;Parent=evm.model.Herato2101.309								
1396	Herato0821	47728	48914	+	0	NA	Intergenic	Intergenic	10118	ID=evm.model.Herato0821.2-E1;Parent=evm.model.Herato0821.2								
1760	Herato0901	8143855	8144137	+	0	NA	Intergenic	Intergenic	-7808	ID=evm.model.Herato0901.262-E1;Parent=evm.model.Herato0901.262								
391	Herato0606	8828039	8828221	+	0	NA	Intergenic	Intergenic	4364	ID=evm.model.Herato0606.277.1-E1;Parent=evm.model.Herato0606.277.1								
2033	Herato1001	5509496	5509775	+	0	NA	Intergenic	Intergenic	2244	ID=evm.model.Herato1001.179.4-E4;Parent=evm.model.Herato1001.179.4								
5188	Herato1701	5735865	5736285	+	0	NA	Intergenic	Intergenic	-3893	ID=evm.model.Herato1701.151-E3;Parent=evm.model.Herato1701.151								
5251	Herato1805	749861	750146	+	0	NA	Intergenic	Intergenic	7213	ID=evm.model.Herato1805.50-E7;Parent=evm.model.Herato1805.50								
4335	Herato1910	1306673	1306863	+	0	NA	promoter-TSS (ID=evm.model.Herato1910.97-E1;Parent=evm.model.Herato1910.97)	-promoter-TSS (ID=evm.model.Herato1910.97-E1;Parent=evm.model.Herato1910.97)	69	ID=evm.model.Herato1910.97-E1;Parent=evm.model.Herato1910.97								
5048	Herato1603	3761141	3761443	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.115-E3;Parent=evm.model.Herato1603.115)	-promoter-TSS (ID=evm.model.Herato1603.115-E3;Parent=evm.model.Herato1603.115)	-284	ID=evm.model.Herato1603.115-E3;Parent=evm.model.Herato1603.115								
2676	Herato1202	11611099	11611653	+	0	NA	Intergenic	Intergenic	-16861	ID=evm.model.Herato1202.454-E1;Parent=evm.model.Herato1202.454								
5821	Herato2101	13755660	13756226	+	0	NA	Intergenic	Intergenic	2066	ID=evm.model.Herato2101.435-E2;Parent=evm.model.Herato2101.435								
5596	Herato2101	472653	472931	+	0	NA	Intergenic	Intergenic	-5018	ID=evm.model.Herato2101.24-E7;Parent=evm.model.Herato2101.24								
180	Herato1805	3335545	3335791	+	0	NA	exon (ID=evm.model.Herato1805.99-E1;Parent=evm.model.Herato1805.99, exon 1 of 1)	-exon (ID=evm.model.Herato1805.99-E1;Parent=evm.model.Herato1805.99, exon 1 of 1)	1550	ID=evm.model.Herato1805.99-E1;Parent=evm.model.Herato1805.99								
1375	Herato1202	9053388	9053632	+	0	NA	Intergenic	Intergenic	-1945	ID=evm.model.Herato1202.364-E15;Parent=evm.model.Herato1202.364								
2907	Herato1108	11242401	11242877	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.484.2-E1;Parent=evm.model.Herato1108.484.2)	-promoter-TSS (ID=evm.model.Herato1108.484.2-E1;Parent=evm.model.Herato1108.484.2)	-428	ID=evm.model.Herato1108.484.2-E1;Parent=evm.model.Herato1108.484.2								
4353	Herato1807	2058251	2058842	+	0	NA	Intergenic	Intergenic	-12704	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
4097	Herato1805	3700061	3700515	+	0	NA	Intergenic	Intergenic	-50998	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
1877	Herato0101	21525889	21527197	+	0	NA	TTS (ID=evm.model.Herato0101.831-E1;Parent=evm.model.Herato0101.831)	-TTS (ID=evm.model.Herato0101.831-E1;Parent=evm.model.Herato0101.831)	456	ID=evm.model.Herato0101.831-E1;Parent=evm.model.Herato0101.831								
2939	Herato1507	7982956	7983211	+	0	NA	Intergenic	Intergenic	1448	ID=evm.model.Herato1507.284-E3;Parent=evm.model.Herato1507.284								
246	Herato0606	3481576	3482355	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.105-E9;Parent=evm.model.Herato0606.105)	-promoter-TSS (ID=evm.model.Herato0606.105-E9;Parent=evm.model.Herato0606.105)	-629	ID=evm.model.Herato0606.105-E9;Parent=evm.model.Herato0606.105								
5610	Herato2101	1088550	1088837	+	0	NA	Intergenic	Intergenic	-2322	ID=evm.model.Herato2101.43-E1;Parent=evm.model.Herato2101.43								
2227	Herato1805	4974535	4974933	+	0	NA	Intergenic	Intergenic	44163	ID=evm.model.Herato1805.129-E8;Parent=evm.model.Herato1805.129								
4001	Herato1805	267226	268220	+	0	NA	Intergenic	Intergenic	-15755	ID=evm.model.Herato1805.19_evm.model.Herato1805.20.1-E1;Parent=evm.model.Herato1805.19_evm.model.Herato1805.20.1								
1168	Herato0701	18560950	18562694	+	0	NA	Intergenic	Intergenic	-28479	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
3241	Herato1202	7741906	7742265	+	0	NA	Intergenic	Intergenic	-6054	ID=evm.model.Herato1202.307-E1;Parent=evm.model.Herato1202.307								
4102	Herato1301	19582204	19582456	+	0	NA	Intergenic	Intergenic	-78486	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
4323	Herato1910	707935	708405	+	0	NA	Intergenic	Intergenic	2928	ID=evm.model.Herato1910.53-E5;Parent=evm.model.Herato1910.53								
536	Herato0701	2401961	2403042	+	0	NA	Intergenic	Intergenic	-3069	ID=evm.model.Herato0701.144-E1;Parent=evm.model.Herato0701.144								
4661	Herato0501	636813	637267	+	0	NA	Intergenic	Intergenic	-8928	ID=evm.model.Herato0501.25-E1;Parent=evm.model.Herato0501.25								
1767	Herato0901	8628336	8628927	+	0	NA	Intergenic	Intergenic	4633	ID=evm.model.Herato0901.275-E3;Parent=evm.model.Herato0901.275								
1653	Herato0901	3764445	3764949	+	0	NA	Intergenic	Intergenic	2702	ID=evm.model.Herato0901.93-E2;Parent=evm.model.Herato0901.93								
2237	Herato1301	20941831	20942595	+	0	NA	Intergenic	Intergenic	-25955	ID=evm.model.Herato1301.714-E1;Parent=evm.model.Herato1301.714								
5186	Herato1801	3851806	3852053	+	0	NA	Intergenic	Intergenic	49018	ID=evm.model.Herato1801.132-E6;Parent=evm.model.Herato1801.132								
1688	Herato0901	5214789	5215508	+	0	NA	Intergenic	Intergenic	-30614	ID=evm.model.Herato0901.143-E1;Parent=evm.model.Herato0901.143								
5378	Herato2001	10927087	10927275	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.421-E12;Parent=evm.model.Herato2001.421)	-promoter-TSS (ID=evm.model.Herato2001.421-E12;Parent=evm.model.Herato2001.421)	-252	ID=evm.model.Herato2001.421-E12;Parent=evm.model.Herato2001.421								
3311	Herato1605	2591283	2591683	+	0	NA	Intergenic	Intergenic	-10572	ID=evm.model.Herato1605.90-E1;Parent=evm.model.Herato1605.90								
1458	Herato1202	11660002	11660227	+	0	NA	TTS (ID=evm.model.Herato1202.455-E4;Parent=evm.model.Herato1202.455)	-TTS (ID=evm.model.Herato1202.455-E4;Parent=evm.model.Herato1202.455)	648	ID=evm.model.Herato1202.455-E4;Parent=evm.model.Herato1202.455								
2958	Herato1906	529658	529962	+	0	NA	Intergenic	Intergenic	-17283	ID=evm.model.Herato1906.20-E1;Parent=evm.model.Herato1906.20								
444	Herato1408	5947206	5947551	+	0	NA	Intergenic	Intergenic	5405	ID=evm.model.Herato1408.236-E2;Parent=evm.model.Herato1408.236								
508	Herato0701	1138335	1138738	+	0	NA	Intergenic	Intergenic	-2660	ID=evm.model.Herato0701.41-E2;Parent=evm.model.Herato0701.41								
1336	Herato0801	5365366	5365943	+	0	NA	Intergenic	Intergenic	-2681	ID=evm.model.Herato0801.122-E1;Parent=evm.model.Herato0801.122								
4025	Herato1301	16897151	16897359	+	0	NA	Intergenic	Intergenic	9170	ID=evm.model.Herato1301.596-E1;Parent=evm.model.Herato1301.596								
3260	Herato1605	1082945	1083323	+	0	NA	Intergenic	Intergenic	19811	ID=evm.model.Herato1605.35-E1;Parent=evm.model.Herato1605.35								
1089	Herato0701	16859762	16860055	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.718-E2;Parent=evm.model.Herato0701.718)	-promoter-TSS (ID=evm.model.Herato0701.718-E2;Parent=evm.model.Herato0701.718)	-67	ID=evm.model.Herato0701.718-E2;Parent=evm.model.Herato0701.718								
12	Herato0508	1159800	1160408	+	0	NA	Intergenic	Intergenic	-19806	ID=evm.model.Herato0508.58-E1;Parent=evm.model.Herato0508.58								
3036	Herato1202	322697	323296	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.21-E6;Parent=evm.model.Herato1202.21)	-promoter-TSS (ID=evm.model.Herato1202.21-E6;Parent=evm.model.Herato1202.21)	-284	ID=evm.model.Herato1202.21-E6;Parent=evm.model.Herato1202.21								
1554	Herato1202	15119733	15120414	+	0	NA	Intergenic	Intergenic	-66321	ID=evm.model.Herato1202.577-E1;Parent=evm.model.Herato1202.577								
2168	Herato1301	19197690	19198134	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.669-E28;Parent=evm.model.Herato1301.669)	-promoter-TSS (ID=evm.model.Herato1301.669-E28;Parent=evm.model.Herato1301.669)	44	ID=evm.model.Herato1301.669-E28;Parent=evm.model.Herato1301.669								
4137	Herato1805	4946457	4947048	+	0	NA	Intergenic	Intergenic	72145	ID=evm.model.Herato1805.129-E8;Parent=evm.model.Herato1805.129								
3518	Herato1701	5615988	5616202	+	0	NA	Intergenic	Intergenic	-38488	ID=evm.model.Herato1701.149-E1;Parent=evm.model.Herato1701.149								
3707	Herato1703	1837330	1839067	+	0	NA	Intergenic	Intergenic	-6333	ID=evm.model.Herato1703.32.1-E1;Parent=evm.model.Herato1703.32.1								
4806	Herato0310	5349070	5349253	+	0	NA	Intergenic	Intergenic	-94751	ID=evm.model.Herato0310.128-E1;Parent=evm.model.Herato0310.128								
3343	Herato1202	11455811	11456194	+	0	NA	Intergenic	Intergenic	-4005	ID=evm.model.Herato1202.453.1-E4;Parent=evm.model.Herato1202.453.1								
3413	Herato2001	7429768	7430335	+	0	NA	Intergenic	Intergenic	4452	ID=evm.model.Herato2001.294-E4;Parent=evm.model.Herato2001.294								
4036	Herato1505	2987726	2988098	+	0	NA	Intergenic	Intergenic	3715	ID=evm.model.Herato1505.131-E1;Parent=evm.model.Herato1505.131								
875	Herato0701	11553739	11554596	+	0	NA	Intergenic	Intergenic	11870	ID=evm.model.Herato0701.496-E2;Parent=evm.model.Herato0701.496								
1522	Herato0901	466136	466445	+	0	NA	TTS (ID=evm.model.Herato0901.22-E3;Parent=evm.model.Herato0901.22)	-TTS (ID=evm.model.Herato0901.22-E3;Parent=evm.model.Herato0901.22)	698	ID=evm.model.Herato0901.22-E3;Parent=evm.model.Herato0901.22								
3467	Herato1202	15935210	15935467	+	0	NA	Intergenic	Intergenic	8302	ID=evm.model.Herato1202.617-E1;Parent=evm.model.Herato1202.617								
116	Herato0601	3217845	3218077	+	0	NA	Intergenic	Intergenic	-9744	ID=evm.model.Herato0601.76-E2;Parent=evm.model.Herato0601.76								
136	Herato1003	4217411	4217739	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.128-E13;Parent=evm.model.Herato1003.128)	-promoter-TSS (ID=evm.model.Herato1003.128-E13;Parent=evm.model.Herato1003.128)	200	ID=evm.model.Herato1003.128.1-E11;Parent=evm.model.Herato1003.128.1								
1197	Herato0101	12128105	12128698	+	0	NA	Intergenic	Intergenic	-2294	ID=evm.model.Herato0101.389-E1;Parent=evm.model.Herato0101.389								
4390	Herato1807	3002415	3002806	+	0	NA	Intergenic	Intergenic	-78539	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
1580	Herato0901	1876700	1877066	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.66-E5;Parent=evm.model.Herato0901.66)	-promoter-TSS (ID=evm.model.Herato0901.66-E5;Parent=evm.model.Herato0901.66)	-374	ID=evm.model.Herato0901.66-E5;Parent=evm.model.Herato0901.66								
3274	Herato2001	1914713	1915588	+	0	NA	Intergenic	Intergenic	1323	ID=evm.model.Herato2001.38-E1;Parent=evm.model.Herato2001.38								
2146	Herato1003	4938860	4939293	+	0	NA	Intergenic	Intergenic	3951	ID=evm.model.Herato1003.154-E1;Parent=evm.model.Herato1003.154								
2419	Herato1007	1881383	1881875	+	0	NA	Intergenic	Intergenic	-2168	ID=evm.model.Herato1007.82.1-E1;Parent=evm.model.Herato1007.82.1								
5541	Herato1908	2148534	2148870	+	0	NA	Intergenic	Intergenic	-6882	ID=evm.model.Herato1908.110-E1;Parent=evm.model.Herato1908.110								
5544	Herato0411	1280028	1280556	+	0	NA	TTS (ID=evm.model.Herato0411.29-E1;Parent=evm.model.Herato0411.29)	-TTS (ID=evm.model.Herato0411.29-E1;Parent=evm.model.Herato0411.29)	912	ID=evm.model.Herato0411.29-E1;Parent=evm.model.Herato0411.29								
4604	Herato2101	16403946	16404507	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.507-E2;Parent=evm.model.Herato2101.507)	-promoter-TSS (ID=evm.model.Herato2101.507-E2;Parent=evm.model.Herato2101.507)	-780	ID=evm.model.Herato2101.507.1.3-E2;Parent=evm.model.Herato2101.507.1.3								
308	Herato0606	5563432	5563662	+	0	NA	TTS (ID=evm.model.Herato0606.187-E3;Parent=evm.model.Herato0606.187)	-TTS (ID=evm.model.Herato0606.187-E3;Parent=evm.model.Herato0606.187)	618	ID=evm.model.Herato0606.187-E3;Parent=evm.model.Herato0606.187								
5742	Herato1805	6524388	6524743	+	0	NA	Intergenic	Intergenic	7368	ID=evm.model.Herato1805.182-E1;Parent=evm.model.Herato1805.182								
3485	Herato1202	16781750	16782302	+	0	NA	Intergenic	Intergenic	-1995	ID=evm.model.Herato1202.675-E2;Parent=evm.model.Herato1202.675								
5968	Herato1807	1892662	1893047	+	0	NA	Intergenic	Intergenic	-16304	ID=evm.model.Herato1807.39-E1;Parent=evm.model.Herato1807.39								
5113	Herato2101	7920692	7921068	+	0	NA	Intergenic	Intergenic	2137	ID=evm.model.Herato2101.280-E5;Parent=evm.model.Herato2101.280								
3802	Herato1301	6683602	6684337	+	0	NA	exon (ID=evm.model.Herato1301.247-E10;Parent=evm.model.Herato1301.247, exon 1 of 1)	-exon (ID=evm.model.Herato1301.247-E10;Parent=evm.model.Herato1301.247, exon 1 of 1)	853	ID=evm.model.Herato1301.247-E10;Parent=evm.model.Herato1301.247								
5843	Herato0101	7413379	7413848	+	0	NA	Intergenic	Intergenic	-6962	ID=evm.model.Herato0101.228-E4;Parent=evm.model.Herato0101.228								
4811	Herato2101	3006277	3006545	+	0	NA	Intergenic	Intergenic	-72969	ID=evm.model.Herato2101.110-E1;Parent=evm.model.Herato2101.110								
3004	Herato1908	40497	40819	+	0	NA	Intergenic	Intergenic	-5030	ID=evm.model.Herato1908.104-E1;Parent=evm.model.Herato1908.104								
3676	Herato1703	888110	888522	+	0	NA	TTS (ID=evm.model.Herato1703.16-E4;Parent=evm.model.Herato1703.16)	-TTS (ID=evm.model.Herato1703.16-E4;Parent=evm.model.Herato1703.16)	330	ID=evm.model.Herato1703.16-E4;Parent=evm.model.Herato1703.16								
5992	Herato1904	2928059	2928914	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.97-E1;Parent=evm.model.Herato1904.97)	-promoter-TSS (ID=evm.model.Herato1904.97-E1;Parent=evm.model.Herato1904.97)	-208	ID=evm.model.Herato1904.97.3-E1;Parent=evm.model.Herato1904.97.3								
5295	Herato0503	6692376	6692867	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.230-E2;Parent=evm.model.Herato0503.230)	-promoter-TSS (ID=evm.model.Herato0503.230-E2;Parent=evm.model.Herato0503.230)	-524	ID=evm.model.Herato0503.230-E2;Parent=evm.model.Herato0503.230								
3939	Herato1301	12468707	12468996	+	0	NA	Intergenic	Intergenic	-1248	ID=evm.model.Herato1301.487-E6;Parent=evm.model.Herato1301.487								
3027	Herato1202	193500	193906	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.14-E1;Parent=evm.model.Herato1202.14)	-promoter-TSS (ID=evm.model.Herato1202.14-E1;Parent=evm.model.Herato1202.14)	-812	ID=evm.model.Herato1202.14-E1;Parent=evm.model.Herato1202.14								
301	Herato0606	5476657	5477002	+	0	NA	Intergenic	Intergenic	-5897	ID=evm.model.Herato0606.182.1-E1;Parent=evm.model.Herato0606.182.1								
4686	Herato1605	1997766	1998475	+	0	NA	Intergenic	Intergenic	4154	ID=evm.model.Herato1605.63-E2;Parent=evm.model.Herato1605.63								
4272	Herato0310	8216586	8216858	+	0	NA	Intergenic	Intergenic	-4898	ID=evm.model.Herato0310.222.1-E3;Parent=evm.model.Herato0310.222.1								
51	Herato0601	554543	555082	+	0	NA	Intergenic	Intergenic	-4507	ID=evm.model.Herato0601.7-E2;Parent=evm.model.Herato0601.7								
1758	Herato1202	20261116	20261298	+	0	NA	Intergenic	Intergenic	-14403	ID=evm.model.Herato1202.819-E2;Parent=evm.model.Herato1202.819								
456	Herato1007	3864794	3865887	+	0	NA	Intergenic	Intergenic	5844	ID=evm.model.Herato1007.145-E1;Parent=evm.model.Herato1007.145								
1822	Herato0901	10976115	10976844	+	0	NA	Intergenic	Intergenic	-74371	ID=evm.model.Herato0901.328-E1;Parent=evm.model.Herato0901.328								
3063	Herato1202	1859268	1859786	+	0	NA	Intergenic	Intergenic	-22846	ID=evm.model.Herato1202.64-E1;Parent=evm.model.Herato1202.64								
1033	Herato1108	14214716	14215300	+	0	NA	Intergenic	Intergenic	-2532	ID=evm.model.Herato1108.606-E3;Parent=evm.model.Herato1108.606								
4059	Herato1805	2561802	2561976	+	0	NA	Intergenic	Intergenic	-49231	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
