PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thdown.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7515	Herato1605	3973034	3974339	+	0	NA	Intergenic	Intergenic	-13519	ID=evm.model.Herato1605.120-E6;Parent=evm.model.Herato1605.120								
2918	Herato1301	14362438	14362781	+	0	NA	Intergenic	Intergenic	-34833	ID=evm.model.Herato1301.538-E1;Parent=evm.model.Herato1301.538								
5704	Herato1805	147290	147744	+	0	NA	Intergenic	Intergenic	9161	ID=evm.model.Herato1805.13-E3;Parent=evm.model.Herato1805.13								
3821	Herato1505	518617	518808	+	0	NA	Intergenic	Intergenic	-1113	ID=evm.model.Herato1505.29-E1;Parent=evm.model.Herato1505.29								
6447	Herato0101	5976122	5976605	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.171-E1;Parent=evm.model.Herato0101.171)	-promoter-TSS (ID=evm.model.Herato0101.171-E1;Parent=evm.model.Herato0101.171)	-2	ID=evm.model.Herato0101.171-E1;Parent=evm.model.Herato0101.171								
8254	Herato1807	1184201	1184703	+	0	NA	Intergenic	Intergenic	-16154	ID=evm.model.Herato1807.23-E1;Parent=evm.model.Herato1807.23								
8775	Herato0503	8553609	8553939	+	0	NA	Intergenic	Intergenic	-33255	ID=evm.model.Herato0503.332-E1;Parent=evm.model.Herato0503.332								
6435	Herato1411	3798348	3798708	+	0	NA	Intergenic	Intergenic	-24733	ID=evm.model.Herato1411.152-E1;Parent=evm.model.Herato1411.152								
2267	Herato0901	3769172	3769663	+	0	NA	Intergenic	Intergenic	-2018	ID=evm.model.Herato0901.93-E2;Parent=evm.model.Herato0901.93								
2537	Herato0901	11170655	11171283	+	0	NA	Intergenic	Intergenic	-25857	ID=evm.model.Herato0901.332-E1;Parent=evm.model.Herato0901.332								
887	Herato0701	1993571	1993934	+	0	NA	Intergenic	Intergenic	-2098	ID=evm.model.Herato0701.105-E1;Parent=evm.model.Herato0701.105								
72	Herato0101	8228059	8228383	+	0	NA	Intergenic	Intergenic	-40331	ID=evm.model.Herato0101.242-E1;Parent=evm.model.Herato0101.242								
3371	Herato0101	19035427	19036238	+	0	NA	Intergenic	Intergenic	-2434	ID=evm.model.Herato0101.756-E4;Parent=evm.model.Herato0101.756								
7812	Herato0101	7288367	7289199	+	0	NA	Intergenic	Intergenic	14179	ID=evm.model.Herato0101.227-E1;Parent=evm.model.Herato0101.227								
1682	Herato1703	1100199	1100779	+	0	NA	Intergenic	Intergenic	4430	ID=evm.model.Herato1703.49-E3;Parent=evm.model.Herato1703.49								
2781	Herato1801	1641249	1641889	+	0	NA	Intergenic	Intergenic	-1794	ID=evm.model.Herato1801.78-E2;Parent=evm.model.Herato1801.78								
8479	Herato1906	585155	585399	+	0	NA	Intergenic	Intergenic	2190	ID=evm.model.Herato1906.21-E1;Parent=evm.model.Herato1906.21								
7672	Herato0310	9231949	9232116	+	0	NA	Intergenic	Intergenic	1436	ID=evm.model.Herato0310.277-E2;Parent=evm.model.Herato0310.277								
8234	Herato2101	5395352	5395723	+	0	NA	Intergenic	Intergenic	1801	ID=evm.model.Herato2101.186-E14;Parent=evm.model.Herato2101.186								
2257	Herato0101	2048024	2048740	+	0	NA	Intergenic	Intergenic	26059	ID=evm.model.Herato0101.51_evm.model.Herato0101.50-E2;Parent=evm.model.Herato0101.51_evm.model.Herato0101.50								
3973	Herato0101	1774083	1774397	+	0	NA	Intergenic	Intergenic	9574	ID=evm.model.Herato0101.43.1-E7;Parent=evm.model.Herato0101.43.1								
6454	Herato0215	47191	47667	+	0	NA	Intergenic	Intergenic	-6540	ID=evm.model.Herato0215.2.1-E1;Parent=evm.model.Herato0215.2.1								
2444	Herato0101	14433709	14434486	+	0	NA	Intergenic	Intergenic	-49201	ID=evm.model.Herato0101.514-E1;Parent=evm.model.Herato0101.514								
8623	Herato1901	1686590	1686843	+	0	NA	Intergenic	Intergenic	4382	ID=evm.model.Herato1901.41-E2;Parent=evm.model.Herato1901.41								
725	Herato1007	2266496	2266725	+	0	NA	Intergenic	Intergenic	8312	ID=evm.model.Herato1007.90-E1;Parent=evm.model.Herato1007.90								
3921	Herato1108	5398760	5398943	+	0	NA	Intergenic	Intergenic	4933	ID=evm.model.Herato1108.235.1-E1;Parent=evm.model.Herato1108.235.1								
4088	Herato1108	9597823	9598399	+	0	NA	Intergenic	Intergenic	23359	ID=evm.model.Herato1108.423-E12;Parent=evm.model.Herato1108.423								
4290	Herato1508	59972	60500	+	0	NA	NA	NA	NA	NA								
5754	Herato1805	981801	982072	+	0	NA	Intergenic	Intergenic	1831	ID=evm.model.Herato1805.55-E3;Parent=evm.model.Herato1805.55								
5348	Herato1301	3451520	3451856	+	0	NA	Intergenic	Intergenic	-27932	ID=evm.model.Herato1301.96.2-E1;Parent=evm.model.Herato1301.96.2								
3252	Herato1805	5763608	5763859	+	0	NA	Intergenic	Intergenic	46339	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
4048	Herato1904	5715273	5715491	+	0	NA	Intergenic	Intergenic	9994	ID=evm.model.Herato1904.210-E2;Parent=evm.model.Herato1904.210								
5429	Herato1301	15291541	15291780	+	0	NA	Intergenic	Intergenic	-1638	ID=evm.model.Herato1301.570-E1;Parent=evm.model.Herato1301.570								
4183	Herato1202	18674026	18674479	+	0	NA	Intergenic	Intergenic	-1985	ID=evm.model.Herato1202.755-E3;Parent=evm.model.Herato1202.755								
4011	Herato0502	127693	127906	+	0	NA	Intergenic	Intergenic	51266	ID=evm.model.Herato0502.2-E1;Parent=evm.model.Herato0502.2								
1326	Herato1507	2839601	2840432	+	0	NA	Intergenic	Intergenic	-3336	ID=evm.model.Herato1507.94.3-E1;Parent=evm.model.Herato1507.94.3								
6402	Herato1603	3370429	3371248	+	0	NA	Intergenic	Intergenic	-2883	ID=evm.model.Herato1603.89-E6;Parent=evm.model.Herato1603.89								
3714	Herato1411	4481345	4482667	+	0	NA	Intergenic	Intergenic	3688	ID=evm.model.Herato1411.174-E7;Parent=evm.model.Herato1411.174								
8670	Herato0405	133752	134643	+	0	NA	Intergenic	Intergenic	-7169	ID=evm.model.Herato0405.12-E5;Parent=evm.model.Herato0405.12								
2637	Herato1001	107405	109815	+	0	NA	TTS (ID=evm.model.Herato1001.8-E4;Parent=evm.model.Herato1001.8)	-TTS (ID=evm.model.Herato1001.8-E4;Parent=evm.model.Herato1001.8)	1128	ID=evm.model.Herato1001.8-E4;Parent=evm.model.Herato1001.8								
6234	Herato0401	89408	89584	+	0	NA	Intergenic	Intergenic	2399	ID=evm.model.Herato0401.5-E7;Parent=evm.model.Herato0401.5								
6509	Herato1801	2988813	2989152	+	0	NA	Intergenic	Intergenic	-14352	ID=evm.model.Herato1801.108.2-E1;Parent=evm.model.Herato1801.108.2								
589	Herato0606	7411203	7411406	+	0	NA	Intergenic	Intergenic	-1470	ID=evm.model.Herato0606.254-E6;Parent=evm.model.Herato0606.254								
150	Herato1003	2189763	2189915	+	0	NA	Intergenic	Intergenic	4120	ID=evm.model.Herato1003.68-E3;Parent=evm.model.Herato1003.68								
7900	Herato1906	1106125	1107115	+	0	NA	Intergenic	Intergenic	-9464	ID=evm.model.Herato1906.29-E4;Parent=evm.model.Herato1906.29								
7000	Herato0503	4527768	4528059	+	0	NA	Intergenic	Intergenic	-13050	ID=evm.model.Herato0503.132.2-E1;Parent=evm.model.Herato0503.132.2								
245	Herato0101	8807436	8807721	+	0	NA	Intergenic	Intergenic	14575	ID=evm.model.Herato0101.262-E3;Parent=evm.model.Herato0101.262								
2511	Herato0901	10559923	10560257	+	0	NA	Intergenic	Intergenic	-8937	ID=evm.model.Herato0901.324.2-E3;Parent=evm.model.Herato0901.324.2								
7203	Herato1807	2448594	2448927	+	0	NA	Intergenic	Intergenic	-4561	ID=evm.model.Herato1807.48.1-E5;Parent=evm.model.Herato1807.48.1								
2546	Herato0901	11351334	11353486	+	0	NA	Intergenic	Intergenic	8659	ID=evm.model.Herato0901.338-E2;Parent=evm.model.Herato0901.338								
5943	Herato1805	4818437	4818565	+	0	NA	Intergenic	Intergenic	13561	ID=evm.model.Herato1805.127-E7;Parent=evm.model.Herato1805.127								
8423	Herato0503	8365412	8365752	+	0	NA	TTS (ID=evm.model.Herato0503.327-E3;Parent=evm.model.Herato0503.327)	-TTS (ID=evm.model.Herato0503.327-E3;Parent=evm.model.Herato0503.327)	1211	ID=evm.model.Herato0503.327-E3;Parent=evm.model.Herato0503.327								
5498	Herato1301	8218487	8219466	+	0	NA	Intergenic	Intergenic	1658	ID=evm.model.Herato1301.346-E2;Parent=evm.model.Herato1301.346								
6946	Herato1905	96595	96762	+	0	NA	Intergenic	Intergenic	-1853	ID=evm.model.Herato1905.8-E2;Parent=evm.model.Herato1905.8								
4994	Herato1904	5601506	5601874	+	0	NA	Intergenic	Intergenic	-1805	ID=evm.model.Herato1904.206-E15;Parent=evm.model.Herato1904.206								
2666	Herato1001	720316	722204	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.37-E9;Parent=evm.model.Herato1001.37)	-promoter-TSS (ID=evm.model.Herato1001.37-E9;Parent=evm.model.Herato1001.37)	-490	ID=evm.model.Herato1001.37-E9;Parent=evm.model.Herato1001.37								
3012	Herato1301	17233995	17234173	+	0	NA	Intergenic	Intergenic	-3845	ID=evm.model.Herato1301.615-E6;Parent=evm.model.Herato1301.615								
1099	Herato0701	6479457	6480787	+	0	NA	Intergenic	Intergenic	11508	ID=evm.model.Herato0701.284-E1;Parent=evm.model.Herato0701.284								
3599	Herato0101	17130830	17131109	+	0	NA	Intergenic	Intergenic	-15339	ID=evm.model.Herato0101.662-E1;Parent=evm.model.Herato0101.662								
5311	Herato1301	2745789	2746115	+	0	NA	Intergenic	Intergenic	6036	ID=evm.model.Herato1301.65-E2;Parent=evm.model.Herato1301.65								
5083	Herato1805	5652309	5652835	+	0	NA	Intergenic	Intergenic	-1660	ID=evm.model.Herato1805.156-E4;Parent=evm.model.Herato1805.156								
4962	Herato1202	15613881	15614882	+	0	NA	Intergenic	Intergenic	-1431	ID=evm.model.Herato1202.605.1-E3;Parent=evm.model.Herato1202.605.1								
34	Herato1001	4614658	4614990	+	0	NA	Intergenic	Intergenic	10270	ID=evm.model.Herato1001.159-E5;Parent=evm.model.Herato1001.159								
2656	Herato1001	496712	497013	+	0	NA	Intergenic	Intergenic	3955	ID=evm.model.Herato1001.26-E1;Parent=evm.model.Herato1001.26								
1410	Herato1108	9153553	9154016	+	0	NA	Intergenic	Intergenic	-2352	ID=evm.model.Herato1108.395.1-E3;Parent=evm.model.Herato1108.395.1								
2613	Herato0904	202849	203259	+	0	NA	Intergenic	Intergenic	-3310	ID=evm.model.Herato0904.20-E1;Parent=evm.model.Herato0904.20								
3056	Herato1003	4936990	4937412	+	0	NA	Intergenic	Intergenic	2076	ID=evm.model.Herato1003.154-E1;Parent=evm.model.Herato1003.154								
2693	Herato1001	1546335	1546851	+	0	NA	Intergenic	Intergenic	-19441	ID=evm.model.Herato1001.59-E1;Parent=evm.model.Herato1001.59								
8495	Herato1908	2146205	2146441	+	0	NA	Intergenic	Intergenic	-9261	ID=evm.model.Herato1908.110-E1;Parent=evm.model.Herato1908.110								
4449	Herato1202	3469870	3470178	+	0	NA	Intergenic	Intergenic	15221	ID=evm.model.Herato1202.116.3-E1;Parent=evm.model.Herato1202.116.3								
1434	Herato1507	5111162	5111670	+	0	NA	Intergenic	Intergenic	-4161	ID=evm.model.Herato1507.175-E2;Parent=evm.model.Herato1507.175								
1547	Herato1108	12570795	12570976	+	0	NA	Intergenic	Intergenic	-13561	ID=evm.model.Herato1108.526-E3;Parent=evm.model.Herato1108.526								
2471	Herato0101	14488062	14488816	+	0	NA	Intergenic	Intergenic	58884	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
3457	Herato1807	769383	769567	+	0	NA	Intergenic	Intergenic	-42725	ID=evm.model.Herato1807.13-E1;Parent=evm.model.Herato1807.13								
7531	Herato1701	7062893	7063677	+	0	NA	Intergenic	Intergenic	62337	ID=evm.model.Herato1701.206-E1;Parent=evm.model.Herato1701.206								
1045	Herato0701	5382425	5382581	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.247-E6;Parent=evm.model.Herato0701.247)	-promoter-TSS (ID=evm.model.Herato0701.247-E6;Parent=evm.model.Herato0701.247)	543	ID=evm.model.Herato0701.247-E5;Parent=evm.model.Herato0701.247								
8365	Herato0411	3608832	3609080	+	0	NA	Intergenic	Intergenic	-2087	ID=evm.model.Herato0411.75-E1;Parent=evm.model.Herato0411.75								
1069	Herato1505	323691	323859	+	0	NA	Intergenic	Intergenic	8717	ID=evm.model.Herato1505.21.1-E1;Parent=evm.model.Herato1505.21.1								
1224	Herato0701	8718953	8719244	+	0	NA	Intergenic	Intergenic	30803	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
368	Herato1003	7300267	7300618	+	0	NA	Intergenic	Intergenic	-4876	ID=evm.model.Herato1003.267-E1;Parent=evm.model.Herato1003.267								
5998	Herato0310	3271662	3272090	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.65-E9;Parent=evm.model.Herato0310.65)	-promoter-TSS (ID=evm.model.Herato0310.65-E9;Parent=evm.model.Herato0310.65)	514	ID=evm.model.Herato0310.65.2-E7;Parent=evm.model.Herato0310.65.2								
3078	Herato1805	3201684	3202256	+	0	NA	Intergenic	Intergenic	-3291	ID=evm.model.Herato1805.90-E1;Parent=evm.model.Herato1805.90								
6293	Herato2101	1040114	1040572	+	0	NA	TTS (ID=evm.model.Herato2101.38-E1;Parent=evm.model.Herato2101.38)	-TTS (ID=evm.model.Herato2101.38-E1;Parent=evm.model.Herato2101.38)	131	ID=evm.model.Herato2101.38-E1;Parent=evm.model.Herato2101.38								
4705	Herato0101	20118426	20119395	+	0	NA	Intergenic	Intergenic	-6382	ID=evm.model.Herato0101.773.2-E5;Parent=evm.model.Herato0101.773.2								
611	Herato0606	8111842	8112057	+	0	NA	Intergenic	Intergenic	-15913	ID=evm.model.Herato0606.264-E1;Parent=evm.model.Herato0606.264								
1849	Herato0801	4404006	4404426	+	0	NA	Intergenic	Intergenic	-6792	ID=evm.model.Herato0801.94-E1;Parent=evm.model.Herato0801.94								
849	Herato0101	10259801	10259990	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.298-E1;Parent=evm.model.Herato0101.298)	-promoter-TSS (ID=evm.model.Herato0101.298-E1;Parent=evm.model.Herato0101.298)	-359	ID=evm.model.Herato0101.298-E1;Parent=evm.model.Herato0101.298								
4680	Herato1605	1820139	1820527	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.56-E1;Parent=evm.model.Herato1605.56)	-promoter-TSS (ID=evm.model.Herato1605.56-E1;Parent=evm.model.Herato1605.56)	-79	ID=evm.model.Herato1605.56-E1;Parent=evm.model.Herato1605.56								
492	Herato0204	586337	586529	+	0	NA	Intergenic	Intergenic	1933	ID=evm.model.Herato0204.27.7-E1;Parent=evm.model.Herato0204.27.7								
2271	Herato0901	3923116	3923398	+	0	NA	Intergenic	Intergenic	-3379	ID=evm.model.Herato0901.98-E26;Parent=evm.model.Herato0901.98								
3225	Herato1005	148201	148376	+	0	NA	TTS (ID=evm.model.Herato1005.13-E1;Parent=evm.model.Herato1005.13)	-TTS (ID=evm.model.Herato1005.13-E1;Parent=evm.model.Herato1005.13)	232	ID=evm.model.Herato1005.13-E1;Parent=evm.model.Herato1005.13								
8032	Herato0214	963067	963640	+	0	NA	promoter-TSS (ID=evm.model.Herato0214.53-E8;Parent=evm.model.Herato0214.53)	-promoter-TSS (ID=evm.model.Herato0214.53-E8;Parent=evm.model.Herato0214.53)	-721	ID=evm.model.Herato0214.53-E8;Parent=evm.model.Herato0214.53								
8197	Herato0101	4721967	4722430	+	0	NA	Intergenic	Intergenic	-98000	ID=evm.model.Herato0101.138-E1;Parent=evm.model.Herato0101.138								
3071	Herato0204	187338	189908	+	0	NA	Intergenic	Intergenic	2004	ID=evm.model.Herato0204.9-E6;Parent=evm.model.Herato0204.9								
3272	Herato1301	21772952	21773386	+	0	NA	Intergenic	Intergenic	-2458	ID=evm.model.Herato1301.739.3-E1;Parent=evm.model.Herato1301.739.3								
8287	Herato1805	10026564	10026799	+	0	NA	Intergenic	Intergenic	104377	ID=evm.model.Herato1805.291-E2;Parent=evm.model.Herato1805.291								
5384	Herato0101	21669328	21669528	+	0	NA	TTS (ID=evm.model.Herato0101.840-E2;Parent=evm.model.Herato0101.840)	-TTS (ID=evm.model.Herato0101.840-E2;Parent=evm.model.Herato0101.840)	795	ID=evm.model.Herato0101.840-E2;Parent=evm.model.Herato0101.840								
1939	Herato2001	1543363	1544003	+	0	NA	Intergenic	Intergenic	13308	ID=evm.model.Herato2001.28-E1;Parent=evm.model.Herato2001.28								
5054	Herato1202	17182546	17182724	+	0	NA	Intergenic	Intergenic	-2539	ID=evm.model.Herato1202.703.1-E2;Parent=evm.model.Herato1202.703.1								
6090	Herato1805	8303236	8303417	+	0	NA	Intergenic	Intergenic	-25345	ID=evm.model.Herato1805.246-E1;Parent=evm.model.Herato1805.246								
5853	Herato0301	4107999	4108240	+	0	NA	TTS (ID=evm.model.Herato0301.103.1-E1;Parent=evm.model.Herato0301.103.1)	-TTS (ID=evm.model.Herato0301.103.1-E1;Parent=evm.model.Herato0301.103.1)	780	ID=evm.model.Herato0301.103.2-E1;Parent=evm.model.Herato0301.103.2								
5784	Herato1301	17061995	17062332	+	0	NA	Intergenic	Intergenic	3363	ID=evm.model.Herato1301.603.1-E16;Parent=evm.model.Herato1301.603.1								
67	Herato0508	2107251	2107742	+	0	NA	promoter-TSS (ID=evm.model.Herato0508.80-E17;Parent=evm.model.Herato0508.80)	-promoter-TSS (ID=evm.model.Herato0508.80-E17;Parent=evm.model.Herato0508.80)	-756	ID=evm.model.Herato0508.80.3-E17;Parent=evm.model.Herato0508.80.3								
3335	Herato0101	16519625	16519863	+	0	NA	Intergenic	Intergenic	-2381	ID=evm.model.Herato0101.644.1.1-E7;Parent=evm.model.Herato0101.644.1.1								
3636	Herato1007	4723596	4724185	+	0	NA	Intergenic	Intergenic	11094	ID=evm.model.Herato1007.191-E14;Parent=evm.model.Herato1007.191								
3133	Herato1805	3820447	3820646	+	0	NA	Intergenic	Intergenic	69260	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
7394	Herato2001	1723367	1723612	+	0	NA	Intergenic	Intergenic	6754	ID=evm.model.Herato2001.35.3-E2;Parent=evm.model.Herato2001.35.3								
6112	Herato1805	8914918	8916135	+	0	NA	Intergenic	Intergenic	3114	ID=evm.model.Herato1805.264-E18;Parent=evm.model.Herato1805.264								
327	Herato0101	16177692	16178034	+	0	NA	Intergenic	Intergenic	-12847	ID=evm.model.Herato0101.615-E2;Parent=evm.model.Herato0101.615								
1281	Herato0101	11093793	11094106	+	0	NA	Intergenic	Intergenic	31669	ID=evm.model.Herato0101.317-E6;Parent=evm.model.Herato0101.317								
3214	Herato1301	20946266	20947503	+	0	NA	Intergenic	Intergenic	-21682	ID=evm.model.Herato1301.715-E1;Parent=evm.model.Herato1301.715								
4554	Herato1202	5768717	5769632	+	0	NA	TTS (ID=evm.model.Herato1202.244_evm.model.Herato1202.246_evm.model.Herato1202.246.1-E4;Parent=evm.model.Herato1202.244_evm.model.Herato1202.246_evm.model.Herato1202.246.1)	-TTS (ID=evm.model.Herato1202.244_evm.model.Herato1202.246_evm.model.Herato1202.246.1-E4;Parent=evm.model.Herato1202.244_evm.model.Herato1202.246_evm.model.Herato1202.246.1)	272	ID=evm.model.Herato1202.245-E4;Parent=evm.model.Herato1202.245								
6307	Herato1411	311098	311290	+	0	NA	Intergenic	Intergenic	1702	ID=evm.model.Herato1411.5_evm.model.Herato1411.6-E1;Parent=evm.model.Herato1411.5_evm.model.Herato1411.6								
1603	Herato1112	59831	60234	+	0	NA	NA	NA	NA	NA								
1881	Herato0101	12643247	12643604	+	0	NA	Intergenic	Intergenic	2251	ID=evm.model.Herato0101.423-E1;Parent=evm.model.Herato0101.423								
4403	Herato1202	2516911	2517217	+	0	NA	TTS (ID=evm.model.Herato1202.85-E2;Parent=evm.model.Herato1202.85)	-TTS (ID=evm.model.Herato1202.85-E2;Parent=evm.model.Herato1202.85)	998	ID=evm.model.Herato1202.85-E2;Parent=evm.model.Herato1202.85								
5833	Herato1904	3949015	3949220	+	0	NA	TTS (ID=evm.model.Herato1904.139-E3;Parent=evm.model.Herato1904.139)	-TTS (ID=evm.model.Herato1904.139-E3;Parent=evm.model.Herato1904.139)	710	ID=evm.model.Herato1904.139.2-E2;Parent=evm.model.Herato1904.139.2								
2049	Herato0821	2418976	2419495	+	0	NA	Intergenic	Intergenic	-11276	ID=evm.model.Herato0821.85-E1;Parent=evm.model.Herato0821.85								
3197	Herato1003	7052628	7053246	+	0	NA	Intergenic	Intergenic	-1223	ID=evm.model.Herato1003.256-E2;Parent=evm.model.Herato1003.256								
8336	Herato2101	8957653	8957891	+	0	NA	Intergenic	Intergenic	-45765	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
4241	Herato1108	12524008	12525266	+	0	NA	Intergenic	Intergenic	-19352	ID=evm.model.Herato1108.526-E2;Parent=evm.model.Herato1108.526								
1558	Herato0701	14848315	14848724	+	0	NA	Intergenic	Intergenic	-34314	ID=evm.model.Herato0701.666.3-E1;Parent=evm.model.Herato0701.666.3								
3370	Herato1408	452221	453047	+	0	NA	Intergenic	Intergenic	-61120	ID=evm.model.Herato1408.25-E1;Parent=evm.model.Herato1408.25								
5422	Herato1301	6003324	6003567	+	0	NA	Intergenic	Intergenic	4511	ID=evm.model.Herato1301.212-E22;Parent=evm.model.Herato1301.212								
5239	Herato1301	1460869	1462058	+	0	NA	Intergenic	Intergenic	-2339	ID=evm.model.Herato1301.37-E2;Parent=evm.model.Herato1301.37								
5794	Herato1805	2068880	2069884	+	0	NA	Intergenic	Intergenic	-49124	ID=evm.model.Herato1805.82-E1;Parent=evm.model.Herato1805.82								
5782	Herato1805	1889919	1890480	+	0	NA	Intergenic	Intergenic	1696	ID=evm.model.Herato1805.79-E11;Parent=evm.model.Herato1805.79								
4881	Herato1805	1935002	1935754	+	0	NA	Intergenic	Intergenic	32805	ID=evm.model.Herato1805.80-E10;Parent=evm.model.Herato1805.80								
8117	Herato1807	2200501	2200816	+	0	NA	Intergenic	Intergenic	-12230	ID=evm.model.Herato1807.41.4-E1;Parent=evm.model.Herato1807.41.4								
6809	Herato1507	4269054	4269818	+	0	NA	Intergenic	Intergenic	85856	ID=evm.model.Herato1507.149-E5;Parent=evm.model.Herato1507.149								
4468	Herato1910	2707213	2707360	+	0	NA	Intergenic	Intergenic	-11859	ID=evm.model.Herato1910.145-E3;Parent=evm.model.Herato1910.145								
159	Herato0601	2296804	2297417	+	0	NA	Intergenic	Intergenic	23081	ID=evm.model.Herato0601.51-E9;Parent=evm.model.Herato0601.51								
747	Herato0606	11839613	11840672	+	0	NA	Intergenic	Intergenic	-1148	ID=evm.model.Herato0606.433-E1;Parent=evm.model.Herato0606.433								
1633	Herato0701	16755205	16755456	+	0	NA	Intergenic	Intergenic	3228	ID=evm.model.Herato0701.713_evm.model.Herato0701.714.1-E1;Parent=evm.model.Herato0701.713_evm.model.Herato0701.714.1								
4540	Herato1603	2363098	2363435	+	0	NA	Intergenic	Intergenic	-7506	ID=evm.model.Herato1603.65-E1;Parent=evm.model.Herato1603.65								
1942	Herato0801	7323098	7323255	+	0	NA	Intergenic	Intergenic	18251	ID=evm.model.Herato0801.217-E17;Parent=evm.model.Herato0801.217								
1427	Herato0101	11309334	11309647	+	0	NA	Intergenic	Intergenic	-1501	ID=evm.model.Herato0101.327-E4;Parent=evm.model.Herato0101.327								
4217	Herato0101	18749167	18750238	+	0	NA	Intergenic	Intergenic	6310	ID=evm.model.Herato0101.743-E11;Parent=evm.model.Herato0101.743								
1484	Herato0503	2972861	2973098	+	0	NA	Intergenic	Intergenic	-5184	ID=evm.model.Herato0503.113-E3;Parent=evm.model.Herato0503.113								
1017	Herato0701	4690742	4691148	+	0	NA	Intergenic	Intergenic	-9256	ID=evm.model.Herato0701.220.2-E1;Parent=evm.model.Herato0701.220.2								
2042	Herato0821	2285735	2285975	+	0	NA	Intergenic	Intergenic	-7649	ID=evm.model.Herato0821.84-E8;Parent=evm.model.Herato0821.84								
1057	Herato0701	5717952	5718248	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.265-E7;Parent=evm.model.Herato0701.265)	-promoter-TSS (ID=evm.model.Herato0701.265-E7;Parent=evm.model.Herato0701.265)	27	ID=evm.model.Herato0701.265-E7;Parent=evm.model.Herato0701.265								
5375	Herato0101	2926017	2926579	+	0	NA	Intergenic	Intergenic	-13770	ID=evm.model.Herato0101.93-E3;Parent=evm.model.Herato0101.93								
3748	Herato1108	1285841	1287405	+	0	NA	Intergenic	Intergenic	19879	ID=evm.model.Herato1108.34-E12;Parent=evm.model.Herato1108.34								
6785	Herato1507	2800700	2802487	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.90-E2;Parent=evm.model.Herato1507.90)	-promoter-TSS (ID=evm.model.Herato1507.90-E2;Parent=evm.model.Herato1507.90)	-191	ID=evm.model.Herato1507.90-E2;Parent=evm.model.Herato1507.90								
5815	Herato1805	2359442	2359922	+	0	NA	Intergenic	Intergenic	-49606	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
1923	Herato0801	6867969	6868218	+	0	NA	Intergenic	Intergenic	-1952	ID=evm.model.Herato0801.205-E2;Parent=evm.model.Herato0801.205								
162	Herato0601	2483351	2483835	+	0	NA	Intergenic	Intergenic	3442	ID=evm.model.Herato0601.53-E2;Parent=evm.model.Herato0601.53								
433	Herato1005	1193816	1194537	+	0	NA	TTS (ID=evm.model.Herato1005.75.3-E1;Parent=evm.model.Herato1005.75.3)	-TTS (ID=evm.model.Herato1005.75.3-E1;Parent=evm.model.Herato1005.75.3)	1096	ID=evm.model.Herato1005.75.3-E1;Parent=evm.model.Herato1005.75.3								
880	Herato0701	1514951	1515223	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.70-E1;Parent=evm.model.Herato0701.70)	-promoter-TSS (ID=evm.model.Herato0701.70-E1;Parent=evm.model.Herato0701.70)	-606	ID=evm.model.Herato0701.70-E1;Parent=evm.model.Herato0701.70								
6095	Herato1805	8446867	8447031	+	0	NA	TTS (ID=evm.model.Herato1805.249-E10;Parent=evm.model.Herato1805.249)	-TTS (ID=evm.model.Herato1805.249-E10;Parent=evm.model.Herato1805.249)	1009	ID=evm.model.Herato1805.249-E10;Parent=evm.model.Herato1805.249								
3461	Herato1408	2905165	2905406	+	0	NA	Intergenic	Intergenic	3665	ID=evm.model.Herato1408.87-E3;Parent=evm.model.Herato1408.87								
5396	Herato1301	4856406	4856644	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.138-E5;Parent=evm.model.Herato1301.138)	-promoter-TSS (ID=evm.model.Herato1301.138-E5;Parent=evm.model.Herato1301.138)	40	ID=evm.model.Herato1301.138-E5;Parent=evm.model.Herato1301.138								
1008	Herato0701	4602564	4603197	+	0	NA	Intergenic	Intergenic	8438	ID=evm.model.Herato0701.219-E2;Parent=evm.model.Herato0701.219								
