PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thup.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3931	Hmel214024	467126	468672	+	0	NA	promoter-TSS (ID=HMEL032521g1.t1-E54;Parent=HMEL032521g1.t1)	-promoter-TSS (ID=HMEL032521g1.t1-E54;Parent=HMEL032521g1.t1)	-628	ID=HMEL032521g1.t1-E54;Parent=HMEL032521g1.t1								
3069	Hmel212001	2783550	2784380	+	0	NA	Intergenic	Intergenic	-3933	ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1								
4568	Hmel217004	674960	675133	+	0	NA	Intergenic	Intergenic	-18306	ID=HMEL006217g3.t1-E1;Parent=HMEL006217g3.t1								
950	Hmel204017	2182932	2183218	+	0	NA	Intergenic	Intergenic	6061	ID=HMEL036475g1.t1-E1;Parent=HMEL036475g1.t1								
2680	Hmel210011	5076414	5077077	+	0	NA	Intergenic	Intergenic	-43634	ID=HMEL030933g1.t1-E1;Parent=HMEL030933g1.t1								
2957	Hmel211014	268538	269283	+	0	NA	Intergenic	Intergenic	18356	ID=HMEL031242g1.t1-E1;Parent=HMEL031242g1.t1								
1445	Hmel206009	2979527	2979702	+	0	NA	promoter-TSS (ID=HMEL003211g1.t1-E6;Parent=HMEL003211g1.t1)	-promoter-TSS (ID=HMEL003211g1.t1-E6;Parent=HMEL003211g1.t1)	46	ID=HMEL003211g1.t1-E6;Parent=HMEL003211g1.t1								
1678	Hmel207002	6396984	6397453	+	0	NA	Intergenic	Intergenic	6948	ID=HMEL037498g1.t1-E3;Parent=HMEL037498g1.t1								
1845	Hmel207021	2590748	2591126	+	0	NA	Intergenic	Intergenic	-7552	ID=HMEL037729g1.t1-E1;Parent=HMEL037729g1.t1								
1025	Hmel205005	312574	313349	+	0	NA	promoter-TSS (ID=HMEL016013g1.t1-E1;Parent=HMEL016013g1.t1)	-promoter-TSS (ID=HMEL016013g1.t1-E1;Parent=HMEL016013g1.t1)	19	ID=HMEL016013g1.t1-E1;Parent=HMEL016013g1.t1								
4692	Hmel217018	382884	383612	+	0	NA	TTS (ID=HMEL033960g1.t1-E1;Parent=HMEL033960g1.t1)	-TTS (ID=HMEL033960g1.t1-E1;Parent=HMEL033960g1.t1)	156	ID=HMEL033960g1.t1-E1;Parent=HMEL033960g1.t1								
3429	Hmel213012	82216	83087	+	0	NA	Intergenic	Intergenic	-9395	ID=HMEL031813g1.t1-E1;Parent=HMEL031813g1.t1								
3580	Hmel213044	234976	235334	+	0	NA	Intergenic	Intergenic	-6199	ID=HMEL032029g1.t1-E1;Parent=HMEL032029g1.t1								
4375	Hmel216011	1305383	1305542	+	0	NA	Intergenic	Intergenic	-3479	ID=HMEL006409g1.t1-E1;Parent=HMEL006409g1.t1								
3073	Hmel212001	2846285	2846993	+	0	NA	promoter-TSS (ID=HMEL016850g1.t1-E2;Parent=HMEL016850g1.t1)	-promoter-TSS (ID=HMEL016850g1.t1-E2;Parent=HMEL016850g1.t1)	-664	ID=HMEL016850g1.t1-E2;Parent=HMEL016850g1.t1								
1992	Hmel208021	954508	955058	+	0	NA	Intergenic	Intergenic	12263	ID=HMEL021682g1.t1-E6;Parent=HMEL021682g1.t1								
2478	Hmel210005	1157967	1158472	+	0	NA	Intergenic	Intergenic	-4138	ID=HMEL005817g1.t1-E1;Parent=HMEL005817g1.t1								
1466	Hmel206009	4320568	4320997	+	0	NA	Intergenic	Intergenic	6294	ID=HMEL037084g1.t1-E20;Parent=HMEL037084g1.t1								
4248	Hmel216001	706862	707942	+	0	NA	Intergenic	Intergenic	3649	ID=HMEL032984g1.t1-E2;Parent=HMEL032984g1.t1								
2340	Hmel210001	1330456	1331884	+	0	NA	promoter-TSS (ID=HMEL017339g3.t2-E1;Parent=HMEL017339g3.t2)	-promoter-TSS (ID=HMEL017339g3.t2-E1;Parent=HMEL017339g3.t2)	-106	ID=HMEL017339g3.t2-E1;Parent=HMEL017339g3.t2								
4534	Hmel217001	1243622	1245784	+	0	NA	Intergenic	Intergenic	1692	ID=HMEL033723g1.t1-E1;Parent=HMEL033723g1.t1								
778	Hmel203069	83299	83626	+	0	NA	Intergenic	Intergenic	12032	ID=HMEL036171g1.t1-E2;Parent=HMEL036171g1.t1								
3555	Hmel213035	518546	518898	+	0	NA	Intergenic	Intergenic	21453	ID=HMEL031999g1.t1-E1;Parent=HMEL031999g1.t1								
720	Hmel203048	92746	92920	+	0	NA	promoter-TSS (ID=HMEL017000g1.t1-E2;Parent=HMEL017000g1.t1)	-promoter-TSS (ID=HMEL017000g1.t1-E2;Parent=HMEL017000g1.t1)	97	ID=HMEL017000g1.t1-E2;Parent=HMEL017000g1.t1								
5166	Hmel218018	8906399	8906791	+	0	NA	Intergenic	Intergenic	3129	ID=HMEL034503g1.t1-E3;Parent=HMEL034503g1.t1								
4430	Hmel216013	366369	366565	+	0	NA	Intergenic	Intergenic	6129	ID=HMEL033613g1.t1-E2;Parent=HMEL033613g1.t1								
2449	Hmel210004	7244803	7245123	+	0	NA	promoter-TSS (ID=HMEL004082g2.t1-E2;Parent=HMEL004082g2.t1)	-promoter-TSS (ID=HMEL004082g2.t1-E2;Parent=HMEL004082g2.t1)	-70	ID=HMEL004082g2.t1-E2;Parent=HMEL004082g2.t1								
460	Hmel202006	690688	690927	+	0	NA	promoter-TSS (ID=HMEL033262g1.t1-E2;Parent=HMEL033262g1.t1)	-promoter-TSS (ID=HMEL033262g1.t1-E2;Parent=HMEL033262g1.t1)	126	ID=HMEL033262g1.t1-E1;Parent=HMEL033262g1.t1								
4627	Hmel217004	2201801	2202907	+	0	NA	TTS (ID=HMEL016677g1.t1-E10;Parent=HMEL016677g1.t1)	-TTS (ID=HMEL016677g1.t1-E10;Parent=HMEL016677g1.t1)	1088	ID=HMEL016677g1.t1-E10;Parent=HMEL016677g1.t1								
244	Hmel201011	229265	229539	+	0	NA	Intergenic	Intergenic	2056	ID=HMEL006796g1.t2-E2;Parent=HMEL006796g1.t2								
5072	Hmel218018	4539904	4540352	+	0	NA	promoter-TSS (ID=HMEL015549g3.t1-E1;Parent=HMEL015549g3.t1)	-promoter-TSS (ID=HMEL015549g3.t1-E1;Parent=HMEL015549g3.t1)	-579	ID=HMEL015549g3.t1-E1;Parent=HMEL015549g3.t1								
4107	Hmel215034	376672	377108	+	0	NA	TTS (ID=HMEL016735g1.t1-E4;Parent=HMEL016735g1.t1)	-TTS (ID=HMEL016735g1.t1-E4;Parent=HMEL016735g1.t1)	381	ID=HMEL016735g1.t1-E5;Parent=HMEL016735g1.t1								
4168	Hmel215047	901841	902234	+	0	NA	Intergenic	Intergenic	2235	ID=HMEL032882g1.t1-E1;Parent=HMEL032882g1.t1								
4838	Hmel218003	1468238	1468572	+	0	NA	Intergenic	Intergenic	25454	ID=HMEL003382g1.t1-E1;Parent=HMEL003382g1.t1								
3744	Hmel213069	934241	934416	+	0	NA	Intergenic	Intergenic	-3547	ID=HMEL007467g2.t1-E1;Parent=HMEL007467g2.t1								
3220	Hmel212011	722850	724732	+	0	NA	Intergenic	Intergenic	-12279	ID=HMEL012680g1.t3-E1;Parent=HMEL012680g1.t3								
2811	Hmel211004	1009264	1010449	+	0	NA	Intergenic	Intergenic	-9033	ID=HMEL031048g1.t1-E1;Parent=HMEL031048g1.t1								
3854	Hmel214008	2344759	2344987	+	0	NA	Intergenic	Intergenic	2876	ID=HMEL005451g1.t1-E1;Parent=HMEL005451g1.t1								
5149	Hmel218018	8122384	8123877	+	0	NA	Intergenic	Intergenic	-29318	ID=HMEL016601g1.t1-E1;Parent=HMEL016601g1.t1								
4901	Hmel218005	939747	940322	+	0	NA	promoter-TSS (ID=HMEL014949g1.t1-E8;Parent=HMEL014949g1.t1)	-promoter-TSS (ID=HMEL014949g1.t1-E8;Parent=HMEL014949g1.t1)	-150	ID=HMEL014949g1.t1-E8;Parent=HMEL014949g1.t1								
1607	Hmel207002	2265165	2265576	+	0	NA	Intergenic	Intergenic	23526	ID=HMEL037399g1.t1-E2;Parent=HMEL037399g1.t1								
1386	Hmel206009	1214221	1214700	+	0	NA	TTS (ID=HMEL016796g1.t1-E2;Parent=HMEL016796g1.t1)	-TTS (ID=HMEL016796g1.t1-E2;Parent=HMEL016796g1.t1)	157	ID=HMEL016796g1.t1-E3;Parent=HMEL016796g1.t1								
1536	Hmel206019	1883408	1885753	+	0	NA	TTS (ID=HMEL037253g1.t1-E2;Parent=HMEL037253g1.t1)	-TTS (ID=HMEL037253g1.t1-E2;Parent=HMEL037253g1.t1)	196	ID=HMEL037253g1.t1-E3;Parent=HMEL037253g1.t1								
3893	Hmel214019	832158	832408	+	0	NA	Intergenic	Intergenic	-5804	ID=HMEL032466g1.t1-E1;Parent=HMEL032466g1.t1								
2617	Hmel210011	3375206	3375696	+	0	NA	Intergenic	Intergenic	6787	ID=HMEL015988g1.t1-E3;Parent=HMEL015988g1.t1								
4187	Hmel215047	1354227	1354913	+	0	NA	Intergenic	Intergenic	-6279	ID=HMEL032902g1.t1-E1;Parent=HMEL032902g1.t1								
452	Hmel202006	455172	456323	+	0	NA	promoter-TSS (ID=HMEL008335g1.t1-E7;Parent=HMEL008335g1.t1)	-promoter-TSS (ID=HMEL008335g1.t1-E7;Parent=HMEL008335g1.t1)	-438	ID=HMEL008335g1.t1-E7;Parent=HMEL008335g1.t1								
579	Hmel202006	5877258	5880117	+	0	NA	Intergenic	Intergenic	-2510	ID=HMEL009603g1.t1-E4;Parent=HMEL009603g1.t1								
295	Hmel201011	2145487	2146106	+	0	NA	Intergenic	Intergenic	5853	ID=HMEL033069g1.t1-E11;Parent=HMEL033069g1.t1								
3956	Hmel214029	94868	95565	+	0	NA	Intergenic	Intergenic	2788	ID=HmGr33_1-E3;Parent=HmGr33_1								
1618	Hmel207002	2826791	2827004	+	0	NA	TTS (ID=HMEL007136g1.t1-E1;Parent=HMEL007136g1.t1)	-TTS (ID=HMEL007136g1.t1-E1;Parent=HMEL007136g1.t1)	528	ID=HMEL007136g1.t1-E1;Parent=HMEL007136g1.t1								
4701	Hmel217018	649935	650301	+	0	NA	promoter-TSS (ID=HMEL009592g1.t1-E3;Parent=HMEL009592g1.t1)	-promoter-TSS (ID=HMEL009592g1.t1-E3;Parent=HMEL009592g1.t1)	-955	ID=HMEL009592g1.t1-E3;Parent=HMEL009592g1.t1								
3301	Hmel212013	2896634	2897876	+	0	NA	TTS (ID=HMEL031700g1.t1-E2;Parent=HMEL031700g1.t1)	-TTS (ID=HMEL031700g1.t1-E2;Parent=HMEL031700g1.t1)	378	ID=HMEL031700g1.t1-E2;Parent=HMEL031700g1.t1								
3136	Hmel212001	5986915	5987284	+	0	NA	TTS (ID=HMEL031459g1.t1-E2;Parent=HMEL031459g1.t1)	-TTS (ID=HMEL031459g1.t1-E2;Parent=HMEL031459g1.t1)	1238	ID=HMEL031459g1.t1-E2;Parent=HMEL031459g1.t1								
77	Hmel201007	718795	719053	+	0	NA	TTS (ID=HMEL014527g1.t1-E1;Parent=HMEL014527g1.t1)	-TTS (ID=HMEL014527g1.t1-E1;Parent=HMEL014527g1.t1)	-1480	ID=HMEL014527g1.t1-E2;Parent=HMEL014527g1.t1								
541	Hmel202006	2591713	2592200	+	0	NA	TTS (ID=HMEL002110g1.t1-E5;Parent=HMEL002110g1.t1)	-TTS (ID=HMEL002110g1.t1-E5;Parent=HMEL002110g1.t1)	889	ID=HMEL002110g1.t1-E5;Parent=HMEL002110g1.t1								
4317	Hmel216009	602207	602550	+	0	NA	Intergenic	Intergenic	8313	ID=HMEL033493g1.t1-E7;Parent=HMEL033493g1.t1								
3890	Hmel214019	792734	793229	+	0	NA	Intergenic	Intergenic	1974	ID=HMEL007873g1.t1-E6;Parent=HMEL007873g1.t1								
5863	Hmel221001	391391	391627	+	0	NA	Intergenic	Intergenic	15974	ID=HMEL011041g1.t1-E1;Parent=HMEL011041g1.t1								
5061	Hmel218018	4081022	4081413	+	0	NA	TTS (ID=HMEL006062g1.t1-E1;Parent=HMEL006062g1.t1)	-TTS (ID=HMEL006062g1.t1-E1;Parent=HMEL006062g1.t1)	2773	ID=HMEL006062g1.t1-E1;Parent=HMEL006062g1.t1								
897	Hmel204013	57680	57907	+	0	NA	promoter-TSS (ID=HMEL021679g1.t1-E4;Parent=HMEL021679g1.t1)	-promoter-TSS (ID=HMEL021679g1.t1-E4;Parent=HMEL021679g1.t1)	-19	ID=HMEL021679g1.t1-E4;Parent=HMEL021679g1.t1								
1628	Hmel207002	3731913	3732560	+	0	NA	Intergenic	Intergenic	-1218	ID=HMEL015863g1.t1-E1;Parent=HMEL015863g1.t1								
6011	Hmel221012	2710520	2711488	+	0	NA	promoter-TSS (ID=HMEL035612g1.t1-E1;Parent=HMEL035612g1.t1)	-promoter-TSS (ID=HMEL035612g1.t1-E1;Parent=HMEL035612g1.t1)	-19	ID=HMEL035612g1.t1-E1;Parent=HMEL035612g1.t1								
3219	Hmel212011	698598	699226	+	0	NA	Intergenic	Intergenic	-3257	ID=HMEL012680g1.t3-E3;Parent=HMEL012680g1.t3								
6042	Hmel221015	249463	249716	+	0	NA	Intergenic	Intergenic	-3078	ID=HMEL035650g1.t1-E3;Parent=HMEL035650g1.t1								
3911	Hmel214022	7471	7914	+	0	NA	Intergenic	Intergenic	19735	ID=HMEL021913g1.t1-E5;Parent=HMEL021913g1.t1								
3871	Hmel214012	57058	57574	+	0	NA	Intergenic	Intergenic	1674	ID=HMEL017653g3.t1-E4;Parent=HMEL017653g3.t1								
3671	Hmel213062	449158	449500	+	0	NA	Intergenic	Intergenic	40166	ID=HMEL032111g1.t1-E1;Parent=HMEL032111g1.t1								
237	Hmel201009	5980927	5981400	+	0	NA	Intergenic	Intergenic	8525	ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1								
2584	Hmel210011	2676149	2676350	+	0	NA	Intergenic	Intergenic	-2066	ID=HMEL015940g1.t2-E8;Parent=HMEL015940g1.t2								
2722	Hmel211001	55419	55723	+	0	NA	Intergenic	Intergenic	-15230	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
2371	Hmel210004	1903822	1904039	+	0	NA	Intergenic	Intergenic	-30175	ID=HMEL018102g1.t1-E1;Parent=HMEL018102g1.t1								
2519	Hmel210011	79862	80105	+	0	NA	Intergenic	Intergenic	22534	ID=HMEL013310g1.t1-E21;Parent=HMEL013310g1.t1								
5200	Hmel219003	1024719	1025259	+	0	NA	Intergenic	Intergenic	3382	ID=HMEL016951g1.t1-E1;Parent=HMEL016951g1.t1								
2923	Hmel211010	119102	119726	+	0	NA	Intergenic	Intergenic	-1411	ID=HMEL007186g1.t1-E1;Parent=HMEL007186g1.t1								
2610	Hmel210011	3256523	3257288	+	0	NA	Intergenic	Intergenic	3173	ID=HMEL030894g1.t1-E2;Parent=HMEL030894g1.t1								
416	Hmel202004	470429	470795	+	0	NA	Intergenic	Intergenic	-24355	ID=HMEL033196g1.t1-E1;Parent=HMEL033196g1.t1								
2950	Hmel211012	1308913	1309272	+	0	NA	Intergenic	Intergenic	-11687	ID=HMEL012818g1.t2-E1;Parent=HMEL012818g1.t2								
4154	Hmel215047	509135	509767	+	0	NA	Intergenic	Intergenic	26134	ID=HMEL032869g1.t1-E2;Parent=HMEL032869g1.t1								
3212	Hmel212011	275764	275951	+	0	NA	Intergenic	Intergenic	-15653	ID=HMEL031591g1.t1-E1;Parent=HMEL031591g1.t1								
4407	Hmel216012	49876	50226	+	0	NA	Intergenic	Intergenic	-5251	ID=HMEL033593g1.t1-E1;Parent=HMEL033593g1.t1								
914	Hmel204013	1151126	1151703	+	0	NA	promoter-TSS (ID=HMEL007911g1.t1-E4;Parent=HMEL007911g1.t1)	-promoter-TSS (ID=HMEL007911g1.t1-E4;Parent=HMEL007911g1.t1)	24	ID=HMEL007911g1.t1-E4;Parent=HMEL007911g1.t1								
100	Hmel201007	1700339	1700641	+	0	NA	Intergenic	Intergenic	13585	ID=HMEL004336g1.t1-E14;Parent=HMEL004336g1.t1								
4756	Hmel217018	2229842	2230874	+	0	NA	Intergenic	Intergenic	-11903	ID=HMEL034019g1.t1-E1;Parent=HMEL034019g1.t1								
300	Hmel201011	2285789	2286258	+	0	NA	Intergenic	Intergenic	5824	ID=HMEL011436-RA-E1;Parent=HMEL011436-RA								
1439	Hmel206009	2601296	2601572	+	0	NA	Intergenic	Intergenic	-38108	ID=HMEL005355g1.t1-E1;Parent=HMEL005355g1.t1								
4419	Hmel216012	344619	344875	+	0	NA	Intergenic	Intergenic	4541	ID=HMEL008239g1.t1-E3;Parent=HMEL008239g1.t1								
3654	Hmel213057	32928	33649	+	0	NA	Intergenic	Intergenic	2133	ID=HMEL032102g1.t1-E5;Parent=HMEL032102g1.t1								
2405	Hmel210004	5367925	5368162	+	0	NA	Intergenic	Intergenic	-2356	ID=HMEL010898g1.t1-E2;Parent=HMEL010898g1.t1								
4710	Hmel217018	941769	941969	+	0	NA	Intergenic	Intergenic	-1297	ID=HMEL033980g1.t1-E1;Parent=HMEL033980g1.t1								
2232	Hmel209007	1065332	1065706	+	0	NA	promoter-TSS (ID=HMEL014632g1.t1-E5;Parent=HMEL014632g1.t1)	-promoter-TSS (ID=HMEL014632g1.t1-E5;Parent=HMEL014632g1.t1)	-532	ID=HMEL014632g1.t1-E5;Parent=HMEL014632g1.t1								
5600	Hmel220003	2541341	2542074	+	0	NA	promoter-TSS (ID=HMEL012546g3.t1-E1;Parent=HMEL012546g3.t1)	-promoter-TSS (ID=HMEL012546g3.t1-E1;Parent=HMEL012546g3.t1)	-68	ID=HMEL012546g3.t1-E1;Parent=HMEL012546g3.t1								
3642	Hmel213052	148856	149145	+	0	NA	Intergenic	Intergenic	8513	ID=HMEL009884g2.t1-E5;Parent=HMEL009884g2.t1								
4646	Hmel217004	3443261	3444021	+	0	NA	Intergenic	Intergenic	-2973	ID=HMEL010095g2.t1-E1;Parent=HMEL010095g2.t1								
2432	Hmel210004	6480065	6480342	+	0	NA	Intergenic	Intergenic	1159	ID=HMEL009642g1.t1-E1;Parent=HMEL009642g1.t1								
1407	Hmel206009	1912310	1912938	+	0	NA	promoter-TSS (ID=HMEL016759g1.t1-E8;Parent=HMEL016759g1.t1)	-promoter-TSS (ID=HMEL016759g1.t1-E8;Parent=HMEL016759g1.t1)	11	ID=HMEL016759g1.t1-E8;Parent=HMEL016759g1.t1								
3946	Hmel214025	118861	119254	+	0	NA	Intergenic	Intergenic	-5084	ID=HMEL032550g1.t1-E1;Parent=HMEL032550g1.t1								
496	Hmel202006	3628894	3629195	+	0	NA	promoter-TSS (ID=HMEL033348g1.t1-E1;Parent=HMEL033348g1.t1)	-promoter-TSS (ID=HMEL033348g1.t1-E1;Parent=HMEL033348g1.t1)	-721	ID=HMEL033348g1.t1-E1;Parent=HMEL033348g1.t1								
2829	Hmel211004	1488625	1489019	+	0	NA	Intergenic	Intergenic	-18321	ID=HMEL015191g1.t1-E1;Parent=HMEL015191g1.t1								
5170	Hmel218018	9032509	9033841	+	0	NA	Intergenic	Intergenic	-1314	ID=HMEL013936g2.t1-E2;Parent=HMEL013936g2.t1								
605	Hmel203011	212654	213662	+	0	NA	Intergenic	Intergenic	-1463	ID=HMEL014009g1.t1-E3;Parent=HMEL014009g1.t1								
5289	Hmel219003	4411817	4413001	+	0	NA	promoter-TSS (ID=HMEL013150g1.t1-E2;Parent=HMEL013150g1.t1)	-promoter-TSS (ID=HMEL013150g1.t1-E2;Parent=HMEL013150g1.t1)	-245	ID=HMEL013150g1.t1-E2;Parent=HMEL013150g1.t1								
2987	Hmel212001	306612	307716	+	0	NA	promoter-TSS (ID=HMEL031324g1.t1-E13;Parent=HMEL031324g1.t1)	-promoter-TSS (ID=HMEL031324g1.t1-E13;Parent=HMEL031324g1.t1)	-119	ID=HMEL031324g1.t1-E13;Parent=HMEL031324g1.t1								
6166	Hmel207023	405736	406502	+	0	NA	promoter-TSS (ID=HMEL005443g1.t1-E1;Parent=HMEL005443g1.t1)	-promoter-TSS (ID=HMEL005443g1.t1-E1;Parent=HMEL005443g1.t1)	-860	ID=HMEL005443g1.t1-E1;Parent=HMEL005443g1.t1								
2581	Hmel210011	2570342	2570502	+	0	NA	promoter-TSS (ID=HMEL015932g1.t1-E5;Parent=HMEL015932g1.t1)	-promoter-TSS (ID=HMEL015932g1.t1-E5;Parent=HMEL015932g1.t1)	6	ID=HMEL015932g1.t1-E5;Parent=HMEL015932g1.t1								
4760	Hmel217019	734401	734745	+	0	NA	Intergenic	Intergenic	10600	ID=HMEL010146g1.t1-E1;Parent=HMEL010146g1.t1								
4855	Hmel218004	76126	76473	+	0	NA	promoter-TSS (ID=HMEL014191g1.t1-E5;Parent=HMEL014191g1.t1)	-promoter-TSS (ID=HMEL014191g1.t1-E5;Parent=HMEL014191g1.t1)	-357	ID=HMEL014191g1.t1-E5;Parent=HMEL014191g1.t1								
1699	Hmel207008	54320	54807	+	0	NA	Intergenic	Intergenic	31996	ID=HmGr15_1-E3;Parent=HmGr15_1								
42	Hmel201005	223769	224213	+	0	NA	Intergenic	Intergenic	-17110	ID=HMEL030069g1.t1-E1;Parent=HMEL030069g1.t1								
759	Hmel203067	651819	652433	+	0	NA	Intergenic	Intergenic	-2211	ID=HMEL036145g1.t1-E1;Parent=HMEL036145g1.t1								
5710	Hmel220005	4783952	4785242	+	0	NA	Intergenic	Intergenic	-7007	ID=HMEL035217g1.t1-E1;Parent=HMEL035217g1.t1								
4898	Hmel218005	801398	801598	+	0	NA	Intergenic	Intergenic	-4761	ID=HMEL014945g1.t1-E1;Parent=HMEL014945g1.t1								
1228	Hmel205024	220072	221023	+	0	NA	Intergenic	Intergenic	-21050	ID=HMEL036851g1.t1-E1;Parent=HMEL036851g1.t1								
235	Hmel201009	5973329	5974489	+	0	NA	TTS (ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1)	-TTS (ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1)	1271	ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1								
6117	Hmel221045	204387	205266	+	0	NA	TTS (ID=HMEL035825g1.t1-E1;Parent=HMEL035825g1.t1)	-TTS (ID=HMEL035825g1.t1-E1;Parent=HMEL035825g1.t1)	473	ID=HMEL035825g1.t1-E1;Parent=HMEL035825g1.t1								
6106	Hmel221039	39466	39899	+	0	NA	Intergenic	Intergenic	4890	ID=HMEL035783g1.t1-E1;Parent=HMEL035783g1.t1								
2291	Hmel209007	4471539	4472109	+	0	NA	Intergenic	Intergenic	-2012	ID=HMEL003876-RA-E2;Parent=HMEL003876-RA								
5788	Hmel220014	932460	932699	+	0	NA	Intergenic	Intergenic	18228	ID=HMEL035328g1.t1-E3;Parent=HMEL035328g1.t1								
2591	Hmel210011	2739889	2740375	+	0	NA	Intergenic	Intergenic	14394	ID=HMEL030881g1.t1-E2;Parent=HMEL030881g1.t1								
1931	Hmel208014	88452	90579	+	0	NA	TTS (ID=HMEL037849g1.t1-E1;Parent=HMEL037849g1.t1)	-TTS (ID=HMEL037849g1.t1-E1;Parent=HMEL037849g1.t1)	453	ID=HMEL037849g1.t1-E1;Parent=HMEL037849g1.t1								
5917	Hmel221001	2145695	2146129	+	0	NA	Intergenic	Intergenic	-2601	ID=HMEL007289-RA-E1;Parent=HMEL007289-RA								
694	Hmel203041	142126	142456	+	0	NA	Intergenic	Intergenic	-19376	ID=HMEL036051g1.t1-E1;Parent=HMEL036051g1.t1								
5426	Hmel219014	2679501	2679702	+	0	NA	TTS (ID=HMEL015728g1.t1-E2;Parent=HMEL015728g1.t1)	-TTS (ID=HMEL015728g1.t1-E2;Parent=HMEL015728g1.t1)	155	ID=HMEL015728g1.t1-E3;Parent=HMEL015728g1.t1								
1103	Hmel205012	1251952	1252716	+	0	NA	Intergenic	Intergenic	-5445	ID=HMEL017902g1.t1-E1;Parent=HMEL017902g1.t1								
5371	Hmel219013	19503	20339	+	0	NA	Intergenic	Intergenic	-25102	ID=HMEL034767g1.t1-E1;Parent=HMEL034767g1.t1								
4444	Hmel216015	25822	26219	+	0	NA	TTS (ID=HMEL003022g1.t1-E16;Parent=HMEL003022g1.t1)	-TTS (ID=HMEL003022g1.t1-E16;Parent=HMEL003022g1.t1)	427	ID=HMEL003022g1.t1-E17;Parent=HMEL003022g1.t1								
4268	Hmel216006	27937	28138	+	0	NA	Intergenic	Intergenic	-7215	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
3788	Hmel214008	122382	122917	+	0	NA	Intergenic	Intergenic	-1325	ID=HMEL032311g1.t1-E1;Parent=HMEL032311g1.t1								
3148	Hmel212001	6461644	6462899	+	0	NA	Intergenic	Intergenic	-9515	ID=HMEL005763g1.t1-E1;Parent=HMEL005763g1.t1								
2244	Hmel209007	1951624	1951887	+	0	NA	Intergenic	Intergenic	-14371	ID=HMEL008472g1.t1-E1;Parent=HMEL008472g1.t1								
296	Hmel201011	2146336	2147167	+	0	NA	Intergenic	Intergenic	6808	ID=HMEL033069g1.t1-E11;Parent=HMEL033069g1.t1								
265	Hmel201011	1285152	1285384	+	0	NA	Intergenic	Intergenic	-8111	ID=HMEL011371g1.t1-E2;Parent=HMEL011371g1.t1								
171	Hmel201009	2861197	2861459	+	0	NA	Intergenic	Intergenic	2375	ID=HMEL017211g1.t1-E3;Parent=HMEL017211g1.t1								
5435	Hmel219015	231295	233062	+	0	NA	TTS (ID=HMEL008765g1.t1-E4;Parent=HMEL008765g1.t1)	-TTS (ID=HMEL008765g1.t1-E4;Parent=HMEL008765g1.t1)	332	ID=HMEL008765g1.t1-E4;Parent=HMEL008765g1.t1								
3999	Hmel215006	344836	344999	+	0	NA	TTS (ID=HMEL002340g1.t1-E4;Parent=HMEL002340g1.t1)	-TTS (ID=HMEL002340g1.t1-E4;Parent=HMEL002340g1.t1)	786	ID=HMEL002340g1.t1-E4;Parent=HMEL002340g1.t1								
5449	Hmel219018	604497	605056	+	0	NA	Intergenic	Intergenic	-8490	ID=HMEL034886g1.t1-E1;Parent=HMEL034886g1.t1								
4327	Hmel216009	1325435	1326068	+	0	NA	TTS (ID=HMEL033515g1.t1-E16;Parent=HMEL033515g1.t1)	-TTS (ID=HMEL033515g1.t1-E16;Parent=HMEL033515g1.t1)	275	ID=HMEL033515g1.t1-E17;Parent=HMEL033515g1.t1								
4206	Hmel215048	330185	330754	+	0	NA	TTS (ID=HMEL032966g1.t1-E1;Parent=HMEL032966g1.t1)	-TTS (ID=HMEL032966g1.t1-E1;Parent=HMEL032966g1.t1)	819	ID=HMEL032966g1.t1-E1;Parent=HMEL032966g1.t1								
2687	Hmel210011	5331990	5333249	+	0	NA	Intergenic	Intergenic	-1799	ID=HMEL030944g1.t1-E1;Parent=HMEL030944g1.t1								
6079	Hmel221030	42454	43086	+	0	NA	Intergenic	Intergenic	8456	ID=HMEL035715g1.t1-E2;Parent=HMEL035715g1.t1								
2012	Hmel208026	348049	348503	+	0	NA	Intergenic	Intergenic	22043	ID=HMEL038003g1.t1-E3;Parent=HMEL038003g1.t1								
5111	Hmel218018	6672786	6673183	+	0	NA	Intergenic	Intergenic	11701	ID=HMEL016316g1.t1-E2;Parent=HMEL016316g1.t1								
3201	Hmel212009	1056361	1056999	+	0	NA	Intergenic	Intergenic	5026	ID=HMEL011931g1.t1-E1;Parent=HMEL011931g1.t1								
