PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thdown_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1685	Herato1703	908596	909755	+	0	NA	Intergenic	Intergenic	8259	ID=evm.model.Herato1703.16.1-E1;Parent=evm.model.Herato1703.16.1								
2011	Herato1904	866725	866861	+	0	NA	Intergenic	Intergenic	14313	ID=evm.model.Herato1904.28_evm.model.Herato1904.29-E1;Parent=evm.model.Herato1904.28_evm.model.Herato1904.29								
1891	Herato1807	201907	203072	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.4-E2;Parent=evm.model.Herato1807.4)	-promoter-TSS (ID=evm.model.Herato1807.4-E2;Parent=evm.model.Herato1807.4)	-326	ID=evm.model.Herato1807.4-E2;Parent=evm.model.Herato1807.4								
6	Herato0508	2102355	2103915	+	0	NA	Intergenic	Intergenic	4213	ID=evm.model.Herato0508.80.1-E16;Parent=evm.model.Herato0508.80.1								
562	Herato1001	1613931	1614534	+	0	NA	TTS (ID=evm.model.Herato1001.61-E2;Parent=evm.model.Herato1001.61)	-TTS (ID=evm.model.Herato1001.61-E2;Parent=evm.model.Herato1001.61)	1013	ID=evm.model.Herato1001.61-E2;Parent=evm.model.Herato1001.61								
1304	Herato0204	320899	322420	+	0	NA	Intergenic	Intergenic	-7970	ID=evm.model.Herato0204.14-E4;Parent=evm.model.Herato0204.14								
2327	Herato2001	10780379	10780656	+	0	NA	Intergenic	Intergenic	7267	ID=evm.model.Herato2001.420-E8;Parent=evm.model.Herato2001.420								
2269	Herato2001	6591498	6591943	+	0	NA	Intergenic	Intergenic	-3164	ID=evm.model.Herato2001.240-E1;Parent=evm.model.Herato2001.240								
1102	Herato1202	18363762	18365542	+	0	NA	Intergenic	Intergenic	-2071	ID=evm.model.Herato1202.746-E1;Parent=evm.model.Herato1202.746								
183	Herato0701	4040255	4041079	+	0	NA	Intergenic	Intergenic	-3403	ID=evm.model.Herato0701.188-E1;Parent=evm.model.Herato0701.188								
2544	Herato0401	1414048	1414676	+	0	NA	TTS (ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26)	-TTS (ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26)	1168	ID=evm.model.Herato0401.26-E6;Parent=evm.model.Herato0401.26								
1478	Herato1507	9148527	9148786	+	0	NA	Intergenic	Intergenic	-135154	ID=evm.model.Herato1507.316-E1;Parent=evm.model.Herato1507.316								
2541	Herato0401	1082743	1083389	+	0	NA	Intergenic	Intergenic	-40947	ID=evm.model.Herato0401.20-E1;Parent=evm.model.Herato0401.20								
439	Herato0821	3035951	3036744	+	0	NA	Intergenic	Intergenic	6851	ID=evm.model.Herato0821.141-E3;Parent=evm.model.Herato0821.141								
362	Herato0801	3864122	3864510	+	0	NA	Intergenic	Intergenic	-28841	ID=evm.model.Herato0801.83-E1;Parent=evm.model.Herato0801.83								
1379	Herato1411	896147	896540	+	0	NA	Intergenic	Intergenic	-34875	ID=evm.model.Herato1411.25-E1;Parent=evm.model.Herato1411.25								
2607	Herato0503	756529	756908	+	0	NA	Intergenic	Intergenic	16707	ID=evm.model.Herato0503.23-E2;Parent=evm.model.Herato0503.23								
1593	Herato1701	5032164	5032853	+	0	NA	Intergenic	Intergenic	-15732	ID=evm.model.Herato1701.114-E1;Parent=evm.model.Herato1701.114								
705	Herato1007	587605	589102	+	0	NA	Intergenic	Intergenic	-4627	ID=evm.model.Herato1007.8-E2;Parent=evm.model.Herato1007.8								
1720	Herato1801	1527547	1527841	+	0	NA	Intergenic	Intergenic	2875	ID=evm.model.Herato1801.74-E2;Parent=evm.model.Herato1801.74								
2206	Herato2001	2240730	2240988	+	0	NA	Intergenic	Intergenic	2371	ID=evm.model.Herato2001.60-E3;Parent=evm.model.Herato2001.60								
2496	Herato0310	4953969	4954223	+	0	NA	Intergenic	Intergenic	-2369	ID=evm.model.Herato0310.122-E2;Parent=evm.model.Herato0310.122								
2177	Herato0215	2167771	2169002	+	0	NA	Intergenic	Intergenic	-6890	ID=evm.model.Herato0215.77-E1;Parent=evm.model.Herato0215.77								
407	Herato0821	95815	96085	+	0	NA	Intergenic	Intergenic	-1116	ID=evm.model.Herato0821.2-E4;Parent=evm.model.Herato0821.2								
18	Herato0601	1139451	1139686	+	0	NA	Intergenic	Intergenic	18061	ID=evm.model.Herato0601.11-E2;Parent=evm.model.Herato0601.11								
376	Herato0101	12679728	12680557	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.426-E1;Parent=evm.model.Herato0101.426)	-promoter-TSS (ID=evm.model.Herato0101.426-E1;Parent=evm.model.Herato0101.426)	-316	ID=evm.model.Herato0101.426-E1;Parent=evm.model.Herato0101.426								
912	Herato1108	14010881	14011307	+	0	NA	Intergenic	Intergenic	-4874	ID=evm.model.Herato1108.594-E1;Parent=evm.model.Herato1108.594								
1432	Herato1505	2317278	2317489	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164)	-promoter-TSS (ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164)	-638	ID=evm.model.Herato1505.164-E4;Parent=evm.model.Herato1505.164								
785	Herato1108	3365384	3365584	+	0	NA	Intergenic	Intergenic	1559	ID=evm.model.Herato1108.115-E1;Parent=evm.model.Herato1108.115								
1930	Herato1807	2152735	2153064	+	0	NA	Intergenic	Intergenic	36809	ID=evm.model.Herato1807.40-E4;Parent=evm.model.Herato1807.40								
599	Herato1003	958334	958527	+	0	NA	Intergenic	Intergenic	-8425	ID=evm.model.Herato1003.22-E1;Parent=evm.model.Herato1003.22								
1393	Herato1411	2734861	2735777	+	0	NA	exon (ID=evm.model.Herato1411.105-E4;Parent=evm.model.Herato1411.105, exon 1 of 1)	-exon (ID=evm.model.Herato1411.105-E4;Parent=evm.model.Herato1411.105, exon 1 of 1)	590	ID=evm.model.Herato1411.105-E4;Parent=evm.model.Herato1411.105								
1167	Herato1301	4357828	4358893	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.123-E2;Parent=evm.model.Herato1301.123)	-promoter-TSS (ID=evm.model.Herato1301.123-E2;Parent=evm.model.Herato1301.123)	-509	ID=evm.model.Herato1301.123-E2;Parent=evm.model.Herato1301.123								
587	Herato1001	5499436	5500357	+	0	NA	Intergenic	Intergenic	-3068	ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3								
609	Herato1003	2407000	2407957	+	0	NA	Intergenic	Intergenic	-1236	ID=evm.model.Herato1003.74-E1;Parent=evm.model.Herato1003.74								
1235	Herato1301	14291458	14291997	+	0	NA	Intergenic	Intergenic	10672	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
298	Herato0701	13997069	13997706	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.634-E3;Parent=evm.model.Herato0701.634)	-promoter-TSS (ID=evm.model.Herato0701.634-E3;Parent=evm.model.Herato0701.634)	-902	ID=evm.model.Herato0701.634-E3;Parent=evm.model.Herato0701.634								
95	Herato0606	5309458	5310069	+	0	NA	Intergenic	Intergenic	-1092	ID=evm.model.Herato0606.174-E5;Parent=evm.model.Herato0606.174								
923	Herato0101	19216414	19216883	+	0	NA	TTS (ID=evm.model.Herato0101.759-E8;Parent=evm.model.Herato0101.759)	-TTS (ID=evm.model.Herato0101.759-E8;Parent=evm.model.Herato0101.759)	1067	ID=evm.model.Herato0101.759-E8;Parent=evm.model.Herato0101.759								
243	Herato0701	8852500	8853170	+	0	NA	Intergenic	Intergenic	-100532	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
2051	Herato1904	4028061	4028271	+	0	NA	Intergenic	Intergenic	-2951	ID=evm.model.Herato1904.141-E1;Parent=evm.model.Herato1904.141								
2682	Herato0503	8549227	8549536	+	0	NA	Intergenic	Intergenic	-28862	ID=evm.model.Herato0503.332-E1;Parent=evm.model.Herato0503.332								
148	Herato0701	1184406	1184766	+	0	NA	Intergenic	Intergenic	-4714	ID=evm.model.Herato0701.41-E4;Parent=evm.model.Herato0701.41								
753	Herato0101	17078137	17078794	+	0	NA	Intergenic	Intergenic	-14319	ID=evm.model.Herato0101.660-E1;Parent=evm.model.Herato0101.660								
1343	Herato1408	773623	774818	+	0	NA	Intergenic	Intergenic	34343	ID=evm.model.Herato1408.26-E3;Parent=evm.model.Herato1408.26								
2489	Herato0310	3419818	3420658	+	0	NA	exon (ID=evm.model.Herato0310.74.6-E1;Parent=evm.model.Herato0310.74.6, exon 1 of 1)	-exon (ID=evm.model.Herato0310.74.6-E1;Parent=evm.model.Herato0310.74.6, exon 1 of 1)	319	ID=evm.model.Herato0310.74.6-E1;Parent=evm.model.Herato0310.74.6								
2655	Herato0101	7549210	7549774	+	0	NA	Intergenic	Intergenic	32891	ID=evm.model.Herato0101.231-E1;Parent=evm.model.Herato0101.231								
2404	Herato2101	5864198	5864877	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.203-E1;Parent=evm.model.Herato2101.203)	-promoter-TSS (ID=evm.model.Herato2101.203-E1;Parent=evm.model.Herato2101.203)	-24	ID=evm.model.Herato2101.203-E1;Parent=evm.model.Herato2101.203								
726	Herato1007	1699900	1701488	+	0	NA	Intergenic	Intergenic	5915	ID=evm.model.Herato1007.74-E1;Parent=evm.model.Herato1007.74								
2509	Herato0310	5383516	5384241	+	0	NA	Intergenic	Intergenic	-60034	ID=evm.model.Herato0310.128-E1;Parent=evm.model.Herato0310.128								
2171	Herato0215	1836575	1837089	+	0	NA	Intergenic	Intergenic	-12668	ID=evm.model.Herato0215.62-E1;Parent=evm.model.Herato0215.62								
2611	Herato0503	1006415	1007246	+	0	NA	TTS (ID=evm.model.Herato0503.28-E1;Parent=evm.model.Herato0503.28)	-TTS (ID=evm.model.Herato0503.28-E1;Parent=evm.model.Herato0503.28)	1449	ID=evm.model.Herato0503.28-E1;Parent=evm.model.Herato0503.28								
106	Herato0606	5710584	5711196	+	0	NA	Intergenic	Intergenic	-5432	ID=evm.model.Herato0606.193-E5;Parent=evm.model.Herato0606.193								
157	Herato0701	2513188	2514174	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.148-E7;Parent=evm.model.Herato0701.148)	-promoter-TSS (ID=evm.model.Herato0701.148-E7;Parent=evm.model.Herato0701.148)	-225	ID=evm.model.Herato0701.148.5-E7;Parent=evm.model.Herato0701.148.5								
964	Herato1202	3637522	3638278	+	0	NA	Intergenic	Intergenic	-2695	ID=evm.model.Herato1202.123.2-E1;Parent=evm.model.Herato1202.123.2								
2009	Herato1904	709399	709829	+	0	NA	Intergenic	Intergenic	26747	ID=evm.model.Herato1904.23-E1;Parent=evm.model.Herato1904.23								
65	Herato0606	3178538	3178789	+	0	NA	Intergenic	Intergenic	13247	ID=evm.model.Herato0606.100-E6;Parent=evm.model.Herato0606.100								
1909	Herato1807	1037477	1038276	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.18-E3;Parent=evm.model.Herato1807.18)	-promoter-TSS (ID=evm.model.Herato1807.18-E3;Parent=evm.model.Herato1807.18)	-607	ID=evm.model.Herato1807.18-E3;Parent=evm.model.Herato1807.18								
935	Herato1202	2094873	2095142	+	0	NA	Intergenic	Intergenic	2648	ID=evm.model.Herato1202.72-E4;Parent=evm.model.Herato1202.72								
203	Herato0701	6780126	6780552	+	0	NA	Intergenic	Intergenic	-20117	ID=evm.model.Herato0701.306-E1;Parent=evm.model.Herato0701.306								
2627	Herato0503	3322016	3322288	+	0	NA	Intergenic	Intergenic	-9308	ID=evm.model.Herato0503.116-E3;Parent=evm.model.Herato0503.116								
1213	Herato1301	12096320	12096612	+	0	NA	Intergenic	Intergenic	-9448	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
1093	Herato1202	17332920	17333437	+	0	NA	Intergenic	Intergenic	2338	ID=evm.model.Herato1202.710-E6;Parent=evm.model.Herato1202.710								
81	Herato0101	9121896	9122267	+	0	NA	Intergenic	Intergenic	14442	ID=evm.model.Herato0101.279-E3;Parent=evm.model.Herato0101.279								
1023	Herato1202	11528074	11528835	+	0	NA	Intergenic	Intergenic	-53329	ID=evm.model.Herato1202.453.1-E1;Parent=evm.model.Herato1202.453.1								
2473	Herato0310	447798	448467	+	0	NA	Intergenic	Intergenic	-15083	ID=evm.model.Herato0310.10-E7;Parent=evm.model.Herato0310.10								
2084	Herato1904	5821174	5822351	+	0	NA	Intergenic	Intergenic	42666	ID=evm.model.Herato1904.211-E1;Parent=evm.model.Herato1904.211								
1300	Herato1301	19939086	19939547	+	0	NA	Intergenic	Intergenic	3215	ID=evm.model.Herato1301.677-E1;Parent=evm.model.Herato1301.677								
1199	Herato1301	9782484	9782787	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.386-E4;Parent=evm.model.Herato1301.386)	-promoter-TSS (ID=evm.model.Herato1301.386-E4;Parent=evm.model.Herato1301.386)	-630	ID=evm.model.Herato1301.386.1-E4;Parent=evm.model.Herato1301.386.1								
86	Herato0606	4711461	4711710	+	0	NA	Intergenic	Intergenic	-65936	ID=evm.model.Herato0606.148-E1;Parent=evm.model.Herato0606.148								
624	Herato1003	5272345	5273090	+	0	NA	Intergenic	Intergenic	6923	ID=evm.model.Herato1003.173-E1;Parent=evm.model.Herato1003.173								
2598	Herato0419	1352951	1353454	+	0	NA	Intergenic	Intergenic	19630	ID=evm.model.Herato0419.51-E1;Parent=evm.model.Herato0419.51								
1158	Herato1301	3509867	3510256	+	0	NA	Intergenic	Intergenic	-6954	ID=evm.model.Herato1301.97-E2;Parent=evm.model.Herato1301.97								
2170	Herato1910	1317189	1317438	+	0	NA	Intergenic	Intergenic	8860	ID=evm.model.Herato1910.96-E4;Parent=evm.model.Herato1910.96								
371	Herato0801	4718321	4718612	+	0	NA	Intergenic	Intergenic	9353	ID=evm.model.Herato0801.104-E7;Parent=evm.model.Herato0801.104								
656	Herato1005	164910	165486	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.14-E3;Parent=evm.model.Herato1005.14)	-promoter-TSS (ID=evm.model.Herato1005.14-E3;Parent=evm.model.Herato1005.14)	22	ID=evm.model.Herato1005.14.1-E5;Parent=evm.model.Herato1005.14.1								
204	Herato0701	6832345	6832549	+	0	NA	Intergenic	Intergenic	1729	ID=evm.model.Herato0701.307-E1;Parent=evm.model.Herato0701.307								
2335	Herato2001	11562512	11562734	+	0	NA	Intergenic	Intergenic	-1588	ID=evm.model.Herato2001.440.6.3-E1;Parent=evm.model.Herato2001.440.6.3								
1041	Herato1202	13001505	13001733	+	0	NA	Intergenic	Intergenic	26398	ID=evm.model.Herato1202.478_evm.model.Herato1202.479-E1;Parent=evm.model.Herato1202.478_evm.model.Herato1202.479								
1990	Herato1901	2041206	2041779	+	0	NA	Intergenic	Intergenic	-7042	ID=evm.model.Herato1901.57-E1;Parent=evm.model.Herato1901.57								
435	Herato0821	2683576	2683927	+	0	NA	Intergenic	Intergenic	-3984	ID=evm.model.Herato0821.102-E5;Parent=evm.model.Herato0821.102								
814	Herato1108	5521768	5522073	+	0	NA	Intergenic	Intergenic	5822	ID=evm.model.Herato1108.240-E4;Parent=evm.model.Herato1108.240								
2492	Herato0310	3771784	3772652	+	0	NA	TTS (ID=evm.model.Herato0310.93-E3;Parent=evm.model.Herato0310.93)	-TTS (ID=evm.model.Herato0310.93-E3;Parent=evm.model.Herato0310.93)	858	ID=evm.model.Herato0310.93-E4;Parent=evm.model.Herato0310.93								
1482	Herato1507	9645843	9647891	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324)	-promoter-TSS (ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324)	-967	ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324								
2109	Herato1906	499694	499958	+	0	NA	promoter-TSS (ID=evm.model.Herato1906.18-E1;Parent=evm.model.Herato1906.18)	-promoter-TSS (ID=evm.model.Herato1906.18-E1;Parent=evm.model.Herato1906.18)	-81	ID=evm.model.Herato1906.18-E1;Parent=evm.model.Herato1906.18								
885	Herato1108	11917301	11917956	+	0	NA	Intergenic	Intergenic	16410	ID=evm.model.Herato1108.507-E2;Parent=evm.model.Herato1108.507								
1412	Herato1505	406119	406774	+	0	NA	Intergenic	Intergenic	6995	ID=evm.model.Herato1505.22.2-E1;Parent=evm.model.Herato1505.22.2								
884	Herato1108	11896098	11897222	+	0	NA	Intergenic	Intergenic	-4558	ID=evm.model.Herato1108.507-E2;Parent=evm.model.Herato1108.507								
1709	Herato1708	2015984	2016782	+	0	NA	promoter-TSS (ID=evm.model.Herato1708.117-E2;Parent=evm.model.Herato1708.117)	-promoter-TSS (ID=evm.model.Herato1708.117-E2;Parent=evm.model.Herato1708.117)	144	ID=evm.model.Herato1708.117-E1;Parent=evm.model.Herato1708.117								
339	Herato0701	17987476	17987993	+	0	NA	Intergenic	Intergenic	-17505	ID=evm.model.Herato0701.743-E3;Parent=evm.model.Herato0701.743								
228	Herato0701	8613312	8613664	+	0	NA	Intergenic	Intergenic	116651	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
749	Herato1007	2687514	2688118	+	0	NA	Intergenic	Intergenic	-29206	ID=evm.model.Herato1007.96-E2;Parent=evm.model.Herato1007.96								
268	Herato0101	11148431	11149013	+	0	NA	Intergenic	Intergenic	15480	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
829	Herato1108	7894386	7894753	+	0	NA	Intergenic	Intergenic	-1775	ID=evm.model.Herato1108.344.1.2-E1;Parent=evm.model.Herato1108.344.1.2								
345	Herato0101	12083395	12083750	+	0	NA	Intergenic	Intergenic	-7746	ID=evm.model.Herato0101.386-E1;Parent=evm.model.Herato0101.386								
596	Herato1003	259037	259389	+	0	NA	Intergenic	Intergenic	-2154	ID=evm.model.Herato1003.4.1-E1;Parent=evm.model.Herato1003.4.1								
1297	Herato1301	19713293	19713533	+	0	NA	Intergenic	Intergenic	20452	ID=evm.model.Herato1301.674-E16;Parent=evm.model.Herato1301.674								
2090	Herato1904	5901561	5902442	+	0	NA	Intergenic	Intergenic	-4513	ID=evm.model.Herato1904.212-E1;Parent=evm.model.Herato1904.212								
1521	Herato1603	2948126	2948367	+	0	NA	Intergenic	Intergenic	-8515	ID=evm.model.Herato1603.84-E2;Parent=evm.model.Herato1603.84								
1862	Herato1805	5741608	5742506	+	0	NA	Intergenic	Intergenic	24663	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
2352	Herato2001	12487076	12487453	+	0	NA	Intergenic	Intergenic	21580	ID=evm.model.Herato2001.473-E3;Parent=evm.model.Herato2001.473								
613	Herato1003	3585855	3586261	+	0	NA	Intergenic	Intergenic	-3660	ID=evm.model.Herato1003.108-E1;Parent=evm.model.Herato1003.108								
1082	Herato1202	16826607	16829470	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.679-E2;Parent=evm.model.Herato1202.679)	-promoter-TSS (ID=evm.model.Herato1202.679-E2;Parent=evm.model.Herato1202.679)	-25	ID=evm.model.Herato1202.679-E2;Parent=evm.model.Herato1202.679								
1066	Herato1202	15603948	15604470	+	0	NA	Intergenic	Intergenic	6567	ID=evm.model.Herato1202.605-E4;Parent=evm.model.Herato1202.605								
121	Herato0606	8767313	8767861	+	0	NA	Intergenic	Intergenic	-2280	ID=evm.model.Herato0606.273-E2;Parent=evm.model.Herato0606.273								
952	Herato1202	2983035	2983899	+	0	NA	Intergenic	Intergenic	-11648	ID=evm.model.Herato1202.102-E1;Parent=evm.model.Herato1202.102								
2691	Herato0508	199502	199730	+	0	NA	Intergenic	Intergenic	-12455	ID=evm.model.Herato0508.3-E1;Parent=evm.model.Herato0508.3								
1071	Herato1202	15781523	15781978	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.607-E1;Parent=evm.model.Herato1202.607)	-promoter-TSS (ID=evm.model.Herato1202.607-E1;Parent=evm.model.Herato1202.607)	-575	ID=evm.model.Herato1202.607-E1;Parent=evm.model.Herato1202.607								
494	Herato0901	5260281	5260740	+	0	NA	Intergenic	Intergenic	2137	ID=evm.model.Herato0901.145-E5;Parent=evm.model.Herato0901.145								
487	Herato0101	13989199	13990151	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.502-E7;Parent=evm.model.Herato0101.502)	-promoter-TSS (ID=evm.model.Herato0101.502-E7;Parent=evm.model.Herato0101.502)	12	ID=evm.model.Herato0101.502-E7;Parent=evm.model.Herato0101.502								
1956	Herato1807	3312286	3312454	+	0	NA	Intergenic	Intergenic	-13429	ID=evm.model.Herato1807.64-E1;Parent=evm.model.Herato1807.64								
2235	Herato2001	3644619	3644983	+	0	NA	TTS (ID=evm.model.Herato2001.113-E4;Parent=evm.model.Herato2001.113)	-TTS (ID=evm.model.Herato2001.113-E4;Parent=evm.model.Herato2001.113)	866	ID=evm.model.Herato2001.113-E4;Parent=evm.model.Herato2001.113								
238	Herato0701	8797540	8798656	+	0	NA	Intergenic	Intergenic	-45795	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
873	Herato1108	10998696	10998877	+	0	NA	Intergenic	Intergenic	-4071	ID=evm.model.Herato1108.474-E1;Parent=evm.model.Herato1108.474								
253	Herato0701	9060764	9061489	+	0	NA	TTS (ID=evm.model.Herato0701.380-E1;Parent=evm.model.Herato0701.380)	-TTS (ID=evm.model.Herato0701.380-E1;Parent=evm.model.Herato0701.380)	487	ID=evm.model.Herato0701.380-E1;Parent=evm.model.Herato0701.380								
448	Herato0901	562261	563169	+	0	NA	Intergenic	Intergenic	-3493	ID=evm.model.Herato0901.27-E2;Parent=evm.model.Herato0901.27								
2631	Herato0101	7374406	7374620	+	0	NA	Intergenic	Intergenic	-8741	ID=evm.model.Herato0101.228.4-E1;Parent=evm.model.Herato0101.228.4								
2278	Herato2001	7046202	7046644	+	0	NA	Intergenic	Intergenic	-10237	ID=evm.model.Herato2001.266-E1;Parent=evm.model.Herato2001.266								
2427	Herato2101	8971815	8972122	+	0	NA	Intergenic	Intergenic	-59961	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
63	Herato0606	3143385	3143567	+	0	NA	Intergenic	Intergenic	-10260	ID=evm.model.Herato0606.100-E1;Parent=evm.model.Herato0606.100								
1637	Herato1701	7846243	7846641	+	0	NA	Intergenic	Intergenic	5543	ID=evm.model.Herato1701.233.1.1-E6;Parent=evm.model.Herato1701.233.1.1								
179	Herato0701	3850797	3851414	+	0	NA	Intergenic	Intergenic	4265	ID=evm.model.Herato0701.183.1-E2;Parent=evm.model.Herato0701.183.1								
1532	Herato0210	67084	67542	+	0	NA	Intergenic	Intergenic	2103	ID=evm.model.Herato0210.6-E2;Parent=evm.model.Herato0210.6								
1105	Herato1202	18787304	18788376	+	0	NA	Intergenic	Intergenic	-2197	ID=evm.model.Herato1202.758-E2;Parent=evm.model.Herato1202.758								
713	Herato1007	928554	929518	+	0	NA	Intergenic	Intergenic	-1914	ID=evm.model.Herato1007.40-E3;Parent=evm.model.Herato1007.40								
1334	Herato1301	22184307	22184667	+	0	NA	Intergenic	Intergenic	2075	ID=evm.model.Herato1301.752.4-E2;Parent=evm.model.Herato1301.752.4								
2499	Herato0310	5146443	5146948	+	0	NA	Intergenic	Intergenic	-29881	ID=evm.model.Herato0310.126-E1;Parent=evm.model.Herato0310.126								
2096	Herato1904	6940515	6941128	+	0	NA	Intergenic	Intergenic	-11163	ID=evm.model.Herato1904.251-E2;Parent=evm.model.Herato1904.251								
1784	Herato1805	933469	934185	+	0	NA	Intergenic	Intergenic	43484	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
938	Herato1202	2098921	2099222	+	0	NA	Intergenic	Intergenic	-4964	ID=evm.model.Herato1202.73-E1;Parent=evm.model.Herato1202.73								
2149	Herato1908	1132977	1133714	+	0	NA	exon (ID=evm.model.Herato1908.33-E1;Parent=evm.model.Herato1908.33, exon 1 of 1)	-exon (ID=evm.model.Herato1908.33-E1;Parent=evm.model.Herato1908.33, exon 1 of 1)	172	ID=evm.model.Herato1908.33-E1;Parent=evm.model.Herato1908.33								
1679	Herato1703	579186	580019	+	0	NA	exon (ID=evm.model.Herato1703.3-E1;Parent=evm.model.Herato1703.3, exon 1 of 1)	-exon (ID=evm.model.Herato1703.3-E1;Parent=evm.model.Herato1703.3, exon 1 of 1)	212	ID=evm.model.Herato1703.3.1-E1;Parent=evm.model.Herato1703.3.1								
1830	Herato1805	3149802	3150376	+	0	NA	Intergenic	Intergenic	37876	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
1620	Herato1701	6252575	6253927	+	0	NA	Intergenic	Intergenic	-34090	ID=evm.model.Herato1701.175.1-E1;Parent=evm.model.Herato1701.175.1								
2241	Herato2001	4569804	4570289	+	0	NA	Intergenic	Intergenic	1847	ID=evm.model.Herato2001.154-E1;Parent=evm.model.Herato2001.154								
1262	Herato1301	17189455	17189819	+	0	NA	Intergenic	Intergenic	10183	ID=evm.model.Herato1301.612-E1;Parent=evm.model.Herato1301.612								
1290	Herato1301	19510122	19510917	+	0	NA	Intergenic	Intergenic	-150297	ID=evm.model.Herato1301.673-E1;Parent=evm.model.Herato1301.673								
1527	Herato1603	3402067	3402343	+	0	NA	Intergenic	Intergenic	9157	ID=evm.model.Herato1603.89-E5;Parent=evm.model.Herato1603.89								
2162	Herato1908	2369771	2370045	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.82-E1;Parent=evm.model.Herato1908.82)	-promoter-TSS (ID=evm.model.Herato1908.82-E1;Parent=evm.model.Herato1908.82)	2	ID=evm.model.Herato1908.82-E1;Parent=evm.model.Herato1908.82								
1132	Herato1301	2135436	2135959	+	0	NA	Intergenic	Intergenic	-7634	ID=evm.model.Herato1301.53-E2;Parent=evm.model.Herato1301.53								
2370	Herato2001	14240981	14241245	+	0	NA	Intergenic	Intergenic	-10360	ID=evm.model.Herato2001.562.3-E3;Parent=evm.model.Herato2001.562.3								
929	Herato1202	2014117	2014391	+	0	NA	Intergenic	Intergenic	19503	ID=evm.model.Herato1202.72-E1;Parent=evm.model.Herato1202.72								
2554	Herato0401	2138968	2139309	+	0	NA	Intergenic	Intergenic	7375	ID=evm.model.Herato0401.55-E8;Parent=evm.model.Herato0401.55								
1925	Herato1807	1946881	1947410	+	0	NA	Intergenic	Intergenic	37534	ID=evm.model.Herato1807.39.1-E2;Parent=evm.model.Herato1807.39.1								
2574	Herato0411	2749485	2750326	+	0	NA	Intergenic	Intergenic	3722	ID=evm.model.Herato0411.48-E2;Parent=evm.model.Herato0411.48								
547	Herato0101	14800983	14802023	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.530-E1;Parent=evm.model.Herato0101.530)	-promoter-TSS (ID=evm.model.Herato0101.530-E1;Parent=evm.model.Herato0101.530)	-127	ID=evm.model.Herato0101.530-E1;Parent=evm.model.Herato0101.530								
631	Herato1003	5783346	5783868	+	0	NA	exon (ID=evm.model.Herato1003.191-E1;Parent=evm.model.Herato1003.191, exon 1 of 1)	-exon (ID=evm.model.Herato1003.191-E1;Parent=evm.model.Herato1003.191, exon 1 of 1)	224	ID=evm.model.Herato1003.191-E1;Parent=evm.model.Herato1003.191								
