PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thup_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
695	Herato1108	7941886	7942781	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.346-E1;Parent=evm.model.Herato1108.346)	-promoter-TSS (ID=evm.model.Herato1108.346-E1;Parent=evm.model.Herato1108.346)	-206	ID=evm.model.Herato1108.346-E1;Parent=evm.model.Herato1108.346								
978	Herato1301	6344896	6346089	+	0	NA	TTS (ID=evm.model.Herato1301.221-E2;Parent=evm.model.Herato1301.221)	-TTS (ID=evm.model.Herato1301.221-E2;Parent=evm.model.Herato1301.221)	636	ID=evm.model.Herato1301.221-E2;Parent=evm.model.Herato1301.221								
325	Herato0701	18607227	18608058	+	0	NA	Intergenic	Intergenic	-74299	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
378	Herato0821	2139063	2139659	+	0	NA	Intergenic	Intergenic	-1491	ID=evm.model.Herato0821.84.1-E1;Parent=evm.model.Herato0821.84.1								
889	Herato1202	16493948	16494245	+	0	NA	Intergenic	Intergenic	8721	ID=evm.model.Herato1202.656-E1;Parent=evm.model.Herato1202.656								
1233	Herato1601	5126193	5126396	+	0	NA	Intergenic	Intergenic	13035	ID=evm.model.Herato1601.109-E1;Parent=evm.model.Herato1601.109								
540	Herato1005	2380993	2381637	+	0	NA	Intergenic	Intergenic	-3937	ID=evm.model.Herato1005.116-E1;Parent=evm.model.Herato1005.116								
1162	Herato1505	1098362	1099208	+	0	NA	Intergenic	Intergenic	2190	ID=evm.model.Herato1505.43.2-E1;Parent=evm.model.Herato1505.43.2								
1615	Herato1904	702019	703001	+	0	NA	Intergenic	Intergenic	33851	ID=evm.model.Herato1904.23-E1;Parent=evm.model.Herato1904.23								
211	Herato0701	8120352	8121526	+	0	NA	Intergenic	Intergenic	10313	ID=novel_model_77.1-E1;Parent=novel_model_77.1								
684	Herato1108	6205983	6206691	+	0	NA	Intergenic	Intergenic	-1145	ID=evm.model.Herato1108.263.3-E1;Parent=evm.model.Herato1108.263.3								
2073	Herato0503	3623299	3623520	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.121-E7;Parent=evm.model.Herato0503.121)	-promoter-TSS (ID=evm.model.Herato0503.121-E7;Parent=evm.model.Herato0503.121)	-678	ID=evm.model.Herato0503.121-E7;Parent=evm.model.Herato0503.121								
1732	Herato2001	1878580	1879322	+	0	NA	Intergenic	Intergenic	28125	ID=evm.model.Herato2001.38-E2;Parent=evm.model.Herato2001.38								
861	Herato0101	20642941	20643264	+	0	NA	Intergenic	Intergenic	-12075	ID=evm.model.Herato0101.795-E1;Parent=evm.model.Herato0101.795								
337	Herato0801	2063998	2064401	+	0	NA	Intergenic	Intergenic	-5000	ID=evm.model.Herato0801.40-E1;Parent=evm.model.Herato0801.40								
76	Herato0606	3205400	3206212	+	0	NA	Intergenic	Intergenic	-8036	ID=evm.model.Herato0606.101-E1;Parent=evm.model.Herato0606.101								
1924	Herato0301	3101331	3102721	+	0	NA	Intergenic	Intergenic	-3857	ID=evm.model.Herato0301.78-E1;Parent=evm.model.Herato0301.78								
982	Herato1301	6592349	6592627	+	0	NA	Intergenic	Intergenic	7476	ID=evm.model.Herato1301.239.2-E1;Parent=evm.model.Herato1301.239.2								
571	Herato1007	606319	606780	+	0	NA	Intergenic	Intergenic	-22823	ID=evm.model.Herato1007.8-E2;Parent=evm.model.Herato1007.8								
1214	Herato1507	7647830	7648212	+	0	NA	Intergenic	Intergenic	3343	ID=evm.model.Herato1507.267-E4;Parent=evm.model.Herato1507.267								
1190	Herato1507	2898255	2898884	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.95-E15;Parent=evm.model.Herato1507.95)	-promoter-TSS (ID=evm.model.Herato1507.95-E15;Parent=evm.model.Herato1507.95)	-102	ID=evm.model.Herato1507.95-E15;Parent=evm.model.Herato1507.95								
389	Herato0821	3201713	3202114	+	0	NA	Intergenic	Intergenic	9681	ID=evm.model.Herato0821.127-E1;Parent=evm.model.Herato0821.127								
1660	Herato1904	6689613	6690151	+	0	NA	Intergenic	Intergenic	-5790	ID=evm.model.Herato1904.242-E2;Parent=evm.model.Herato1904.242								
1171	Herato1505	2912600	2913014	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.124-E2;Parent=evm.model.Herato1505.124)	-promoter-TSS (ID=evm.model.Herato1505.124-E2;Parent=evm.model.Herato1505.124)	321	ID=evm.model.Herato1505.124-E1;Parent=evm.model.Herato1505.124								
1345	Herato1701	8848036	8848462	+	0	NA	Intergenic	Intergenic	10033	ID=evm.model.Herato1701.272-E16;Parent=evm.model.Herato1701.272								
966	Herato1301	3574886	3575242	+	0	NA	Intergenic	Intergenic	2377	ID=evm.model.Herato1301.103-E2;Parent=evm.model.Herato1301.103								
1123	Herato1411	561938	562643	+	0	NA	TTS (ID=evm.model.Herato1411.13-E1;Parent=evm.model.Herato1411.13)	-TTS (ID=evm.model.Herato1411.13-E1;Parent=evm.model.Herato1411.13)	2371	ID=evm.model.Herato1411.13-E1;Parent=evm.model.Herato1411.13								
992	Herato1301	7450127	7450522	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.288-E2;Parent=evm.model.Herato1301.288)	-promoter-TSS (ID=evm.model.Herato1301.288-E2;Parent=evm.model.Herato1301.288)	-324	ID=evm.model.Herato1301.288-E2;Parent=evm.model.Herato1301.288								
236	Herato0701	10032169	10032829	+	0	NA	Intergenic	Intergenic	-2665	ID=evm.model.Herato0701.407.1.3-E4;Parent=evm.model.Herato0701.407.1.3								
758	Herato1202	443264	443960	+	0	NA	Intergenic	Intergenic	16530	ID=evm.model.Herato1202.25-E7;Parent=evm.model.Herato1202.25								
1954	Herato0310	1762548	1763284	+	0	NA	Intergenic	Intergenic	11626	ID=evm.model.Herato0310.41_evm.model.Herato0310.42-E2;Parent=evm.model.Herato0310.41_evm.model.Herato0310.42								
218	Herato0701	8711898	8712388	+	0	NA	Intergenic	Intergenic	37758	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
706	Herato0101	18451794	18452700	+	0	NA	Intergenic	Intergenic	4260	ID=evm.model.Herato0101.735-E2;Parent=evm.model.Herato0101.735								
14	Herato0601	951743	952246	+	0	NA	Intergenic	Intergenic	-46073	ID=evm.model.Herato0601.10-E1;Parent=evm.model.Herato0601.10								
1608	Herato1901	3152358	3152887	+	0	NA	Intergenic	Intergenic	-4912	ID=evm.model.Herato1901.105-E4;Parent=evm.model.Herato1901.105								
234	Herato0701	9748914	9749653	+	0	NA	Intergenic	Intergenic	-8233	ID=evm.model.Herato0701.401.2-E1;Parent=evm.model.Herato0701.401.2								
594	Herato1007	1971566	1972043	+	0	NA	Intergenic	Intergenic	-24830	ID=evm.model.Herato1007.84-E2;Parent=evm.model.Herato1007.84								
1438	Herato1805	1980763	1981658	+	0	NA	Intergenic	Intergenic	21252	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
1903	Herato2101	11926205	11926661	+	0	NA	Intergenic	Intergenic	-15748	ID=evm.model.Herato2101.397-E2;Parent=evm.model.Herato2101.397								
1778	Herato2001	7034812	7035007	+	0	NA	Intergenic	Intergenic	21264	ID=evm.model.Herato2001.265.1-E5;Parent=evm.model.Herato2001.265.1								
1859	Herato2101	2336066	2336380	+	0	NA	Intergenic	Intergenic	10896	ID=evm.model.Herato2101.82-E38;Parent=evm.model.Herato2101.82								
160	Herato0701	2264587	2265085	+	0	NA	Intergenic	Intergenic	-1344	ID=evm.model.Herato0701.138-E1;Parent=evm.model.Herato0701.138								
98	Herato0606	4473506	4474018	+	0	NA	Intergenic	Intergenic	-5072	ID=evm.model.Herato0606.141-E20;Parent=evm.model.Herato0606.141								
1048	Herato1301	17273031	17273912	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.615-E3;Parent=evm.model.Herato1301.615)	-promoter-TSS (ID=evm.model.Herato1301.615-E3;Parent=evm.model.Herato1301.615)	-408	ID=evm.model.Herato1301.615-E3;Parent=evm.model.Herato1301.615								
1278	Herato1605	1089827	1090784	+	0	NA	Intergenic	Intergenic	22023	ID=evm.model.Herato1605.36-E3;Parent=evm.model.Herato1605.36								
1000	Herato1301	9950698	9951060	+	0	NA	Intergenic	Intergenic	1775	ID=evm.model.Herato1301.398.2-E1;Parent=evm.model.Herato1301.398.2								
1381	Herato1705	2599312	2600476	+	0	NA	promoter-TSS (ID=evm.model.Herato1705.94.1-E1;Parent=evm.model.Herato1705.94.1)	-promoter-TSS (ID=evm.model.Herato1705.94.1-E1;Parent=evm.model.Herato1705.94.1)	-240	ID=evm.model.Herato1705.94.1-E1;Parent=evm.model.Herato1705.94.1								
43	Herato0606	1211474	1212025	+	0	NA	Intergenic	Intergenic	4352	ID=evm.model.Herato0606.42-E4;Parent=evm.model.Herato0606.42								
1061	Herato1301	19172972	19173637	+	0	NA	Intergenic	Intergenic	-7173	ID=evm.model.Herato1301.668.1-E1;Parent=evm.model.Herato1301.668.1								
2054	Herato0101	6980583	6981526	+	0	NA	Intergenic	Intergenic	4689	ID=evm.model.Herato0101.213-E1;Parent=evm.model.Herato0101.213								
1728	Herato2001	1716145	1716588	+	0	NA	Intergenic	Intergenic	-9132	ID=evm.model.Herato2001.35.4-E3;Parent=evm.model.Herato2001.35.4								
193	Herato0701	3536252	3537330	+	0	NA	Intergenic	Intergenic	13265	ID=evm.model.Herato0701.172-E8;Parent=evm.model.Herato0701.172								
288	Herato0701	16216920	16217400	+	0	NA	Intergenic	Intergenic	24271	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
119	Herato0101	9606842	9607571	+	0	NA	Intergenic	Intergenic	48560	ID=evm.model.Herato0101.285-E4;Parent=evm.model.Herato0101.285								
1555	Herato1807	2005223	2005524	+	0	NA	Intergenic	Intergenic	-26536	ID=evm.model.Herato1807.40-E1;Parent=evm.model.Herato1807.40								
586	Herato1007	1684050	1684654	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.74-E2;Parent=evm.model.Herato1007.74)	-promoter-TSS (ID=evm.model.Herato1007.74-E2;Parent=evm.model.Herato1007.74)	-570	ID=evm.model.Herato1007.74-E2;Parent=evm.model.Herato1007.74								
410	Herato0901	2976663	2977155	+	0	NA	TTS (ID=evm.model.Herato0901.87-E2;Parent=evm.model.Herato0901.87)	-TTS (ID=evm.model.Herato0901.87-E2;Parent=evm.model.Herato0901.87)	829	ID=evm.model.Herato0901.87-E2;Parent=evm.model.Herato0901.87								
999	Herato1301	9825724	9826553	+	0	NA	TTS (ID=evm.model.Herato1301.389-E1;Parent=evm.model.Herato1301.389)	-TTS (ID=evm.model.Herato1301.389-E1;Parent=evm.model.Herato1301.389)	124	ID=evm.model.Herato1301.389-E1;Parent=evm.model.Herato1301.389								
1180	Herato1507	358949	359158	+	0	NA	Intergenic	Intergenic	4093	ID=evm.model.Herato1507.18-E1;Parent=evm.model.Herato1507.18								
430	Herato0901	6045719	6046516	+	0	NA	Intergenic	Intergenic	-1942	ID=evm.model.Herato0901.200-E2;Parent=evm.model.Herato0901.200								
1185	Herato1507	1527619	1528140	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.45-E4;Parent=evm.model.Herato1507.45)	-promoter-TSS (ID=evm.model.Herato1507.45-E4;Parent=evm.model.Herato1507.45)	71	ID=evm.model.Herato1507.45.1-E4;Parent=evm.model.Herato1507.45.1								
447	Herato0101	1409804	1410367	+	0	NA	Intergenic	Intergenic	-3387	ID=evm.model.Herato0101.33-E2;Parent=evm.model.Herato0101.33								
1446	Herato1805	2252947	2254135	+	0	NA	Intergenic	Intergenic	56535	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
1741	Herato2001	2245328	2245860	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.60-E1;Parent=evm.model.Herato2001.60)	-promoter-TSS (ID=evm.model.Herato2001.60-E1;Parent=evm.model.Herato2001.60)	606	ID=evm.model.Herato2001.58-E2;Parent=evm.model.Herato2001.58								
2118	Herato0508	188524	189025	+	0	NA	Intergenic	Intergenic	-1613	ID=evm.model.Herato0508.3-E1;Parent=evm.model.Herato0508.3								
415	Herato0901	3684014	3684527	+	0	NA	Intergenic	Intergenic	21905	ID=evm.model.Herato0901.93-E4;Parent=evm.model.Herato0901.93								
1130	Herato1411	1798145	1798413	+	0	NA	Intergenic	Intergenic	-14250	ID=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1-E3;Parent=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1								
1315	Herato1701	5504124	5504411	+	0	NA	Intergenic	Intergenic	-32700	ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147								
189	Herato0701	3364150	3365564	+	0	NA	Intergenic	Intergenic	-71861	ID=evm.model.Herato0701.169-E1;Parent=evm.model.Herato0701.169								
1292	Herato0211	193673	193915	+	0	NA	Intergenic	Intergenic	-5381	ID=evm.model.Herato0211.3-E3;Parent=evm.model.Herato0211.3								
1356	Herato1701	10795245	10795408	+	0	NA	Intergenic	Intergenic	27744	ID=evm.model.Herato1701.379-E1;Parent=evm.model.Herato1701.379								
480	Herato0101	15560445	15560684	+	0	NA	Intergenic	Intergenic	-22036	ID=evm.model.Herato0101.572-E1;Parent=evm.model.Herato0101.572								
107	Herato0606	6343255	6343686	+	0	NA	Intergenic	Intergenic	-6091	ID=evm.model.Herato0606.218-E3;Parent=evm.model.Herato0606.218								
438	Herato0901	7333296	7333669	+	0	NA	Intergenic	Intergenic	-14764	ID=evm.model.Herato0901.242-E1;Parent=evm.model.Herato0901.242								
1153	Herato1411	6697439	6697761	+	0	NA	Intergenic	Intergenic	10535	ID=evm.model.Herato1411.246.3-E2;Parent=evm.model.Herato1411.246.3								
1871	Herato2101	4627967	4628385	+	0	NA	Intergenic	Intergenic	-16778	ID=evm.model.Herato2101.150.1-E1;Parent=evm.model.Herato2101.150.1								
87	Herato0606	3899393	3899725	+	0	NA	Intergenic	Intergenic	-3124	ID=evm.model.Herato0606.120-E2;Parent=evm.model.Herato0606.120								
1022	Herato1301	13934575	13934776	+	0	NA	Intergenic	Intergenic	69684	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
1832	Herato0215	3562752	3563166	+	0	NA	promoter-TSS (ID=evm.model.Herato0215.138-E1;Parent=evm.model.Herato0215.138)	-promoter-TSS (ID=evm.model.Herato0215.138-E1;Parent=evm.model.Herato0215.138)	-656	ID=evm.model.Herato0215.138-E1;Parent=evm.model.Herato0215.138								
953	Herato0101	21472802	21473630	+	0	NA	Intergenic	Intergenic	3074	ID=evm.model.Herato0101.831-E8;Parent=evm.model.Herato0101.831								
221	Herato0701	8805657	8805828	+	0	NA	Intergenic	Intergenic	-53439	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
1424	Herato1801	4768218	4771103	+	0	NA	TTS (ID=evm.model.Herato1801.164-E1;Parent=evm.model.Herato1801.164)	-TTS (ID=evm.model.Herato1801.164-E1;Parent=evm.model.Herato1801.164)	731	ID=evm.model.Herato1801.164-E2;Parent=evm.model.Herato1801.164								
1560	Herato1807	2409767	2410092	+	0	NA	Intergenic	Intergenic	2222	ID=evm.model.Herato1807.48.1.1-E9;Parent=evm.model.Herato1807.48.1.1								
417	Herato0901	3711642	3711891	+	0	NA	Intergenic	Intergenic	-5591	ID=evm.model.Herato0901.93-E4;Parent=evm.model.Herato0901.93								
784	Herato1202	3072557	3073937	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.103-E1;Parent=evm.model.Herato1202.103)	-promoter-TSS (ID=evm.model.Herato1202.103-E1;Parent=evm.model.Herato1202.103)	93	ID=evm.model.Herato1202.103-E1;Parent=evm.model.Herato1202.103								
1762	Herato2001	5103117	5103555	+	0	NA	Intergenic	Intergenic	4963	ID=evm.model.Herato2001.171-E4;Parent=evm.model.Herato2001.171								
260	Herato0701	14212766	14213897	+	0	NA	Intergenic	Intergenic	2154	ID=evm.model.Herato0701.643-E2;Parent=evm.model.Herato0701.643								
2061	Herato0503	1653729	1653960	+	0	NA	Intergenic	Intergenic	2161	ID=evm.model.Herato0503.56.1-E1;Parent=evm.model.Herato0503.56.1								
1844	Herato2001	17255061	17255320	+	0	NA	Intergenic	Intergenic	-16050	ID=evm.model.Herato2001.663-E1;Parent=evm.model.Herato2001.663								
1530	Herato1806	11130	12363	+	0	NA	TTS (ID=evm.model.Herato1806.1-E1;Parent=evm.model.Herato1806.1)	-TTS (ID=evm.model.Herato1806.1-E1;Parent=evm.model.Herato1806.1)	360	ID=evm.model.Herato1806.1-E2;Parent=evm.model.Herato1806.1								
762	Herato1202	1688082	1688998	+	0	NA	Intergenic	Intergenic	-2551	ID=evm.model.Herato1202.63.10-E1;Parent=evm.model.Herato1202.63.10								
1144	Herato1411	4767832	4767996	+	0	NA	Intergenic	Intergenic	2933	ID=evm.model.Herato1411.183-E5;Parent=evm.model.Herato1411.183								
734	Herato1108	12510810	12512552	+	0	NA	Intergenic	Intergenic	10548	ID=evm.model.Herato1108.526-E1;Parent=evm.model.Herato1108.526								
1723	Herato2001	1495896	1496154	+	0	NA	Intergenic	Intergenic	-9028	ID=evm.model.Herato2001.28.1-E4;Parent=evm.model.Herato2001.28.1								
2047	Herato0419	1370502	1371886	+	0	NA	Intergenic	Intergenic	-32601	ID=evm.model.Herato0419.51-E2;Parent=evm.model.Herato0419.51								
144	Herato0701	806098	806732	+	0	NA	exon (ID=evm.model.Herato0701.30-E1;Parent=evm.model.Herato0701.30, exon 1 of 1)	-exon (ID=evm.model.Herato0701.30-E1;Parent=evm.model.Herato0701.30, exon 1 of 1)	116	ID=evm.model.Herato0701.30-E1;Parent=evm.model.Herato0701.30								
1440	Herato1805	2057070	2058097	+	0	NA	Intergenic	Intergenic	-55121	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
381	Herato0821	2184018	2184546	+	0	NA	Intergenic	Intergenic	14203	ID=evm.model.Herato0821.84.1-E4;Parent=evm.model.Herato0821.84.1								
1471	Herato1805	3064958	3065316	+	0	NA	Intergenic	Intergenic	-38507	ID=evm.model.Herato1805.88.1-E1;Parent=evm.model.Herato1805.88.1								
1814	Herato2001	11744073	11744921	+	0	NA	Intergenic	Intergenic	1341	ID=evm.model.Herato2001.443-E10;Parent=evm.model.Herato2001.443								
906	Herato1202	18377586	18377920	+	0	NA	Intergenic	Intergenic	-3521	ID=evm.model.Herato1202.746-E3;Parent=evm.model.Herato1202.746								
1349	Herato1701	9712772	9713407	+	0	NA	Intergenic	Intergenic	1515	ID=evm.model.Herato1701.332-E5;Parent=evm.model.Herato1701.332								
177	Herato0701	2683904	2684218	+	0	NA	Intergenic	Intergenic	-4582	ID=evm.model.Herato0701.151_evm.model.Herato0701.150-E2;Parent=evm.model.Herato0701.151_evm.model.Herato0701.150								
373	Herato0821	1033102	1033597	+	0	NA	Intergenic	Intergenic	55800	ID=evm.model.Herato0821.46-E12;Parent=evm.model.Herato0821.46								
2078	Herato0503	3981499	3981989	+	0	NA	Intergenic	Intergenic	3259	ID=evm.model.Herato0503.128.2-E2;Parent=evm.model.Herato0503.128.2								
773	Herato1202	2208608	2209221	+	0	NA	Intergenic	Intergenic	-3151	ID=evm.model.Herato1202.75-E2;Parent=evm.model.Herato1202.75								
1247	Herato1603	2412637	2413266	+	0	NA	Intergenic	Intergenic	6948	ID=evm.model.Herato1603.132-E3;Parent=evm.model.Herato1603.132								
22	Herato0101	8387024	8387976	+	0	NA	Intergenic	Intergenic	35872	ID=evm.model.Herato0101.251-E7;Parent=evm.model.Herato0101.251								
205	Herato0701	7387588	7387849	+	0	NA	Intergenic	Intergenic	19939	ID=evm.model.Herato0701.328-E7;Parent=evm.model.Herato0701.328								
1309	Herato1701	4173628	4174610	+	0	NA	TTS (ID=evm.model.Herato1701.95-E3;Parent=evm.model.Herato1701.95)	-TTS (ID=evm.model.Herato1701.95-E3;Parent=evm.model.Herato1701.95)	233	ID=evm.model.Herato1701.95-E3;Parent=evm.model.Herato1701.95								
1752	Herato2001	3547490	3547860	+	0	NA	Intergenic	Intergenic	-3594	ID=evm.model.Herato2001.104-E1;Parent=evm.model.Herato2001.104								
1576	Herato1807	3035636	3036197	+	0	NA	Intergenic	Intergenic	-45233	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
1622	Herato1904	1348714	1349565	+	0	NA	Intergenic	Intergenic	8321	ID=evm.model.Herato1904.47-E1;Parent=evm.model.Herato1904.47								
1260	Herato1603	3402914	3403536	+	0	NA	Intergenic	Intergenic	8137	ID=evm.model.Herato1603.89-E5;Parent=evm.model.Herato1603.89								
874	Herato1202	15117437	15118405	+	0	NA	Intergenic	Intergenic	-64169	ID=evm.model.Herato1202.577-E1;Parent=evm.model.Herato1202.577								
975	Herato1301	5408491	5409727	+	0	NA	TTS (ID=evm.model.Herato1301.193-E1;Parent=evm.model.Herato1301.193)	-TTS (ID=evm.model.Herato1301.193-E1;Parent=evm.model.Herato1301.193)	1154	ID=evm.model.Herato1301.193-E1;Parent=evm.model.Herato1301.193								
493	Herato1003	4260499	4261317	+	0	NA	Intergenic	Intergenic	13576	ID=evm.model.Herato1003.128-E1;Parent=evm.model.Herato1003.128								
1708	Herato1910	3880542	3881879	+	0	NA	Intergenic	Intergenic	23683	ID=evm.model.Herato1910.174-E2;Parent=evm.model.Herato1910.174								
1436	Herato1805	1923079	1923413	+	0	NA	Intergenic	Intergenic	20673	ID=evm.model.Herato1805.80-E10;Parent=evm.model.Herato1805.80								
1911	Herato2101	13700097	13700699	+	0	NA	TTS (ID=evm.model.Herato2101.432-E6;Parent=evm.model.Herato2101.432)	-TTS (ID=evm.model.Herato2101.432-E6;Parent=evm.model.Herato2101.432)	137	ID=evm.model.Herato2101.432.1-E5;Parent=evm.model.Herato2101.432.1								
1591	Herato1901	2167487	2168500	+	0	NA	Intergenic	Intergenic	-3287	ID=evm.model.Herato1901.62-E3;Parent=evm.model.Herato1901.62								
1677	Herato1908	474283	475276	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.16.1-E2;Parent=evm.model.Herato1908.16.1)	-promoter-TSS (ID=evm.model.Herato1908.16.1-E2;Parent=evm.model.Herato1908.16.1)	-1	ID=evm.model.Herato1908.16.2-E1;Parent=evm.model.Herato1908.16.2								
1320	Herato1701	5807206	5808438	+	0	NA	Intergenic	Intergenic	-1028	ID=evm.model.Herato1701.155.1.2-E2;Parent=evm.model.Herato1701.155.1.2								
1026	Herato1301	14068157	14068607	+	0	NA	Intergenic	Intergenic	203391	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
1390	Herato1801	2131294	2131900	+	0	NA	Intergenic	Intergenic	-13399	ID=evm.model.Herato1801.88.1-E3;Parent=evm.model.Herato1801.88.1								
1993	Herato0310	7439903	7440251	+	0	NA	Intergenic	Intergenic	-9501	ID=evm.model.Herato0310.191-E3;Parent=evm.model.Herato0310.191								
1893	Herato2101	8931820	8932165	+	0	NA	Intergenic	Intergenic	-19985	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
1469	Herato1805	3047323	3047728	+	0	NA	Intergenic	Intergenic	-20895	ID=evm.model.Herato1805.88.1-E1;Parent=evm.model.Herato1805.88.1								
1499	Herato0214	111250	112210	+	0	NA	Intergenic	Intergenic	1857	ID=evm.model.Herato0214.14.2-E3;Parent=evm.model.Herato0214.14.2								
1646	Herato1904	4847227	4847832	+	0	NA	Intergenic	Intergenic	-2218	ID=evm.model.Herato1904.167-E4;Parent=evm.model.Herato1904.167								
400	Herato0101	13752356	13752740	+	0	NA	Intergenic	Intergenic	18379	ID=evm.model.Herato0101.491-E2;Parent=evm.model.Herato0101.491								
534	Herato1005	1603695	1603887	+	0	NA	Intergenic	Intergenic	-2790	ID=evm.model.Herato1005.221-E1;Parent=evm.model.Herato1005.221								
746	Herato0101	18897302	18897911	+	0	NA	TTS (ID=evm.model.Herato0101.746-E3;Parent=evm.model.Herato0101.746)	-TTS (ID=evm.model.Herato0101.746-E3;Parent=evm.model.Herato0101.746)	1017	ID=evm.model.Herato0101.746-E3;Parent=evm.model.Herato0101.746								
919	Herato1202	19648034	19649194	+	0	NA	Intergenic	Intergenic	-1912	ID=evm.model.Herato1202.798-E5;Parent=evm.model.Herato1202.798								
744	Herato1108	13235266	13235634	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.562-E1;Parent=evm.model.Herato1108.562)	-promoter-TSS (ID=evm.model.Herato1108.562-E1;Parent=evm.model.Herato1108.562)	-933	ID=evm.model.Herato1108.562-E1;Parent=evm.model.Herato1108.562								
1268	Herato1603	3839803	3840448	+	0	NA	Intergenic	Intergenic	-34919	ID=evm.model.Herato1603.118.1-E1;Parent=evm.model.Herato1603.118.1								
633	Herato1102	395097	395997	+	0	NA	Intergenic	Intergenic	2002	ID=evm.model.Herato1102.10.4-E1;Parent=evm.model.Herato1102.10.4								
1372	Herato1703	1614309	1614936	+	0	NA	Intergenic	Intergenic	1206	ID=evm.model.Herato1703.26-E6;Parent=evm.model.Herato1703.26								
151	Herato0101	10317691	10318978	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.299.1-E1;Parent=evm.model.Herato0101.299.1)	-promoter-TSS (ID=evm.model.Herato0101.299.1-E1;Parent=evm.model.Herato0101.299.1)	73	ID=evm.model.Herato0101.299.1-E1;Parent=evm.model.Herato0101.299.1								
1977	Herato0310	5202740	5202905	+	0	NA	Intergenic	Intergenic	-1276	ID=evm.model.Herato0310.127-E2;Parent=evm.model.Herato0310.127								
2023	Herato0411	1363706	1364213	+	0	NA	Intergenic	Intergenic	-24823	ID=evm.model.Herato0411.29-E4;Parent=evm.model.Herato0411.29								
1669	Herato1906	889979	890628	+	0	NA	Intergenic	Intergenic	-6552	ID=evm.model.Herato1906.27-E2;Parent=evm.model.Herato1906.27								
1825	Herato2001	14186506	14187674	+	0	NA	Intergenic	Intergenic	-15982	ID=evm.model.Herato2001.562.7-E2;Parent=evm.model.Herato2001.562.7								
1285	Herato1605	2145657	2147054	+	0	NA	Intergenic	Intergenic	-6982	ID=evm.model.Herato1605.65.3-E2;Parent=evm.model.Herato1605.65.3								
1952	Herato0101	4236024	4236333	+	0	NA	Intergenic	Intergenic	-1595	ID=evm.model.Herato0101.129-E1;Parent=evm.model.Herato0101.129								
287	Herato0701	16205576	16206021	+	0	NA	Intergenic	Intergenic	12909	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
475	Herato1001	4530902	4531232	+	0	NA	Intergenic	Intergenic	4230	ID=evm.model.Herato1001.152-E1;Parent=evm.model.Herato1001.152								
932	Herato1202	20213959	20214698	+	0	NA	Intergenic	Intergenic	-1378	ID=evm.model.Herato1202.819.3-E12;Parent=evm.model.Herato1202.819.3								
1549	Herato1807	1370583	1370995	+	0	NA	Intergenic	Intergenic	2468	ID=evm.model.Herato1807.26-E1;Parent=evm.model.Herato1807.26								
1959	Herato0310	2083570	2084615	+	0	NA	Intergenic	Intergenic	5555	ID=evm.model.Herato0310.46.6-E1;Parent=evm.model.Herato0310.46.6								
