PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
578	Hmel205017	229859	230765	+	0	NA	promoter-TSS (ID=HMEL036734g1.t1-E10;Parent=HMEL036734g1.t1)	-promoter-TSS (ID=HMEL036734g1.t1-E10;Parent=HMEL036734g1.t1)	-201	ID=HMEL036734g1.t1-E10;Parent=HMEL036734g1.t1								
2551	Hmel219003	5732020	5732401	+	0	NA	Intergenic	Intergenic	-1891	ID=HMEL016872g1.t1-E1;Parent=HMEL016872g1.t1								
695	Hmel206009	1917844	1918108	+	0	NA	Intergenic	Intergenic	-2867	ID=HMEL016759g1.t1-E5;Parent=HMEL016759g1.t1								
978	Hmel208026	348049	348503	+	0	NA	Intergenic	Intergenic	22043	ID=HMEL038003g1.t1-E3;Parent=HMEL038003g1.t1								
2144	Hmel216011	1683004	1683492	+	0	NA	Intergenic	Intergenic	1735	ID=HMEL033564g1.t1-E2;Parent=HMEL033564g1.t1								
325	Hmel203033	542944	543321	+	0	NA	Intergenic	Intergenic	-6227	ID=HMEL013807g1.t1-E1;Parent=HMEL013807g1.t1								
378	Hmel203069	1242952	1244288	+	0	NA	Intergenic	Intergenic	-7574	ID=HMEL011484g1.t1-E2;Parent=HMEL011484g1.t1								
889	Hmel207021	2080391	2080718	+	0	NA	Intergenic	Intergenic	30308	ID=HMEL013370g1.t1-E2;Parent=HMEL013370g1.t1								
1233	Hmel210011	308125	308661	+	0	NA	promoter-TSS (ID=HMEL013322g2.t1-E7;Parent=HMEL013322g2.t1)	-promoter-TSS (ID=HMEL013322g2.t1-E7;Parent=HMEL013322g2.t1)	-606	ID=HMEL013322g2.t1-E7;Parent=HMEL013322g2.t1								
540	Hmel205012	1058857	1060477	+	0	NA	Intergenic	Intergenic	11033	ID=HMEL017894g4.t1-E10;Parent=HMEL017894g4.t1								
1162	Hmel210004	4249416	4249822	+	0	NA	Intergenic	Intergenic	-3612	ID=HMEL015385g1.t1-E2;Parent=HMEL015385g1.t1								
1615	Hmel213004	597848	598519	+	0	NA	Intergenic	Intergenic	57666	ID=HMEL020366g1.t1-E10;Parent=HMEL020366g1.t1								
2831	Hmel221045	59677	60284	+	0	NA	Intergenic	Intergenic	9530	ID=HMEL035806g1.t1-E1;Parent=HMEL035806g1.t1								
211	Hmel202006	3790483	3792466	+	0	NA	Intergenic	Intergenic	-18517	ID=HMEL004268g1.t1-E1;Parent=HMEL004268g1.t1								
684	Hmel206009	1486327	1486705	+	0	NA	promoter-TSS (ID=HMEL016780g2.t1-E1;Parent=HMEL016780g2.t1)	-promoter-TSS (ID=HMEL016780g2.t1-E1;Parent=HMEL016780g2.t1)	-920	ID=HMEL016780g2.t1-E1;Parent=HMEL016780g2.t1								
2073	Hmel216006	708049	708989	+	0	NA	promoter-TSS (ID=HMEL009398g1.t1-E1;Parent=HMEL009398g1.t1)	-promoter-TSS (ID=HMEL009398g1.t1-E1;Parent=HMEL009398g1.t1)	-376	ID=HMEL009398g1.t1-E1;Parent=HMEL009398g1.t1								
1732	Hmel213038	89944	90414	+	0	NA	Intergenic	Intergenic	-6455	ID=HMEL007270g1.t1-E1;Parent=HMEL007270g1.t1								
861	Hmel207021	430595	430954	+	0	NA	Intergenic	Intergenic	21206	ID=HMEL021999g2.t1-E1;Parent=HMEL021999g2.t1								
337	Hmel203045	741421	741988	+	0	NA	promoter-TSS (ID=HMEL036077g1.t1-E1;Parent=HMEL036077g1.t1)	-promoter-TSS (ID=HMEL036077g1.t1-E1;Parent=HMEL036077g1.t1)	-976	ID=HMEL036077g1.t1-E1;Parent=HMEL036077g1.t1								
2406	Hmel218018	2073621	2073756	+	0	NA	Intergenic	Intergenic	-7428	ID=HMEL016189g1.t1-E2;Parent=HMEL016189g1.t1								
76	Hmel201009	1730507	1730728	+	0	NA	Intergenic	Intergenic	-13912	ID=HMEL030155g1.t1-E1;Parent=HMEL030155g1.t1								
1924	Hmel214029	64167	65510	+	0	NA	promoter-TSS (ID=HMEL032584g1.t1-E2;Parent=HMEL032584g1.t1)	-promoter-TSS (ID=HMEL032584g1.t1-E2;Parent=HMEL032584g1.t1)	-398	ID=HMEL032584g1.t1-E2;Parent=HMEL032584g1.t1								
2718	Hmel220005	2459140	2459375	+	0	NA	Intergenic	Intergenic	6789	ID=HMEL012113g1.t1-E1;Parent=HMEL012113g1.t1								
982	Hmel208027	187108	187566	+	0	NA	Intergenic	Intergenic	-21481	ID=HMEL038013g1.t1-E1;Parent=HMEL038013g1.t1								
571	Hmel205015	131465	131986	+	0	NA	Intergenic	Intergenic	-13945	ID=HMEL036711g1.t1-E1;Parent=HMEL036711g1.t1								
1214	Hmel210009	686895	687457	+	0	NA	Intergenic	Intergenic	8071	ID=HMEL030807g1.t1-E3;Parent=HMEL030807g1.t1								
1190	Hmel210004	7284573	7284727	+	0	NA	Intergenic	Intergenic	-29243	ID=HMEL030733g1.t1-E1;Parent=HMEL030733g1.t1								
2592	Hmel219014	1186380	1186762	+	0	NA	Intergenic	Intergenic	-1333	ID=HMEL034797g1.t1-E1;Parent=HMEL034797g1.t1								
389	Hmel204001	2368	2911	+	0	NA	Intergenic	Intergenic	-2552	ID=HMEL003454g1.t1-E1;Parent=HMEL003454g1.t1								
1660	Hmel213013	327193	328228	+	0	NA	Intergenic	Intergenic	-10544	ID=HMEL015364g2.t1-E1;Parent=HMEL015364g2.t1								
1171	Hmel210004	5470185	5470560	+	0	NA	promoter-TSS (ID=HMEL030699g1.t1-E18;Parent=HMEL030699g1.t1)	-promoter-TSS (ID=HMEL030699g1.t1-E18;Parent=HMEL030699g1.t1)	-180	ID=HMEL030699g1.t1-E18;Parent=HMEL030699g1.t1								
1345	Hmel211004	375197	375809	+	0	NA	Intergenic	Intergenic	-4572	ID=HMEL031017g1.t1-E1;Parent=HMEL031017g1.t1								
2290	Hmel217018	269277	270220	+	0	NA	Intergenic	Intergenic	-4587	ID=HMEL033957g1.t1-E1;Parent=HMEL033957g1.t1								
966	Hmel208019	659133	659573	+	0	NA	Intergenic	Intergenic	-7457	ID=HMEL017967g1.t1-E1;Parent=HMEL017967g1.t1								
1123	Hmel210001	249636	250365	+	0	NA	Intergenic	Intergenic	-8975	ID=HMEL013638g1.t1-E1;Parent=HMEL013638g1.t1								
2314	Hmel217018	2251951	2252537	+	0	NA	Intergenic	Intergenic	-7355	ID=HMEL034020g1.t1-E1;Parent=HMEL034020g1.t1								
2216	Hmel217001	1144159	1144716	+	0	NA	promoter-TSS (ID=HMEL017709g1.t1-E7;Parent=HMEL017709g1.t1)	-promoter-TSS (ID=HMEL017709g1.t1-E7;Parent=HMEL017709g1.t1)	-691	ID=HMEL017709g1.t2-E7;Parent=HMEL017709g1.t2								
992	Hmel208051	17226	17495	+	0	NA	Intergenic	Intergenic	-17072	ID=HMEL038132g1.t1-E1;Parent=HMEL038132g1.t1								
236	Hmel202006	2776371	2776995	+	0	NA	Intergenic	Intergenic	-1569	ID=HMEL002123g2.t1-E6;Parent=HMEL002123g2.t1								
758	Hmel207002	168788	169541	+	0	NA	Intergenic	Intergenic	-1221	ID=HMEL016120g1.t1-E2;Parent=HMEL016120g1.t1								
1954	Hmel215006	603813	605202	+	0	NA	Intergenic	Intergenic	-9421	ID=HMEL002001g1.t1-E1;Parent=HMEL002001g1.t1								
2843	Hmel205012	79822	80315	+	0	NA	Intergenic	Intergenic	-8800	ID=HMEL036657g1.t1-E1;Parent=HMEL036657g1.t1								
218	Hmel202006	3288781	3289094	+	0	NA	Intergenic	Intergenic	-9195	ID=HMEL033333g1.t1-E1;Parent=HMEL033333g1.t1								
706	Hmel206009	2472958	2473119	+	0	NA	Intergenic	Intergenic	7693	ID=HMEL005357g1.t1-E13;Parent=HMEL005357g1.t1								
14	Hmel201002	1655659	1655955	+	0	NA	promoter-TSS (ID=HMEL011281g1.t1-E3;Parent=HMEL011281g1.t1)	-promoter-TSS (ID=HMEL011281g1.t1-E3;Parent=HMEL011281g1.t1)	-321	ID=HMEL011281g1.t1-E3;Parent=HMEL011281g1.t1								
2345	Hmel218003	1785810	1786041	+	0	NA	promoter-TSS (ID=HMEL005057g1.t1-E1;Parent=HMEL005057g1.t1)	-promoter-TSS (ID=HMEL005057g1.t1-E1;Parent=HMEL005057g1.t1)	-827	ID=HMEL005057g1.t1-E1;Parent=HMEL005057g1.t1								
2587	Hmel219014	643409	643590	+	0	NA	Intergenic	Intergenic	-6586	ID=HMEL005617g1.t1-E1;Parent=HMEL005617g1.t1								
1608	Hmel211001	270171	270466	+	0	NA	promoter-TSS (ID=HMEL030981g1.t1-E1;Parent=HMEL030981g1.t1)	-promoter-TSS (ID=HMEL030981g1.t1-E1;Parent=HMEL030981g1.t1)	-133	ID=HMEL030981g1.t2-E1;Parent=HMEL030981g1.t2								
2328	Hmel218001	140944	141354	+	0	NA	Intergenic	Intergenic	-1466	ID=HMEL034174g1.t1-E1;Parent=HMEL034174g1.t1								
2567	Hmel219005	410442	411053	+	0	NA	Intergenic	Intergenic	-19289	ID=HMEL034715g1.t1-E1;Parent=HMEL034715g1.t1								
2474	Hmel218018	9218930	9219113	+	0	NA	Intergenic	Intergenic	7628	ID=HMEL034512g1.t2-E5;Parent=HMEL034512g1.t2								
2889	Hmel221044	569441	570153	+	0	NA	promoter-TSS (ID=HMEL011791g2.t1-E2;Parent=HMEL011791g2.t1)	-promoter-TSS (ID=HMEL011791g2.t1-E2;Parent=HMEL011791g2.t1)	-415	ID=HMEL011791g2.t1-E2;Parent=HMEL011791g2.t1								
234	Hmel202006	2531834	2532117	+	0	NA	Intergenic	Intergenic	2719	ID=HMEL033307g1.t1-E19;Parent=HMEL033307g1.t1								
594	Hmel205020	297452	297632	+	0	NA	Intergenic	Intergenic	41700	ID=HMEL036792g1.t1-E2;Parent=HMEL036792g1.t1								
1438	Hmel212001	601121	602248	+	0	NA	Intergenic	Intergenic	-2491	ID=HMEL005971g1.t1-E2;Parent=HMEL005971g1.t1								
1903	Hmel214022	137344	138305	+	0	NA	Intergenic	Intergenic	7757	ID=HMEL015567g1.t1-E10;Parent=HMEL015567g1.t1								
2767	Hmel220014	192859	193066	+	0	NA	Intergenic	Intergenic	-5080	ID=HMEL035305g1.t1-E1;Parent=HMEL035305g1.t1								
2188	Hmel216015	182285	182909	+	0	NA	Intergenic	Intergenic	14291	ID=HMEL012982g1.t1-E1;Parent=HMEL012982g1.t1								
1778	Hmel213051	134312	134659	+	0	NA	promoter-TSS (ID=HMEL032085g1.t1-E2;Parent=HMEL032085g1.t1)	-promoter-TSS (ID=HMEL032085g1.t1-E2;Parent=HMEL032085g1.t1)	-450	ID=HMEL032085g1.t1-E2;Parent=HMEL032085g1.t1								
2339	Hmel218003	1362902	1363163	+	0	NA	Intergenic	Intergenic	-1583	ID=HMEL003383g1.t2-E1;Parent=HMEL003383g1.t2								
1859	Hmel214008	1144522	1144763	+	0	NA	Intergenic	Intergenic	5045	ID=HMEL032339g1.t1-E2;Parent=HMEL032339g1.t1								
160	Hmel201019	725493	725907	+	0	NA	Intergenic	Intergenic	8804	ID=HMEL033122g1.t1-E9;Parent=HMEL033122g1.t1								
2776	Hmel220014	1247866	1248648	+	0	NA	TTS (ID=HMEL007192g1.t1-E9;Parent=HMEL007192g1.t1)	-TTS (ID=HMEL007192g1.t1-E9;Parent=HMEL007192g1.t1)	874	ID=HMEL007192g1.t1-E9;Parent=HMEL007192g1.t1								
98	Hmel201009	4061627	4062058	+	0	NA	Intergenic	Intergenic	-6405	ID=HMEL012451g1.t1-E2;Parent=HMEL012451g1.t1								
1048	Hmel209006	362158	363358	+	0	NA	Intergenic	Intergenic	7511	ID=HMEL013610g3.t1-E2;Parent=HMEL013610g3.t1								
1278	Hmel210011	3972222	3973095	+	0	NA	Intergenic	Intergenic	35068	ID=HMEL030906g1.t1-E2;Parent=HMEL030906g1.t1								
2434	Hmel218018	5699406	5700157	+	0	NA	Intergenic	Intergenic	-5694	ID=HMEL005852g1.t2-E1;Parent=HMEL005852g1.t2								
1000	Hmel208051	559116	559805	+	0	NA	promoter-TSS (ID=HMEL008165g1.t1-E1;Parent=HMEL008165g1.t1)	-promoter-TSS (ID=HMEL008165g1.t1-E1;Parent=HMEL008165g1.t1)	-15	ID=HMEL008165g1.t1-E1;Parent=HMEL008165g1.t1								
1381	Hmel211004	3954924	3955266	+	0	NA	promoter-TSS (ID=HMEL015692-RA-E5;Parent=HMEL015692-RA)	-promoter-TSS (ID=HMEL015692-RA-E5;Parent=HMEL015692-RA)	579	ID=HMEL015692-RA-E4;Parent=HMEL015692-RA								
43	Hmel201007	880308	881430	+	0	NA	Intergenic	Intergenic	-3933	ID=HMEL030099g1.t1-E1;Parent=HMEL030099g1.t1								
1061	Hmel209007	505759	506019	+	0	NA	Intergenic	Intergenic	-24754	ID=HMEL030374g1.t1-E1;Parent=HMEL030374g1.t1								
2582	Hmel219012	251186	251840	+	0	NA	Intergenic	Intergenic	-21047	ID=HMEL034765g1.t1-E1;Parent=HMEL034765g1.t1								
2054	Hmel216001	341583	341828	+	0	NA	Intergenic	Intergenic	3419	ID=HMEL014016g1.t1-E1;Parent=HMEL014016g1.t1								
1728	Hmel213035	534088	534551	+	0	NA	Intergenic	Intergenic	6409	ID=HMEL032000g1.t1-E6;Parent=HMEL032000g1.t1								
2785	Hmel220022	751439	751713	+	0	NA	Intergenic	Intergenic	-2277	ID=HMEL035409g1.t1-E3;Parent=HMEL035409g1.t1								
193	Hmel202006	196118	196293	+	0	NA	Intergenic	Intergenic	-1641	ID=HMEL033250g1.t1-E1;Parent=HMEL033250g1.t1								
288	Hmel203030	4725	5480	+	0	NA	promoter-TSS (ID=HMEL036014g1.t1-E2;Parent=HMEL036014g1.t1)	-promoter-TSS (ID=HMEL036014g1.t1-E2;Parent=HMEL036014g1.t1)	-823	ID=HMEL036014g1.t1-E2;Parent=HMEL036014g1.t1								
119	Hmel201011	1691913	1692389	+	0	NA	Intergenic	Intergenic	-2391	ID=HMEL011402g2.t1-E1;Parent=HMEL011402g2.t1								
1555	Hmel212011	1555216	1555443	+	0	NA	Intergenic	Intergenic	-2331	ID=HMEL012931g1.t1-E3;Parent=HMEL012931g1.t1								
586	Hmel205017	459130	459306	+	0	NA	Intergenic	Intergenic	-2802	ID=HMEL014740g1.t1-E1;Parent=HMEL014740g1.t1								
2870	Hmel214020	83	564	+	0	NA	Intergenic	Intergenic	24750	ID=HMEL032474g1.t1-E9;Parent=HMEL032474g1.t1								
2859	Hmel209007	2415232	2415641	+	0	NA	Intergenic	Intergenic	2807	ID=HMEL002205g1.t1-E2;Parent=HMEL002205g1.t1								
410	Hmel204001	2006376	2006859	+	0	NA	Intergenic	Intergenic	-2838	ID=HMEL016525g1.t1-E2;Parent=HMEL016525g1.t1								
999	Hmel208051	516170	516390	+	0	NA	promoter-TSS (ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1)	-promoter-TSS (ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1)	-431	ID=HMEL006686g1.t1-E1;Parent=HMEL006686g1.t1								
1180	Hmel210004	6015872	6016236	+	0	NA	Intergenic	Intergenic	3817	ID=HMEL009019g1.t1-E2;Parent=HMEL009019g1.t1								
2169	Hmel216013	282014	282435	+	0	NA	Intergenic	Intergenic	-1923	ID=HMEL017537g1.t1-E1;Parent=HMEL017537g1.t1								
430	Hmel204013	1071939	1072188	+	0	NA	Intergenic	Intergenic	-11681	ID=HMEL036407g1.t1-E2;Parent=HMEL036407g1.t1								
1185	Hmel210004	7032820	7033499	+	0	NA	Intergenic	Intergenic	-5524	ID=HMEL004073g1.t1-E1;Parent=HMEL004073g1.t1								
447	Hmel204017	1976065	1977188	+	0	NA	Intergenic	Intergenic	6382	ID=HMEL014388g1.t1-E10;Parent=HMEL014388g1.t1								
1446	Hmel212001	1024803	1026050	+	0	NA	Intergenic	Intergenic	-15709	ID=HMEL010994g1.t1-E1;Parent=HMEL010994g1.t1								
1741	Hmel213044	437938	438792	+	0	NA	promoter-TSS (ID=HMEL016755g1.t1-E6;Parent=HMEL016755g1.t1)	-promoter-TSS (ID=HMEL016755g1.t1-E6;Parent=HMEL016755g1.t1)	31	ID=HMEL016755g1.t1-E6;Parent=HMEL016755g1.t1								
2118	Hmel216010	319692	319977	+	0	NA	Intergenic	Intergenic	-1073	ID=HMEL006578g1.t1-E1;Parent=HMEL006578g1.t1								
415	Hmel204003	67441	68201	+	0	NA	Intergenic	Intergenic	-23658	ID=HMEL015899g1.t1-E1;Parent=HMEL015899g1.t1								
1130	Hmel210001	575431	575788	+	0	NA	Intergenic	Intergenic	5386	ID=HMEL003546g1.t1-E4;Parent=HMEL003546g1.t1								
1315	Hmel211001	105389	106021	+	0	NA	Intergenic	Intergenic	-1931	ID=HMEL013822g1.t1-E1;Parent=HMEL013822g1.t1								
189	Hmel202006	14136	14796	+	0	NA	Intergenic	Intergenic	-9640	ID=HMEL033245g1.t1-E1;Parent=HMEL033245g1.t1								
2597	Hmel219014	1266098	1266634	+	0	NA	Intergenic	Intergenic	-1765	ID=HMEL034800g1.t1-E1;Parent=HMEL034800g1.t1								
1292	Hmel210011	4697266	4697549	+	0	NA	TTS (ID=HMEL009058g1.t1-E2;Parent=HMEL009058g1.t1)	-TTS (ID=HMEL009058g1.t1-E2;Parent=HMEL009058g1.t1)	1420	ID=HMEL009058g1.t1-E2;Parent=HMEL009058g1.t1								
2330	Hmel218003	174801	175114	+	0	NA	TTS (ID=HMEL034201g1.t1-E3;Parent=HMEL034201g1.t1)	-TTS (ID=HMEL034201g1.t1-E3;Parent=HMEL034201g1.t1)	383	ID=HMEL034201g1.t1-E3;Parent=HMEL034201g1.t1								
1356	Hmel211004	1018208	1018416	+	0	NA	Intergenic	Intergenic	5054	ID=HMEL031049g1.t1-E2;Parent=HMEL031049g1.t1								
2849	Hmel206009	311295	311932	+	0	NA	Intergenic	Intergenic	-6476	ID=HMEL008895g2.t1-E1;Parent=HMEL008895g2.t1								
480	Hmel205001	47140	48151	+	0	NA	promoter-TSS (ID=HMEL010286g1.t1-E4;Parent=HMEL010286g1.t1)	-promoter-TSS (ID=HMEL010286g1.t1-E4;Parent=HMEL010286g1.t1)	-266	ID=HMEL010286g1.t1-E4;Parent=HMEL010286g1.t1								
107	Hmel201009	5949114	5949305	+	0	NA	Intergenic	Intergenic	11733	ID=HMEL030298g1.t1-E2;Parent=HMEL030298g1.t1								
438	Hmel204013	1245159	1245708	+	0	NA	Intergenic	Intergenic	-2193	ID=HMEL036411g1.t2-E2;Parent=HMEL036411g1.t2								
1153	Hmel210004	2587789	2588176	+	0	NA	Intergenic	Intergenic	-16023	ID=HMEL012038g1.t1-E1;Parent=HMEL012038g1.t1								
1871	Hmel214008	2003139	2003420	+	0	NA	Intergenic	Intergenic	2214	ID=HMEL005009g1.t1-E1;Parent=HMEL005009g1.t1								
2385	Hmel218007	1483933	1484110	+	0	NA	promoter-TSS (ID=HMEL003258g1.t1-E7;Parent=HMEL003258g1.t1)	-promoter-TSS (ID=HMEL003258g1.t1-E7;Parent=HMEL003258g1.t1)	47	ID=HMEL003258g1.t1-E7;Parent=HMEL003258g1.t1								
87	Hmel201009	2873831	2874172	+	0	NA	promoter-TSS (ID=HMEL017209g1.t1-E9;Parent=HMEL017209g1.t1)	-promoter-TSS (ID=HMEL017209g1.t1-E9;Parent=HMEL017209g1.t1)	-48	ID=HMEL017209g1.t1-E9;Parent=HMEL017209g1.t1								
1022	Hmel209001	1148961	1149916	+	0	NA	Intergenic	Intergenic	1908	ID=HMEL007020g1.t1-E1;Parent=HMEL007020g1.t1								
1832	Hmel213071	1024908	1026296	+	0	NA	Intergenic	Intergenic	17138	ID=HMEL017672g1.t1-E2;Parent=HMEL017672g1.t1								
2795	Hmel221001	1469166	1469386	+	0	NA	promoter-TSS (ID=HMEL013518g2.t1-E1;Parent=HMEL013518g2.t1)	-promoter-TSS (ID=HMEL013518g2.t1-E1;Parent=HMEL013518g2.t1)	-31	ID=HMEL013518g3.t1-E1;Parent=HMEL013518g3.t1								
2704	Hmel220005	805642	805968	+	0	NA	promoter-TSS (ID=HMEL035063g1.t1-E2;Parent=HMEL035063g1.t1)	-promoter-TSS (ID=HMEL035063g1.t1-E2;Parent=HMEL035063g1.t1)	-405	ID=HMEL035063g1.t1-E2;Parent=HMEL035063g1.t1								
953	Hmel208018	14030	14675	+	0	NA	Intergenic	Intergenic	-3603	ID=HMEL037902g1.t1-E1;Parent=HMEL037902g1.t1								
221	Hmel202006	3951202	3951362	+	0	NA	promoter-TSS (ID=HMEL010631g2.t1-E4;Parent=HMEL010631g2.t1)	-promoter-TSS (ID=HMEL010631g2.t1-E4;Parent=HMEL010631g2.t1)	84	ID=HMEL010631g2.t1-E4;Parent=HMEL010631g2.t1								
1424	Hmel211015	335663	336157	+	0	NA	Intergenic	Intergenic	-2083	ID=HMEL015405g2.t1-E3;Parent=HMEL015405g2.t1								
1560	Hmel212013	280075	281139	+	0	NA	promoter-TSS (ID=HMEL017581g1.t1-E14;Parent=HMEL017581g1.t1)	-promoter-TSS (ID=HMEL017581g1.t1-E14;Parent=HMEL017581g1.t1)	31	ID=HMEL017581g1.t1-E14;Parent=HMEL017581g1.t1								
417	Hmel204003	409292	409469	+	0	NA	Intergenic	Intergenic	-38832	ID=HMEL036356g1.t1-E1;Parent=HMEL036356g1.t1								
784	Hmel207002	3406244	3406453	+	0	NA	TTS (ID=HMEL009355g2.t1-E1;Parent=HMEL009355g2.t1)	-TTS (ID=HMEL009355g2.t1-E1;Parent=HMEL009355g2.t1)	631	ID=HMEL009355g2.t1-E1;Parent=HMEL009355g2.t1								
1762	Hmel213046	29063	29567	+	0	NA	promoter-TSS (ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1)	-promoter-TSS (ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1)	-777	ID=HMEL032048g1.t1-E1;Parent=HMEL032048g1.t1								
260	Hmel202006	6131687	6131995	+	0	NA	Intergenic	Intergenic	5201	ID=HMEL033406g1.t1-E1;Parent=HMEL033406g1.t1								
2061	Hmel216001	494973	495540	+	0	NA	Intergenic	Intergenic	5512	ID=HMEL014314g1.t1-E4;Parent=HMEL014314g1.t1								
1844	Hmel214008	554572	554811	+	0	NA	Intergenic	Intergenic	-27293	ID=HMEL032317g1.t1-E1;Parent=HMEL032317g1.t1								
1530	Hmel212006	277480	279062	+	0	NA	Intergenic	Intergenic	-3324	ID=HMEL002726g1.t2-E1;Parent=HMEL002726g1.t2								
2504	Hmel219003	1824033	1824416	+	0	NA	Intergenic	Intergenic	-4527	ID=HMEL010660g1.t1-E1;Parent=HMEL010660g1.t1								
762	Hmel207002	950660	951049	+	0	NA	promoter-TSS (ID=HMEL011178g1.t1-E1;Parent=HMEL011178g1.t1)	-promoter-TSS (ID=HMEL011178g1.t1-E1;Parent=HMEL011178g1.t1)	13	ID=HMEL011178g1.t1-E1;Parent=HMEL011178g1.t1								
1144	Hmel210004	870488	871222	+	0	NA	Intergenic	Intergenic	-22539	ID=HMEL030621g1.t1-E1;Parent=HMEL030621g1.t1								
2798	Hmel221001	1905984	1906303	+	0	NA	promoter-TSS (ID=HMEL007272g1.t1-E5;Parent=HMEL007272g1.t1)	-promoter-TSS (ID=HMEL007272g1.t1-E5;Parent=HMEL007272g1.t1)	-859	ID=HMEL007272g1.t1-E5;Parent=HMEL007272g1.t1								
734	Hmel206012	533278	534115	+	0	NA	Intergenic	Intergenic	2380	ID=HMEL037115g1.t1-E1;Parent=HMEL037115g1.t1								
1723	Hmel213030	99278	99628	+	0	NA	Intergenic	Intergenic	-73877	ID=HMEL031987g1.t1-E1;Parent=HMEL031987g1.t1								
2621	Hmel219018	1268075	1268664	+	0	NA	Intergenic	Intergenic	4156	ID=HMEL034911g1.t1-E2;Parent=HMEL034911g1.t1								
2047	Hmel216001	869585	871023	+	0	NA	Intergenic	Intergenic	-1690	ID=HMEL032990g1.t1-E8;Parent=HMEL032990g1.t1								
144	Hmel201011	2978831	2980080	+	0	NA	Intergenic	Intergenic	-1904	ID=HMEL033092g1.t1-E1;Parent=HMEL033092g1.t1								
1440	Hmel212001	771130	771333	+	0	NA	Intergenic	Intergenic	16415	ID=HMEL021973g1.t1-E7;Parent=HMEL021973g1.t1								
2524	Hmel219003	2549986	2551306	+	0	NA	promoter-TSS (ID=HMEL003915g1.t1-E2;Parent=HMEL003915g1.t1)	-promoter-TSS (ID=HMEL003915g1.t1-E2;Parent=HMEL003915g1.t1)	-143	ID=HMEL003915g1.t1-E2;Parent=HMEL003915g1.t1								
381	Hmel203069	1892197	1892773	+	0	NA	promoter-TSS (ID=HMEL017413g1.t1-E1;Parent=HMEL017413g1.t1)	-promoter-TSS (ID=HMEL017413g1.t1-E1;Parent=HMEL017413g1.t1)	-15	ID=HMEL017413g1.t1-E1;Parent=HMEL017413g1.t1								
1471	Hmel212001	2670668	2671578	+	0	NA	Intergenic	Intergenic	6765	ID=HMEL016834g1.t1-E3;Parent=HMEL016834g1.t1								
1814	Hmel213067	759100	760372	+	0	NA	Intergenic	Intergenic	-7951	ID=HMEL032195g1.t1-E1;Parent=HMEL032195g1.t1								
906	Hmel207023	480273	480494	+	0	NA	Intergenic	Intergenic	-32472	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
2205	Hmel217001	229667	230487	+	0	NA	TTS (ID=HMEL033699g1.t1-E1;Parent=HMEL033699g1.t1)	-TTS (ID=HMEL033699g1.t1-E1;Parent=HMEL033699g1.t1)	196	ID=HMEL033699g1.t1-E2;Parent=HMEL033699g1.t1								
1349	Hmel211004	490009	490706	+	0	NA	promoter-TSS (ID=HMEL031025g1.t1-E1;Parent=HMEL031025g1.t1)	-promoter-TSS (ID=HMEL031025g1.t1-E1;Parent=HMEL031025g1.t1)	-317	ID=HMEL031025g1.t1-E1;Parent=HMEL031025g1.t1								
177	Hmel202004	285289	285525	+	0	NA	Intergenic	Intergenic	4150	ID=HMEL033193g1.t1-E5;Parent=HMEL033193g1.t1								
2213	Hmel217001	987404	987543	+	0	NA	Intergenic	Intergenic	-21633	ID=HMEL033715g1.t1-E1;Parent=HMEL033715g1.t1								
373	Hmel203069	789333	789654	+	0	NA	Intergenic	Intergenic	-6651	ID=HMEL036206g1.t1-E1;Parent=HMEL036206g1.t1								
2078	Hmel216006	947509	947700	+	0	NA	Intergenic	Intergenic	42933	ID=HMEL009389g3.t1-E2;Parent=HMEL009389g3.t1								
773	Hmel207002	1638826	1639428	+	0	NA	Intergenic	Intergenic	-1736	ID=HMEL011240g1.t1-E1;Parent=HMEL011240g1.t1								
1247	Hmel210011	2053296	2053781	+	0	NA	Intergenic	Intergenic	-4003	ID=HMEL007306g1.t1-E1;Parent=HMEL007306g1.t1								
22	Hmel201002	2560079	2560767	+	0	NA	promoter-TSS (ID=HMEL030062g1.t1-E6;Parent=HMEL030062g1.t1)	-promoter-TSS (ID=HMEL030062g1.t1-E6;Parent=HMEL030062g1.t1)	-89	ID=HMEL030062g1.t1-E6;Parent=HMEL030062g1.t1								
205	Hmel202006	1559271	1560138	+	0	NA	Intergenic	Intergenic	6131	ID=HMEL009417g1.t1-E3;Parent=HMEL009417g1.t1								
