PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_shared_D2up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
515	Hmel215029	130471	131346	+	0	NA	Intergenic	Intergenic	-2352	ID=HMEL032770g1.t1-E1;Parent=HMEL032770g1.t1								
197	Hmel209007	575644	576080	+	0	NA	Intergenic	Intergenic	-1282	ID=HMEL030376g1.t1-E2;Parent=HMEL030376g1.t1								
853	Hmel221012	3218382	3219085	+	0	NA	promoter-TSS (ID=HMEL013867g2.t1-E2;Parent=HMEL013867g2.t1)	-promoter-TSS (ID=HMEL013867g2.t1-E2;Parent=HMEL013867g2.t1)	-629	ID=HMEL013867g2.t3-E2;Parent=HMEL013867g2.t3								
138	Hmel208013	99360	99607	+	0	NA	promoter-TSS (ID=HMEL020353g1.t1-E6;Parent=HMEL020353g1.t1)	-promoter-TSS (ID=HMEL020353g1.t1-E6;Parent=HMEL020353g1.t1)	150	ID=HMEL020353g1.t1-E5;Parent=HMEL020353g1.t1								
751	Hmel219003	6376977	6377281	+	0	NA	Intergenic	Intergenic	-1974	ID=HMEL002697g1.t1-E4;Parent=HMEL002697g1.t1								
606	Hmel217004	1733032	1734275	+	0	NA	Intergenic	Intergenic	1787	ID=HMEL033802g1.t1-E2;Parent=HMEL033802g1.t1								
137	Hmel208013	19752	20379	+	0	NA	promoter-TSS (ID=HMEL037839g1.t1-E3;Parent=HMEL037839g1.t1)	-promoter-TSS (ID=HMEL037839g1.t1-E3;Parent=HMEL037839g1.t1)	-229	ID=HMEL037839g1.t1-E3;Parent=HMEL037839g1.t1								
60	Hmel207002	214567	215200	+	0	NA	Intergenic	Intergenic	-5500	ID=HMEL016123g1.t1-E1;Parent=HMEL016123g1.t1								
724	Hmel219003	1891550	1892306	+	0	NA	Intergenic	Intergenic	3344	ID=HMEL010667g1.t1-E3;Parent=HMEL010667g1.t1								
691	Hmel202006	2172464	2172922	+	0	NA	Intergenic	Intergenic	24964	ID=HMEL014365g1.t1-E8;Parent=HMEL014365g1.t1								
666	Hmel218013	57057	57360	+	0	NA	Intergenic	Intergenic	13682	ID=HMEL034339g1.t1-E1;Parent=HMEL034339g1.t1								
432	Hmel213062	954583	955264	+	0	NA	Intergenic	Intergenic	-16698	ID=HMEL032123g1.t1-E2;Parent=HMEL032123g1.t1								
519	Hmel215035	67683	68060	+	0	NA	Intergenic	Intergenic	-2428	ID=HMEL032809g1.t1-E1;Parent=HMEL032809g1.t1								
860	Hmel201002	206322	206573	+	0	NA	Intergenic	Intergenic	7328	ID=HMEL030013g1.t1-E2;Parent=HMEL030013g1.t1								
346	Hmel212001	4206963	4207370	+	0	NA	Intergenic	Intergenic	-11920	ID=HMEL016567g1.t1-E1;Parent=HMEL016567g1.t1								
911	Hmel204013	1098340	1098895	+	0	NA	Intergenic	Intergenic	5308	ID=HMEL036407g1.t1-E1;Parent=HMEL036407g1.t1								
17	Hmel206009	970316	970981	+	0	NA	Intergenic	Intergenic	-30818	ID=HMEL037011g1.t1-E1;Parent=HMEL037011g1.t1								
427	Hmel213049	608669	609377	+	0	NA	Intergenic	Intergenic	-32555	ID=HMEL032074g1.t1-E1;Parent=HMEL032074g1.t1								
677	Hmel218018	803331	803671	+	0	NA	Intergenic	Intergenic	2440	ID=HMEL034355g1.t1-E2;Parent=HMEL034355g1.t1								
907	Hmel204003	511917	512291	+	0	NA	Intergenic	Intergenic	-29895	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
708	Hmel218018	8451243	8451566	+	0	NA	Intergenic	Intergenic	1607	ID=HMEL009227g1.t1-E2;Parent=HMEL009227g1.t1								
82	Hmel207002	5292168	5292626	+	0	NA	Intergenic	Intergenic	12024	ID=HMEL037473g1.t1-E1;Parent=HMEL037473g1.t1								
110	Hmel207011	997443	997926	+	0	NA	promoter-TSS (ID=HMEL037594g1.t1-E3;Parent=HMEL037594g1.t1)	-promoter-TSS (ID=HMEL037594g1.t1-E3;Parent=HMEL037594g1.t1)	-956	ID=HMEL037594g1.t1-E3;Parent=HMEL037594g1.t1								
650	Hmel218007	719005	719199	+	0	NA	Intergenic	Intergenic	9716	ID=HMEL002563g1.t1-E6;Parent=HMEL002563g1.t1								
333	Hmel212001	1707335	1707595	+	0	NA	Intergenic	Intergenic	27773	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
710	Hmel218018	8506835	8507098	+	0	NA	Intergenic	Intergenic	2111	ID=HMEL034493g1.t1-E2;Parent=HMEL034493g1.t1								
590	Hmel217001	1026678	1027852	+	0	NA	Intergenic	Intergenic	-3287	ID=HMEL017724g1.t2-E1;Parent=HMEL017724g1.t2								
895	Hmel203069	671095	672164	+	0	NA	Intergenic	Intergenic	-1799	ID=HMEL008207g1.t1-E1;Parent=HMEL008207g1.t1								
323	Hmel211012	973847	974219	+	0	NA	Intergenic	Intergenic	2828	ID=HMEL015096g1.t1-E1;Parent=HMEL015096g1.t1								
856	Hmel221017	344861	345230	+	0	NA	promoter-TSS (ID=HMEL012199g1.t1-E2;Parent=HMEL012199g1.t1)	-promoter-TSS (ID=HMEL012199g1.t1-E2;Parent=HMEL012199g1.t1)	-904	ID=HMEL012199g1.t1-E2;Parent=HMEL012199g1.t1								
69	Hmel207002	2047331	2047665	+	0	NA	Intergenic	Intergenic	7394	ID=HMEL037395g1.t1-E8;Parent=HMEL037395g1.t1								
112	Hmel201009	2786491	2787391	+	0	NA	promoter-TSS (ID=HMEL017215g1.t1-E2;Parent=HMEL017215g1.t1)	-promoter-TSS (ID=HMEL017215g1.t1-E2;Parent=HMEL017215g1.t1)	-782	ID=HMEL017215g1.t1-E2;Parent=HMEL017215g1.t1								
664	Hmel218011	326014	326500	+	0	NA	Intergenic	Intergenic	-7537	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
545	Hmel216009	777862	778607	+	0	NA	Intergenic	Intergenic	1251	ID=HMEL004848g1.t1-E3;Parent=HMEL004848g1.t1								
191	Hmel209007	476530	476683	+	0	NA	promoter-TSS (ID=HMEL013542g2.t1-E1;Parent=HMEL013542g2.t1)	-promoter-TSS (ID=HMEL013542g2.t1-E1;Parent=HMEL013542g2.t1)	-516	ID=HMEL013542g2.t1-E1;Parent=HMEL013542g2.t1								
224	Hmel210001	878616	878980	+	0	NA	Intergenic	Intergenic	-4574	ID=HMEL030588g1.t1-E1;Parent=HMEL030588g1.t1								
187	Hmel209005	560618	561120	+	0	NA	Intergenic	Intergenic	-10985	ID=HMEL030328g1.t1-E1;Parent=HMEL030328g1.t1								
588	Hmel217001	485268	485959	+	0	NA	Intergenic	Intergenic	22170	ID=HMEL033709g1.t1-E1;Parent=HMEL033709g1.t1								
646	Hmel218005	251920	252803	+	0	NA	Intergenic	Intergenic	22019	ID=HMEL034251g1.t1-E1;Parent=HMEL034251g1.t1								
756	Hmel219004	88332	88626	+	0	NA	Intergenic	Intergenic	-1099	ID=HMEL022510g1.t1-E1;Parent=HMEL022510g1.t1								
446	Hmel213067	465749	465989	+	0	NA	Intergenic	Intergenic	5865	ID=HMEL017397g1.t2-E1;Parent=HMEL017397g1.t2								
262	Hmel210011	358851	359569	+	0	NA	promoter-TSS (ID=HMEL013326g1.t1-E4;Parent=HMEL013326g1.t1)	-promoter-TSS (ID=HMEL013326g1.t1-E4;Parent=HMEL013326g1.t1)	-770	ID=HMEL013326g1.t1-E4;Parent=HMEL013326g1.t1								
617	Hmel217004	3761457	3762310	+	0	NA	promoter-TSS (ID=HMEL033852g1.t1-E1;Parent=HMEL033852g1.t1)	-promoter-TSS (ID=HMEL033852g1.t1-E1;Parent=HMEL033852g1.t1)	-282	ID=HMEL033852g1.t2-E1;Parent=HMEL033852g1.t2								
79	Hmel207002	4986335	4986798	+	0	NA	promoter-TSS (ID=HMEL037465g1.t1-E1;Parent=HMEL037465g1.t1)	-promoter-TSS (ID=HMEL037465g1.t1-E1;Parent=HMEL037465g1.t1)	-747	ID=HMEL037465g1.t1-E1;Parent=HMEL037465g1.t1								
212	Hmel209007	3420485	3420679	+	0	NA	Intergenic	Intergenic	-2011	ID=HMEL006916g1.t1-E2;Parent=HMEL006916g1.t1								
352	Hmel212001	6221161	6221492	+	0	NA	Intergenic	Intergenic	11229	ID=HMEL031465g1.t1-E2;Parent=HMEL031465g1.t1								
126	Hmel207023	80185	80447	+	0	NA	Intergenic	Intergenic	-9472	ID=HMEL037733g1.t1-E1;Parent=HMEL037733g1.t1								
426	Hmel213049	589310	590289	+	0	NA	Intergenic	Intergenic	20423	ID=HMEL032073g1.t1-E3;Parent=HMEL032073g1.t1								
251	Hmel210009	84288	84674	+	0	NA	Intergenic	Intergenic	2148	ID=HMEL005924-RA-E2;Parent=HMEL005924-RA								
542	Hmel216009	574827	574982	+	0	NA	Intergenic	Intergenic	9414	ID=HMEL004778g2.t1-E3;Parent=HMEL004778g2.t1								
369	Hmel212011	806545	806703	+	0	NA	Intergenic	Intergenic	1804	ID=HMEL031610g1.t1-E2;Parent=HMEL031610g1.t1								
961	Hmel205013	172578	172835	+	0	NA	Intergenic	Intergenic	-7926	ID=HMEL036686g1.t1-E1;Parent=HMEL036686g1.t1								
651	Hmel218007	1019184	1019340	+	0	NA	Intergenic	Intergenic	-1400	ID=HMEL009746g2.t1-E1;Parent=HMEL009746g2.t1								
279	Hmel210011	2786888	2787057	+	0	NA	Intergenic	Intergenic	-14411	ID=HMEL015947g1.t1-E1;Parent=HMEL015947g1.t1								
176	Hmel209001	677305	677805	+	0	NA	Intergenic	Intergenic	-34438	ID=HMEL005267g1.t1-E1;Parent=HMEL005267g1.t1								
956	Hmel205012	1189929	1190184	+	0	NA	Intergenic	Intergenic	7736	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
629	Hmel217018	2233574	2234244	+	0	NA	Intergenic	Intergenic	-15454	ID=HMEL034019g1.t1-E1;Parent=HMEL034019g1.t1								
498	Hmel214029	1348479	1349181	+	0	NA	Intergenic	Intergenic	-12034	ID=HMEL032630g1.t1-E1;Parent=HMEL032630g1.t1								
483	Hmel214020	4163	5108	+	0	NA	Intergenic	Intergenic	20438	ID=HMEL032474g1.t1-E9;Parent=HMEL032474g1.t1								
947	Hmel205012	1013767	1013921	+	0	NA	Intergenic	Intergenic	1146	ID=HMEL017894g3.t1-E1;Parent=HMEL017894g3.t1								
256	Hmel201011	551669	551988	+	0	NA	Intergenic	Intergenic	2046	ID=HMEL015637g1.t1-E4;Parent=HMEL015637g1.t1								
810	Hmel220005	1153049	1153749	+	0	NA	Intergenic	Intergenic	-2286	ID=HMEL016161g1.t3-E2;Parent=HMEL016161g1.t3								
372	Hmel212011	1549093	1549791	+	0	NA	Intergenic	Intergenic	1956	ID=HMEL012931g1.t1-E4;Parent=HMEL012931g1.t1								
574	Hmel216011	2596513	2596881	+	0	NA	Intergenic	Intergenic	-16147	ID=HMEL033589g1.t1-E1;Parent=HMEL033589g1.t1								
170	Hmel208051	1739402	1739846	+	0	NA	Intergenic	Intergenic	1512	ID=HMEL038190g1.t1-E1;Parent=HMEL038190g1.t1								
33	Hmel206009	2582321	2582741	+	0	NA	Intergenic	Intergenic	-19205	ID=HMEL005355g1.t1-E1;Parent=HMEL005355g1.t1								
920	Hmel204017	2201334	2201867	+	0	NA	Intergenic	Intergenic	24586	ID=HMEL036475g1.t1-E1;Parent=HMEL036475g1.t1								
660	Hmel218007	1401123	1401430	+	0	NA	Intergenic	Intergenic	-2269	ID=HMEL015330g1.t1-E3;Parent=HMEL015330g1.t1								
428	Hmel213051	211087	211694	+	0	NA	Intergenic	Intergenic	-27038	ID=HMEL015898g1.t1-E1;Parent=HMEL015898g1.t1								
7	Hmel206006	304161	304375	+	0	NA	Intergenic	Intergenic	-3907	ID=HMEL036935g1.t1-E1;Parent=HMEL036935g1.t1								
887	Hmel203067	552134	552402	+	0	NA	Intergenic	Intergenic	-4824	ID=HMEL036142g1.t1-E1;Parent=HMEL036142g1.t1								
26	Hmel206009	1987244	1988937	+	0	NA	Intergenic	Intergenic	1923	ID=HMEL037036g1.t1-E1;Parent=HMEL037036g1.t1								
227	Hmel210004	159340	159563	+	0	NA	Intergenic	Intergenic	3114	ID=HMEL007370g1.t1-E9;Parent=HMEL007370g1.t1								
99	Hmel207002	6637824	6638205	+	0	NA	promoter-TSS (ID=HMEL011317g1.t1-E7;Parent=HMEL011317g1.t1)	-promoter-TSS (ID=HMEL011317g1.t1-E7;Parent=HMEL011317g1.t1)	-320	ID=HMEL011317g1.t1-E7;Parent=HMEL011317g1.t1								
566	Hmel216011	1898015	1898377	+	0	NA	TTS (ID=HMEL010232-RA-E3;Parent=HMEL010232-RA)	-TTS (ID=HMEL010232-RA-E3;Parent=HMEL010232-RA)	707	ID=HMEL010232-RA-E4;Parent=HMEL010232-RA								
526	Hmel215047	1067912	1068308	+	0	NA	Intergenic	Intergenic	-1849	ID=HMEL020190g1.t1-E3;Parent=HMEL020190g1.t1								
72	Hmel207002	2111696	2112142	+	0	NA	Intergenic	Intergenic	3243	ID=HMEL037395g1.t3-E3;Parent=HMEL037395g1.t3								
869	Hmel201005	429596	430031	+	0	NA	TTS (ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1)	-TTS (ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1)	1121	ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1								
806	Hmel220005	657374	657563	+	0	NA	Intergenic	Intergenic	-4030	ID=HMEL012263g1.t1-E1;Parent=HMEL012263g1.t1								
500	Hmel214029	1494372	1495479	+	0	NA	Intergenic	Intergenic	-4821	ID=HMEL004625-RA-E1;Parent=HMEL004625-RA								
264	Hmel210011	996221	996380	+	0	NA	Intergenic	Intergenic	-9144	ID=HMEL006943g2.t1-E1;Parent=HMEL006943g2.t1								
255	Hmel210009	373125	373495	+	0	NA	Intergenic	Intergenic	-22354	ID=HMEL005948g1.t1-E1;Parent=HMEL005948g1.t1								
790	Hmel220003	265282	266046	+	0	NA	Intergenic	Intergenic	5595	ID=HMEL034980g1.t1-E2;Parent=HMEL034980g1.t1								
533	Hmel216006	9030	9431	+	0	NA	Intergenic	Intergenic	-26022	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
359	Hmel212004	1598023	1598255	+	0	NA	Intergenic	Intergenic	27177	ID=HMEL012589g1.t2-E16;Parent=HMEL012589g1.t2								
918	Hmel204017	138073	138283	+	0	NA	Intergenic	Intergenic	3094	ID=HMEL036416g1.t1-E2;Parent=HMEL036416g1.t1								
182	Hmel209001	1252681	1252832	+	0	NA	Intergenic	Intergenic	50954	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
108	Hmel207011	424837	425461	+	0	NA	TTS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	-TTS (ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1)	754	ID=HMEL037572g1.t1-E1;Parent=HMEL037572g1.t1								
604	Hmel217004	1035058	1035747	+	0	NA	Intergenic	Intergenic	-9953	ID=HMEL007110g2.t1-E1;Parent=HMEL007110g2.t1								
556	Hmel216011	684649	685030	+	0	NA	Intergenic	Intergenic	-6853	ID=HMEL011153g1.t1-E1;Parent=HMEL011153g1.t1								
717	Hmel218018	9217994	9218147	+	0	NA	Intergenic	Intergenic	8579	ID=HMEL034512g1.t2-E5;Parent=HMEL034512g1.t2								
462	Hmel202004	465791	466328	+	0	NA	Intergenic	Intergenic	-28908	ID=HMEL033196g1.t1-E1;Parent=HMEL033196g1.t1								
414	Hmel213025	358532	359218	+	0	NA	Intergenic	Intergenic	-2179	ID=HMEL016920g1.t1-E1;Parent=HMEL016920g1.t1								
232	Hmel201009	5982905	5983198	+	0	NA	Intergenic	Intergenic	10413	ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1								
477	Hmel214019	347989	348547	+	0	NA	Intergenic	Intergenic	3178	ID=HMEL003392g1.t1-E2;Parent=HMEL003392g1.t1								
843	Hmel220014	912416	912701	+	0	NA	TTS (ID=HMEL035328g1.t1-E2;Parent=HMEL035328g1.t1)	-TTS (ID=HMEL035328g1.t1-E2;Parent=HMEL035328g1.t1)	734	ID=HMEL035328g1.t1-E2;Parent=HMEL035328g1.t1								
815	Hmel220005	3381385	3381781	+	0	NA	Intergenic	Intergenic	-4694	ID=HMEL035180g1.t1-E1;Parent=HMEL035180g1.t1								
671	Hmel218014	152876	153319	+	0	NA	Intergenic	Intergenic	-28530	ID=HMEL034342g1.t1-E1;Parent=HMEL034342g1.t1								
225	Hmel210001	1044476	1045137	+	0	NA	Intergenic	Intergenic	29338	ID=HMEL030593g1.t1-E17;Parent=HMEL030593g1.t1								
330	Hmel211016	209053	209326	+	0	NA	Intergenic	Intergenic	-6840	ID=HMEL008650g1.t1-E2;Parent=HMEL008650g1.t1								
142	Hmel208019	35210	35470	+	0	NA	Intergenic	Intergenic	27949	ID=HMEL013427g1.t1-E2;Parent=HMEL013427g1.t1								
207	Hmel201009	5212548	5213009	+	0	NA	Intergenic	Intergenic	6454	ID=HMEL030271g1.t1-E2;Parent=HMEL030271g1.t1								
632	Hmel217020	2425416	2425673	+	0	NA	Intergenic	Intergenic	-12770	ID=HMEL013462g1.t1-E1;Parent=HMEL013462g1.t1								
263	Hmel210011	909481	910136	+	0	NA	Intergenic	Intergenic	-2801	ID=HMEL006945g1.t2-E2;Parent=HMEL006945g1.t2								
394	Hmel213004	1513317	1513507	+	0	NA	Intergenic	Intergenic	-3916	ID=HMEL013360-RA-E1;Parent=HMEL013360-RA								
167	Hmel201009	4253882	4254100	+	0	NA	Intergenic	Intergenic	-5702	ID=HMEL030240g1.t1-E11;Parent=HMEL030240g1.t1								
48	Hmel206012	254455	254636	+	0	NA	Intergenic	Intergenic	2075	ID=HMEL037102g1.t1-E2;Parent=HMEL037102g1.t1								
360	Hmel212004	1614203	1614538	+	0	NA	Intergenic	Intergenic	10946	ID=HMEL012589g1.t2-E16;Parent=HMEL012589g1.t2								
692	Hmel218018	5019777	5020612	+	0	NA	Intergenic	Intergenic	17910	ID=HMEL034440g1.t1-E2;Parent=HMEL034440g1.t1								
610	Hmel217004	2507613	2508111	+	0	NA	Intergenic	Intergenic	-1708	ID=HMEL033815g1.t1-E1;Parent=HMEL033815g1.t1								
514	Hmel215028	839118	839440	+	0	NA	Intergenic	Intergenic	-6704	ID=HMEL032751g1.t1-E1;Parent=HMEL032751g1.t1								
931	Hmel205001	290493	291016	+	0	NA	Intergenic	Intergenic	7742	ID=HMEL036592g1.t1-E1;Parent=HMEL036592g1.t1								
725	Hmel219003	1915978	1917312	+	0	NA	Intergenic	Intergenic	1877	ID=HMEL010668g2.t1-E3;Parent=HMEL010668g2.t1								
663	Hmel218011	91572	92054	+	0	NA	Intergenic	Intergenic	-6674	ID=HMEL015745g1.t1-E1;Parent=HMEL015745g1.t1								
513	Hmel215028	692264	692668	+	0	NA	Intergenic	Intergenic	-2835	ID=HmIR75q2_1-E1;Parent=HmIR75q2_1								
615	Hmel217004	2840795	2841432	+	0	NA	promoter-TSS (ID=HMEL033822g1.t1-E1;Parent=HMEL033822g1.t1)	-promoter-TSS (ID=HMEL033822g1.t1-E1;Parent=HMEL033822g1.t1)	97	ID=HMEL033822g1.t1-E1;Parent=HMEL033822g1.t1								
50	Hmel206012	530827	531159	+	0	NA	promoter-TSS (ID=HMEL037115g1.t1-E1;Parent=HMEL037115g1.t1)	-promoter-TSS (ID=HMEL037115g1.t1-E1;Parent=HMEL037115g1.t1)	-323	ID=HMEL037115g1.t1-E1;Parent=HMEL037115g1.t1								
476	Hmel214019	2671	2857	+	0	NA	promoter-TSS (ID=HMEL022059g1.t1-E3;Parent=HMEL022059g1.t1)	-promoter-TSS (ID=HMEL022059g1.t1-E3;Parent=HMEL022059g1.t1)	97	ID=HMEL022059g1.t1-E3;Parent=HMEL022059g1.t1								
854	Hmel221015	658338	658499	+	0	NA	Intergenic	Intergenic	-3592	ID=HMEL035658g1.t1-E1;Parent=HMEL035658g1.t1								
969	Hmel205020	723154	723500	+	0	NA	Intergenic	Intergenic	32131	ID=HMEL036805g1.t1-E1;Parent=HMEL036805g1.t1								
797	Hmel220003	1595293	1595710	+	0	NA	TTS (ID=HMEL035000g1.t1-E1;Parent=HMEL035000g1.t1)	-TTS (ID=HMEL035000g1.t1-E1;Parent=HMEL035000g1.t1)	188	ID=HMEL035000g1.t1-E1;Parent=HMEL035000g1.t1								
766	Hmel219012	310898	312145	+	0	NA	Intergenic	Intergenic	-17625	ID=HMEL034766g1.t1-E1;Parent=HMEL034766g1.t1								
510	Hmel215006	1427983	1428550	+	0	NA	Intergenic	Intergenic	8865	ID=HMEL000033-RA-E2;Parent=HMEL000033-RA								
393	Hmel213004	1512145	1512365	+	0	NA	Intergenic	Intergenic	-2759	ID=HMEL013360-RA-E1;Parent=HMEL013360-RA								
449	Hmel213067	800579	801042	+	0	NA	Intergenic	Intergenic	16121	ID=HMEL011763g1.t1-E16;Parent=HMEL011763g1.t1								
293	Hmel210011	5481758	5482524	+	0	NA	Intergenic	Intergenic	-3240	ID=HMEL009182g1.t1-E1;Parent=HMEL009182g1.t1								
658	Hmel218007	1353794	1354477	+	0	NA	Intergenic	Intergenic	19339	ID=HMEL034315g1.t1-E1;Parent=HMEL034315g1.t1								
274	Hmel210011	2384340	2385816	+	0	NA	Intergenic	Intergenic	-6318	ID=HMEL003713g1.t1-E1;Parent=HMEL003713g1.t1								
549	Hmel202006	733731	734261	+	0	NA	promoter-TSS (ID=HMEL010190g1.t1-E4;Parent=HMEL010190g1.t1)	-promoter-TSS (ID=HMEL010190g1.t1-E4;Parent=HMEL010190g1.t1)	10	ID=HMEL010190g1.t1-E4;Parent=HMEL010190g1.t1								
877	Hmel203045	567374	567603	+	0	NA	Intergenic	Intergenic	30753	ID=HMEL009868g1.t1-E15;Parent=HMEL009868g1.t1								
659	Hmel218007	1354986	1355792	+	0	NA	Intergenic	Intergenic	20593	ID=HMEL034315g1.t1-E1;Parent=HMEL034315g1.t1								
967	Hmel205017	651400	651612	+	0	NA	Intergenic	Intergenic	-9107	ID=HMEL036755g1.t1-E2;Parent=HMEL036755g1.t1								
645	Hmel218005	198120	198355	+	0	NA	TTS (ID=HMEL014920g1.t1-E1;Parent=HMEL014920g1.t1)	-TTS (ID=HMEL014920g1.t1-E1;Parent=HMEL014920g1.t1)	914	ID=HMEL014920g1.t1-E2;Parent=HMEL014920g1.t1								
322	Hmel211012	547701	548268	+	0	NA	Intergenic	Intergenic	2115	ID=HMEL010323g1.t1-E2;Parent=HMEL010323g1.t1								
469	Hmel214008	1757235	1757983	+	0	NA	promoter-TSS (ID=HMEL032355g1.t1-E3;Parent=HMEL032355g1.t1)	-promoter-TSS (ID=HMEL032355g1.t1-E3;Parent=HMEL032355g1.t1)	-839	ID=HMEL032355g1.t1-E3;Parent=HMEL032355g1.t1								
682	Hmel218018	2055236	2055476	+	0	NA	promoter-TSS (ID=HMEL016189g1.t1-E12;Parent=HMEL016189g1.t1)	-promoter-TSS (ID=HMEL016189g1.t1-E12;Parent=HMEL016189g1.t1)	-533	ID=HMEL016189g1.t1-E12;Parent=HMEL016189g1.t1								
635	Hmel218003	682842	683330	+	0	NA	Intergenic	Intergenic	-6422	ID=HMEL034215g1.t1-E1;Parent=HMEL034215g1.t1								
353	Hmel212001	6244848	6245413	+	0	NA	Intergenic	Intergenic	-10348	ID=HMEL016387g1.t1-E1;Parent=HMEL016387g1.t1								
575	Hmel216011	2652092	2652606	+	0	NA	Intergenic	Intergenic	-7666	ID=HMEL033590g1.t1-E1;Parent=HMEL033590g1.t1								
375	Hmel212013	701076	701252	+	0	NA	Intergenic	Intergenic	-1280	ID=HMEL011957g2.t1-E1;Parent=HMEL011957g2.t1								
946	Hmel205012	866231	866738	+	0	NA	promoter-TSS (ID=HMEL017888g1.t1-E3;Parent=HMEL017888g1.t1)	-promoter-TSS (ID=HMEL017888g1.t1-E3;Parent=HMEL017888g1.t1)	288	ID=HMEL017888g1.t1-E2;Parent=HMEL017888g1.t1								
788	Hmel219018	1828183	1828936	+	0	NA	Intergenic	Intergenic	10902	ID=HMEL017603g1.t1-E4;Parent=HMEL017603g1.t1								
709	Hmel218018	8486283	8487075	+	0	NA	Intergenic	Intergenic	1683	ID=HMEL034492g1.t3-E5;Parent=HMEL034492g1.t3								
128	Hmel207023	507120	507466	+	0	NA	Intergenic	Intergenic	-5562	ID=HMEL037742g1.t1-E1;Parent=HMEL037742g1.t1								
28	Hmel206009	2189056	2189443	+	0	NA	TTS (ID=HMEL012824g1.t1-E3;Parent=HMEL012824g1.t1)	-TTS (ID=HMEL012824g1.t1-E3;Parent=HMEL012824g1.t1)	138	ID=HMEL012824g1.t1-E3;Parent=HMEL012824g1.t1								
310	Hmel211004	3732074	3732519	+	0	NA	Intergenic	Intergenic	9681	ID=HMEL031132g1.t1-E1;Parent=HMEL031132g1.t1								
40	Hmel206009	3755614	3756270	+	0	NA	Intergenic	Intergenic	-13546	ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1								
589	Hmel217001	573924	574252	+	0	NA	Intergenic	Intergenic	-10061	ID=HMEL033714g1.t1-E1;Parent=HMEL033714g1.t1								
303	Hmel211004	2033812	2033967	+	0	NA	promoter-TSS (ID=HMEL031079g1.t1-E7;Parent=HMEL031079g1.t1)	-promoter-TSS (ID=HMEL031079g1.t1-E7;Parent=HMEL031079g1.t1)	698	ID=HMEL031079g1.t1-E6;Parent=HMEL031079g1.t1								
192	Hmel209007	477170	477446	+	0	NA	Intergenic	Intergenic	-1218	ID=HMEL013542g2.t1-E1;Parent=HMEL013542g2.t1								
250	Hmel201011	514149	514917	+	0	NA	promoter-TSS (ID=HMEL016408g1.t1-E3;Parent=HMEL016408g1.t1)	-promoter-TSS (ID=HMEL016408g1.t1-E3;Parent=HMEL016408g1.t1)	-813	ID=HMEL016408g1.t1-E3;Parent=HMEL016408g1.t1								
614	Hmel217004	2597073	2597209	+	0	NA	Intergenic	Intergenic	16077	ID=HMEL033817g1.t1-E2;Parent=HMEL033817g1.t1								
699	Hmel218018	7188975	7189129	+	0	NA	Intergenic	Intergenic	7984	ID=HMEL034476g1.t1-E2;Parent=HMEL034476g1.t1								
501	Hmel214029	1496117	1496577	+	0	NA	Intergenic	Intergenic	-3399	ID=HMEL004625-RA-E1;Parent=HMEL004625-RA								
215	Hmel209007	4012520	4012848	+	0	NA	Intergenic	Intergenic	2804	ID=HMEL004415g1.t1-E5;Parent=HMEL004415g1.t1								
687	Hmel218018	2926971	2927284	+	0	NA	Intergenic	Intergenic	-4490	ID=HMEL010069g1.t1-E1;Parent=HMEL010069g1.t1								
960	Hmel205012	1284981	1285172	+	0	NA	Intergenic	Intergenic	1865	ID=HMEL017902g2.t1-E3;Parent=HMEL017902g2.t1								
278	Hmel210011	2782835	2783077	+	0	NA	Intergenic	Intergenic	-18427	ID=HMEL015947g1.t1-E1;Parent=HMEL015947g1.t1								
818	Hmel220005	3719413	3719661	+	0	NA	Intergenic	Intergenic	-15750	ID=HMEL035187g1.t1-E1;Parent=HMEL035187g1.t1								
490	Hmel214022	375974	376859	+	0	NA	Intergenic	Intergenic	15156	ID=HMEL032493g1.t1-E2;Parent=HMEL032493g1.t1								
