PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
22	Hmel201002	2323372	2323916	+	0	NA	Intergenic	Intergenic	-7181	ID=HMEL014985g1.t1-E2;Parent=HMEL014985g1.t1								
205	Hmel203067	668723	669565	+	0	NA	Intergenic	Intergenic	-4136	ID=HMEL036146g1.t1-E1;Parent=HMEL036146g1.t1								
1309	Hmel213069	1415836	1418153	+	0	NA	promoter-TSS (ID=HMEL008452g1.t1-E3;Parent=HMEL008452g1.t1)	-promoter-TSS (ID=HMEL008452g1.t1-E3;Parent=HMEL008452g1.t1)	278	ID=HMEL008452g1.t1-E2;Parent=HMEL008452g1.t1								
1752	Hmel218018	7710935	7711727	+	0	NA	Intergenic	Intergenic	-4156	ID=HMEL016588g3.t1-E1;Parent=HMEL016588g3.t1								
1576	Hmel217019	65532	66417	+	0	NA	Intergenic	Intergenic	8352	ID=HMEL034026g1.t1-E1;Parent=HMEL034026g1.t1								
1622	Hmel218005	578878	579375	+	0	NA	Intergenic	Intergenic	-2870	ID=HMEL034261g1.t1-E4;Parent=HMEL034261g1.t1								
1260	Hmel213062	981790	982082	+	0	NA	Intergenic	Intergenic	3489	ID=HMEL032123g1.t1-E5;Parent=HMEL032123g1.t1								
874	Hmel210011	4417069	4418358	+	0	NA	Intergenic	Intergenic	13316	ID=HMEL009079g1.t1-E5;Parent=HMEL009079g1.t1								
975	Hmel211012	1236620	1236836	+	0	NA	Intergenic	Intergenic	15324	ID=HMEL031230g1.t1-E2;Parent=HMEL031230g1.t1								
493	Hmel207002	4587932	4588092	+	0	NA	Intergenic	Intergenic	12066	ID=HMEL007262g1.t1-E2;Parent=HMEL007262g1.t1								
1708	Hmel218018	4271524	4271968	+	0	NA	Intergenic	Intergenic	-3758	ID=HMEL006071g1.t1-E1;Parent=HMEL006071g1.t1								
1436	Hmel215047	2341192	2341931	+	0	NA	Intergenic	Intergenic	11829	ID=HMEL032928g1.t1-E5;Parent=HMEL032928g1.t1								
1911	Hmel220005	1861290	1862058	+	0	NA	promoter-TSS (ID=HMEL035110g1.t1-E6;Parent=HMEL035110g1.t1)	-promoter-TSS (ID=HMEL035110g1.t1-E6;Parent=HMEL035110g1.t1)	-1	ID=HMEL035110g1.t2-E6;Parent=HMEL035110g1.t2								
1591	Hmel218003	458986	460258	+	0	NA	Intergenic	Intergenic	-12888	ID=HMEL034211g1.t1-E1;Parent=HMEL034211g1.t1								
1677	Hmel218018	972247	972859	+	0	NA	Intergenic	Intergenic	-7979	ID=HMEL034359g1.t1-E1;Parent=HMEL034359g1.t1								
2199	Hmel215030	287	675	+	0	NA	Intergenic	Intergenic	-13193	ID=HMEL007010g1.t1-E1;Parent=HMEL007010g1.t1								
2174	Hmel203036	2013	2317	+	0	NA	Intergenic	Intergenic	-2101	ID=HMEL004837g1.t1-E4;Parent=HMEL004837g1.t1								
1320	Hmel214008	262486	262652	+	0	NA	Intergenic	Intergenic	-80816	ID=HMEL032314g1.t1-E1;Parent=HMEL032314g1.t1								
1026	Hmel212001	722688	723061	+	0	NA	Intergenic	Intergenic	-2255	ID=HMEL031340g1.t1-E1;Parent=HMEL031340g1.t1								
1390	Hmel215033	82062	82393	+	0	NA	Intergenic	Intergenic	-5949	ID=HMEL004554g1.t1-E1;Parent=HMEL004554g1.t1								
1993	Hmel221001	2220063	2220431	+	0	NA	Intergenic	Intergenic	11310	ID=HMEL035467g1.t1-E2;Parent=HMEL035467g1.t1								
1893	Hmel220003	1912945	1913471	+	0	NA	Intergenic	Intergenic	7256	ID=HMEL017062g1.t1-E1;Parent=HMEL017062g1.t1								
1469	Hmel216011	815911	816279	+	0	NA	Intergenic	Intergenic	6311	ID=HMEL011147g1.t1-E4;Parent=HMEL011147g1.t1								
1499	Hmel216015	937207	938621	+	0	NA	promoter-TSS (ID=HMEL033643g1.t1-E1;Parent=HMEL033643g1.t1)	-promoter-TSS (ID=HMEL033643g1.t1-E1;Parent=HMEL033643g1.t1)	-266	ID=HMEL033643g1.t1-E1;Parent=HMEL033643g1.t1								
1646	Hmel218011	333225	336064	+	0	NA	TTS (ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1)	-TTS (ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1)	850	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
400	Hmel206009	3718060	3718685	+	0	NA	Intergenic	Intergenic	14488	ID=HMEL014665g1.t1-E2;Parent=HMEL014665g1.t1								
534	Hmel207008	640463	641125	+	0	NA	Intergenic	Intergenic	-7640	ID=HMEL037541g1.t1-E1;Parent=HMEL037541g1.t1								
746	Hmel210004	148037	148759	+	0	NA	Intergenic	Intergenic	1953	ID=HMEL007369g1.t1-E1;Parent=HMEL007369g1.t1								
919	Hmel211004	1275406	1275561	+	0	NA	Intergenic	Intergenic	1380	ID=HMEL003314g2.t1-E2;Parent=HMEL003314g2.t1								
744	Hmel210001	1486317	1486545	+	0	NA	Intergenic	Intergenic	-1180	ID=HMEL030603g1.t1-E1;Parent=HMEL030603g1.t1								
1268	Hmel213065	237813	239207	+	0	NA	Intergenic	Intergenic	-10361	ID=HMEL032140g1.t1-E1;Parent=HMEL032140g1.t1								
633	Hmel208028	59312	61141	+	0	NA	Intergenic	Intergenic	-1556	ID=HMEL007637g1.t1-E2;Parent=HMEL007637g1.t1								
1372	Hmel215006	1128978	1129738	+	0	NA	TTS (ID=HMEL000020g1.t1-E2;Parent=HMEL000020g1.t1)	-TTS (ID=HMEL000020g1.t1-E2;Parent=HMEL000020g1.t1)	101	ID=HMEL000020g1.t1-E3;Parent=HMEL000020g1.t1								
151	Hmel202006	2025189	2026056	+	0	NA	Intergenic	Intergenic	-1108	ID=HMEL014355g1.t1-E6;Parent=HMEL014355g1.t1								
1977	Hmel221001	406739	407280	+	0	NA	promoter-TSS (ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1)	-promoter-TSS (ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1)	-524	ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1								
2023	Hmel221012	158655	159077	+	0	NA	Intergenic	Intergenic	-1574	ID=HMEL035547g1.t2-E9;Parent=HMEL035547g1.t2								
1669	Hmel218018	760287	760600	+	0	NA	Intergenic	Intergenic	-15200	ID=HMEL016237g1.t1-E1;Parent=HMEL016237g1.t1								
1825	Hmel219012	76086	76771	+	0	NA	Intergenic	Intergenic	8851	ID=HMEL006580g1.t1-E1;Parent=HMEL006580g1.t1								
1285	Hmel213067	780498	780637	+	0	NA	promoter-TSS (ID=HMEL011763g1.t1-E7;Parent=HMEL011763g1.t1)	-promoter-TSS (ID=HMEL011763g1.t1-E7;Parent=HMEL011763g1.t1)	64	ID=HMEL011763g1.t1-E7;Parent=HMEL011763g1.t1								
1952	Hmel220014	185922	186079	+	0	NA	Intergenic	Intergenic	-12042	ID=HMEL035305g1.t1-E1;Parent=HMEL035305g1.t1								
287	Hmel213067	38697	39073	+	0	NA	promoter-TSS (ID=HMEL006418g1.t1-E1;Parent=HMEL006418g1.t1)	-promoter-TSS (ID=HMEL006418g1.t1-E1;Parent=HMEL006418g1.t1)	610	ID=HMEL032172g1.t1-E3;Parent=HMEL032172g1.t1								
475	Hmel207002	2714862	2715109	+	0	NA	Intergenic	Intergenic	-6161	ID=HMEL007128g1.t1-E2;Parent=HMEL007128g1.t1								
932	Hmel211004	3023645	3023858	+	0	NA	promoter-TSS (ID=HMEL003353g1.t1-E6;Parent=HMEL003353g1.t1)	-promoter-TSS (ID=HMEL003353g1.t1-E6;Parent=HMEL003353g1.t1)	-393	ID=HMEL003353g1.t1-E6;Parent=HMEL003353g1.t1								
1549	Hmel217014	462556	462694	+	0	NA	TTS (ID=HMEL033908g1.t1-E3;Parent=HMEL033908g1.t1)	-TTS (ID=HMEL033908g1.t1-E3;Parent=HMEL033908g1.t1)	994	ID=HMEL033908g1.t1-E3;Parent=HMEL033908g1.t1								
1959	Hmel220014	993569	994586	+	0	NA	Intergenic	Intergenic	4683	ID=HMEL035331g1.t1-E5;Parent=HMEL035331g1.t1								
515	Hmel207002	6364177	6364510	+	0	NA	Intergenic	Intergenic	-4514	ID=HMEL016486g1.t1-E1;Parent=HMEL016486g1.t1								
1525	Hmel217004	1312484	1313819	+	0	NA	Intergenic	Intergenic	-15660	ID=HMEL005860g1.t1-E1;Parent=HMEL005860g1.t1								
1242	Hmel213055	111049	111322	+	0	NA	promoter-TSS (ID=HMEL032098g1.t1-E1;Parent=HMEL032098g1.t1)	-promoter-TSS (ID=HMEL032098g1.t1-E1;Parent=HMEL032098g1.t1)	-723	ID=HMEL032098g1.t1-E1;Parent=HMEL032098g1.t1								
138	Hmel202006	3619375	3619555	+	0	NA	promoter-TSS (ID=HMEL033347g1.t1-E1;Parent=HMEL033347g1.t1)	-promoter-TSS (ID=HMEL033347g1.t1-E1;Parent=HMEL033347g1.t1)	-715	ID=HMEL033347g1.t2-E1;Parent=HMEL033347g1.t2								
1107	Hmel212013	150182	150346	+	0	NA	promoter-TSS (ID=HMEL017587g1.t1-E7;Parent=HMEL017587g1.t1)	-promoter-TSS (ID=HMEL017587g1.t1-E7;Parent=HMEL017587g1.t1)	549	ID=HMEL017587g1.t1-E6;Parent=HMEL017587g1.t1								
1208	Hmel213035	654691	654932	+	0	NA	Intergenic	Intergenic	-7698	ID=HMEL032008g1.t1-E1;Parent=HMEL032008g1.t1								
1874	Hmel220003	782224	783228	+	0	NA	Intergenic	Intergenic	11567	ID=HMEL034988g1.t1-E3;Parent=HMEL034988g1.t1								
1803	Hmel219003	6246757	6246961	+	0	NA	Intergenic	Intergenic	-1822	ID=HMEL034691g1.t1-E1;Parent=HMEL034691g1.t1								
724	Hmel209007	3990168	3990860	+	0	NA	Intergenic	Intergenic	24974	ID=HMEL004415g1.t1-E5;Parent=HMEL004415g1.t1								
1201	Hmel213027	234671	234962	+	0	NA	Intergenic	Intergenic	-4937	ID=HMEL014565g1.t1-E1;Parent=HMEL014565g1.t1								
519	Hmel207002	6555311	6557060	+	0	NA	Intergenic	Intergenic	24509	ID=HMEL037500g1.t1-E9;Parent=HMEL037500g1.t1								
1195	Hmel213025	469986	470536	+	0	NA	Intergenic	Intergenic	14748	ID=HMEL031951g1.t1-E2;Parent=HMEL031951g1.t1								
17	Hmel201002	1881555	1882057	+	0	NA	promoter-TSS (ID=HMEL030044g1.t1-E1;Parent=HMEL030044g1.t1)	-promoter-TSS (ID=HMEL030044g1.t1-E1;Parent=HMEL030044g1.t1)	436	ID=HMEL030043g1.t1-E1;Parent=HMEL030043g1.t1								
1327	Hmel214008	1079708	1080080	+	0	NA	Intergenic	Intergenic	-2994	ID=HMEL022199g1.t1-E2;Parent=HMEL022199g1.t1								
2192	Hmel211005	112224	112397	+	0	NA	Intergenic	Intergenic	-8236	ID=HMEL031147g1.t1-E1;Parent=HMEL031147g1.t1								
1274	Hmel213065	673599	675357	+	0	NA	Intergenic	Intergenic	9210	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
110	Hmel201018	3836	4387	+	0	NA	NA	NA	NA	NA								
333	Hmel205017	52267	52567	+	0	NA	Intergenic	Intergenic	4222	ID=HMEL003726g1.t1-E2;Parent=HMEL003726g1.t1								
1995	Hmel221001	2533591	2534229	+	0	NA	promoter-TSS (ID=HMEL008805g1.t1-E6;Parent=HMEL008805g1.t1)	-promoter-TSS (ID=HMEL008805g1.t1-E6;Parent=HMEL008805g1.t1)	347	ID=HMEL008805g1.t1-E5;Parent=HMEL008805g1.t1								
2210	Hmel221017	656	1444	+	0	NA	Intergenic	Intergenic	1737	ID=HMEL007802g1.t1-E6;Parent=HMEL007802g1.t1								
646	Hmel208051	648353	648519	+	0	NA	Intergenic	Intergenic	6676	ID=HMEL008168g1.t1-E3;Parent=HMEL008168g1.t1								
446	Hmel207001	70823	71414	+	0	NA	Intergenic	Intergenic	-5479	ID=HMEL037341g1.t1-E1;Parent=HMEL037341g1.t1								
2181	Hmel207002	3188	4661	+	0	NA	TTS (ID=HMEL037347g1.t1-E1;Parent=HMEL037347g1.t1)	-TTS (ID=HMEL037347g1.t1-E1;Parent=HMEL037347g1.t1)	570	ID=HMEL037347g1.t1-E2;Parent=HMEL037347g1.t1								
1220	Hmel213049	714446	714766	+	0	NA	Intergenic	Intergenic	-1831	ID=HMEL032077g1.t1-E1;Parent=HMEL032077g1.t1								
1582	Hmel217020	737568	738341	+	0	NA	Intergenic	Intergenic	1958	ID=HMEL013244-RA-E1;Parent=HMEL013244-RA								
1599	Hmel218003	780672	780879	+	0	NA	TTS (ID=HMEL034216g1.t1-E1;Parent=HMEL034216g1.t1)	-TTS (ID=HMEL034216g1.t1-E1;Parent=HMEL034216g1.t1)	641	ID=HMEL034216g1.t1-E1;Parent=HMEL034216g1.t1								
1149	Hmel213004	434653	435623	+	0	NA	Intergenic	Intergenic	-5614	ID=HMEL017852g1.t1-E1;Parent=HMEL017852g1.t1								
1087	Hmel212006	423636	424166	+	0	NA	Intergenic	Intergenic	17525	ID=HMEL031536g1.t1-E2;Parent=HMEL031536g1.t1								
1288	Hmel213068	43913	44319	+	0	NA	Intergenic	Intergenic	-6157	ID=HMEL021035g1.t1-E2;Parent=HMEL021035g1.t1								
810	Hmel210005	241964	242583	+	0	NA	promoter-TSS (ID=HMEL014119g1.t1-E1;Parent=HMEL014119g1.t1)	-promoter-TSS (ID=HMEL014119g1.t1-E1;Parent=HMEL014119g1.t1)	-784	ID=HMEL014119g1.t1-E1;Parent=HMEL014119g1.t1								
1238	Hmel213052	220056	220287	+	0	NA	Intergenic	Intergenic	30727	ID=HMEL009883g1.t1-E2;Parent=HMEL009883g1.t1								
33	Hmel201006	139257	140188	+	0	NA	Intergenic	Intergenic	2344	ID=HMEL030083g1.t1-E1;Parent=HMEL030083g1.t1								
1587	Hmel217020	2602581	2603563	+	0	NA	promoter-TSS (ID=HMEL034156g1.t1-E2;Parent=HMEL034156g1.t1)	-promoter-TSS (ID=HMEL034156g1.t1-E2;Parent=HMEL034156g1.t1)	-976	ID=HMEL034156g1.t1-E2;Parent=HMEL034156g1.t1								
1559	Hmel217018	478379	479825	+	0	NA	Intergenic	Intergenic	-17492	ID=HMEL033964g1.t1-E1;Parent=HMEL033964g1.t1								
7	Hmel201002	1171294	1171720	+	0	NA	Intergenic	Intergenic	2781	ID=HMEL011300g1.t1-E1;Parent=HMEL011300g1.t1								
1793	Hmel219003	4538206	4539675	+	0	NA	Intergenic	Intergenic	-23923	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
227	Hmel204001	1389997	1390336	+	0	NA	Intergenic	Intergenic	-3229	ID=HMEL003676g1.t1-E1;Parent=HMEL003676g1.t1								
1701	Hmel218018	3951603	3952278	+	0	NA	Intergenic	Intergenic	-28965	ID=HMEL006056g1.t1-E1;Parent=HMEL006056g1.t1								
1860	Hmel219018	343025	343458	+	0	NA	Intergenic	Intergenic	-2230	ID=HMEL034879g1.t1-E1;Parent=HMEL034879g1.t1								
1937	Hmel220009	193980	194129	+	0	NA	Intergenic	Intergenic	1131	ID=HMEL035256g1.t2-E6;Parent=HMEL035256g1.t2								
2013	Hmel221009	213742	214402	+	0	NA	promoter-TSS (ID=HMEL008785g1.t1-E17;Parent=HMEL008785g1.t1)	-promoter-TSS (ID=HMEL008785g1.t1-E17;Parent=HMEL008785g1.t1)	-89	ID=HMEL008785g1.t1-E17;Parent=HMEL008785g1.t1								
255	Hmel204017	781744	782118	+	0	NA	TTS (ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1)	-TTS (ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1)	1005	ID=HMEL008385g1.t1-E3;Parent=HMEL008385g1.t1								
264	Hmel204017	1727555	1727719	+	0	NA	promoter-TSS (ID=HMEL016505g1.t1-E13;Parent=HMEL016505g1.t1)	-promoter-TSS (ID=HMEL016505g1.t1-E13;Parent=HMEL016505g1.t1)	77	ID=HMEL016505g1.t1-E13;Parent=HMEL016505g1.t1								
806	Hmel210006	51850	52126	+	0	NA	promoter-TSS (ID=HMEL030785g1.t1-E6;Parent=HMEL030785g1.t1)	-promoter-TSS (ID=HMEL030785g1.t1-E6;Parent=HMEL030785g1.t1)	26	ID=HMEL030785g1.t1-E6;Parent=HMEL030785g1.t1								
1885	Hmel220003	1542410	1543364	+	0	NA	Intergenic	Intergenic	-3615	ID=HMEL017039g1.t1-E1;Parent=HMEL017039g1.t1								
182	Hmel203030	36355	36554	+	0	NA	Intergenic	Intergenic	-5202	ID=HMEL007543g1.t1-E1;Parent=HMEL007543g1.t1								
1817	Hmel219005	240095	240814	+	0	NA	Intergenic	Intergenic	-2785	ID=HMEL009286g1.t1-E1;Parent=HMEL009286g1.t1								
556	Hmel207015	167886	168115	+	0	NA	Intergenic	Intergenic	4338	ID=HMEL037638g1.t1-E3;Parent=HMEL037638g1.t1								
717	Hmel209007	2980377	2980544	+	0	NA	promoter-TSS (ID=HMEL010765g1.t1-E4;Parent=HMEL010765g1.t1)	-promoter-TSS (ID=HMEL010765g1.t1-E4;Parent=HMEL010765g1.t1)	62	ID=HMEL010765g1.t1-E4;Parent=HMEL010765g1.t1								
815	Hmel210005	629578	630295	+	0	NA	Intergenic	Intergenic	3224	ID=HMEL030758g1.t1-E1;Parent=HMEL030758g1.t1								
671	Hmel209005	511520	512090	+	0	NA	Intergenic	Intergenic	13687	ID=HMEL030327g1.t1-E2;Parent=HMEL030327g1.t1								
1511	Hmel217004	252877	253491	+	0	NA	Intergenic	Intergenic	2010	ID=HMEL007339g1.t1-E1;Parent=HMEL007339g1.t1								
167	Hmel202006	6010115	6010812	+	0	NA	promoter-TSS (ID=HMEL033403g1.t1-E1;Parent=HMEL033403g1.t1)	-promoter-TSS (ID=HMEL033403g1.t1-E1;Parent=HMEL033403g1.t1)	94	ID=HMEL033403g1.t1-E1;Parent=HMEL033403g1.t1								
692	Hmel209006	301649	301875	+	0	NA	Intergenic	Intergenic	-1035	ID=HMEL013607g2.t1-E1;Parent=HMEL013607g2.t1								
1605	Hmel218003	1518635	1518933	+	0	NA	Intergenic	Intergenic	18550	ID=HMEL003382g2.t1-E1;Parent=HMEL003382g2.t1								
663	Hmel209005	240926	241677	+	0	NA	Intergenic	Intergenic	6012	ID=HMEL030322g1.t1-E2;Parent=HMEL030322g1.t1								
1907	Hmel220005	1478857	1479146	+	0	NA	Intergenic	Intergenic	-3575	ID=HMEL035086g1.t1-E1;Parent=HMEL035086g1.t1								
854	Hmel210011	2706176	2706314	+	0	NA	promoter-TSS (ID=HMEL030880g1.t1-E1;Parent=HMEL030880g1.t1)	-promoter-TSS (ID=HMEL030880g1.t1-E1;Parent=HMEL030880g1.t1)	28	ID=HMEL030880g1.t1-E1;Parent=HMEL030880g1.t1								
1945	Hmel220009	558055	558474	+	0	NA	Intergenic	Intergenic	5213	ID=HMEL022429g1.t1-E5;Parent=HMEL022429g1.t1								
969	Hmel211012	541773	542362	+	0	NA	Intergenic	Intergenic	8032	ID=HMEL010323g1.t1-E2;Parent=HMEL010323g1.t1								
1174	Hmel213013	133962	134168	+	0	NA	Intergenic	Intergenic	14379	ID=HMEL015354g1.t1-E7;Parent=HMEL015354g1.t1								
1946	Hmel220012	189382	189625	+	0	NA	promoter-TSS (ID=HMEL006459g1.t1-E1;Parent=HMEL006459g1.t1)	-promoter-TSS (ID=HMEL006459g1.t1-E1;Parent=HMEL006459g1.t1)	-11	ID=HMEL006459g1.t1-E1;Parent=HMEL006459g1.t1								
510	Hmel207002	6099526	6099781	+	0	NA	Intergenic	Intergenic	-25680	ID=HMEL005780g1.t1-E1;Parent=HMEL005780g1.t1								
393	Hmel206009	2624599	2625404	+	0	NA	Intergenic	Intergenic	-33089	ID=HMEL037042g1.t1-E1;Parent=HMEL037042g1.t1								
1501	Hmel216016	346057	346455	+	0	NA	Intergenic	Intergenic	3530	ID=HMEL033668g1.t1-E4;Parent=HMEL033668g1.t1								
658	Hmel209001	576603	577140	+	0	NA	Intergenic	Intergenic	27678	ID=HMEL005269g1.t1-E1;Parent=HMEL005269g1.t1								
274	Hmel204034	407375	407537	+	0	NA	promoter-TSS (ID=HMEL036544g1.t1-E17;Parent=HMEL036544g1.t1)	-promoter-TSS (ID=HMEL036544g1.t1-E17;Parent=HMEL036544g1.t1)	-177	ID=HMEL036544g1.t1-E17;Parent=HMEL036544g1.t1								
549	Hmel207011	1009852	1010126	+	0	NA	Intergenic	Intergenic	5194	ID=HMEL037594g1.t1-E6;Parent=HMEL037594g1.t1								
877	Hmel210011	4763294	4764108	+	0	NA	Intergenic	Intergenic	5056	ID=HMEL030926g1.t1-E2;Parent=HMEL030926g1.t1								
1508	Hmel217001	2588007	2588577	+	0	NA	Intergenic	Intergenic	-7991	ID=HMEL033752g1.t1-E2;Parent=HMEL033752g1.t1								
1128	Hmel212013	2396600	2396926	+	0	NA	Intergenic	Intergenic	8936	ID=HMEL031692g1.t1-E2;Parent=HMEL031692g1.t1								
1771	Hmel219001	135408	135976	+	0	NA	Intergenic	Intergenic	3568	ID=HMEL008689-RA-E1;Parent=HMEL008689-RA								
946	Hmel211005	94324	94671	+	0	NA	TTS (ID=HMEL005970g1.t1-E4;Parent=HMEL005970g1.t1)	-TTS (ID=HMEL005970g1.t1-E4;Parent=HMEL005970g1.t1)	853	ID=HMEL005970g1.t1-E5;Parent=HMEL005970g1.t1								
1724	Hmel218018	6029734	6030718	+	0	NA	Intergenic	Intergenic	-4516	ID=HMEL007355g1.t2-E6;Parent=HMEL007355g1.t2								
1520	Hmel217004	1164978	1165497	+	0	NA	Intergenic	Intergenic	27389	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
2148	Hmel221038	2384	2839	+	0	NA	Intergenic	Intergenic	3525	ID=HMEL013405g1.t1-E9;Parent=HMEL013405g1.t1								
250	Hmel204017	316796	317236	+	0	NA	Intergenic	Intergenic	-2673	ID=HMEL036419g1.t4-E5;Parent=HMEL036419g1.t4								
303	Hmel205009	169104	169774	+	0	NA	Intergenic	Intergenic	-1460	ID=HMEL036636g1.t1-E3;Parent=HMEL036636g1.t1								
1361	Hmel214025	106957	107339	+	0	NA	promoter-TSS (ID=HMEL032550g1.t1-E3;Parent=HMEL032550g1.t1)	-promoter-TSS (ID=HMEL032550g1.t1-E3;Parent=HMEL032550g1.t1)	-472	ID=HMEL032550g1.t1-E3;Parent=HMEL032550g1.t1								
614	Hmel208021	133970	134308	+	0	NA	Intergenic	Intergenic	9104	ID=HMEL037938g1.t1-E9;Parent=HMEL037938g1.t1								
1765	Hmel218018	8496767	8498052	+	0	NA	Intergenic	Intergenic	-4530	ID=HMEL009227g2.t1-E1;Parent=HMEL009227g2.t1								
130	Hmel202006	1297377	1297895	+	0	NA	Intergenic	Intergenic	-2446	ID=HMEL033280g1.t1-E1;Parent=HMEL033280g1.t1								
53	Hmel201009	1983173	1983983	+	0	NA	Intergenic	Intergenic	-5033	ID=HMEL030167g1.t1-E1;Parent=HMEL030167g1.t1								
1373	Hmel215006	1217020	1217176	+	0	NA	promoter-TSS (ID=HMEL000025-RA-E1;Parent=HMEL000025-RA)	-promoter-TSS (ID=HMEL000025-RA-E1;Parent=HMEL000025-RA)	-991	ID=HMEL000025-RA-E1;Parent=HMEL000025-RA								
1465	Hmel216011	585206	585948	+	0	NA	Intergenic	Intergenic	20970	ID=HMEL033543g1.t1-E2;Parent=HMEL033543g1.t1								
1302	Hmel213069	1229546	1229985	+	0	NA	Intergenic	Intergenic	-8147	ID=HMEL032235g1.t1-E1;Parent=HMEL032235g1.t1								
1397	Hmel215030	10101	10696	+	0	NA	Intergenic	Intergenic	-3276	ID=HMEL007010g1.t1-E1;Parent=HMEL007010g1.t1								
941	Hmel211004	3977655	3977870	+	0	NA	Intergenic	Intergenic	1444	ID=HMEL015693g1.t1-E1;Parent=HMEL015693g1.t1								
583	Hmel208003	98048	99139	+	0	NA	Intergenic	Intergenic	-2317	ID=HMEL037802g1.t1-E1;Parent=HMEL037802g1.t1								
1879	Hmel220003	977723	978134	+	0	NA	Intergenic	Intergenic	-13322	ID=HMEL017007g1.t1-E2;Parent=HMEL017007g1.t1								
1824	Hmel219012	72058	72244	+	0	NA	Intergenic	Intergenic	4574	ID=HMEL006580g1.t1-E1;Parent=HMEL006580g1.t1								
1869	Hmel220001	39799	40057	+	0	NA	promoter-TSS (ID=HMEL034953g1.t1-E1;Parent=HMEL034953g1.t1)	-promoter-TSS (ID=HMEL034953g1.t1-E1;Parent=HMEL034953g1.t1)	96	ID=HMEL034953g1.t1-E1;Parent=HMEL034953g1.t1								
591	Hmel208014	335446	336145	+	0	NA	Intergenic	Intergenic	-9816	ID=HMEL037859g1.t1-E1;Parent=HMEL037859g1.t1								
832	Hmel210009	408642	408821	+	0	NA	Intergenic	Intergenic	2570	ID=HMEL005949g1.t1-E5;Parent=HMEL005949g1.t1								
2135	Hmel221030	108455	109171	+	0	NA	TTS (ID=HMEL009818g1.t1-E2;Parent=HMEL009818g1.t1)	-TTS (ID=HMEL009818g1.t1-E2;Parent=HMEL009818g1.t1)	684	ID=HMEL009818g1.t1-E2;Parent=HMEL009818g1.t1								
828	Hmel210009	374900	375067	+	0	NA	Intergenic	Intergenic	-24027	ID=HMEL005948g1.t1-E1;Parent=HMEL005948g1.t1								
276	Hmel205001	151724	152854	+	0	NA	Intergenic	Intergenic	8025	ID=HMEL036588g1.t1-E2;Parent=HMEL036588g1.t1								
102	Hmel201011	2301963	2302356	+	0	NA	Intergenic	Intergenic	2712	ID=HMEL011436-RA-E2;Parent=HMEL011436-RA								
1920	Hmel220005	3194348	3194580	+	0	NA	Intergenic	Intergenic	-6080	ID=HMEL035174g1.t1-E1;Parent=HMEL035174g1.t1								
1831	Hmel219012	361396	362115	+	0	NA	Intergenic	Intergenic	-36110	ID=HMEL006034g1.t1-E1;Parent=HMEL006034g1.t1								
1218	Hmel213049	562700	562973	+	0	NA	Intergenic	Intergenic	-4277	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
1404	Hmel215034	225695	226472	+	0	NA	Intergenic	Intergenic	-57380	ID=HMEL016743g1.t1-E1;Parent=HMEL016743g1.t1								
1543	Hmel217004	3672758	3673069	+	0	NA	Intergenic	Intergenic	1798	ID=HMEL010416g1.t1-E6;Parent=HMEL010416g1.t1								
259	Hmel204017	1474337	1474957	+	0	NA	promoter-TSS (ID=HMEL007432g2.t1-E4;Parent=HMEL007432g2.t1)	-promoter-TSS (ID=HMEL007432g2.t1-E4;Parent=HMEL007432g2.t1)	663	ID=HMEL007432g2.t1-E3;Parent=HMEL007432g2.t1								
424	Hmel206015	57269	57483	+	0	NA	Intergenic	Intergenic	-18056	ID=HMEL037165g1.t1-E1;Parent=HMEL037165g1.t1								
1625	Hmel218005	716009	716301	+	0	NA	Intergenic	Intergenic	-23134	ID=HMEL034262g1.t1-E1;Parent=HMEL034262g1.t1								
163	Hmel202006	5442826	5443110	+	0	NA	Intergenic	Intergenic	12802	ID=HMEL013278g1.t1-E3;Parent=HMEL013278g1.t1								
