PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_eratoUnique_D1down.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_eratoUnique_D1down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3623	Herato1411	1472877	1473873	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.42-E11;Parent=evm.model.Herato1411.42)	-promoter-TSS (ID=evm.model.Herato1411.42-E11;Parent=evm.model.Herato1411.42)	-221	ID=evm.model.Herato1411.42-E11;Parent=evm.model.Herato1411.42								
1316	Herato0821	547282	547744	+	0	NA	TTS (ID=evm.model.Herato0821.37-E3;Parent=evm.model.Herato0821.37)	-TTS (ID=evm.model.Herato0821.37-E3;Parent=evm.model.Herato0821.37)	254	ID=evm.model.Herato0821.37.1-E4;Parent=evm.model.Herato0821.37.1								
1851	Herato1001	3712489	3712815	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.123-E2;Parent=evm.model.Herato1001.123)	-promoter-TSS (ID=evm.model.Herato1001.123-E2;Parent=evm.model.Herato1001.123)	-4	ID=evm.model.Herato1001.123-E2;Parent=evm.model.Herato1001.123								
4542	Herato1904	7570367	7570780	+	0	NA	TTS (ID=evm.model.Herato1904.264-E8;Parent=evm.model.Herato1904.264)	-TTS (ID=evm.model.Herato1904.264-E8;Parent=evm.model.Herato1904.264)	209	ID=evm.model.Herato1904.264.1-E8;Parent=evm.model.Herato1904.264.1								
5535	Herato1805	5444122	5444300	+	0	NA	Intergenic	Intergenic	2459	ID=evm.model.Herato1805.146-E1;Parent=evm.model.Herato1805.146								
3327	Herato2001	9781543	9781923	+	0	NA	Intergenic	Intergenic	-54152	ID=evm.model.Herato2001.394-E1;Parent=evm.model.Herato2001.394								
2630	Herato0501	42011	42289	+	0	NA	Intergenic	Intergenic	-3158	ID=evm.model.Herato0501.7-E1;Parent=evm.model.Herato0501.7								
2373	Herato1411	805094	805503	+	0	NA	Intergenic	Intergenic	-9204	ID=evm.model.Herato1411.21-E1;Parent=evm.model.Herato1411.21								
2263	Herato1408	2607080	2607333	+	0	NA	Intergenic	Intergenic	5469	ID=evm.model.Herato1408.71-E3;Parent=evm.model.Herato1408.71								
3386	Herato1805	5934793	5934991	+	0	NA	Intergenic	Intergenic	-15418	ID=evm.model.Herato1805.159-E1;Parent=evm.model.Herato1805.159								
4163	Herato1603	1938149	1938629	+	0	NA	Intergenic	Intergenic	-26665	ID=evm.model.Herato1603.58-E1;Parent=evm.model.Herato1603.58								
5659	Herato1910	2328801	2329117	+	0	NA	Intergenic	Intergenic	-8210	ID=evm.model.Herato1910.133.3-E2;Parent=evm.model.Herato1910.133.3								
5302	Herato1801	2750050	2750879	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.97-E1;Parent=evm.model.Herato1801.97)	-promoter-TSS (ID=evm.model.Herato1801.97-E1;Parent=evm.model.Herato1801.97)	-174	ID=evm.model.Herato1801.97-E1;Parent=evm.model.Herato1801.97								
3505	Herato1301	2347650	2348015	+	0	NA	Intergenic	Intergenic	-4769	ID=evm.model.Herato1301.59-E4;Parent=evm.model.Herato1301.59								
317	Herato1005	1303225	1304064	+	0	NA	Intergenic	Intergenic	-8493	ID=evm.model.Herato1005.76.1-E1;Parent=evm.model.Herato1005.76.1								
1254	Herato0801	6100022	6100417	+	0	NA	Intergenic	Intergenic	43895	ID=evm.model.Herato0801.167-E4;Parent=evm.model.Herato0801.167								
4555	Herato2001	12170363	12170558	+	0	NA	Intergenic	Intergenic	-45354	ID=evm.model.Herato2001.465-E1;Parent=evm.model.Herato2001.465								
1642	Herato1202	20248554	20250011	+	0	NA	Intergenic	Intergenic	-2478	ID=evm.model.Herato1202.819-E2;Parent=evm.model.Herato1202.819								
3712	Herato2101	9644622	9644938	+	0	NA	TTS (ID=evm.model.Herato2101.329.1-E3;Parent=evm.model.Herato2101.329.1)	-TTS (ID=evm.model.Herato2101.329.1-E3;Parent=evm.model.Herato2101.329.1)	735	ID=evm.model.Herato2101.329.1-E3;Parent=evm.model.Herato2101.329.1								
4622	Herato1801	61044	61449	+	0	NA	Intergenic	Intergenic	4314	ID=evm.model.Herato1801.4.1-E4;Parent=evm.model.Herato1801.4.1								
892	Herato0701	10769898	10770298	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.454-E3;Parent=evm.model.Herato0701.454)	-promoter-TSS (ID=evm.model.Herato0701.454-E3;Parent=evm.model.Herato0701.454)	-196	ID=evm.model.Herato0701.454.1-E4;Parent=evm.model.Herato0701.454.1								
3954	Herato0310	3709344	3709628	+	0	NA	Intergenic	Intergenic	-8424	ID=evm.model.Herato0310.91-E1;Parent=evm.model.Herato0310.91								
546	Herato1411	1259899	1260167	+	0	NA	Intergenic	Intergenic	-4275	ID=evm.model.Herato1411.36-E2;Parent=evm.model.Herato1411.36								
2071	Herato1003	6077223	6077757	+	0	NA	Intergenic	Intergenic	3122	ID=evm.model.Herato1003.199.2-E3;Parent=evm.model.Herato1003.199.2								
537	Herato1007	3687140	3687687	+	0	NA	Intergenic	Intergenic	1481	ID=evm.model.Herato1007.139.1.1-E2;Parent=evm.model.Herato1007.139.1.1								
1007	Herato0101	11656193	11656393	+	0	NA	Intergenic	Intergenic	-7888	ID=evm.model.Herato0101.356-E1;Parent=evm.model.Herato0101.356								
3896	Herato2001	10056099	10056252	+	0	NA	Intergenic	Intergenic	-20512	ID=evm.model.Herato2001.401-E1;Parent=evm.model.Herato2001.401								
4072	Herato1807	1016765	1017029	+	0	NA	Intergenic	Intergenic	-16642	ID=evm.model.Herato1807.18-E2;Parent=evm.model.Herato1807.18								
1443	Herato0901	1576408	1576609	+	0	NA	Intergenic	Intergenic	1281	ID=evm.model.Herato0901.58.2-E2;Parent=evm.model.Herato0901.58.2								
4441	Herato1507	1495305	1496211	+	0	NA	TTS (ID=evm.model.Herato1507.45-E1;Parent=evm.model.Herato1507.45)	-TTS (ID=evm.model.Herato1507.45-E1;Parent=evm.model.Herato1507.45)	1182	ID=evm.model.Herato1507.45-E1;Parent=evm.model.Herato1507.45								
1833	Herato1001	2678029	2678752	+	0	NA	Intergenic	Intergenic	7422	ID=evm.model.Herato1001.98-E7;Parent=evm.model.Herato1001.98								
3298	Herato1904	4747891	4748208	+	0	NA	Intergenic	Intergenic	2303	ID=evm.model.Herato1904.162-E2;Parent=evm.model.Herato1904.162								
1186	Herato0101	12346221	12346493	+	0	NA	Intergenic	Intergenic	-1293	ID=evm.model.Herato0101.405-E2;Parent=evm.model.Herato0101.405								
3119	Herato1202	8366383	8366714	+	0	NA	Intergenic	Intergenic	7520	ID=evm.model.Herato1202.339-E4;Parent=evm.model.Herato1202.339								
4874	Herato0310	235782	236044	+	0	NA	Intergenic	Intergenic	13957	ID=evm.model.Herato0310.4-E15;Parent=evm.model.Herato0310.4								
2240	Herato0310	9096645	9097812	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.266-E1;Parent=evm.model.Herato0310.266)	-promoter-TSS (ID=evm.model.Herato0310.266-E1;Parent=evm.model.Herato0310.266)	-464	ID=evm.model.Herato0310.266-E1;Parent=evm.model.Herato0310.266								
3566	Herato1705	2336702	2336888	+	0	NA	promoter-TSS (ID=evm.model.Herato1705.103-E2;Parent=evm.model.Herato1705.103)	-promoter-TSS (ID=evm.model.Herato1705.103-E2;Parent=evm.model.Herato1705.103)	-81	ID=evm.model.Herato1705.103-E2;Parent=evm.model.Herato1705.103								
5241	Herato2001	7788252	7788646	+	0	NA	Intergenic	Intergenic	1703	ID=evm.model.Herato2001.316-E13;Parent=evm.model.Herato2001.316								
529	Herato0606	12929915	12930183	+	0	NA	Intergenic	Intergenic	4828	ID=evm.model.Herato0606.491-E2;Parent=evm.model.Herato0606.491								
3556	Herato1301	3432761	3432964	+	0	NA	Intergenic	Intergenic	-9106	ID=evm.model.Herato1301.96.2-E1;Parent=evm.model.Herato1301.96.2								
4309	Herato2001	4291803	4292176	+	0	NA	Intergenic	Intergenic	5354	ID=evm.model.Herato2001.137-E2;Parent=evm.model.Herato2001.137								
4222	Herato1807	5257851	5258492	+	0	NA	Intergenic	Intergenic	22570	ID=evm.model.Herato1807.128-E2;Parent=evm.model.Herato1807.128								
2573	Herato1505	2091408	2091995	+	0	NA	Intergenic	Intergenic	-3860	ID=evm.model.Herato1505.85-E1;Parent=evm.model.Herato1505.85								
987	Herato0701	14170670	14171231	+	0	NA	Intergenic	Intergenic	-27952	ID=evm.model.Herato0701.641.1-E1;Parent=evm.model.Herato0701.641.1								
2984	Herato1603	333561	333702	+	0	NA	Intergenic	Intergenic	-45808	ID=evm.model.Herato1603.2-E1;Parent=evm.model.Herato1603.2								
1150	Herato0801	645505	645968	+	0	NA	Intergenic	Intergenic	-1088	ID=evm.model.Herato0801.17-E2;Parent=evm.model.Herato0801.17								
5635	Herato0405	799817	800163	+	0	NA	Intergenic	Intergenic	-2130	ID=evm.model.Herato0405.30-E3;Parent=evm.model.Herato0405.30								
3988	Herato1301	23307675	23307921	+	0	NA	TTS (ID=evm.model.Herato1301.780-E4;Parent=evm.model.Herato1301.780)	-TTS (ID=evm.model.Herato1301.780-E4;Parent=evm.model.Herato1301.780)	142	ID=evm.model.Herato1301.780.3-E5;Parent=evm.model.Herato1301.780.3								
4122	Herato0204	1297281	1298082	+	0	NA	promoter-TSS (ID=evm.model.Herato0204.41-E3;Parent=evm.model.Herato0204.41)	-promoter-TSS (ID=evm.model.Herato0204.41-E3;Parent=evm.model.Herato0204.41)	-428	ID=evm.model.Herato0204.41-E3;Parent=evm.model.Herato0204.41								
4347	Herato1505	1129577	1130355	+	0	NA	Intergenic	Intergenic	-2742	ID=evm.model.Herato1505.44.2-E2;Parent=evm.model.Herato1505.44.2								
4314	Herato1904	7651816	7652264	+	0	NA	Intergenic	Intergenic	-18873	ID=evm.model.Herato1904.266-E1;Parent=evm.model.Herato1904.266								
4239	Herato0210	159972	160314	+	0	NA	Intergenic	Intergenic	14054	ID=evm.model.Herato0210.8.2-E19;Parent=evm.model.Herato0210.8.2								
2390	Herato1411	1546645	1547125	+	0	NA	Intergenic	Intergenic	-1808	ID=evm.model.Herato1411.43-E1;Parent=evm.model.Herato1411.43								
908	Herato0701	11133826	11134095	+	0	NA	Intergenic	Intergenic	-1848	ID=evm.model.Herato0701.473-E8;Parent=evm.model.Herato0701.473								
2580	Herato1108	4761048	4761796	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.183-E1;Parent=evm.model.Herato1108.183)	-promoter-TSS (ID=evm.model.Herato1108.183-E1;Parent=evm.model.Herato1108.183)	-715	ID=evm.model.Herato1108.183-E1;Parent=evm.model.Herato1108.183								
4900	Herato1801	3048778	3049395	+	0	NA	Intergenic	Intergenic	-2434	ID=evm.model.Herato1801.108.1-E5;Parent=evm.model.Herato1801.108.1								
4151	Herato0401	2034768	2035131	+	0	NA	Intergenic	Intergenic	2672	ID=evm.model.Herato0401.50.2-E2;Parent=evm.model.Herato0401.50.2								
284	Herato0606	3852877	3853032	+	0	NA	Intergenic	Intergenic	-10807	ID=evm.model.Herato0606.118-E1;Parent=evm.model.Herato0606.118								
3127	Herato1202	8960505	8961361	+	0	NA	Intergenic	Intergenic	-1926	ID=evm.model.Herato1202.364-E1;Parent=evm.model.Herato1202.364								
5125	Herato2001	10681154	10681531	+	0	NA	Intergenic	Intergenic	2290	ID=evm.model.Herato2001.419-E11;Parent=evm.model.Herato2001.419								
247	Herato0606	3021649	3021917	+	0	NA	Intergenic	Intergenic	-5349	ID=evm.model.Herato0606.94-E5;Parent=evm.model.Herato0606.94								
903	Herato0701	10963214	10964029	+	0	NA	Intergenic	Intergenic	3649	ID=evm.model.Herato0701.468-E5;Parent=evm.model.Herato0701.468								
1340	Herato0821	1878414	1879086	+	0	NA	promoter-TSS (ID=evm.model.Herato0821.69-E3;Parent=evm.model.Herato0821.69)	-promoter-TSS (ID=evm.model.Herato0821.69-E3;Parent=evm.model.Herato0821.69)	153	ID=evm.model.Herato0821.69-E2;Parent=evm.model.Herato0821.69								
3870	Herato1904	4924827	4925323	+	0	NA	Intergenic	Intergenic	5793	ID=evm.model.Herato1904.170.1-E6;Parent=evm.model.Herato1904.170.1								
5397	Herato2001	6517702	6517980	+	0	NA	Intergenic	Intergenic	3977	ID=evm.model.Herato2001.238-E3;Parent=evm.model.Herato2001.238								
4389	Herato1505	2563487	2564020	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.109-E7;Parent=evm.model.Herato1505.109)	-promoter-TSS (ID=evm.model.Herato1505.109-E7;Parent=evm.model.Herato1505.109)	-94	ID=evm.model.Herato1505.109-E7;Parent=evm.model.Herato1505.109								
3927	Herato1301	21188709	21188892	+	0	NA	Intergenic	Intergenic	-8060	ID=evm.model.Herato1301.723-E1;Parent=evm.model.Herato1301.723								
5504	Herato1805	4645512	4645732	+	0	NA	Intergenic	Intergenic	16296	ID=evm.model.Herato1805.119-E3;Parent=evm.model.Herato1805.119								
289	Herato0606	3966772	3967269	+	0	NA	Intergenic	Intergenic	-27845	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
4739	Herato1603	504710	504866	+	0	NA	Intergenic	Intergenic	23037	ID=evm.model.Herato1603.5-E3;Parent=evm.model.Herato1603.5								
4411	Herato1505	3601218	3601483	+	0	NA	Intergenic	Intergenic	-2873	ID=evm.model.Herato1505.156-E2;Parent=evm.model.Herato1505.156								
2119	Herato1301	21411582	21411945	+	0	NA	Intergenic	Intergenic	21336	ID=evm.model.Herato1301.727.2-E18;Parent=evm.model.Herato1301.727.2								
3891	Herato0310	455721	456040	+	0	NA	Intergenic	Intergenic	-22831	ID=evm.model.Herato0310.10-E7;Parent=evm.model.Herato0310.10								
808	Herato0701	8614891	8615037	+	0	NA	Intergenic	Intergenic	118127	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
845	Herato0701	9610677	9611282	+	0	NA	Intergenic	Intergenic	-1618	ID=evm.model.Herato0701.398.1-E1;Parent=evm.model.Herato0701.398.1								
1847	Herato1001	3622868	3623160	+	0	NA	Intergenic	Intergenic	22234	ID=evm.model.Herato1001.118.1-E1;Parent=evm.model.Herato1001.118.1								
147	Herato1003	4238551	4238800	+	0	NA	Intergenic	Intergenic	1712	ID=evm.model.Herato1003.128-E3;Parent=evm.model.Herato1003.128								
1249	Herato1605	312223	312415	+	0	NA	Intergenic	Intergenic	-6145	ID=evm.model.Herato1605.22.1-E1;Parent=evm.model.Herato1605.22.1								
5211	Herato0310	5975103	5975362	+	0	NA	Intergenic	Intergenic	-1449	ID=evm.model.Herato0310.148-E3;Parent=evm.model.Herato0310.148								
1142	Herato0801	216232	216701	+	0	NA	Intergenic	Intergenic	68109	ID=evm.model.Herato0801.6-E2;Parent=evm.model.Herato0801.6								
4952	Herato1807	2767577	2768094	+	0	NA	exon (ID=evm.model.Herato1807.53-E2;Parent=evm.model.Herato1807.53, exon 1 of 1)	-exon (ID=evm.model.Herato1807.53-E2;Parent=evm.model.Herato1807.53, exon 1 of 1)	246	ID=evm.model.Herato1807.53-E2;Parent=evm.model.Herato1807.53								
5267	Herato0101	3594364	3594630	+	0	NA	Intergenic	Intergenic	-66922	ID=evm.model.Herato0101.116-E1;Parent=evm.model.Herato0101.116								
4708	Herato1910	1304378	1304998	+	0	NA	promoter-TSS (ID=evm.model.Herato1910.97-E2;Parent=evm.model.Herato1910.97)	-promoter-TSS (ID=evm.model.Herato1910.97-E2;Parent=evm.model.Herato1910.97)	31	ID=evm.model.Herato1910.97-E2;Parent=evm.model.Herato1910.97								
1291	Herato0101	13164368	13164740	+	0	NA	Intergenic	Intergenic	-3330	ID=evm.model.Herato0101.456-E2;Parent=evm.model.Herato0101.456								
2095	Herato1003	7211555	7211720	+	0	NA	Intergenic	Intergenic	-13507	ID=evm.model.Herato1003.262-E1;Parent=evm.model.Herato1003.262								
5584	Herato0301	1811849	1812161	+	0	NA	Intergenic	Intergenic	7896	ID=evm.model.Herato0301.40-E8;Parent=evm.model.Herato0301.40								
2599	Herato1108	5399442	5400327	+	0	NA	Intergenic	Intergenic	3900	ID=evm.model.Herato1108.235.1-E1;Parent=evm.model.Herato1108.235.1								
2601	Herato1505	2932795	2933667	+	0	NA	Intergenic	Intergenic	7086	ID=evm.model.Herato1505.125-E3;Parent=evm.model.Herato1505.125								
3227	Herato1202	13198791	13199875	+	0	NA	Intergenic	Intergenic	16561	ID=evm.model.Herato1202.497.1-E4;Parent=evm.model.Herato1202.497.1								
2960	Herato1910	1682833	1683429	+	0	NA	Intergenic	Intergenic	3718	ID=evm.model.Herato1910.109-E1;Parent=evm.model.Herato1910.109								
5551	Herato1904	1133769	1134242	+	0	NA	Intergenic	Intergenic	-20540	ID=evm.model.Herato1904.42-E2;Parent=evm.model.Herato1904.42								
5346	Herato2001	13835358	13835598	+	0	NA	Intergenic	Intergenic	3881	ID=evm.model.Herato2001.550-E6;Parent=evm.model.Herato2001.550								
1052	Herato0701	16328499	16328786	+	0	NA	Intergenic	Intergenic	-61377	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
4522	Herato1507	6277400	6277710	+	0	NA	Intergenic	Intergenic	9645	ID=evm.model.Herato1507.221-E4;Parent=evm.model.Herato1507.221								
4188	Herato1807	4026091	4026360	+	0	NA	Intergenic	Intergenic	-7657	ID=evm.model.Herato1807.85-E2;Parent=evm.model.Herato1807.85								
4250	Herato1901	1093752	1094271	+	0	NA	promoter-TSS (ID=evm.model.Herato1901.27-E3;Parent=evm.model.Herato1901.27)	-promoter-TSS (ID=evm.model.Herato1901.27-E3;Parent=evm.model.Herato1901.27)	196	ID=evm.model.Herato1901.27-E2;Parent=evm.model.Herato1901.27								
5438	Herato0301	3532149	3532349	+	0	NA	Intergenic	Intergenic	1101	ID=evm.model.Herato0301.93-E10;Parent=evm.model.Herato0301.93								
1493	Herato1202	16590844	16591363	+	0	NA	Intergenic	Intergenic	-7161	ID=evm.model.Herato1202.662-E1;Parent=evm.model.Herato1202.662								
5617	Herato0503	7892659	7893134	+	0	NA	Intergenic	Intergenic	38436	ID=evm.model.Herato0503.297-E3;Parent=evm.model.Herato0503.297								
5471	Herato0403	799441	800787	+	0	NA	Intergenic	Intergenic	-33108	ID=evm.model.Herato0403.11-E1;Parent=evm.model.Herato0403.11								
5661	Herato1910	1453000	1453547	+	0	NA	promoter-TSS (ID=evm.model.Herato1910.102-E3;Parent=evm.model.Herato1910.102)	-promoter-TSS (ID=evm.model.Herato1910.102-E3;Parent=evm.model.Herato1910.102)	169	ID=evm.model.Herato1910.102-E2;Parent=evm.model.Herato1910.102								
2397	Herato1007	4689188	4689738	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.188-E2;Parent=evm.model.Herato1007.188)	-promoter-TSS (ID=evm.model.Herato1007.188-E2;Parent=evm.model.Herato1007.188)	-494	ID=evm.model.Herato1007.188-E2;Parent=evm.model.Herato1007.188								
4298	Herato1901	3125684	3125846	+	0	NA	Intergenic	Intergenic	10485	ID=evm.model.Herato1901.119-E5;Parent=evm.model.Herato1901.119								
974	Herato0701	13939646	13939880	+	0	NA	Intergenic	Intergenic	-1135	ID=evm.model.Herato0701.631.2-E1;Parent=evm.model.Herato0701.631.2								
2629	Herato1108	6898393	6898622	+	0	NA	Intergenic	Intergenic	-21145	ID=evm.model.Herato1108.304-E1;Parent=evm.model.Herato1108.304								
1668	Herato0901	9743680	9743987	+	0	NA	TTS (ID=evm.model.Herato0901.305-E3;Parent=evm.model.Herato0901.305)	-TTS (ID=evm.model.Herato0901.305-E3;Parent=evm.model.Herato0901.305)	228	ID=evm.model.Herato0901.305-E3;Parent=evm.model.Herato0901.305								
1715	Herato0901	11506216	11506930	+	0	NA	Intergenic	Intergenic	-6193	ID=evm.model.Herato0901.345.1-E2;Parent=evm.model.Herato0901.345.1								
1613	Herato1202	19500932	19501140	+	0	NA	Intergenic	Intergenic	13027	ID=evm.model.Herato1202.790-E1;Parent=evm.model.Herato1202.790								
4247	Herato1901	1070550	1070789	+	0	NA	Intergenic	Intergenic	-22381	ID=evm.model.Herato1901.27-E1;Parent=evm.model.Herato1901.27								
636	Herato0701	3266270	3266568	+	0	NA	Intergenic	Intergenic	-12884	ID=evm.model.Herato0701.168.1-E1;Parent=evm.model.Herato0701.168.1								
5064	Herato1805	3397559	3398591	+	0	NA	Intergenic	Intergenic	38427	ID=evm.model.Herato1805.100-E5;Parent=evm.model.Herato1805.100								
1104	Herato0701	18298633	18299060	+	0	NA	Intergenic	Intergenic	-4330	ID=evm.model.Herato0701.744-E2;Parent=evm.model.Herato0701.744								
1406	Herato1202	14344591	14344763	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.544-E5;Parent=evm.model.Herato1202.544)	-promoter-TSS (ID=evm.model.Herato1202.544-E5;Parent=evm.model.Herato1202.544)	-283	ID=evm.model.Herato1202.544-E5;Parent=evm.model.Herato1202.544								
5092	Herato0503	8396526	8397319	+	0	NA	TTS (ID=evm.model.Herato0503.329-E21;Parent=evm.model.Herato0503.329)	-TTS (ID=evm.model.Herato0503.329-E21;Parent=evm.model.Herato0503.329)	251	ID=evm.model.Herato0503.329-E22;Parent=evm.model.Herato0503.329								
5799	Herato1906	1061650	1061906	+	0	NA	Intergenic	Intergenic	13811	ID=evm.model.Herato1906.29-E1;Parent=evm.model.Herato1906.29								
1905	Herato1301	12098312	12098565	+	0	NA	Intergenic	Intergenic	-11420	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
3203	Herato1701	148985	149457	+	0	NA	Intergenic	Intergenic	-3178	ID=evm.model.Herato1701.12-E1;Parent=evm.model.Herato1701.12								
117	Herato0601	3065948	3066112	+	0	NA	Intergenic	Intergenic	-61148	ID=evm.model.Herato0601.74-E1;Parent=evm.model.Herato0601.74								
2207	Herato1408	411112	411557	+	0	NA	Intergenic	Intergenic	-19820	ID=evm.model.Herato1408.25-E1;Parent=evm.model.Herato1408.25								
3754	Herato1505	333762	333957	+	0	NA	Intergenic	Intergenic	-6205	ID=evm.model.Herato1505.21-E2;Parent=evm.model.Herato1505.21								
5283	Herato0301	4640806	4641109	+	0	NA	Intergenic	Intergenic	-10535	ID=evm.model.Herato0301.113-E1;Parent=evm.model.Herato0301.113								
2472	Herato1901	2559970	2560392	+	0	NA	Intergenic	Intergenic	-1026	ID=evm.model.Herato1901.83.1-E5;Parent=evm.model.Herato1901.83.1								
5460	Herato1801	3912765	3913348	+	0	NA	exon (ID=evm.model.Herato1801.134.1-E1;Parent=evm.model.Herato1801.134.1, exon 1 of 1)	-exon (ID=evm.model.Herato1801.134.1-E1;Parent=evm.model.Herato1801.134.1, exon 1 of 1)	342	ID=evm.model.Herato1801.134.1-E1;Parent=evm.model.Herato1801.134.1								
821	Herato1108	6487286	6487544	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.275-E10;Parent=evm.model.Herato1108.275)	-promoter-TSS (ID=evm.model.Herato1108.275-E10;Parent=evm.model.Herato1108.275)	-415	ID=evm.model.Herato1108.275-E10;Parent=evm.model.Herato1108.275								
696	Herato0701	6083883	6084192	+	0	NA	Intergenic	Intergenic	37893	ID=evm.model.Herato0701.278-E10;Parent=evm.model.Herato0701.278								
4586	Herato0403	30580	31244	+	0	NA	Intergenic	Intergenic	-4110	ID=evm.model.Herato0403.2-E2;Parent=evm.model.Herato0403.2								
1721	Herato0901	11559338	11559665	+	0	NA	Intergenic	Intergenic	9150	ID=evm.model.Herato0901.347-E1;Parent=evm.model.Herato0901.347								
3376	Herato2001	11498123	11498583	+	0	NA	Intergenic	Intergenic	4029	ID=evm.model.Herato2001.440.6.6-E2;Parent=evm.model.Herato2001.440.6.6								
2179	Herato1005	2709269	2709704	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.134-E3;Parent=evm.model.Herato1005.134)	-promoter-TSS (ID=evm.model.Herato1005.134-E3;Parent=evm.model.Herato1005.134)	-612	ID=evm.model.Herato1005.134-E3;Parent=evm.model.Herato1005.134								
2172	Herato1005	2558493	2558706	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.128-E5;Parent=evm.model.Herato1005.128)	-promoter-TSS (ID=evm.model.Herato1005.128-E5;Parent=evm.model.Herato1005.128)	-510	ID=evm.model.Herato1005.128-E5;Parent=evm.model.Herato1005.128								
1431	Herato0901	999712	1000213	+	0	NA	Intergenic	Intergenic	-3766	ID=evm.model.Herato0901.37-E1;Parent=evm.model.Herato0901.37								
1489	Herato1701	4619940	4620347	+	0	NA	Intergenic	Intergenic	-18339	ID=evm.model.Herato1701.107-E1;Parent=evm.model.Herato1701.107								
3050	Herato1411	1790383	1790719	+	0	NA	Intergenic	Intergenic	-6522	ID=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1-E3;Parent=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1								
4565	Herato0503	3830420	3830575	+	0	NA	Intergenic	Intergenic	-4751	ID=evm.model.Herato0503.126-E2;Parent=evm.model.Herato0503.126								
1805	Herato1708	1101478	1102081	+	0	NA	Intergenic	Intergenic	-1515	ID=evm.model.Herato1708.65-E1;Parent=evm.model.Herato1708.65								
3226	Herato2101	16129780	16130262	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.500-E4;Parent=evm.model.Herato2101.500)	-promoter-TSS (ID=evm.model.Herato2101.500-E4;Parent=evm.model.Herato2101.500)	-662	ID=evm.model.Herato2101.500-E4;Parent=evm.model.Herato2101.500								
1727	Herato0901	11792121	11792434	+	0	NA	Intergenic	Intergenic	-2075	ID=evm.model.Herato0901.358-E2;Parent=evm.model.Herato0901.358								
2922	Herato1910	508775	509404	+	0	NA	Intergenic	Intergenic	-3975	ID=evm.model.Herato1910.44-E2;Parent=evm.model.Herato1910.44								
5333	Herato0401	605973	606374	+	0	NA	Intergenic	Intergenic	71780	ID=evm.model.Herato0401.7-E9;Parent=evm.model.Herato0401.7								
5229	Herato1807	4719553	4720456	+	0	NA	Intergenic	Intergenic	-9797	ID=evm.model.Herato1807.113.1-E1;Parent=evm.model.Herato1807.113.1								
4967	Herato2101	13975838	13977551	+	0	NA	TTS (ID=evm.model.Herato2101.443-E1;Parent=evm.model.Herato2101.443)	-TTS (ID=evm.model.Herato2101.443-E1;Parent=evm.model.Herato2101.443)	2337	ID=evm.model.Herato2101.443-E1;Parent=evm.model.Herato2101.443								
2178	Herato0101	16518053	16518868	+	0	NA	Intergenic	Intergenic	3473	ID=evm.model.Herato0101.644.1.1-E6;Parent=evm.model.Herato0101.644.1.1								
1225	Herato0801	4539649	4540237	+	0	NA	Intergenic	Intergenic	-6051	ID=evm.model.Herato0801.100-E1;Parent=evm.model.Herato0801.100								
290	Herato0204	438029	438197	+	0	NA	Intergenic	Intergenic	-3658	ID=evm.model.Herato0204.22.1-E3;Parent=evm.model.Herato0204.22.1								
2909	Herato1908	2500404	2501560	+	0	NA	Intergenic	Intergenic	-2631	ID=evm.model.Herato1908.96-E6;Parent=evm.model.Herato1908.96								
5220	Herato0403	802905	803299	+	0	NA	Intergenic	Intergenic	-30120	ID=evm.model.Herato0403.11-E1;Parent=evm.model.Herato0403.11								
210	Herato0606	2111135	2111521	+	0	NA	Intergenic	Intergenic	3848	ID=evm.model.Herato0606.65-E1;Parent=evm.model.Herato0606.65								
712	Herato1108	3817718	3817860	+	0	NA	Intergenic	Intergenic	10986	ID=evm.model.Herato1108.146-E4;Parent=evm.model.Herato1108.146								
