PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_shared_D2up_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
475	Herato0204	1275995	1276919	+	0	NA	exon (ID=evm.model.Herato0204.39-E1;Parent=evm.model.Herato0204.39, exon 1 of 1)	-exon (ID=evm.model.Herato0204.39-E1;Parent=evm.model.Herato0204.39, exon 1 of 1)	3101	ID=evm.model.Herato0204.39-E1;Parent=evm.model.Herato0204.39								
441	Herato1301	18232112	18232424	+	0	NA	Intergenic	Intergenic	4370	ID=evm.model.Herato1301.630-E2;Parent=evm.model.Herato1301.630								
78	Herato0101	10845184	10845493	+	0	NA	Intergenic	Intergenic	1793	ID=evm.model.Herato0101.310-E18;Parent=evm.model.Herato0101.310								
868	Herato0301	4724924	4725510	+	0	NA	Intergenic	Intergenic	-5016	ID=evm.model.Herato0301.117-E3;Parent=evm.model.Herato0301.117								
413	Herato1301	7616832	7617206	+	0	NA	Intergenic	Intergenic	4710	ID=evm.model.Herato1301.308-E2;Parent=evm.model.Herato1301.308								
294	Herato1007	4632246	4633483	+	0	NA	Intergenic	Intergenic	-8806	ID=evm.model.Herato1007.186-E4;Parent=evm.model.Herato1007.186								
932	Herato0503	121772	122108	+	0	NA	Intergenic	Intergenic	-15787	ID=novel_model_51-E1;Parent=novel_model_51								
764	Herato1906	728725	728916	+	0	NA	promoter-TSS (ID=evm.model.Herato1906.25-E3;Parent=evm.model.Herato1906.25)	-promoter-TSS (ID=evm.model.Herato1906.25-E3;Parent=evm.model.Herato1906.25)	411	ID=evm.model.Herato1906.25-E2;Parent=evm.model.Herato1906.25								
672	Herato1805	2940595	2941198	+	0	NA	Intergenic	Intergenic	30251	ID=evm.model.Herato1805.88-E39;Parent=evm.model.Herato1805.88								
349	Herato1202	7219906	7220394	+	0	NA	Intergenic	Intergenic	2195	ID=evm.model.Herato1202.286-E3;Parent=evm.model.Herato1202.286								
769	Herato1908	18141	18637	+	0	NA	Intergenic	Intergenic	3246	ID=evm.model.Herato1908.2-E1;Parent=evm.model.Herato1908.2								
275	Herato1007	890674	891273	+	0	NA	Intergenic	Intergenic	-3706	ID=evm.model.Herato1007.38-E4;Parent=evm.model.Herato1007.38								
803	Herato2001	3643291	3643607	+	0	NA	Intergenic	Intergenic	2218	ID=evm.model.Herato2001.113-E4;Parent=evm.model.Herato2001.113								
515	Herato1507	2791072	2792109	+	0	NA	Intergenic	Intergenic	-2413	ID=evm.model.Herato1507.89-E1;Parent=evm.model.Herato1507.89								
197	Herato0901	5389967	5390258	+	0	NA	Intergenic	Intergenic	-9156	ID=evm.model.Herato0901.146-E1;Parent=evm.model.Herato0901.146								
853	Herato2101	9609445	9610060	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.328-E2;Parent=evm.model.Herato2101.328)	-promoter-TSS (ID=evm.model.Herato2101.328-E2;Parent=evm.model.Herato2101.328)	-622	ID=evm.model.Herato2101.328-E2;Parent=evm.model.Herato2101.328								
138	Herato0801	1840039	1840271	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.37-E8;Parent=evm.model.Herato0801.37)	-promoter-TSS (ID=evm.model.Herato0801.37-E8;Parent=evm.model.Herato0801.37)	176	ID=evm.model.Herato0801.37-E7;Parent=evm.model.Herato0801.37								
751	Herato1904	4944022	4944414	+	0	NA	Intergenic	Intergenic	-3221	ID=evm.model.Herato1904.170-E6;Parent=evm.model.Herato1904.170								
606	Herato1701	6261650	6263738	+	0	NA	Intergenic	Intergenic	-24647	ID=evm.model.Herato1701.175.1-E1;Parent=evm.model.Herato1701.175.1								
137	Herato0801	1728331	1729491	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.27-E4;Parent=evm.model.Herato0801.27)	-promoter-TSS (ID=evm.model.Herato0801.27-E4;Parent=evm.model.Herato0801.27)	-617	ID=evm.model.Herato0801.27-E4;Parent=evm.model.Herato0801.27								
60	Herato0701	663293	663763	+	0	NA	Intergenic	Intergenic	-5203	ID=evm.model.Herato0701.23.1-E3;Parent=evm.model.Herato0701.23.1								
724	Herato1901	2957339	2958028	+	0	NA	Intergenic	Intergenic	4969	ID=evm.model.Herato1901.97-E3;Parent=evm.model.Herato1901.97								
691	Herato0214	293132	293373	+	0	NA	Intergenic	Intergenic	6579	ID=evm.model.Herato0214.20-E2;Parent=evm.model.Herato0214.20								
666	Herato1805	2164044	2164538	+	0	NA	Intergenic	Intergenic	-1870	ID=evm.model.Herato1805.84-E3;Parent=evm.model.Herato1805.84								
432	Herato1301	16999209	16999753	+	0	NA	Intergenic	Intergenic	-2208	ID=evm.model.Herato1301.604-E3;Parent=evm.model.Herato1301.604								
519	Herato1507	5253244	5253486	+	0	NA	Intergenic	Intergenic	-16691	ID=evm.model.Herato1507.181-E5;Parent=evm.model.Herato1507.181								
860	Herato0101	371405	371692	+	0	NA	Intergenic	Intergenic	22317	ID=evm.model.Herato0101.10-E1;Parent=evm.model.Herato0101.10								
346	Herato1202	5025764	5026158	+	0	NA	Intergenic	Intergenic	-7388	ID=evm.model.Herato1202.191_evm.model.Herato1202.192-E1;Parent=evm.model.Herato1202.191_evm.model.Herato1202.192								
911	Herato0411	1010217	1010872	+	0	NA	Intergenic	Intergenic	4868	ID=evm.model.Herato0411.16-E1;Parent=evm.model.Herato0411.16								
17	Herato0606	1818129	1819196	+	0	NA	Intergenic	Intergenic	-11480	ID=evm.model.Herato0606.54.6-E1;Parent=evm.model.Herato0606.54.6								
427	Herato1301	14219849	14220780	+	0	NA	Intergenic	Intergenic	-60741	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
677	Herato1805	3592865	3593375	+	0	NA	Intergenic	Intergenic	19425	ID=evm.model.Herato1805.103-E1;Parent=evm.model.Herato1805.103								
907	Herato0403	792662	792892	+	0	NA	Intergenic	Intergenic	-40445	ID=evm.model.Herato0403.11-E1;Parent=evm.model.Herato0403.11								
708	Herato1807	3323999	3324352	+	0	NA	Intergenic	Intergenic	-1624	ID=evm.model.Herato1807.64-E1;Parent=evm.model.Herato1807.64								
82	Herato0701	7307354	7308197	+	0	NA	Intergenic	Intergenic	9041	ID=evm.model.Herato0701.324-E4;Parent=evm.model.Herato0701.324								
110	Herato0701	11922808	11923679	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.538-E3;Parent=evm.model.Herato0701.538)	-promoter-TSS (ID=evm.model.Herato0701.538-E3;Parent=evm.model.Herato0701.538)	-789	ID=evm.model.Herato0701.538-E3;Parent=evm.model.Herato0701.538								
650	Herato1805	145235	145461	+	0	NA	Intergenic	Intergenic	11330	ID=evm.model.Herato1805.13-E3;Parent=evm.model.Herato1805.13								
333	Herato1202	1833650	1833950	+	0	NA	Intergenic	Intergenic	-29023	ID=evm.model.Herato1202.63.8-E1;Parent=evm.model.Herato1202.63.8								
710	Herato1807	3383097	3383405	+	0	NA	Intergenic	Intergenic	-3638	ID=evm.model.Herato1807.65-E3;Parent=evm.model.Herato1807.65								
590	Herato1701	1358886	1360022	+	0	NA	Intergenic	Intergenic	-4739	ID=evm.model.Herato1701.36-E2;Parent=evm.model.Herato1701.36								
895	Herato0310	7801592	7802645	+	0	NA	Intergenic	Intergenic	-1428	ID=evm.model.Herato0310.207.12-E5;Parent=evm.model.Herato0310.207.12								
323	Herato1108	11957325	11957759	+	0	NA	Intergenic	Intergenic	3742	ID=evm.model.Herato1108.512-E1;Parent=evm.model.Herato1108.512								
856	Herato2101	11824981	11825403	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.393-E2;Parent=evm.model.Herato2101.393)	-promoter-TSS (ID=evm.model.Herato2101.393-E2;Parent=evm.model.Herato2101.393)	-952	ID=evm.model.Herato2101.393-E2;Parent=evm.model.Herato2101.393								
69	Herato0701	3134910	3135162	+	0	NA	Intergenic	Intergenic	10761	ID=evm.model.Herato0701.167-E8;Parent=evm.model.Herato0701.167								
112	Herato0101	11588363	11589468	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.352-E2;Parent=evm.model.Herato0101.352)	-promoter-TSS (ID=evm.model.Herato0101.352-E2;Parent=evm.model.Herato0101.352)	-866	ID=evm.model.Herato0101.352-E2;Parent=evm.model.Herato0101.352								
664	Herato1805	2048394	2049215	+	0	NA	Intergenic	Intergenic	-46342	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
545	Herato1601	5274623	5275155	+	0	NA	Intergenic	Intergenic	1430	ID=evm.model.Herato1601.115.1-E4;Parent=evm.model.Herato1601.115.1								
191	Herato0901	5270370	5270563	+	0	NA	Intergenic	Intergenic	12093	ID=evm.model.Herato0901.145-E5;Parent=evm.model.Herato0901.145								
224	Herato1001	1166298	1166736	+	0	NA	Intergenic	Intergenic	2472	ID=evm.model.Herato1001.49.1-E3;Parent=evm.model.Herato1001.49.1								
187	Herato0901	3324600	3325098	+	0	NA	Intergenic	Intergenic	-111998	ID=evm.model.Herato0901.90-E1;Parent=evm.model.Herato0901.90								
588	Herato1701	609757	610321	+	0	NA	Intergenic	Intergenic	29269	ID=evm.model.Herato1701.27-E2;Parent=evm.model.Herato1701.27								
646	Herato1801	3870091	3871277	+	0	NA	Intergenic	Intergenic	-37659	ID=evm.model.Herato1801.134-E1;Parent=evm.model.Herato1801.134								
756	Herato1904	6407297	6407647	+	0	NA	Intergenic	Intergenic	-1448	ID=evm.model.Herato1904.235.1-E29;Parent=evm.model.Herato1904.235.1								
446	Herato1301	19307916	19308189	+	0	NA	Intergenic	Intergenic	7385	ID=evm.model.Herato1301.671.1-E2;Parent=evm.model.Herato1301.671.1								
262	Herato1005	2584332	2585032	+	0	NA	Intergenic	Intergenic	-1142	ID=evm.model.Herato1005.129-E8;Parent=evm.model.Herato1005.129								
617	Herato1701	8956581	8957476	+	0	NA	Intergenic	Intergenic	3676	ID=evm.model.Herato1701.277-E21;Parent=evm.model.Herato1701.277								
79	Herato0701	6883445	6884028	+	0	NA	Intergenic	Intergenic	-11997	ID=evm.model.Herato0701.308-E1;Parent=evm.model.Herato0701.308								
212	Herato0901	10419390	10419671	+	0	NA	Intergenic	Intergenic	-2417	ID=evm.model.Herato0901.320.1-E2;Parent=evm.model.Herato0901.320.1								
352	Herato1202	7704054	7704579	+	0	NA	Intergenic	Intergenic	-24432	ID=evm.model.Herato1202.306-E1;Parent=evm.model.Herato1202.306								
126	Herato0701	17387572	17387745	+	0	NA	Intergenic	Intergenic	11496	ID=evm.model.Herato0701.733.1-E1;Parent=evm.model.Herato0701.733.1								
426	Herato1301	14186963	14187640	+	0	NA	Intergenic	Intergenic	-93754	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
251	Herato1005	841851	842278	+	0	NA	Intergenic	Intergenic	2060	ID=evm.model.Herato1005.55-E2;Parent=evm.model.Herato1005.55								
542	Herato1601	5007362	5007570	+	0	NA	Intergenic	Intergenic	3213	ID=evm.model.Herato1601.106-E2;Parent=evm.model.Herato1601.106								
369	Herato1202	14728694	14728938	+	0	NA	Intergenic	Intergenic	-29814	ID=evm.model.Herato1202.569.1-E1;Parent=evm.model.Herato1202.569.1								
961	Herato0503	5246705	5247049	+	0	NA	Intergenic	Intergenic	-12885	ID=evm.model.Herato0503.170.1-E3;Parent=evm.model.Herato0503.170.1								
651	Herato1805	522080	522333	+	0	NA	Intergenic	Intergenic	1080	ID=evm.model.Herato1805.32-E6;Parent=evm.model.Herato1805.32								
279	Herato1007	1030094	1030358	+	0	NA	TTS (ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41)	-TTS (ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41)	777	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
176	Herato0901	953439	954240	+	0	NA	Intergenic	Intergenic	13282	ID=evm.model.Herato0901.36-E1;Parent=evm.model.Herato0901.36								
956	Herato0503	4486446	4486701	+	0	NA	Intergenic	Intergenic	-54390	ID=evm.model.Herato0503.132.2-E1;Parent=evm.model.Herato0503.132.2								
629	Herato1705	1131955	1132495	+	0	NA	Intergenic	Intergenic	-50964	ID=evm.model.Herato1705.13-E1;Parent=evm.model.Herato1705.13								
498	Herato1411	6725811	6726367	+	0	NA	Intergenic	Intergenic	-5244	ID=evm.model.Herato1411.246.3-E1;Parent=evm.model.Herato1411.246.3								
483	Herato1411	732281	732845	+	0	NA	Intergenic	Intergenic	-1068	ID=evm.model.Herato1411.20-E2;Parent=evm.model.Herato1411.20								
947	Herato0503	4262355	4262523	+	0	NA	Intergenic	Intergenic	8224	ID=evm.model.Herato0503.130-E3;Parent=evm.model.Herato0503.130								
256	Herato0101	16387341	16387557	+	0	NA	Intergenic	Intergenic	2165	ID=evm.model.Herato0101.636-E4;Parent=evm.model.Herato0101.636								
810	Herato2001	5710020	5710763	+	0	NA	Intergenic	Intergenic	3258	ID=evm.model.Herato2001.199-E1;Parent=evm.model.Herato2001.199								
372	Herato1202	15608212	15608776	+	0	NA	Intergenic	Intergenic	2282	ID=evm.model.Herato1202.605-E4;Parent=evm.model.Herato1202.605								
574	Herato1605	673793	674012	+	0	NA	Intergenic	Intergenic	2841	ID=evm.model.Herato1605.30-E7;Parent=evm.model.Herato1605.30								
170	Herato0821	3446192	3446434	+	0	NA	Intergenic	Intergenic	-49612	ID=evm.model.Herato0821.132-E1;Parent=evm.model.Herato0821.132								
33	Herato0606	3960613	3961048	+	0	NA	Intergenic	Intergenic	-21655	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
920	Herato0411	4476013	4476561	+	0	NA	Intergenic	Intergenic	-21266	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
660	Herato1805	979486	979731	+	0	NA	Intergenic	Intergenic	-2071	ID=evm.model.Herato1805.55-E4;Parent=evm.model.Herato1805.55								
428	Herato1301	14636602	14637055	+	0	NA	Intergenic	Intergenic	-37961	ID=evm.model.Herato1301.554-E1;Parent=evm.model.Herato1301.554								
7	Herato0601	968518	968711	+	0	NA	Intergenic	Intergenic	-62693	ID=evm.model.Herato0601.10-E1;Parent=evm.model.Herato0601.10								
887	Herato0310	5291701	5292020	+	0	NA	Intergenic	Intergenic	84604	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
26	Herato0606	3094634	3095304	+	0	NA	Intergenic	Intergenic	1629	ID=evm.model.Herato0606.99-E6;Parent=evm.model.Herato0606.99								
227	Herato1001	2252676	2252898	+	0	NA	Intergenic	Intergenic	3610	ID=evm.model.Herato1001.80-E9;Parent=evm.model.Herato1001.80								
99	Herato0701	9102606	9103385	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.383-E7;Parent=evm.model.Herato0701.383)	-promoter-TSS (ID=evm.model.Herato0701.383-E7;Parent=evm.model.Herato0701.383)	-431	ID=evm.model.Herato0701.383.3-E6;Parent=evm.model.Herato0701.383.3								
566	Herato1603	3715339	3715543	+	0	NA	TTS (ID=evm.model.Herato1603.108-E5;Parent=evm.model.Herato1603.108)	-TTS (ID=evm.model.Herato1603.108-E5;Parent=evm.model.Herato1603.108)	1046	ID=evm.model.Herato1603.108-E5;Parent=evm.model.Herato1603.108								
526	Herato1507	7871572	7871978	+	0	NA	TTS (ID=evm.model.Herato1507.277_evm.model.Herato1507.278-E4;Parent=evm.model.Herato1507.277_evm.model.Herato1507.278)	-TTS (ID=evm.model.Herato1507.277_evm.model.Herato1507.278-E4;Parent=evm.model.Herato1507.277_evm.model.Herato1507.278)	1005	ID=evm.model.Herato1507.277_evm.model.Herato1507.278-E4;Parent=evm.model.Herato1507.277_evm.model.Herato1507.278								
72	Herato0701	3209992	3210373	+	0	NA	Intergenic	Intergenic	3490	ID=evm.model.Herato0701.167-E3;Parent=evm.model.Herato0701.167								
869	Herato0101	4095999	4096407	+	0	NA	TTS (ID=evm.model.Herato0101.121-E1;Parent=evm.model.Herato0101.121)	-TTS (ID=evm.model.Herato0101.121-E1;Parent=evm.model.Herato0101.121)	1129	ID=evm.model.Herato0101.121-E1;Parent=evm.model.Herato0101.121								
806	Herato2001	5053438	5053589	+	0	NA	Intergenic	Intergenic	-11923	ID=evm.model.Herato2001.172-E1;Parent=evm.model.Herato2001.172								
500	Herato1411	6916806	6918682	+	0	NA	Intergenic	Intergenic	-8058	ID=evm.model.Herato1411.255-E1;Parent=evm.model.Herato1411.255								
264	Herato1005	3397269	3397488	+	0	NA	Intergenic	Intergenic	8014	ID=evm.model.Herato1005.171-E3;Parent=evm.model.Herato1005.171								
255	Herato1005	1213100	1213364	+	0	NA	Intergenic	Intergenic	-12414	ID=evm.model.Herato1005.75-E1;Parent=evm.model.Herato1005.75								
790	Herato2001	690965	691943	+	0	NA	Intergenic	Intergenic	-19010	ID=evm.model.Herato2001.17-E1;Parent=evm.model.Herato2001.17								
533	Herato1601	1503387	1504225	+	0	NA	Intergenic	Intergenic	-2733	ID=evm.model.Herato1601.50-E1;Parent=evm.model.Herato1601.50								
359	Herato1202	10899462	10899633	+	0	NA	Intergenic	Intergenic	29222	ID=evm.model.Herato1202.438-E16;Parent=evm.model.Herato1202.438								
918	Herato0411	1461632	1461943	+	0	NA	Intergenic	Intergenic	41009	ID=evm.model.Herato0411.29-E9;Parent=evm.model.Herato0411.29								
182	Herato0901	1786167	1786314	+	0	NA	Intergenic	Intergenic	-31065	ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62								
108	Herato0701	11205729	11206565	+	0	NA	TTS (ID=evm.model.Herato0701.475-E1;Parent=evm.model.Herato0701.475)	-TTS (ID=evm.model.Herato0701.475-E1;Parent=evm.model.Herato0701.475)	1252	ID=evm.model.Herato0701.475.1-E1;Parent=evm.model.Herato0701.475.1								
604	Herato1701	5349786	5350451	+	0	NA	Intergenic	Intergenic	-7597	ID=evm.model.Herato1701.143-E1;Parent=evm.model.Herato1701.143								
556	Herato1603	2074098	2074550	+	0	NA	Intergenic	Intergenic	-7606	ID=evm.model.Herato1603.60.1-E1;Parent=evm.model.Herato1603.60.1								
717	Herato1807	4264535	4264764	+	0	NA	Intergenic	Intergenic	11282	ID=evm.model.Herato1807.91.2-E5;Parent=evm.model.Herato1807.91.2								
462	Herato0204	715538	716044	+	0	NA	Intergenic	Intergenic	-64886	ID=evm.model.Herato0204.27.3-E1;Parent=evm.model.Herato0204.27.3								
414	Herato1301	7748354	7749027	+	0	NA	Intergenic	Intergenic	-3719	ID=evm.model.Herato1301.325-E1;Parent=evm.model.Herato1301.325								
232	Herato0101	15552597	15552884	+	0	NA	Intergenic	Intergenic	-14212	ID=evm.model.Herato0101.572-E1;Parent=evm.model.Herato0101.572								
477	Herato1408	5948032	5948627	+	0	NA	Intergenic	Intergenic	4454	ID=evm.model.Herato1408.236-E2;Parent=evm.model.Herato1408.236								
843	Herato2001	15326770	15327538	+	0	NA	TTS (ID=evm.model.Herato2001.602-E2;Parent=evm.model.Herato2001.602)	-TTS (ID=evm.model.Herato2001.602-E2;Parent=evm.model.Herato2001.602)	1013	ID=evm.model.Herato2001.602-E2;Parent=evm.model.Herato2001.602								
815	Herato2001	8729412	8730141	+	0	NA	Intergenic	Intergenic	-14044	ID=novel_model_264_novel_model_274-E1;Parent=novel_model_264_novel_model_274								
671	Herato1805	2522972	2523348	+	0	NA	Intergenic	Intergenic	-87960	ID=evm.model.Herato1805.86-E1;Parent=evm.model.Herato1805.86								
225	Herato1001	1402587	1403139	+	0	NA	Intergenic	Intergenic	61584	ID=evm.model.Herato1001.51-E21;Parent=evm.model.Herato1001.51								
330	Herato1108	14231669	14232250	+	0	NA	Intergenic	Intergenic	9349	ID=evm.model.Herato1108.606-E1;Parent=evm.model.Herato1108.606								
142	Herato0801	3921103	3921397	+	0	NA	Intergenic	Intergenic	25638	ID=evm.model.Herato0801.83-E2;Parent=evm.model.Herato0801.83								
207	Herato0101	14566406	14566909	+	0	NA	Intergenic	Intergenic	-6999	ID=evm.model.Herato0101.517-E1;Parent=evm.model.Herato0101.517								
632	Herato1708	2089619	2090480	+	0	NA	Intergenic	Intergenic	-5217	ID=evm.model.Herato1708.123-E1;Parent=evm.model.Herato1708.123								
263	Herato1005	3287832	3288796	+	0	NA	Intergenic	Intergenic	-3668	ID=evm.model.Herato1005.168.1-E2;Parent=evm.model.Herato1005.168.1								
394	Herato1301	2492934	2493105	+	0	NA	Intergenic	Intergenic	-5274	ID=evm.model.Herato1301.61-E3;Parent=evm.model.Herato1301.61								
167	Herato0101	13444591	13444740	+	0	NA	Intergenic	Intergenic	-6937	ID=evm.model.Herato0101.467-E10;Parent=evm.model.Herato0101.467								
48	Herato0606	6988869	6989178	+	0	NA	Intergenic	Intergenic	3407	ID=evm.model.Herato0606.238-E1;Parent=evm.model.Herato0606.238								
360	Herato1202	10918490	10919064	+	0	NA	Intergenic	Intergenic	9992	ID=evm.model.Herato1202.438-E16;Parent=evm.model.Herato1202.438								
692	Herato1805	9419031	9420196	+	0	NA	Intergenic	Intergenic	-18081	ID=evm.model.Herato1805.286-E1;Parent=evm.model.Herato1805.286								
610	Herato1701	7403195	7403710	+	0	NA	Intergenic	Intergenic	-1764	ID=evm.model.Herato1701.218-E1;Parent=evm.model.Herato1701.218								
514	Herato1507	1788770	1788989	+	0	NA	Intergenic	Intergenic	-50986	ID=evm.model.Herato1507.50-E1;Parent=evm.model.Herato1507.50								
931	Herato0501	396893	397225	+	0	NA	Intergenic	Intergenic	28390	ID=evm.model.Herato0501.16-E3;Parent=evm.model.Herato0501.16								
725	Herato1901	2996271	2997638	+	0	NA	Intergenic	Intergenic	1688	ID=evm.model.Herato1901.99-E3;Parent=evm.model.Herato1901.99								
663	Herato1805	1734734	1734992	+	0	NA	Intergenic	Intergenic	6859	ID=evm.model.Herato1805.73-E9;Parent=evm.model.Herato1805.73								
513	Herato1507	1497404	1497919	+	0	NA	Intergenic	Intergenic	3085	ID=evm.model.Herato1507.45-E1;Parent=evm.model.Herato1507.45								
615	Herato1701	7824223	7824974	+	0	NA	Intergenic	Intergenic	-2930	ID=evm.model.Herato1701.232.1-E2;Parent=evm.model.Herato1701.232.1								
50	Herato0606	7428780	7429390	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.255-E1;Parent=evm.model.Herato0606.255)	-promoter-TSS (ID=evm.model.Herato0606.255-E1;Parent=evm.model.Herato0606.255)	-364	ID=evm.model.Herato0606.255-E1;Parent=evm.model.Herato0606.255								
476	Herato1408	5451074	5451236	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.184-E3;Parent=evm.model.Herato1408.184)	-promoter-TSS (ID=evm.model.Herato1408.184-E3;Parent=evm.model.Herato1408.184)	87	ID=evm.model.Herato1408.184-E3;Parent=evm.model.Herato1408.184								
854	Herato2101	11017723	11017893	+	0	NA	Intergenic	Intergenic	-22992	ID=evm.model.Herato2101.383-E1;Parent=evm.model.Herato2101.383								
969	Herato0503	8482392	8482821	+	0	NA	Intergenic	Intergenic	35046	ID=evm.model.Herato0503.332-E2;Parent=evm.model.Herato0503.332								
797	Herato2001	2287843	2288148	+	0	NA	Intergenic	Intergenic	-35647	ID=evm.model.Herato2001.58-E1;Parent=evm.model.Herato2001.58								
766	Herato1906	860582	862131	+	0	NA	Intergenic	Intergenic	-20683	ID=evm.model.Herato1906.27-E3;Parent=evm.model.Herato1906.27								
510	Herato1505	2388089	2388539	+	0	NA	Intergenic	Intergenic	10029	ID=evm.model.Herato1505.92-E2;Parent=evm.model.Herato1505.92								
393	Herato1301	2491407	2491687	+	0	NA	Intergenic	Intergenic	-3802	ID=evm.model.Herato1301.61-E3;Parent=evm.model.Herato1301.61								
449	Herato1301	19714557	19715112	+	0	NA	Intergenic	Intergenic	21873	ID=evm.model.Herato1301.674-E16;Parent=evm.model.Herato1301.674								
293	Herato1007	4390408	4391468	+	0	NA	Intergenic	Intergenic	-3192	ID=evm.model.Herato1007.175-E1;Parent=evm.model.Herato1007.175								
658	Herato1805	933469	934185	+	0	NA	Intergenic	Intergenic	43484	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
274	Herato1007	571290	572843	+	0	NA	Intergenic	Intergenic	6524	ID=evm.model.Herato1007.8.1-E1;Parent=evm.model.Herato1007.8.1								
549	Herato0209	890956	891943	+	0	NA	promoter-TSS (ID=evm.model.Herato0209.61-E5;Parent=evm.model.Herato0209.61)	-promoter-TSS (ID=evm.model.Herato0209.61-E5;Parent=evm.model.Herato0209.61)	260	ID=evm.model.Herato0209.61-E4;Parent=evm.model.Herato0209.61								
877	Herato0310	1888276	1888484	+	0	NA	Intergenic	Intergenic	41162	ID=evm.model.Herato0310.43-E14;Parent=evm.model.Herato0310.43								
659	Herato1805	934594	935558	+	0	NA	Intergenic	Intergenic	42235	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
967	Herato0503	7385617	7385966	+	0	NA	TTS (ID=evm.model.Herato0503.263-E2;Parent=evm.model.Herato0503.263)	-TTS (ID=evm.model.Herato0503.263-E2;Parent=evm.model.Herato0503.263)	974	ID=evm.model.Herato0503.263-E2;Parent=evm.model.Herato0503.263								
645	Herato1801	3793103	3793327	+	0	NA	TTS (ID=evm.model.Herato1801.133-E2;Parent=evm.model.Herato1801.133)	-TTS (ID=evm.model.Herato1801.133-E2;Parent=evm.model.Herato1801.133)	1163	ID=evm.model.Herato1801.133-E2;Parent=evm.model.Herato1801.133								
322	Herato1108	11397717	11398342	+	0	NA	Intergenic	Intergenic	14042	ID=evm.model.Herato1108.491-E4;Parent=evm.model.Herato1108.491								
469	Herato1408	2706990	2707667	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74)	-promoter-TSS (ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74)	-817	ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74								
682	Herato1805	5210822	5211277	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.135-E16;Parent=evm.model.Herato1805.135)	-promoter-TSS (ID=evm.model.Herato1805.135-E16;Parent=evm.model.Herato1805.135)	-777	ID=evm.model.Herato1805.135-E16;Parent=evm.model.Herato1805.135								
635	Herato1801	1220302	1220973	+	0	NA	Intergenic	Intergenic	-7320	ID=evm.model.Herato1801.63-E1;Parent=evm.model.Herato1801.63								
353	Herato1202	7736155	7736799	+	0	NA	Intergenic	Intergenic	-11662	ID=evm.model.Herato1202.307-E1;Parent=evm.model.Herato1202.307								
575	Herato1605	764988	765465	+	0	NA	Intergenic	Intergenic	-22639	ID=evm.model.Herato1605.31.1-E1;Parent=evm.model.Herato1605.31.1								
375	Herato1202	16504416	16504580	+	0	NA	Intergenic	Intergenic	-1681	ID=evm.model.Herato1202.656-E1;Parent=evm.model.Herato1202.656								
946	Herato0503	4075393	4075854	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.128-E13;Parent=evm.model.Herato0503.128)	-promoter-TSS (ID=evm.model.Herato0503.128-E13;Parent=evm.model.Herato0503.128)	175	ID=evm.model.Herato0503.128.1-E12;Parent=evm.model.Herato0503.128.1								
788	Herato1910	4159761	4160337	+	0	NA	Intergenic	Intergenic	10637	ID=evm.model.Herato1910.177-E4;Parent=evm.model.Herato1910.177								
709	Herato1807	3360180	3361300	+	0	NA	Intergenic	Intergenic	2123	ID=evm.model.Herato1807.65-E2;Parent=evm.model.Herato1807.65								
