PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_shared_D1up_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
79	Herato0701	9708497	9708770	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.400-E7;Parent=evm.model.Herato0701.400)	-promoter-TSS (ID=evm.model.Herato0701.400-E7;Parent=evm.model.Herato0701.400)	-774	ID=evm.model.Herato0701.400-E7;Parent=evm.model.Herato0701.400								
212	Herato1007	2506771	2507867	+	0	NA	Intergenic	Intergenic	-62585	ID=evm.model.Herato1007.91-E1;Parent=evm.model.Herato1007.91								
352	Herato1301	1615655	1616042	+	0	NA	Intergenic	Intergenic	-2339	ID=evm.model.Herato1301.38-E1;Parent=evm.model.Herato1301.38								
126	Herato0821	912430	912876	+	0	NA	Intergenic	Intergenic	11063	ID=evm.model.Herato0821.45-E1;Parent=evm.model.Herato0821.45								
426	Herato1411	398090	400888	+	0	NA	Intergenic	Intergenic	6126	ID=evm.model.Herato1411.5_evm.model.Herato1411.6-E7;Parent=evm.model.Herato1411.5_evm.model.Herato1411.6								
251	Herato1108	9603239	9603566	+	0	NA	Intergenic	Intergenic	20740	ID=evm.model.Herato1108.424-E4;Parent=evm.model.Herato1108.424								
542	Herato1703	630498	631440	+	0	NA	TTS (ID=evm.model.Herato1703.5-E1;Parent=evm.model.Herato1703.5)	-TTS (ID=evm.model.Herato1703.5-E1;Parent=evm.model.Herato1703.5)	475	ID=evm.model.Herato1703.5-E1;Parent=evm.model.Herato1703.5								
369	Herato1301	7457138	7457859	+	0	NA	Intergenic	Intergenic	-3788	ID=evm.model.Herato1301.289-E1;Parent=evm.model.Herato1301.289								
651	Herato1904	1277817	1278385	+	0	NA	Intergenic	Intergenic	17754	ID=evm.model.Herato1904.43-E2;Parent=evm.model.Herato1904.43								
279	Herato1202	2007323	2008402	+	0	NA	Intergenic	Intergenic	13111	ID=evm.model.Herato1202.72-E1;Parent=evm.model.Herato1202.72								
176	Herato1003	6588992	6590242	+	0	NA	TTS (ID=evm.model.Herato1003.218-E4;Parent=evm.model.Herato1003.218)	-TTS (ID=evm.model.Herato1003.218-E4;Parent=evm.model.Herato1003.218)	604	ID=evm.model.Herato1003.218.1-E5;Parent=evm.model.Herato1003.218.1								
629	Herato1807	2699790	2700062	+	0	NA	Intergenic	Intergenic	-2764	ID=evm.model.Herato1807.51-E3;Parent=evm.model.Herato1807.51								
498	Herato1605	4276802	4277147	+	0	NA	Intergenic	Intergenic	-8476	ID=evm.model.Herato1605.126-E1;Parent=evm.model.Herato1605.126								
483	Herato1603	3426673	3428099	+	0	NA	Intergenic	Intergenic	1873	ID=evm.model.Herato1603.89.1-E2;Parent=evm.model.Herato1603.89.1								
256	Herato1108	10040540	10041979	+	0	NA	Intergenic	Intergenic	21042	ID=evm.model.Herato1108.449-E1;Parent=evm.model.Herato1108.449								
810	Herato0310	3719913	3720191	+	0	NA	Intergenic	Intergenic	11910	ID=evm.model.Herato0310.90-E1;Parent=evm.model.Herato0310.90								
372	Herato1301	9629690	9630319	+	0	NA	Intergenic	Intergenic	71300	ID=evm.model.Herato1301.385-E14;Parent=evm.model.Herato1301.385								
574	Herato1805	1677915	1678151	+	0	NA	Intergenic	Intergenic	-1392	ID=evm.model.Herato1805.70-E1;Parent=evm.model.Herato1805.70								
170	Herato1003	5188579	5189453	+	0	NA	Intergenic	Intergenic	11698	ID=evm.model.Herato1003.170-E2;Parent=evm.model.Herato1003.170								
33	Herato0606	8767313	8767861	+	0	NA	Intergenic	Intergenic	-2280	ID=evm.model.Herato0606.273-E2;Parent=evm.model.Herato0606.273								
660	Herato1904	4721745	4721933	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.165-E2;Parent=evm.model.Herato1904.165)	-promoter-TSS (ID=evm.model.Herato1904.165-E2;Parent=evm.model.Herato1904.165)	0	ID=evm.model.Herato1904.165-E2;Parent=evm.model.Herato1904.165								
428	Herato1411	896147	896540	+	0	NA	Intergenic	Intergenic	-34875	ID=evm.model.Herato1411.25-E1;Parent=evm.model.Herato1411.25								
7	Herato0601	3049156	3049634	+	0	NA	Intergenic	Intergenic	-77783	ID=evm.model.Herato0601.74-E1;Parent=evm.model.Herato0601.74								
26	Herato0606	5903145	5903812	+	0	NA	Intergenic	Intergenic	-1230	ID=evm.model.Herato0606.202.3-E2;Parent=evm.model.Herato0606.202.3								
227	Herato0101	17785649	17786201	+	0	NA	Intergenic	Intergenic	-9716	ID=evm.model.Herato0101.703-E1;Parent=evm.model.Herato0101.703								
99	Herato0701	16207357	16208206	+	0	NA	Intergenic	Intergenic	14892	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
566	Herato1801	4331216	4331545	+	0	NA	Intergenic	Intergenic	-8185	ID=evm.model.Herato1801.151-E3;Parent=evm.model.Herato1801.151								
526	Herato1701	6513951	6514174	+	0	NA	Intergenic	Intergenic	-8379	ID=evm.model.Herato1701.185-E1;Parent=evm.model.Herato1701.185								
72	Herato0701	8657999	8658436	+	0	NA	Intergenic	Intergenic	91684	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
869	Herato0503	7702027	7702311	+	0	NA	Intergenic	Intergenic	4029	ID=evm.model.Herato0503.294-E6;Parent=evm.model.Herato0503.294								
806	Herato0310	1832147	1833488	+	0	NA	Intergenic	Intergenic	-1461	ID=evm.model.Herato0310.43-E1;Parent=evm.model.Herato0310.43								
500	Herato0211	431450	433699	+	0	NA	Intergenic	Intergenic	5244	ID=evm.model.Herato0211.21-E5;Parent=evm.model.Herato0211.21								
264	Herato1108	11064865	11065535	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.478-E5;Parent=evm.model.Herato1108.478)	-promoter-TSS (ID=evm.model.Herato1108.478-E5;Parent=evm.model.Herato1108.478)	-67	ID=evm.model.Herato1108.478-E5;Parent=evm.model.Herato1108.478								
255	Herato1108	10032096	10032406	+	0	NA	Intergenic	Intergenic	12034	ID=evm.model.Herato1108.449-E1;Parent=evm.model.Herato1108.449								
790	Herato2101	10980766	10981231	+	0	NA	Intergenic	Intergenic	4289	ID=evm.model.Herato2101.382-E2;Parent=evm.model.Herato2101.382								
533	Herato1701	8977630	8979110	+	0	NA	Intergenic	Intergenic	1183	ID=evm.model.Herato1701.277-E13;Parent=evm.model.Herato1701.277								
359	Herato1301	3509867	3510256	+	0	NA	Intergenic	Intergenic	-6954	ID=evm.model.Herato1301.97-E2;Parent=evm.model.Herato1301.97								
182	Herato1005	211114	211512	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.19-E2;Parent=evm.model.Herato1005.19)	-promoter-TSS (ID=evm.model.Herato1005.19-E2;Parent=evm.model.Herato1005.19)	-752	ID=evm.model.Herato1005.19-E2;Parent=evm.model.Herato1005.19								
108	Herato0701	17997349	17998068	+	0	NA	Intergenic	Intergenic	16695	ID=evm.model.Herato0701.743-E2;Parent=evm.model.Herato0701.743								
604	Herato1805	6553593	6554007	+	0	NA	Intergenic	Intergenic	11831	ID=evm.model.Herato1805.183-E1;Parent=evm.model.Herato1805.183								
556	Herato1801	3138998	3139304	+	0	NA	Intergenic	Intergenic	52987	ID=novel_model_230-E1;Parent=novel_model_230								
717	Herato2001	5137582	5138213	+	0	NA	Intergenic	Intergenic	6658	ID=evm.model.Herato2001.173-E4;Parent=evm.model.Herato2001.173								
462	Herato1507	6388761	6389070	+	0	NA	TTS (ID=evm.model.Herato1507.229-E3;Parent=evm.model.Herato1507.229)	-TTS (ID=evm.model.Herato1507.229-E3;Parent=evm.model.Herato1507.229)	908	ID=evm.model.Herato1507.229-E3;Parent=evm.model.Herato1507.229								
414	Herato1301	21841816	21842426	+	0	NA	Intergenic	Intergenic	10154	ID=evm.model.Herato1301.740-E1;Parent=evm.model.Herato1301.740								
232	Herato1108	4355764	4357129	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.166-E2;Parent=evm.model.Herato1108.166)	-promoter-TSS (ID=evm.model.Herato1108.166-E2;Parent=evm.model.Herato1108.166)	376	ID=evm.model.Herato1108.166.17-E1;Parent=evm.model.Herato1108.166.17								
477	Herato1603	666958	667205	+	0	NA	Intergenic	Intergenic	-1419	ID=evm.model.Herato1603.10-E2;Parent=evm.model.Herato1603.10								
843	Herato0405	1384040	1384669	+	0	NA	Intergenic	Intergenic	1852	ID=evm.model.Herato0405.46.1-E2;Parent=evm.model.Herato0405.46.1								
815	Herato0310	5124252	5125255	+	0	NA	Intergenic	Intergenic	11418	ID=evm.model.Herato0310.123-E2;Parent=evm.model.Herato0310.123								
671	Herato1904	5825844	5826626	+	0	NA	Intergenic	Intergenic	38193	ID=evm.model.Herato1904.211-E1;Parent=evm.model.Herato1904.211								
225	Herato1108	2741701	2742248	+	0	NA	Intergenic	Intergenic	23274	ID=evm.model.Herato1108.79-E8;Parent=evm.model.Herato1108.79								
330	Herato1202	15078954	15080124	+	0	NA	Intergenic	Intergenic	-25787	ID=evm.model.Herato1202.577-E1;Parent=evm.model.Herato1202.577								
142	Herato0901	3816625	3817547	+	0	NA	Intergenic	Intergenic	-11399	ID=evm.model.Herato0901.93-E1;Parent=evm.model.Herato0901.93								
207	Herato1007	1931102	1931862	+	0	NA	Intergenic	Intergenic	10475	ID=evm.model.Herato1007.84-E1;Parent=evm.model.Herato1007.84								
632	Herato1807	3313846	3314432	+	0	NA	Intergenic	Intergenic	-11660	ID=evm.model.Herato1807.64-E1;Parent=evm.model.Herato1807.64								
263	Herato1108	11058189	11058536	+	0	NA	TTS (ID=evm.model.Herato1108.477-E4;Parent=evm.model.Herato1108.477)	-TTS (ID=evm.model.Herato1108.477-E4;Parent=evm.model.Herato1108.477)	957	ID=evm.model.Herato1108.477-E4;Parent=evm.model.Herato1108.477								
394	Herato1301	17192523	17192841	+	0	NA	Intergenic	Intergenic	-8869	ID=evm.model.Herato1301.612-E2;Parent=evm.model.Herato1301.612								
167	Herato1003	2467922	2468401	+	0	NA	Intergenic	Intergenic	-6087	ID=evm.model.Herato1003.76-E4;Parent=evm.model.Herato1003.76								
48	Herato0701	2776649	2776915	+	0	NA	TTS (ID=evm.model.Herato0701.154-E5;Parent=evm.model.Herato0701.154)	-TTS (ID=evm.model.Herato0701.154-E5;Parent=evm.model.Herato0701.154)	740	ID=evm.model.Herato0701.154-E5;Parent=evm.model.Herato0701.154								
360	Herato1301	3587765	3588992	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.103-E6;Parent=evm.model.Herato1301.103)	-promoter-TSS (ID=evm.model.Herato1301.103-E6;Parent=evm.model.Herato1301.103)	-392	ID=evm.model.Herato1301.103.2-E5;Parent=evm.model.Herato1301.103.2								
692	Herato1908	1677853	1678539	+	0	NA	Intergenic	Intergenic	3701	ID=evm.model.Herato1908.54.14-E1;Parent=evm.model.Herato1908.54.14								
610	Herato1807	201907	203072	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.4-E2;Parent=evm.model.Herato1807.4)	-promoter-TSS (ID=evm.model.Herato1807.4-E2;Parent=evm.model.Herato1807.4)	-326	ID=evm.model.Herato1807.4-E2;Parent=evm.model.Herato1807.4								
514	Herato1701	5476630	5477016	+	0	NA	Intergenic	Intergenic	-5256	ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147								
725	Herato2001	6670123	6670476	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.245-E5;Parent=evm.model.Herato2001.245)	-promoter-TSS (ID=evm.model.Herato2001.245-E5;Parent=evm.model.Herato2001.245)	192	ID=evm.model.Herato2001.245-E4;Parent=evm.model.Herato2001.245								
663	Herato1904	4832466	4832635	+	0	NA	Intergenic	Intergenic	5403	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
513	Herato1701	5471108	5472799	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147)	-promoter-TSS (ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147)	-386	ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147								
615	Herato1807	667192	667478	+	0	NA	Intergenic	Intergenic	3327	ID=evm.model.Herato1807.12-E3;Parent=evm.model.Herato1807.12								
50	Herato0701	2951835	2953102	+	0	NA	Intergenic	Intergenic	6941	ID=evm.model.Herato0701.162-E1;Parent=evm.model.Herato0701.162								
476	Herato1603	663968	664668	+	0	NA	Intergenic	Intergenic	-4182	ID=evm.model.Herato1603.10-E2;Parent=evm.model.Herato1603.10								
854	Herato0503	1053225	1053505	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.36-E2;Parent=evm.model.Herato0503.36)	-promoter-TSS (ID=evm.model.Herato0503.36-E2;Parent=evm.model.Herato0503.36)	78	ID=evm.model.Herato0503.36-E2;Parent=evm.model.Herato0503.36								
797	Herato2101	11273026	11273554	+	0	NA	Intergenic	Intergenic	9584	ID=evm.model.Herato2101.384-E5;Parent=evm.model.Herato2101.384								
766	Herato2101	4772994	4773586	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.156-E3;Parent=evm.model.Herato2101.156)	-promoter-TSS (ID=evm.model.Herato2101.156-E3;Parent=evm.model.Herato2101.156)	521	ID=evm.model.Herato2101.156.1-E2;Parent=evm.model.Herato2101.156.1								
510	Herato1701	4339477	4339963	+	0	NA	Intergenic	Intergenic	-3080	ID=evm.model.Herato1701.104-E1;Parent=evm.model.Herato1701.104								
393	Herato1301	17189455	17189819	+	0	NA	Intergenic	Intergenic	10183	ID=evm.model.Herato1301.612-E1;Parent=evm.model.Herato1301.612								
449	Herato1505	2809782	2810031	+	0	NA	Intergenic	Intergenic	-6431	ID=evm.model.Herato1505.118-E6;Parent=evm.model.Herato1505.118								
293	Herato1202	3615947	3616956	+	0	NA	Intergenic	Intergenic	-4199	ID=evm.model.Herato1202.123.1-E1;Parent=evm.model.Herato1202.123.1								
658	Herato1904	3261612	3261915	+	0	NA	Intergenic	Intergenic	5353	ID=evm.model.Herato1904.117-E1;Parent=evm.model.Herato1904.117								
274	Herato1108	14045036	14045374	+	0	NA	Intergenic	Intergenic	-2307	ID=evm.model.Herato1108.594-E3;Parent=evm.model.Herato1108.594								
549	Herato1801	950624	951015	+	0	NA	Intergenic	Intergenic	5193	ID=evm.model.Herato1801.47-E1;Parent=evm.model.Herato1801.47								
877	Herato0503	8607431	8607575	+	0	NA	Intergenic	Intergenic	-86984	ID=evm.model.Herato0503.332-E1;Parent=evm.model.Herato0503.332								
659	Herato1904	4683743	4684201	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.162-E7;Parent=evm.model.Herato1904.162)	-promoter-TSS (ID=evm.model.Herato1904.162-E7;Parent=evm.model.Herato1904.162)	61	ID=evm.model.Herato1904.162-E7;Parent=evm.model.Herato1904.162								
645	Herato1904	677749	678525	+	0	NA	Intergenic	Intergenic	20800	ID=evm.model.Herato1904.22-E1;Parent=evm.model.Herato1904.22								
322	Herato1202	12139630	12139987	+	0	NA	Intergenic	Intergenic	72830	ID=evm.model.Herato1202.468-E4;Parent=evm.model.Herato1202.468								
469	Herato1507	9083496	9083922	+	0	NA	Intergenic	Intergenic	-70207	ID=evm.model.Herato1507.316-E1;Parent=evm.model.Herato1507.316								
682	Herato1906	565159	565708	+	0	NA	Intergenic	Intergenic	-17654	ID=evm.model.Herato1906.21-E1;Parent=evm.model.Herato1906.21								
635	Herato1807	3564470	3565669	+	0	NA	promoter-TSS (ID=evm.model.Herato1807.68-E1;Parent=evm.model.Herato1807.68)	-promoter-TSS (ID=evm.model.Herato1807.68-E1;Parent=evm.model.Herato1807.68)	-445	ID=evm.model.Herato1807.68-E1;Parent=evm.model.Herato1807.68								
353	Herato1301	2135436	2135959	+	0	NA	Intergenic	Intergenic	-7634	ID=evm.model.Herato1301.53-E2;Parent=evm.model.Herato1301.53								
575	Herato1805	1955190	1955991	+	0	NA	Intergenic	Intergenic	46872	ID=evm.model.Herato1805.81-E1;Parent=evm.model.Herato1805.81								
375	Herato1301	12077703	12078504	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.480-E4;Parent=evm.model.Herato1301.480)	-promoter-TSS (ID=evm.model.Herato1301.480-E4;Parent=evm.model.Herato1301.480)	-143	ID=evm.model.Herato1301.480-E4;Parent=evm.model.Herato1301.480								
788	Herato2101	10937575	10937884	+	0	NA	Intergenic	Intergenic	-7054	ID=evm.model.Herato2101.382-E5;Parent=evm.model.Herato2101.382								
709	Herato2001	2417808	2418454	+	0	NA	Intergenic	Intergenic	-9655	ID=evm.model.Herato2001.64.3-E10;Parent=evm.model.Herato2001.64.3								
128	Herato0101	13345757	13346742	+	0	NA	Intergenic	Intergenic	12484	ID=evm.model.Herato0101.460-E23;Parent=evm.model.Herato0101.460								
28	Herato0606	6135039	6135575	+	0	NA	Intergenic	Intergenic	17761	ID=evm.model.Herato0606.213-E5;Parent=evm.model.Herato0606.213								
310	Herato1202	9332001	9332343	+	0	NA	Intergenic	Intergenic	-6980	ID=evm.model.Herato1202.381-E2;Parent=evm.model.Herato1202.381								
40	Herato0701	470363	471492	+	0	NA	Intergenic	Intergenic	2994	ID=evm.model.Herato0701.14.4-E2;Parent=evm.model.Herato0701.14.4								
589	Herato1805	3623987	3624371	+	0	NA	Intergenic	Intergenic	50484	ID=evm.model.Herato1805.103-E1;Parent=evm.model.Herato1805.103								
303	Herato1202	5353871	5354564	+	0	NA	Intergenic	Intergenic	-9778	ID=evm.model.Herato1202.215-E2;Parent=evm.model.Herato1202.215								
192	Herato1005	2374160	2374369	+	0	NA	Intergenic	Intergenic	3114	ID=evm.model.Herato1005.116-E1;Parent=evm.model.Herato1005.116								
250	Herato1108	9593097	9593577	+	0	NA	Intergenic	Intergenic	18585	ID=evm.model.Herato1108.423-E12;Parent=evm.model.Herato1108.423								
614	Herato1807	645526	645760	+	0	NA	Intergenic	Intergenic	1139	ID=evm.model.Herato1807.12-E4;Parent=evm.model.Herato1807.12								
699	Herato0215	2230078	2231067	+	0	NA	Intergenic	Intergenic	16619	ID=evm.model.Herato0215.80-E3;Parent=evm.model.Herato0215.80								
501	Herato0211	453040	453618	+	0	NA	promoter-TSS (ID=evm.model.Herato0211.21-E1;Parent=evm.model.Herato0211.21)	-promoter-TSS (ID=evm.model.Herato0211.21-E1;Parent=evm.model.Herato0211.21)	-85	ID=evm.model.Herato0211.21-E1;Parent=evm.model.Herato0211.21								
215	Herato1007	2675875	2676234	+	0	NA	Intergenic	Intergenic	18042	ID=evm.model.Herato1007.96-E1;Parent=evm.model.Herato1007.96								
687	Herato1908	314867	315710	+	0	NA	Intergenic	Intergenic	6385	ID=evm.model.Herato1908.15.3-E2;Parent=evm.model.Herato1908.15.3								
278	Herato1202	158324	158684	+	0	NA	Intergenic	Intergenic	14086	ID=evm.model.Herato1202.15.1-E1;Parent=evm.model.Herato1202.15.1								
818	Herato0310	5223610	5224232	+	0	NA	Intergenic	Intergenic	16665	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
490	Herato1605	907344	907835	+	0	NA	Intergenic	Intergenic	45647	ID=evm.model.Herato1605.32-E18;Parent=evm.model.Herato1605.32								
150	Herato0101	14782651	14783045	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.529-E3;Parent=evm.model.Herato0101.529)	-promoter-TSS (ID=evm.model.Herato0101.529-E3;Parent=evm.model.Herato0101.529)	280	ID=evm.model.Herato0101.529.1-E2;Parent=evm.model.Herato0101.529.1								
130	Herato0101	13367224	13367744	+	0	NA	Intergenic	Intergenic	-1056	ID=novel_model_8-E5;Parent=novel_model_8								
155	Herato1001	2921830	2922500	+	0	NA	Intergenic	Intergenic	5606	ID=evm.model.Herato1001.107-E1;Parent=evm.model.Herato1001.107								
387	Herato1301	14612496	14612866	+	0	NA	Intergenic	Intergenic	-22620	ID=evm.model.Herato1301.553-E1;Parent=evm.model.Herato1301.553								
53	Herato0701	3499318	3499581	+	0	NA	Intergenic	Intergenic	2936	ID=evm.model.Herato0701.171-E1;Parent=evm.model.Herato0701.171								
245	Herato1108	8291969	8293342	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360)	-promoter-TSS (ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360)	-532	ID=evm.model.Herato1108.360-E2;Parent=evm.model.Herato1108.360								
626	Herato1807	2480262	2481405	+	0	NA	Intergenic	Intergenic	-1554	ID=evm.model.Herato1807.48-E3;Parent=evm.model.Herato1807.48								
543	Herato1703	895926	896584	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.16-E3;Parent=evm.model.Herato1703.16)	-promoter-TSS (ID=evm.model.Herato1703.16-E3;Parent=evm.model.Herato1703.16)	-885	ID=evm.model.Herato1703.16.2-E2;Parent=evm.model.Herato1703.16.2								
267	Herato1108	12375606	12375791	+	0	NA	Intergenic	Intergenic	-12729	ID=evm.model.Herato1108.520-E3;Parent=evm.model.Herato1108.520								
826	Herato0310	10073364	10073620	+	0	NA	Intergenic	Intergenic	24711	ID=evm.model.Herato0310.308-E3;Parent=evm.model.Herato0310.308								
354	Herato1301	2324023	2325261	+	0	NA	Intergenic	Intergenic	7853	ID=evm.model.Herato1301.58-E3;Parent=evm.model.Herato1301.58								
461	Herato1507	6386798	6388141	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.229-E3;Parent=evm.model.Herato1507.229)	-promoter-TSS (ID=evm.model.Herato1507.229-E3;Parent=evm.model.Herato1507.229)	-538	ID=evm.model.Herato1507.229-E3;Parent=evm.model.Herato1507.229								
583	Herato1805	3149802	3150376	+	0	NA	Intergenic	Intergenic	37876	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
257	Herato0101	1810133	1810938	+	0	NA	Intergenic	Intergenic	11668	ID=evm.model.Herato0101.43.1-E3;Parent=evm.model.Herato0101.43.1								
782	Herato2101	8940145	8941009	+	0	NA	Intergenic	Intergenic	-28570	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
757	Herato2001	19256980	19257616	+	0	NA	Intergenic	Intergenic	21609	ID=evm.model.Herato2001.742-E30;Parent=evm.model.Herato2001.742								
85	Herato0701	10593428	10594216	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.441-E8;Parent=evm.model.Herato0701.441)	-promoter-TSS (ID=evm.model.Herato0701.441-E8;Parent=evm.model.Herato0701.441)	181	ID=evm.model.Herato0701.441-E7;Parent=evm.model.Herato0701.441								
809	Herato0310	3713350	3713682	+	0	NA	Intergenic	Intergenic	-12454	ID=evm.model.Herato0310.91-E1;Parent=evm.model.Herato0310.91								
332	Herato1202	15125607	15125913	+	0	NA	Intergenic	Intergenic	-72008	ID=evm.model.Herato1202.577-E1;Parent=evm.model.Herato1202.577								
9	Herato0601	3118650	3119312	+	0	NA	Intergenic	Intergenic	-8197	ID=evm.model.Herato0601.74-E1;Parent=evm.model.Herato0601.74								
425	Herato1408	4255949	4256613	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.153.4-E1;Parent=evm.model.Herato1408.153.4)	-promoter-TSS (ID=evm.model.Herato1408.153.4-E1;Parent=evm.model.Herato1408.153.4)	-112	ID=evm.model.Herato1408.153.4-E1;Parent=evm.model.Herato1408.153.4								
591	Herato1805	3741922	3742890	+	0	NA	Intergenic	Intergenic	-8880	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
745	Herato2001	10780379	10780656	+	0	NA	Intergenic	Intergenic	7267	ID=evm.model.Herato2001.420-E8;Parent=evm.model.Herato2001.420								
34	Herato0606	9153444	9154248	+	0	NA	Intergenic	Intergenic	-1142	ID=evm.model.Herato0606.294-E3;Parent=evm.model.Herato0606.294								
832	Herato0401	1622424	1622928	+	0	NA	Intergenic	Intergenic	3799	ID=evm.model.Herato0401.40.1-E2;Parent=evm.model.Herato0401.40.1								
736	Herato2001	8572112	8572415	+	0	NA	Intergenic	Intergenic	-8999	ID=evm.model.Herato2001.362_evm.model.Herato2001.364-E1;Parent=evm.model.Herato2001.362_evm.model.Herato2001.364								
539	Herato1701	9741785	9743031	+	0	NA	Intergenic	Intergenic	-8501	ID=evm.model.Herato1701.333-E1;Parent=evm.model.Herato1701.333								
781	Herato2101	8914443	8914598	+	0	NA	Intergenic	Intergenic	-2513	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
603	Herato1805	6145811	6146244	+	0	NA	Intergenic	Intergenic	3968	ID=evm.model.Herato1805.165-E1;Parent=evm.model.Herato1805.165								
828	Herato0310	10172877	10173779	+	0	NA	Intergenic	Intergenic	-5392	ID=evm.model.Herato0310.313.2-E2;Parent=evm.model.Herato0310.313.2								
90	Herato0701	12308795	12309153	+	0	NA	Intergenic	Intergenic	-1347	ID=evm.model.Herato0701.569-E1;Parent=evm.model.Herato0701.569								
276	Herato0101	19032085	19035138	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.756-E4;Parent=evm.model.Herato0101.756)	-promoter-TSS (ID=evm.model.Herato0101.756-E4;Parent=evm.model.Herato0101.756)	-213	ID=evm.model.Herato0101.756-E4;Parent=evm.model.Herato0101.756								
620	Herato1807	1215915	1216346	+	0	NA	Intergenic	Intergenic	10938	ID=evm.model.Herato1807.23-E2;Parent=evm.model.Herato1807.23								
565	Herato1801	4289131	4290066	+	0	NA	Intergenic	Intergenic	-2454	ID=evm.model.Herato1801.147-E2;Parent=evm.model.Herato1801.147								
102	Herato0101	11811445	11812554	+	0	NA	Intergenic	Intergenic	-6935	ID=evm.model.Herato0101.368-E1;Parent=evm.model.Herato0101.368								
520	Herato1701	5578572	5579720	+	0	NA	Intergenic	Intergenic	-16272	ID=evm.model.Herato1701.148-E1;Parent=evm.model.Herato1701.148								
850	Herato0501	251635	252834	+	0	NA	Intergenic	Intergenic	-64116	ID=evm.model.Herato0501.14-E1;Parent=evm.model.Herato0501.14								
532	Herato1701	8805980	8806389	+	0	NA	TTS (ID=evm.model.Herato1701.271-E1;Parent=evm.model.Herato1701.271)	-TTS (ID=evm.model.Herato1701.271-E1;Parent=evm.model.Herato1701.271)	1317	ID=evm.model.Herato1701.271-E1;Parent=evm.model.Herato1701.271								
730	Herato2001	7984361	7985288	+	0	NA	Intergenic	Intergenic	-2688	ID=evm.model.Herato2001.334.1-E1;Parent=evm.model.Herato2001.334.1								
16	Herato0606	3167518	3167721	+	0	NA	Intergenic	Intergenic	2203	ID=evm.model.Herato0606.100-E6;Parent=evm.model.Herato0606.100								
55	Herato0701	4559750	4560992	+	0	NA	Intergenic	Intergenic	-22298	ID=evm.model.Herato0701.219-E1;Parent=evm.model.Herato0701.219								
233	Herato1108	4606116	4606715	+	0	NA	Intergenic	Intergenic	10806	ID=evm.model.Herato1108.179-E1;Parent=evm.model.Herato1108.179								
57	Herato0701	4609162	4609636	+	0	NA	Intergenic	Intergenic	-5725	ID=evm.model.Herato0701.219-E3;Parent=evm.model.Herato0701.219								
259	Herato1108	10979473	10979976	+	0	NA	Intergenic	Intergenic	-4896	ID=evm.model.Herato1108.472.1-E1;Parent=evm.model.Herato1108.472.1								
368	Herato1301	6419333	6419921	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.226-E11;Parent=evm.model.Herato1301.226)	-promoter-TSS (ID=evm.model.Herato1301.226-E11;Parent=evm.model.Herato1301.226)	-166	ID=evm.model.Herato1301.226-E11;Parent=evm.model.Herato1301.226								
