PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1down_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_shared_D1down_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
62	Herato0606	6366761	6367320	+	0	NA	Intergenic	Intergenic	7804	ID=evm.model.Herato0606.219-E17;Parent=evm.model.Herato0606.219								
833	Herato1703	1160117	1160384	+	0	NA	Intergenic	Intergenic	3837	ID=evm.model.Herato1703.19-E2;Parent=evm.model.Herato1703.19								
139	Herato0701	11211287	11211848	+	0	NA	TTS (ID=evm.model.Herato0701.475-E2;Parent=evm.model.Herato0701.475)	-TTS (ID=evm.model.Herato0701.475-E2;Parent=evm.model.Herato0701.475)	109	ID=evm.model.Herato0701.475-E3;Parent=evm.model.Herato0701.475								
129	Herato0701	9730301	9730565	+	0	NA	Intergenic	Intergenic	11692	ID=evm.model.Herato0701.400-E10;Parent=evm.model.Herato0701.400								
548	Herato1202	20226442	20227096	+	0	NA	Intergenic	Intergenic	4354	ID=evm.model.Herato1202.819.2-E12;Parent=evm.model.Herato1202.819.2								
926	Herato1807	3073004	3073367	+	0	NA	Intergenic	Intergenic	-7964	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
1246	Herato0503	4461180	4461458	+	0	NA	Intergenic	Intergenic	-79644	ID=evm.model.Herato0503.132.2-E1;Parent=evm.model.Herato0503.132.2								
859	Herato1805	171975	172497	+	0	NA	Intergenic	Intergenic	-5989	ID=evm.model.Herato1805.14.1-E1;Parent=evm.model.Herato1805.14.1								
1083	Herato2001	9152233	9152456	+	0	NA	Intergenic	Intergenic	-60371	ID=evm.model.Herato2001.384-E1;Parent=evm.model.Herato2001.384								
739	Herato1603	2020452	2020636	+	0	NA	Intergenic	Intergenic	4139	ID=evm.model.Herato1603.59-E1;Parent=evm.model.Herato1603.59								
1110	Herato2001	14569616	14569889	+	0	NA	Intergenic	Intergenic	29811	ID=evm.model.Herato2001.569-E2;Parent=evm.model.Herato2001.569								
876	Herato1805	3070552	3070779	+	0	NA	Intergenic	Intergenic	-44035	ID=evm.model.Herato1805.88.1-E1;Parent=evm.model.Herato1805.88.1								
662	Herato1411	3276634	3277037	+	0	NA	Intergenic	Intergenic	7301	ID=evm.model.Herato1411.124-E1;Parent=evm.model.Herato1411.124								
418	Herato1108	7237045	7237362	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.326-E9;Parent=evm.model.Herato1108.326)	-promoter-TSS (ID=evm.model.Herato1108.326-E9;Parent=evm.model.Herato1108.326)	-374	ID=evm.model.Herato1108.326-E9;Parent=evm.model.Herato1108.326								
783	Herato1701	3476329	3477275	+	0	NA	Intergenic	Intergenic	-13066	ID=evm.model.Herato1701.73-E2;Parent=evm.model.Herato1701.73								
933	Herato1901	1026338	1026639	+	0	NA	Intergenic	Intergenic	-7198	ID=evm.model.Herato1901.26-E1;Parent=evm.model.Herato1901.26								
168	Herato0701	16417525	16418366	+	0	NA	Intergenic	Intergenic	9973	ID=evm.model.Herato0701.701-E4;Parent=evm.model.Herato0701.701								
135	Herato0701	10363506	10364053	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.431-E1;Parent=evm.model.Herato0701.431)	-promoter-TSS (ID=evm.model.Herato0701.431-E1;Parent=evm.model.Herato0701.431)	-925	ID=evm.model.Herato0701.431-E1;Parent=evm.model.Herato0701.431								
348	Herato1007	961443	961725	+	0	NA	Intergenic	Intergenic	-8889	ID=evm.model.Herato1007.40.1-E1;Parent=evm.model.Herato1007.40.1								
1152	Herato0301	4600237	4600468	+	0	NA	Intergenic	Intergenic	-1579	ID=evm.model.Herato0301.113-E3;Parent=evm.model.Herato0301.113								
145	Herato0701	13997069	13997706	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.634-E3;Parent=evm.model.Herato0701.634)	-promoter-TSS (ID=evm.model.Herato0701.634-E3;Parent=evm.model.Herato0701.634)	-902	ID=evm.model.Herato0701.634-E3;Parent=evm.model.Herato0701.634								
49	Herato0606	4062517	4063765	+	0	NA	Intergenic	Intergenic	-33635	ID=evm.model.Herato0606.123-E1;Parent=evm.model.Herato0606.123								
789	Herato1701	4776788	4777210	+	0	NA	Intergenic	Intergenic	17127	ID=evm.model.Herato1701.110-E2;Parent=evm.model.Herato1701.110								
178	Herato0801	92107	93736	+	0	NA	TTS (ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5)	-TTS (ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5)	1100	ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5								
1131	Herato2101	11831702	11833166	+	0	NA	exon (ID=evm.model.Herato2101.394-E2;Parent=evm.model.Herato2101.394, exon 1 of 1)	-exon (ID=evm.model.Herato2101.394-E2;Parent=evm.model.Herato2101.394, exon 1 of 1)	502	ID=evm.model.Herato2101.394-E2;Parent=evm.model.Herato2101.394								
124	Herato0701	9511348	9511936	+	0	NA	Intergenic	Intergenic	-27461	ID=evm.model.Herato0701.397-E1;Parent=evm.model.Herato0701.397								
772	Herato1605	2426178	2426917	+	0	NA	Intergenic	Intergenic	-12264	ID=evm.model.Herato1605.84-E1;Parent=evm.model.Herato1605.84								
1090	Herato2001	10543584	10543755	+	0	NA	Intergenic	Intergenic	5258	ID=evm.model.Herato2001.414-E8;Parent=evm.model.Herato2001.414								
627	Herato1301	21142054	21142382	+	0	NA	Intergenic	Intergenic	4291	ID=evm.model.Herato1301.722-E2;Parent=evm.model.Herato1301.722								
993	Herato1904	7649486	7649953	+	0	NA	Intergenic	Intergenic	-16552	ID=evm.model.Herato1904.266-E1;Parent=evm.model.Herato1904.266								
715	Herato1507	9644939	9645483	+	0	NA	TTS (ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324)	-TTS (ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324)	689	ID=evm.model.Herato1507.324-E6;Parent=evm.model.Herato1507.324								
23	Herato0606	1818129	1819196	+	0	NA	Intergenic	Intergenic	-11480	ID=evm.model.Herato0606.54.6-E1;Parent=evm.model.Herato0606.54.6								
364	Herato1007	2569586	2571467	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.91-E2;Parent=evm.model.Herato1007.91)	-promoter-TSS (ID=evm.model.Herato1007.91-E2;Parent=evm.model.Herato1007.91)	-471	ID=evm.model.Herato1007.91-E2;Parent=evm.model.Herato1007.91								
388	Herato1102	429049	429767	+	0	NA	Intergenic	Intergenic	3695	ID=evm.model.Herato1102.11-E7;Parent=evm.model.Herato1102.11								
653	Herato1411	732281	732845	+	0	NA	Intergenic	Intergenic	-1068	ID=evm.model.Herato1411.20-E2;Parent=evm.model.Herato1411.20								
950	Herato1901	3008237	3008468	+	0	NA	Intergenic	Intergenic	-3753	ID=evm.model.Herato1901.100-E1;Parent=evm.model.Herato1901.100								
509	Herato1202	13193049	13193450	+	0	NA	Intergenic	Intergenic	-15815	ID=evm.model.Herato1202.496-E1;Parent=evm.model.Herato1202.496								
1025	Herato1910	4159761	4160337	+	0	NA	Intergenic	Intergenic	10637	ID=evm.model.Herato1910.177-E4;Parent=evm.model.Herato1910.177								
1015	Herato1910	525009	526377	+	0	NA	promoter-TSS (ID=evm.model.Herato1910.45-E1;Parent=evm.model.Herato1910.45)	-promoter-TSS (ID=evm.model.Herato1910.45-E1;Parent=evm.model.Herato1910.45)	-198	ID=evm.model.Herato1910.45-E1;Parent=evm.model.Herato1910.45								
367	Herato1007	2747114	2748102	+	0	NA	Intergenic	Intergenic	-4714	ID=evm.model.Herato1007.98-E1;Parent=evm.model.Herato1007.98								
976	Herato1904	3172047	3172757	+	0	NA	TTS (ID=evm.model.Herato1904.112-E1;Parent=evm.model.Herato1904.112)	-TTS (ID=evm.model.Herato1904.112-E1;Parent=evm.model.Herato1904.112)	1221	ID=evm.model.Herato1904.112.1-E1;Parent=evm.model.Herato1904.112.1								
716	Herato1507	9687494	9687967	+	0	NA	Intergenic	Intergenic	-26239	ID=evm.model.Herato1507.324-E1;Parent=evm.model.Herato1507.324								
940	Herato1901	2857968	2858662	+	0	NA	exon (ID=evm.model.Herato1901.90-E1;Parent=evm.model.Herato1901.90, exon 1 of 1)	-exon (ID=evm.model.Herato1901.90-E1;Parent=evm.model.Herato1901.90, exon 1 of 1)	141	ID=evm.model.Herato1901.90-E1;Parent=evm.model.Herato1901.90								
485	Herato1202	7205419	7207153	+	0	NA	Intergenic	Intergenic	-11057	ID=evm.model.Herato1202.286-E2;Parent=evm.model.Herato1202.286								
685	Herato1505	1426378	1426989	+	0	NA	Intergenic	Intergenic	-4696	ID=evm.model.Herato1505.49-E1;Parent=evm.model.Herato1505.49								
743	Herato1603	2595833	2596511	+	0	NA	Intergenic	Intergenic	11930	ID=evm.model.Herato1603.79-E4;Parent=evm.model.Herato1603.79								
778	Herato1701	436297	437762	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21)	-promoter-TSS (ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21)	-308	ID=evm.model.Herato1701.21-E1;Parent=evm.model.Herato1701.21								
21	Herato0606	1717326	1717629	+	0	NA	Intergenic	Intergenic	-4010	ID=evm.model.Herato0606.54.1-E5;Parent=evm.model.Herato0606.54.1								
523	Herato1202	15901726	15901960	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.615-E15;Parent=evm.model.Herato1202.615)	-promoter-TSS (ID=evm.model.Herato1202.615-E15;Parent=evm.model.Herato1202.615)	115	ID=evm.model.Herato1202.615-E14;Parent=evm.model.Herato1202.615								
720	Herato1601	1534829	1535360	+	0	NA	Intergenic	Intergenic	-3949	ID=evm.model.Herato1601.50.1-E2;Parent=evm.model.Herato1601.50.1								
1270	Herato0503	8880981	8881644	+	0	NA	Intergenic	Intergenic	-2104	ID=evm.model.Herato0503.337-E6;Parent=evm.model.Herato0503.337								
460	Herato1202	1736210	1737333	+	0	NA	Intergenic	Intergenic	8705	ID=evm.model.Herato1202.63.4-E6;Parent=evm.model.Herato1202.63.4								
324	Herato1005	2342303	2342915	+	0	NA	exon (ID=evm.model.Herato1005.115-E5;Parent=evm.model.Herato1005.115, exon 1 of 1)	-exon (ID=evm.model.Herato1005.115-E5;Parent=evm.model.Herato1005.115, exon 1 of 1)	109	ID=evm.model.Herato1005.115-E5;Parent=evm.model.Herato1005.115								
453	Herato0101	18778541	18779133	+	0	NA	Intergenic	Intergenic	-14602	ID=evm.model.Herato0101.745-E1;Parent=evm.model.Herato0101.745								
723	Herato0209	656344	656572	+	0	NA	Intergenic	Intergenic	-1083	ID=evm.model.Herato0209.45-E5;Parent=evm.model.Herato0209.45								
244	Herato0901	8030931	8031462	+	0	NA	TTS (ID=evm.model.Herato0901.260-E13;Parent=evm.model.Herato0901.260)	-TTS (ID=evm.model.Herato0901.260-E13;Parent=evm.model.Herato0901.260)	137	ID=evm.model.Herato0901.260-E13;Parent=evm.model.Herato0901.260								
1202	Herato0411	1086096	1086561	+	0	NA	Intergenic	Intergenic	-3580	ID=evm.model.Herato0411.19-E4;Parent=evm.model.Herato0411.19								
637	Herato1408	2706990	2707667	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74)	-promoter-TSS (ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74)	-817	ID=evm.model.Herato1408.74-E4;Parent=evm.model.Herato1408.74								
351	Herato1007	1026071	1026310	+	0	NA	Intergenic	Intergenic	-3259	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
1040	Herato2001	1878580	1879322	+	0	NA	Intergenic	Intergenic	28125	ID=evm.model.Herato2001.38-E2;Parent=evm.model.Herato2001.38								
595	Herato1301	13713102	13713446	+	0	NA	Intergenic	Intergenic	4003	ID=evm.model.Herato1301.529-E1;Parent=evm.model.Herato1301.529								
1138	Herato0301	3002541	3004167	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.72-E1;Parent=evm.model.Herato0301.72)	-promoter-TSS (ID=evm.model.Herato0301.72-E1;Parent=evm.model.Herato0301.72)	-248	ID=evm.model.Herato0301.72-E1;Parent=evm.model.Herato0301.72								
488	Herato1202	7224867	7225399	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.286.1-E1;Parent=evm.model.Herato1202.286.1)	-promoter-TSS (ID=evm.model.Herato1202.286.1-E1;Parent=evm.model.Herato1202.286.1)	-691	ID=evm.model.Herato1202.286.4-E1;Parent=evm.model.Herato1202.286.4								
752	Herato1603	3572088	3572321	+	0	NA	Intergenic	Intergenic	1680	ID=evm.model.Herato1603.95.1-E1;Parent=evm.model.Herato1603.95.1								
1232	Herato0101	7276958	7277189	+	0	NA	Intergenic	Intergenic	2469	ID=evm.model.Herato0101.227-E1;Parent=evm.model.Herato0101.227								
1012	Herato1908	2604461	2604613	+	0	NA	Intergenic	Intergenic	3142	ID=evm.model.Herato1908.102-E1;Parent=evm.model.Herato1908.102								
835	Herato0101	2906764	2907036	+	0	NA	Intergenic	Intergenic	-4790	ID=evm.model.Herato0101.93-E2;Parent=evm.model.Herato0101.93								
1267	Herato0503	8001676	8002010	+	0	NA	Intergenic	Intergenic	-6074	ID=evm.model.Herato0503.298-E1;Parent=evm.model.Herato0503.298								
379	Herato1007	4912619	4913411	+	0	NA	Intergenic	Intergenic	-10363	ID=evm.model.Herato1007.197-E1;Parent=evm.model.Herato1007.197								
1032	Herato2001	1492855	1494251	+	0	NA	Intergenic	Intergenic	-6556	ID=evm.model.Herato2001.28.1-E4;Parent=evm.model.Herato2001.28.1								
113	Herato0701	8213451	8214830	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.366.1-E1;Parent=evm.model.Herato0701.366.1)	-promoter-TSS (ID=evm.model.Herato0701.366.1-E1;Parent=evm.model.Herato0701.366.1)	97	ID=evm.model.Herato0701.366.1-E1;Parent=evm.model.Herato0701.366.1								
901	Herato0214	493242	494285	+	0	NA	Intergenic	Intergenic	-1524	ID=evm.model.Herato0214.34-E1;Parent=evm.model.Herato0214.34								
1035	Herato2001	1716145	1716588	+	0	NA	Intergenic	Intergenic	-9132	ID=evm.model.Herato2001.35.4-E3;Parent=evm.model.Herato2001.35.4								
152	Herato0701	14470690	14471237	+	0	NA	Intergenic	Intergenic	-8462	ID=evm.model.Herato0701.662-E1;Parent=evm.model.Herato0701.662								
342	Herato1005	4601541	4602115	+	0	NA	Intergenic	Intergenic	-18806	ID=evm.model.Herato1005.220-E1;Parent=evm.model.Herato1005.220								
452	Herato1108	12338862	12339730	+	0	NA	Intergenic	Intergenic	14317	ID=evm.model.Herato1108.519-E1;Parent=evm.model.Herato1108.519								
862	Herato1805	933469	934185	+	0	NA	Intergenic	Intergenic	43484	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
295	Herato0101	1578884	1579595	+	0	NA	Intergenic	Intergenic	3415	ID=evm.model.Herato0101.39.2-E1;Parent=evm.model.Herato0101.39.2								
579	Herato1301	6906729	6907527	+	0	NA	Intergenic	Intergenic	-1901	ID=evm.model.Herato1301.255-E11;Parent=evm.model.Herato1301.255								
341	Herato0101	16716438	16716696	+	0	NA	Intergenic	Intergenic	-55610	ID=evm.model.Herato0101.645-E1;Parent=evm.model.Herato0101.645								
1056	Herato2001	4965547	4966065	+	0	NA	Intergenic	Intergenic	-10393	ID=evm.model.Herato2001.170-E1;Parent=evm.model.Herato2001.170								
535	Herato1202	17813050	17813427	+	0	NA	Intergenic	Intergenic	-13371	ID=evm.model.Herato1202.729-E2;Parent=evm.model.Herato1202.729								
77	Herato0701	1968170	1968689	+	0	NA	Intergenic	Intergenic	-10218	ID=evm.model.Herato0701.104-E2;Parent=evm.model.Herato0701.104								
683	Herato1505	1317914	1318368	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.48-E1;Parent=evm.model.Herato1505.48)	-promoter-TSS (ID=evm.model.Herato1505.48-E1;Parent=evm.model.Herato1505.48)	-203	ID=evm.model.Herato1505.48-E1;Parent=evm.model.Herato1505.48								
541	Herato1202	19228682	19228936	+	0	NA	Intergenic	Intergenic	3526	ID=evm.model.Herato1202.776-E19;Parent=evm.model.Herato1202.776								
1215	Herato0411	5077366	5077965	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.116.1-E5;Parent=evm.model.Herato0411.116.1)	-promoter-TSS (ID=evm.model.Herato0411.116.1-E5;Parent=evm.model.Herato0411.116.1)	293	ID=evm.model.Herato0411.116.6-E5;Parent=evm.model.Herato0411.116.6								
64	Herato0606	7348678	7349536	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.252-E7;Parent=evm.model.Herato0606.252)	-promoter-TSS (ID=evm.model.Herato0606.252-E7;Parent=evm.model.Herato0606.252)	96	ID=evm.model.Herato0606.252.1-E7;Parent=evm.model.Herato0606.252.1								
765	Herato1605	1140878	1141948	+	0	NA	Intergenic	Intergenic	-1424	ID=evm.model.Herato1605.37-E1;Parent=evm.model.Herato1605.37								
881	Herato1805	3491493	3491914	+	0	NA	Intergenic	Intergenic	22472	ID=evm.model.Herato1805.101-E5;Parent=evm.model.Herato1805.101								
312	Herato1005	954743	955762	+	0	NA	Intergenic	Intergenic	-3400	ID=evm.model.Herato1005.59.1-E2;Parent=evm.model.Herato1005.59.1								
897	Herato0214	293132	293373	+	0	NA	Intergenic	Intergenic	6579	ID=evm.model.Herato0214.20-E2;Parent=evm.model.Herato0214.20								
45	Herato0606	3891026	3891258	+	0	NA	Intergenic	Intergenic	-1735	ID=evm.model.Herato0606.120-E3;Parent=evm.model.Herato0606.120								
405	Herato1108	4675945	4676407	+	0	NA	Intergenic	Intergenic	-3797	ID=evm.model.Herato1108.179-E6;Parent=evm.model.Herato1108.179								
507	Herato1202	12767927	12768257	+	0	NA	Intergenic	Intergenic	47400	ID=evm.model.Herato1202.477-E6;Parent=evm.model.Herato1202.477								
237	Herato0901	5334990	5335229	+	0	NA	Intergenic	Intergenic	-64159	ID=evm.model.Herato0901.146-E1;Parent=evm.model.Herato0901.146								
1002	Herato1908	18141	18637	+	0	NA	Intergenic	Intergenic	3246	ID=evm.model.Herato1908.2-E1;Parent=evm.model.Herato1908.2								
1173	Herato0310	5206213	5206836	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123)	-promoter-TSS (ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123)	-732	ID=evm.model.Herato0310.123-E3;Parent=evm.model.Herato0310.123								
370	Herato1007	3432406	3433242	+	0	NA	Intergenic	Intergenic	-1637	ID=evm.model.Herato1007.127.1-E3;Parent=evm.model.Herato1007.127.1								
309	Herato1005	842443	843129	+	0	NA	Intergenic	Intergenic	2782	ID=evm.model.Herato1005.55-E2;Parent=evm.model.Herato1005.55								
567	Herato1301	4092801	4093113	+	0	NA	Intergenic	Intergenic	12958	ID=evm.model.Herato1301.112-E34;Parent=evm.model.Herato1301.112								
416	Herato1108	6907780	6908108	+	0	NA	Intergenic	Intergenic	-11708	ID=evm.model.Herato1108.304-E1;Parent=evm.model.Herato1108.304								
100	Herato0701	3815725	3815980	+	0	NA	Intergenic	Intergenic	4391	ID=evm.model.Herato0701.182-E17;Parent=evm.model.Herato0701.182								
380	Herato1007	5044624	5046156	+	0	NA	Intergenic	Intergenic	3884	ID=evm.model.Herato1007.200.1-E1;Parent=evm.model.Herato1007.200.1								
914	Herato1807	1778180	1778322	+	0	NA	Intergenic	Intergenic	48723	ID=evm.model.Herato1807.38-E2;Parent=evm.model.Herato1807.38								
1258	Herato0503	6546694	6547306	+	0	NA	Intergenic	Intergenic	7470	ID=evm.model.Herato0503.229-E10;Parent=evm.model.Herato0503.229								
300	Herato1003	7283817	7284526	+	0	NA	Intergenic	Intergenic	5218	ID=evm.model.Herato1003.266-E2;Parent=evm.model.Herato1003.266								
965	Herato1904	1175936	1177562	+	0	NA	Intergenic	Intergenic	6107	ID=evm.model.Herato1904.42-E1;Parent=evm.model.Herato1904.42								
824	Herato1703	667208	668996	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.5-E9;Parent=evm.model.Herato1703.5)	-promoter-TSS (ID=evm.model.Herato1703.5-E9;Parent=evm.model.Herato1703.5)	397	ID=evm.model.Herato1703.5-E8;Parent=evm.model.Herato1703.5								
120	Herato0701	8839006	8839356	+	0	NA	Intergenic	Intergenic	-86878	ID=evm.model.Herato0701.374.1-E1;Parent=evm.model.Herato0701.374.1								
286	Herato1003	4176324	4176716	+	0	NA	Intergenic	Intergenic	-3360	ID=evm.model.Herato1003.126-E2;Parent=evm.model.Herato1003.126								
1075	Herato2001	7612938	7613443	+	0	NA	TTS (ID=evm.model.Herato2001.305-E27;Parent=evm.model.Herato2001.305)	-TTS (ID=evm.model.Herato2001.305-E27;Parent=evm.model.Herato2001.305)	120	ID=evm.model.Herato2001.305-E29;Parent=evm.model.Herato2001.305								
800	Herato1701	6270304	6270978	+	0	NA	Intergenic	Intergenic	-16700	ID=evm.model.Herato1701.175.1-E1;Parent=evm.model.Herato1701.175.1								
1148	Herato0301	4540618	4541189	+	0	NA	promoter-TSS (ID=evm.model.Herato0301.112-E1;Parent=evm.model.Herato0301.112)	-promoter-TSS (ID=evm.model.Herato0301.112-E1;Parent=evm.model.Herato0301.112)	-932	ID=evm.model.Herato0301.112-E1;Parent=evm.model.Herato0301.112								
254	Herato0901	10558333	10558819	+	0	NA	Intergenic	Intergenic	9010	ID=evm.model.Herato0901.324-E2;Parent=evm.model.Herato0901.324								
392	Herato1108	1126331	1127468	+	0	NA	Intergenic	Intergenic	7165	ID=evm.model.Herato1108.30-E1;Parent=evm.model.Herato1108.30								
496	Herato1202	9416490	9416679	+	0	NA	Intergenic	Intergenic	3964	ID=evm.model.Herato1202.386-E2;Parent=evm.model.Herato1202.386								
605	Herato1301	17341915	17342737	+	0	NA	Intergenic	Intergenic	7609	ID=evm.model.Herato1301.615-E1;Parent=evm.model.Herato1301.615								
607	Herato1301	17611924	17612189	+	0	NA	Intergenic	Intergenic	-18540	ID=evm.model.Herato1301.619-E1;Parent=evm.model.Herato1301.619								
813	Herato1701	7506450	7506613	+	0	NA	Intergenic	Intergenic	54846	ID=evm.model.Herato1701.220-E5;Parent=evm.model.Herato1701.220								
42	Herato0606	3682688	3683347	+	0	NA	Intergenic	Intergenic	4717	ID=evm.model.Herato0606.111-E2;Parent=evm.model.Herato0606.111								
644	Herato1408	5528905	5529458	+	0	NA	exon (ID=evm.model.Herato1408.198-E3;Parent=evm.model.Herato1408.198, exon 1 of 1)	-exon (ID=evm.model.Herato1408.198-E3;Parent=evm.model.Herato1408.198, exon 1 of 1)	161	ID=evm.model.Herato1408.198-E3;Parent=evm.model.Herato1408.198								
759	Herato1605	59363	59519	+	0	NA	Intergenic	Intergenic	-2324	ID=evm.model.Herato1605.3-E1;Parent=evm.model.Herato1605.3								
851	Herato1801	3904267	3904451	+	0	NA	Intergenic	Intergenic	-3984	ID=evm.model.Herato1801.134-E1;Parent=evm.model.Herato1801.134								
399	Herato1108	3239365	3239804	+	0	NA	Intergenic	Intergenic	9126	ID=evm.model.Herato1108.106-E9;Parent=evm.model.Herato1108.106								
1228	Herato0503	1343115	1344160	+	0	NA	Intergenic	Intergenic	7416	ID=evm.model.Herato0503.43-E3;Parent=evm.model.Herato0503.43								
1073	Herato2001	6789262	6789630	+	0	NA	Intergenic	Intergenic	3714	ID=evm.model.Herato2001.251-E1;Parent=evm.model.Herato2001.251								
235	Herato0901	5318176	5318778	+	0	NA	Intergenic	Intergenic	60104	ID=evm.model.Herato0901.145-E5;Parent=evm.model.Herato0901.145								
694	Herato1507	3312703	3313121	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.126-E3;Parent=evm.model.Herato1507.126)	-promoter-TSS (ID=evm.model.Herato1507.126-E3;Parent=evm.model.Herato1507.126)	-916	ID=evm.model.Herato1507.126-E3;Parent=evm.model.Herato1507.126								
436	Herato1108	10125998	10126378	+	0	NA	Intergenic	Intergenic	-28481	ID=evm.model.Herato1108.452-E1;Parent=evm.model.Herato1108.452								
94	Herato0701	2641089	2641585	+	0	NA	Intergenic	Intergenic	-14134	ID=evm.model.Herato0701.149-E1;Parent=evm.model.Herato0701.149								
213	Herato0101	13475569	13475752	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.469-E1;Parent=evm.model.Herato0101.469)	-promoter-TSS (ID=evm.model.Herato0101.469-E1;Parent=evm.model.Herato0101.469)	-454	ID=evm.model.Herato0101.469-E1;Parent=evm.model.Herato0101.469								
816	Herato1701	9289835	9290366	+	0	NA	Intergenic	Intergenic	-5130	ID=evm.model.Herato1701.296_evm.model.Herato1701.295-E1;Parent=evm.model.Herato1701.296_evm.model.Herato1701.295								
1103	Herato2001	13201499	13201991	+	0	NA	Intergenic	Intergenic	-1548	ID=evm.model.Herato2001.531.1-E7;Parent=evm.model.Herato2001.531.1								
568	Herato1301	4094806	4096149	+	0	NA	Intergenic	Intergenic	15478	ID=evm.model.Herato1301.112-E34;Parent=evm.model.Herato1301.112								
1062	Herato2001	5181909	5182622	+	0	NA	Intergenic	Intergenic	-1091	ID=evm.model.Herato2001.174.2-E2;Parent=evm.model.Herato2001.174.2								
265	Herato1001	340185	341052	+	0	NA	Intergenic	Intergenic	3075	ID=evm.model.Herato1001.16-E1;Parent=evm.model.Herato1001.16								
296	Herato1003	6891377	6891913	+	0	NA	Intergenic	Intergenic	-20492	ID=evm.model.Herato1003.246-E1;Parent=evm.model.Herato1003.246								
1129	Herato2101	8983971	8985195	+	0	NA	Intergenic	Intergenic	-72576	ID=evm.model.Herato2101.308-E1;Parent=evm.model.Herato2101.308								
791	Herato1701	5291299	5291797	+	0	NA	Intergenic	Intergenic	-2186	ID=evm.model.Herato1701.139-E1;Parent=evm.model.Herato1701.139								
171	Herato0701	17387572	17387745	+	0	NA	Intergenic	Intergenic	11496	ID=evm.model.Herato0701.733.1-E1;Parent=evm.model.Herato0701.733.1								
1143	Herato0301	4102811	4103237	+	0	NA	Intergenic	Intergenic	-4046	ID=evm.model.Herato0301.103.1-E1;Parent=evm.model.Herato0301.103.1								
386	Herato1102	401914	403000	+	0	NA	Intergenic	Intergenic	3086	ID=evm.model.Herato1102.10.5-E2;Parent=evm.model.Herato1102.10.5								
916	Herato1807	2005223	2005524	+	0	NA	Intergenic	Intergenic	-26536	ID=evm.model.Herato1807.40-E1;Parent=evm.model.Herato1807.40								
445	Herato1108	11880281	11881612	+	0	NA	Intergenic	Intergenic	3326	ID=evm.model.Herato1108.507-E1;Parent=evm.model.Herato1108.507								
200	Herato0821	95815	96085	+	0	NA	Intergenic	Intergenic	-1116	ID=evm.model.Herato0821.2-E4;Parent=evm.model.Herato0821.2								
1261	Herato0503	6802627	6803232	+	0	NA	Intergenic	Intergenic	-1178	ID=evm.model.Herato0503.238-E3;Parent=evm.model.Herato0503.238								
329	Herato1005	2384378	2384983	+	0	NA	Intergenic	Intergenic	-7302	ID=evm.model.Herato1005.116-E1;Parent=evm.model.Herato1005.116								
525	Herato1202	16217865	16218916	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.635-E2;Parent=evm.model.Herato1202.635)	-promoter-TSS (ID=evm.model.Herato1202.635-E2;Parent=evm.model.Herato1202.635)	-273	ID=evm.model.Herato1202.635.1.1-E1;Parent=evm.model.Herato1202.635.1.1								
