PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
423	Hmel205014	191097	191335	+	0	NA	Intergenic	Intergenic	-12706	ID=HMEL015047g1.t1-E1;Parent=HMEL015047g1.t1								
2879	Hmel221046	69343	70650	+	0	NA	Intergenic	Intergenic	-2517	ID=HMEL013041g2.t1-E1;Parent=HMEL013041g2.t1								
1953	Hmel217004	1265958	1266645	+	0	NA	Intergenic	Intergenic	2861	ID=HMEL006592g1.t1-E1;Parent=HMEL006592g1.t1								
1139	Hmel211004	166609	166781	+	0	NA	Intergenic	Intergenic	-19655	ID=HMEL015222g1.t1-E1;Parent=HMEL015222g1.t1								
2757	Hmel221015	304286	305055	+	0	NA	promoter-TSS (ID=HMEL035651g1.t1-E1;Parent=HMEL035651g1.t1)	-promoter-TSS (ID=HMEL035651g1.t1-E1;Parent=HMEL035651g1.t1)	-639	ID=HMEL035651g1.t1-E1;Parent=HMEL035651g1.t1								
1319	Hmel212001	1827356	1827926	+	0	NA	Intergenic	Intergenic	-4310	ID=HMEL016801g1.t1-E1;Parent=HMEL016801g1.t1								
1826	Hmel216001	587296	588267	+	0	NA	Intergenic	Intergenic	4483	ID=HMEL032982g1.t1-E3;Parent=HMEL032982g1.t1								
2454	Hmel220022	588964	589677	+	0	NA	Intergenic	Intergenic	6674	ID=HMEL035406g1.t1-E1;Parent=HMEL035406g1.t1								
2077	Hmel218005	533494	534570	+	0	NA	Intergenic	Intergenic	-5615	ID=HMEL034259g1.t1-E1;Parent=HMEL034259g1.t1								
1222	Hmel211008	118937	119149	+	0	NA	Intergenic	Intergenic	1917	ID=HMEL003831g1.t1-E5;Parent=HMEL003831g1.t1								
2036	Hmel218003	479327	479485	+	0	NA	Intergenic	Intergenic	6308	ID=HMEL003857g1.t1-E13;Parent=HMEL003857g1.t1								
1747	Hmel215006	1231825	1232916	+	0	NA	Intergenic	Intergenic	11069	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
174	Hmel202004	923607	923918	+	0	NA	Intergenic	Intergenic	5451	ID=HMEL007051g1.t1-E1;Parent=HMEL007051g1.t1								
820	Hmel209001	1433146	1435446	+	0	NA	Intergenic	Intergenic	-21227	ID=HMEL007620g1.t1-E1;Parent=HMEL007620g1.t1								
1799	Hmel215047	998013	998310	+	0	NA	Intergenic	Intergenic	-15382	ID=HMEL009118g1.t1-E2;Parent=HMEL009118g1.t1								
1571	Hmel213049	519392	519625	+	0	NA	Intergenic	Intergenic	-47605	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
422	Hmel205014	132615	132821	+	0	NA	Intergenic	Intergenic	-9230	ID=HMEL015049g5.t1-E1;Parent=HMEL015049g5.t1								
905	Hmel209007	4260731	4261290	+	0	NA	Intergenic	Intergenic	-9762	ID=HMEL009261g4.t1-E1;Parent=HMEL009261g4.t1								
1552	Hmel213039	43652	44303	+	0	NA	Intergenic	Intergenic	2088	ID=HMEL032021g1.t1-E2;Parent=HMEL032021g1.t1								
1194	Hmel211004	2908023	2908850	+	0	NA	promoter-TSS (ID=HMEL031108g1.t1-E16;Parent=HMEL031108g1.t1)	-promoter-TSS (ID=HMEL031108g1.t1-E16;Parent=HMEL031108g1.t1)	-128	ID=HMEL031108g1.t1-E16;Parent=HMEL031108g1.t1								
41	Hmel201007	493901	494561	+	0	NA	Intergenic	Intergenic	-18720	ID=HMEL014541g1.t1-E1;Parent=HMEL014541g1.t1								
52	Hmel201007	1358603	1359424	+	0	NA	promoter-TSS (ID=HMEL004277g1.t1-E20;Parent=HMEL004277g1.t1)	-promoter-TSS (ID=HMEL004277g1.t1-E20;Parent=HMEL004277g1.t1)	123	ID=HMEL004277g1.t1-E19;Parent=HMEL004277g1.t1								
2887	Hmel201007	1622268	1623264	+	0	NA	Intergenic	Intergenic	7914	ID=HMEL010948g1.t1-E1;Parent=HMEL010948g1.t1								
1451	Hmel212014	219793	220187	+	0	NA	Intergenic	Intergenic	-9630	ID=HMEL007291g1.t1-E1;Parent=HMEL007291g1.t1								
302	Hmel203069	654438	654709	+	0	NA	promoter-TSS (ID=HMEL036196g1.t1-E2;Parent=HMEL036196g1.t1)	-promoter-TSS (ID=HMEL036196g1.t1-E2;Parent=HMEL036196g1.t1)	-395	ID=HMEL036196g1.t1-E2;Parent=HMEL036196g1.t1								
1453	Hmel213001	219051	219781	+	0	NA	Intergenic	Intergenic	-1538	ID=HMEL031753g1.t1-E1;Parent=HMEL031753g1.t1								
866	Hmel209007	691377	691520	+	0	NA	Intergenic	Intergenic	-3573	ID=HMEL009501g1.t1-E1;Parent=HMEL009501g1.t1								
2452	Hmel220022	461979	462568	+	0	NA	Intergenic	Intergenic	-14314	ID=HMEL035404g1.t1-E1;Parent=HMEL035404g1.t1								
2223	Hmel219003	2549986	2551306	+	0	NA	promoter-TSS (ID=HMEL003915g1.t1-E2;Parent=HMEL003915g1.t1)	-promoter-TSS (ID=HMEL003915g1.t1-E2;Parent=HMEL003915g1.t1)	-143	ID=HMEL003915g1.t1-E2;Parent=HMEL003915g1.t1								
593	Hmel207002	519175	519515	+	0	NA	Intergenic	Intergenic	11802	ID=HMEL009519g1.t1-E4;Parent=HMEL009519g1.t1								
770	Hmel208019	349241	349757	+	0	NA	Intergenic	Intergenic	-5036	ID=HMEL037913g1.t1-E1;Parent=HMEL037913g1.t1								
188	Hmel202006	924945	925940	+	0	NA	TTS (ID=HMEL033270g1.t1-E1;Parent=HMEL033270g1.t1)	-TTS (ID=HMEL033270g1.t1-E1;Parent=HMEL033270g1.t1)	366	ID=HMEL033270g1.t1-E1;Parent=HMEL033270g1.t1								
402	Hmel205012	279875	280872	+	0	NA	Intergenic	Intergenic	-3353	ID=HMEL004058g3.t1-E4;Parent=HMEL004058g3.t1								
1940	Hmel217004	340509	341149	+	0	NA	Intergenic	Intergenic	15621	ID=HMEL007464g1.t1-E1;Parent=HMEL007464g1.t1								
1097	Hmel210011	5446227	5447091	+	0	NA	Intergenic	Intergenic	6310	ID=HMEL009183g1.t1-E5;Parent=HMEL009183g1.t1								
641	Hmel207002	6413596	6413924	+	0	NA	Intergenic	Intergenic	-8452	ID=HMEL037498g1.t1-E1;Parent=HMEL037498g1.t1								
1641	Hmel213067	759100	760372	+	0	NA	Intergenic	Intergenic	-7951	ID=HMEL032195g1.t1-E1;Parent=HMEL032195g1.t1								
838	Hmel209005	1068333	1068893	+	0	NA	Intergenic	Intergenic	-48277	ID=HMEL012978g1.t1-E1;Parent=HMEL012978g1.t1								
2664	Hmel221012	1559385	1559988	+	0	NA	Intergenic	Intergenic	3552	ID=HMEL035587g1.t1-E1;Parent=HMEL035587g1.t1								
616	Hmel207002	3202070	3202418	+	0	NA	Intergenic	Intergenic	-4846	ID=HMEL037421g1.t1-E1;Parent=HMEL037421g1.t1								
640	Hmel207002	6406936	6407523	+	0	NA	Intergenic	Intergenic	-1921	ID=HMEL037498g1.t1-E1;Parent=HMEL037498g1.t1								
1121	Hmel211002	81762	82072	+	0	NA	Intergenic	Intergenic	13029	ID=HMEL015339g1.t1-E2;Parent=HMEL015339g1.t1								
870	Hmel209007	1046373	1046624	+	0	NA	Intergenic	Intergenic	4846	ID=HMEL014631g1.t1-E22;Parent=HMEL014631g1.t1								
1384	Hmel212006	404268	405699	+	0	NA	Intergenic	Intergenic	-35220	ID=HMEL031535g1.t1-E1;Parent=HMEL031535g1.t1								
896	Hmel209007	3438388	3438920	+	0	NA	Intergenic	Intergenic	-4342	ID=HMEL006916g1.t1-E1;Parent=HMEL006916g1.t1								
1468	Hmel213004	1143552	1143859	+	0	NA	Intergenic	Intergenic	-32432	ID=HMEL031779g1.t1-E1;Parent=HMEL031779g1.t1								
2068	Hmel218005	136005	137506	+	0	NA	Intergenic	Intergenic	4880	ID=HmGr1_1-E8;Parent=HmGr1_1								
1726	Hmel214025	257018	257317	+	0	NA	promoter-TSS (ID=HMEL032567g1.t1-E1;Parent=HMEL032567g1.t1)	-promoter-TSS (ID=HMEL032567g1.t1-E1;Parent=HMEL032567g1.t1)	-907	ID=HMEL032567g1.t1-E1;Parent=HMEL032567g1.t1								
2903	Hmel208007	879	1227	+	0	NA	NA	NA	NA	NA								
1464	Hmel213004	1104933	1105303	+	0	NA	Intergenic	Intergenic	3299	ID=HMEL031779g1.t1-E3;Parent=HMEL031779g1.t1								
2165	Hmel218018	6368481	6368665	+	0	NA	Intergenic	Intergenic	-26329	ID=HMEL016326g1.t1-E1;Parent=HMEL016326g1.t1								
2347	Hmel220003	2541341	2542074	+	0	NA	promoter-TSS (ID=HMEL012546g3.t1-E1;Parent=HMEL012546g3.t1)	-promoter-TSS (ID=HMEL012546g3.t1-E1;Parent=HMEL012546g3.t1)	-68	ID=HMEL012546g3.t1-E1;Parent=HMEL012546g3.t1								
1494	Hmel213012	280957	281322	+	0	NA	Intergenic	Intergenic	-2078	ID=HMEL017997g1.t2-E3;Parent=HMEL017997g1.t2								
777	Hmel208021	997734	998096	+	0	NA	promoter-TSS (ID=HMEL004812g1.t1-E1;Parent=HMEL004812g1.t1)	-promoter-TSS (ID=HMEL004812g1.t1-E1;Parent=HMEL004812g1.t1)	18	ID=HMEL004812g1.t1-E1;Parent=HMEL004812g1.t1								
2018	Hmel217018	1614599	1615423	+	0	NA	Intergenic	Intergenic	9066	ID=HMEL017687g1.t1-E2;Parent=HMEL017687g1.t1								
1906	Hmel216013	563717	564746	+	0	NA	Intergenic	Intergenic	5645	ID=HMEL033620g1.t1-E2;Parent=HMEL033620g1.t1								
2786	Hmel221017	424945	425618	+	0	NA	Intergenic	Intergenic	-27866	ID=HMEL035671g1.t1-E1;Parent=HMEL035671g1.t1								
464	Hmel205022	763510	764066	+	0	NA	Intergenic	Intergenic	7329	ID=HMEL036832g1.t1-E2;Parent=HMEL036832g1.t1								
1672	Hmel214008	441959	442947	+	0	NA	Intergenic	Intergenic	24674	ID=HMEL032315g1.t1-E1;Parent=HMEL032315g1.t1								
2325	Hmel220003	753105	753313	+	0	NA	Intergenic	Intergenic	9438	ID=HMEL034987g1.t1-E2;Parent=HMEL034987g1.t1								
1685	Hmel214008	1652988	1653363	+	0	NA	Intergenic	Intergenic	-7626	ID=HMEL006481g1.t1-E1;Parent=HMEL006481g1.t1								
2011	Hmel217018	1026891	1027147	+	0	NA	promoter-TSS (ID=HMEL033983g1.t1-E1;Parent=HMEL033983g1.t1)	-promoter-TSS (ID=HMEL033983g1.t1-E1;Parent=HMEL033983g1.t1)	-709	ID=HMEL033983g1.t1-E1;Parent=HMEL033983g1.t1								
1891	Hmel216012	160577	161249	+	0	NA	Intergenic	Intergenic	-18357	ID=HMEL011490g1.t1-E1;Parent=HMEL011490g1.t1								
6	Hmel201002	1171294	1171720	+	0	NA	Intergenic	Intergenic	2781	ID=HMEL011300g1.t1-E1;Parent=HMEL011300g1.t1								
2768	Hmel221015	868092	869021	+	0	NA	Intergenic	Intergenic	23483	ID=HMEL002096g2.t1-E2;Parent=HMEL002096g2.t1								
562	Hmel206012	255216	255516	+	0	NA	Intergenic	Intergenic	2896	ID=HMEL037102g1.t1-E2;Parent=HMEL037102g1.t1								
1304	Hmel212001	583075	583379	+	0	NA	TTS (ID=HMEL031332g1.t1-E1;Parent=HMEL031332g1.t1)	-TTS (ID=HMEL031332g1.t1-E1;Parent=HMEL031332g1.t1)	388	ID=HMEL031332g1.t1-E1;Parent=HMEL031332g1.t1								
2327	Hmel220003	934351	934755	+	0	NA	TTS (ID=HMEL017007g1.t1-E4;Parent=HMEL017007g1.t1)	-TTS (ID=HMEL017007g1.t1-E4;Parent=HMEL017007g1.t1)	196	ID=HMEL017007g1.t1-E4;Parent=HMEL017007g1.t1								
2269	Hmel219005	897194	898016	+	0	NA	Intergenic	Intergenic	-3145	ID=HMEL006460g1.t1-E1;Parent=HMEL006460g1.t1								
1102	Hmel210012	30212	31267	+	0	NA	Intergenic	Intergenic	-20922	ID=HMEL010257g1.t1-E1;Parent=HMEL010257g1.t1								
183	Hmel202006	187330	187847	+	0	NA	Intergenic	Intergenic	5606	ID=HMEL033250g1.t1-E2;Parent=HMEL033250g1.t1								
2544	Hmel221005	565134	566203	+	0	NA	Intergenic	Intergenic	2564	ID=HMEL015062g1.t1-E5;Parent=HMEL015062g1.t1								
1478	Hmel213004	1450437	1450831	+	0	NA	Intergenic	Intergenic	-27323	ID=HMEL013358g2.t1-E1;Parent=HMEL013358g2.t1								
2541	Hmel221005	141204	141405	+	0	NA	Intergenic	Intergenic	3694	ID=HMEL008507g1.t1-E2;Parent=HMEL008507g1.t1								
439	Hmel205015	134973	136223	+	0	NA	Intergenic	Intergenic	-14596	ID=HMEL002495g1.t1-E1;Parent=HMEL002495g1.t1								
362	Hmel204036	392094	392923	+	0	NA	Intergenic	Intergenic	-59988	ID=HMEL036563g1.t1-E1;Parent=HMEL036563g1.t1								
1379	Hmel212006	183168	183548	+	0	NA	Intergenic	Intergenic	3572	ID=HMEL002722g1.t1-E2;Parent=HMEL002722g1.t1								
2607	Hmel221012	352955	353331	+	0	NA	Intergenic	Intergenic	4780	ID=HMEL012079g1.t1-E1;Parent=HMEL012079g1.t1								
1593	Hmel213052	169295	169934	+	0	NA	TTS (ID=HMEL032091g1.t1-E1;Parent=HMEL032091g1.t1)	-TTS (ID=HMEL032091g1.t1-E1;Parent=HMEL032091g1.t1)	352	ID=HMEL032091g1.t1-E1;Parent=HMEL032091g1.t1								
705	Hmel207021	397053	397419	+	0	NA	promoter-TSS (ID=HMEL037662g1.t1-E1;Parent=HMEL037662g1.t1)	-promoter-TSS (ID=HMEL037662g1.t1-E1;Parent=HMEL037662g1.t1)	-890	ID=HMEL037662g1.t1-E1;Parent=HMEL037662g1.t1								
1720	Hmel214024	898505	898698	+	0	NA	Intergenic	Intergenic	-3079	ID=HMEL032538g1.t1-E1;Parent=HMEL032538g1.t1								
2206	Hmel219002	26085	27006	+	0	NA	Intergenic	Intergenic	1727	ID=HMEL003579g1.t1-E7;Parent=HMEL003579g1.t1								
2496	Hmel221001	1177349	1177804	+	0	NA	TTS (ID=HMEL013531g1.t1-E10;Parent=HMEL013531g1.t1)	-TTS (ID=HMEL013531g1.t1-E10;Parent=HMEL013531g1.t1)	282	ID=HMEL013531g1.t2-E12;Parent=HMEL013531g1.t2								
2177	Hmel218018	7213683	7213851	+	0	NA	Intergenic	Intergenic	-11629	ID=HMEL034476g1.t1-E1;Parent=HMEL034476g1.t1								
407	Hmel205012	650718	651660	+	0	NA	Intergenic	Intergenic	-7190	ID=HMEL036665g1.t1-E1;Parent=HMEL036665g1.t1								
18	Hmel201002	1600528	1600879	+	0	NA	Intergenic	Intergenic	-4280	ID=HMEL030033g1.t1-E1;Parent=HMEL030033g1.t1								
376	Hmel205005	264807	265746	+	0	NA	Intergenic	Intergenic	-5273	ID=HMEL016010g5.t1-E2;Parent=HMEL016010g5.t1								
912	Hmel209007	5052708	5053412	+	0	NA	Intergenic	Intergenic	-1334	ID=HMEL014901g1.t1-E2;Parent=HMEL014901g1.t1								
1432	Hmel212013	2548159	2549042	+	0	NA	Intergenic	Intergenic	-2867	ID=HMEL031694g1.t1-E2;Parent=HMEL031694g1.t1								
785	Hmel208026	93699	94752	+	0	NA	promoter-TSS (ID=HMEL002366g3.t1-E1;Parent=HMEL002366g3.t1)	-promoter-TSS (ID=HMEL002366g3.t1-E1;Parent=HMEL002366g3.t1)	-290	ID=HMEL002366g3.t1-E1;Parent=HMEL002366g3.t1								
1930	Hmel217001	1387627	1388299	+	0	NA	Intergenic	Intergenic	-30501	ID=HMEL009707g1.t1-E1;Parent=HMEL009707g1.t1								
599	Hmel207002	1634621	1634942	+	0	NA	Intergenic	Intergenic	2610	ID=HMEL011240g1.t1-E1;Parent=HMEL011240g1.t1								
1393	Hmel212009	910894	911318	+	0	NA	Intergenic	Intergenic	8128	ID=HMEL011919g1.t1-E4;Parent=HMEL011919g1.t1								
1167	Hmel211004	1266389	1266761	+	0	NA	promoter-TSS (ID=HMEL003314g2.t1-E8;Parent=HMEL003314g2.t1)	-promoter-TSS (ID=HMEL003314g2.t1-E8;Parent=HMEL003314g2.t1)	-19	ID=HMEL003314g2.t1-E8;Parent=HMEL003314g2.t1								
587	Hmel207002	50456	50897	+	0	NA	Intergenic	Intergenic	9002	ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1								
609	Hmel207002	2382541	2383579	+	0	NA	TTS (ID=HMEL008486g1.t1-E2;Parent=HMEL008486g1.t1)	-TTS (ID=HMEL008486g1.t1-E2;Parent=HMEL008486g1.t1)	5356	ID=HMEL008486g1.t1-E2;Parent=HMEL008486g1.t1								
1235	Hmel211010	103419	104830	+	0	NA	TTS (ID=HMEL031191g1.t1-E2;Parent=HMEL031191g1.t1)	-TTS (ID=HMEL031191g1.t1-E2;Parent=HMEL031191g1.t1)	218	ID=HMEL031191g1.t1-E2;Parent=HMEL031191g1.t1								
298	Hmel203067	1187326	1188033	+	0	NA	TTS (ID=HMEL036162g1.t1-E1;Parent=HMEL036162g1.t1)	-TTS (ID=HMEL036162g1.t1-E1;Parent=HMEL036162g1.t1)	278	ID=HMEL036162g1.t1-E1;Parent=HMEL036162g1.t1								
95	Hmel201009	4197363	4197773	+	0	NA	Intergenic	Intergenic	3335	ID=HMEL030239g1.t1-E5;Parent=HMEL030239g1.t1								
923	Hmel210004	1055326	1055909	+	0	NA	Intergenic	Intergenic	3814	ID=HMEL011109g1.t1-E10;Parent=HMEL011109g1.t1								
243	Hmel203011	230056	231463	+	0	NA	Intergenic	Intergenic	-4606	ID=HMEL014008g1.t1-E1;Parent=HMEL014008g1.t1								
2051	Hmel218003	1518635	1518933	+	0	NA	Intergenic	Intergenic	18550	ID=HMEL003382g2.t1-E1;Parent=HMEL003382g2.t1								
2682	Hmel221012	2011769	2012072	+	0	NA	Intergenic	Intergenic	5922	ID=HMEL017925g3.t1-E3;Parent=HMEL017925g3.t1								
148	Hmel201014	24715	25132	+	0	NA	NA	NA	NA	NA								
753	Hmel208014	180180	180492	+	0	NA	Intergenic	Intergenic	-5265	ID=HMEL037852g1.t1-E1;Parent=HMEL037852g1.t1								
1343	Hmel212001	3091715	3092209	+	0	NA	Intergenic	Intergenic	-30833	ID=HMEL031380g1.t1-E1;Parent=HMEL031380g1.t1								
2489	Hmel221001	808056	808391	+	0	NA	Intergenic	Intergenic	-2057	ID=HMEL011026g2.t1-E1;Parent=HMEL011026g2.t1								
2655	Hmel221012	1334215	1334568	+	0	NA	promoter-TSS (ID=HMEL006376g1.t1-E1;Parent=HMEL006376g1.t1)	-promoter-TSS (ID=HMEL006376g1.t1-E1;Parent=HMEL006376g1.t1)	-701	ID=HMEL006376g1.t1-E1;Parent=HMEL006376g1.t1								
2404	Hmel220005	5228975	5229301	+	0	NA	Intergenic	Intergenic	8819	ID=HMEL021150g1.t1-E22;Parent=HMEL021150g1.t1								
726	Hmel207021	2282161	2282542	+	0	NA	Intergenic	Intergenic	2787	ID=HMEL037718g1.t1-E2;Parent=HMEL037718g1.t1								
2509	Hmel221001	1923865	1924273	+	0	NA	Intergenic	Intergenic	-1069	ID=HMEL035462g1.t1-E1;Parent=HMEL035462g1.t1								
2703	Hmel221012	2844423	2845494	+	0	NA	Intergenic	Intergenic	9983	ID=HMEL004821g1.t1-E1;Parent=HMEL004821g1.t1								
2171	Hmel218018	6702318	6702937	+	0	NA	Intergenic	Intergenic	-7655	ID=HMEL016314g1.t1-E1;Parent=HMEL016314g1.t1								
2611	Hmel221012	365161	366938	+	0	NA	Intergenic	Intergenic	1989	ID=HMEL035552g1.t1-E2;Parent=HMEL035552g1.t1								
106	Hmel201009	5973329	5974489	+	0	NA	TTS (ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1)	-TTS (ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1)	1271	ID=HMEL030300g1.t1-E1;Parent=HMEL030300g1.t1								
157	Hmel201019	279052	279555	+	0	NA	Intergenic	Intergenic	-4519	ID=HMEL033106g1.t1-E5;Parent=HMEL033106g1.t1								
964	Hmel210004	6693188	6693499	+	0	NA	Intergenic	Intergenic	-2550	ID=HMEL009656g1.t1-E4;Parent=HMEL009656g1.t1								
2009	Hmel217018	907868	908197	+	0	NA	Intergenic	Intergenic	10792	ID=HMEL033979g1.t1-E3;Parent=HMEL033979g1.t1								
65	Hmel201009	1201422	1202245	+	0	NA	Intergenic	Intergenic	9041	ID=HMEL003502g1.t1-E4;Parent=HMEL003502g1.t1								
1909	Hmel216015	47492	48882	+	0	NA	Intergenic	Intergenic	-1444	ID=HMEL003020g1.t1-E1;Parent=HMEL003020g1.t1								
935	Hmel210004	2398127	2398600	+	0	NA	Intergenic	Intergenic	-1883	ID=HMEL017165g1.t1-E5;Parent=HMEL017165g1.t1								
203	Hmel202006	3288781	3289094	+	0	NA	Intergenic	Intergenic	-9195	ID=HMEL033333g1.t1-E1;Parent=HMEL033333g1.t1								
2627	Hmel221012	743538	744950	+	0	NA	Intergenic	Intergenic	4442	ID=HMEL008819g1.t2-E1;Parent=HMEL008819g1.t2								
1213	Hmel211004	4105222	4106103	+	0	NA	Intergenic	Intergenic	2799	ID=HMEL015696g2.t1-E3;Parent=HMEL015696g2.t1								
1093	Hmel210011	5103147	5104136	+	0	NA	Intergenic	Intergenic	-16738	ID=HMEL030933g1.t1-E1;Parent=HMEL030933g1.t1								
81	Hmel201009	3068016	3068208	+	0	NA	promoter-TSS (ID=HMEL017189g1.t1-E1;Parent=HMEL017189g1.t1)	-promoter-TSS (ID=HMEL017189g1.t1-E1;Parent=HMEL017189g1.t1)	-276	ID=HMEL017189g2.t1-E2;Parent=HMEL017189g2.t1								
1023	Hmel210011	200825	201266	+	0	NA	TTS (ID=HMEL013313g1.t1-E1;Parent=HMEL013313g1.t1)	-TTS (ID=HMEL013313g1.t1-E1;Parent=HMEL013313g1.t1)	142	ID=HMEL013313g1.t1-E1;Parent=HMEL013313g1.t1								
2742	Hmel221015	453537	454149	+	0	NA	Intergenic	Intergenic	-2527	ID=HMEL008463g2.t1-E1;Parent=HMEL008463g2.t1								
2473	Hmel221001	351399	351812	+	0	NA	Intergenic	Intergenic	1974	ID=HMEL035425g1.t1-E2;Parent=HMEL035425g1.t1								
2084	Hmel218007	97988	98235	+	0	NA	TTS (ID=HMEL034288g1.t1-E4;Parent=HMEL034288g1.t1)	-TTS (ID=HMEL034288g1.t1-E4;Parent=HMEL034288g1.t1)	796	ID=HMEL034288g1.t1-E5;Parent=HMEL034288g1.t1								
1300	Hmel212001	388915	389462	+	0	NA	Intergenic	Intergenic	-10975	ID=HMEL031328g1.t1-E1;Parent=HMEL031328g1.t1								
1199	Hmel211004	3326006	3326365	+	0	NA	TTS (ID=HMEL006247g1.t1-E3;Parent=HMEL006247g1.t1)	-TTS (ID=HMEL006247g1.t1-E3;Parent=HMEL006247g1.t1)	186	ID=HMEL006247g1.t1-E5;Parent=HMEL006247g1.t1								
86	Hmel201009	3274443	3274624	+	0	NA	Intergenic	Intergenic	3510	ID=HMEL030213g1.t2-E1;Parent=HMEL030213g1.t2								
624	Hmel207002	4283605	4284373	+	0	NA	Intergenic	Intergenic	21036	ID=HMEL037449g1.t1-E5;Parent=HMEL037449g1.t1								
2598	Hmel221012	227739	227937	+	0	NA	Intergenic	Intergenic	-1544	ID=HMEL012087-RA-E1;Parent=HMEL012087-RA								
1158	Hmel211004	613910	614705	+	0	NA	Intergenic	Intergenic	-1769	ID=HMEL015256g1.t1-E1;Parent=HMEL015256g1.t1								
2170	Hmel218018	6672786	6673183	+	0	NA	Intergenic	Intergenic	11701	ID=HMEL016316g1.t1-E2;Parent=HMEL016316g1.t1								
371	Hmel205002	116178	116504	+	0	NA	Intergenic	Intergenic	-1303	ID=HMEL036601g1.t1-E1;Parent=HMEL036601g1.t1								
656	Hmel207006	11997	13172	+	0	NA	Intergenic	Intergenic	3978	ID=HMEL022433g1.t1-E1;Parent=HMEL022433g1.t1								
204	Hmel202006	2967028	2967557	+	0	NA	Intergenic	Intergenic	-3053	ID=HMEL011074g1.t1-E2;Parent=HMEL011074g1.t1								
2335	Hmel220003	1369789	1369983	+	0	NA	Intergenic	Intergenic	-8005	ID=HMEL034996g1.t1-E1;Parent=HMEL034996g1.t1								
1041	Hmel210011	2654119	2654270	+	0	NA	Intergenic	Intergenic	-2411	ID=HMEL015940g1.t2-E2;Parent=HMEL015940g1.t2								
2921	Hmel215044	310243	310472	+	0	NA	promoter-TSS (ID=HMEL032837g1.t1-E3;Parent=HMEL032837g1.t1)	-promoter-TSS (ID=HMEL032837g1.t1-E3;Parent=HMEL032837g1.t1)	-264	ID=HMEL032837g1.t1-E3;Parent=HMEL032837g1.t1								
1990	Hmel217014	462556	462694	+	0	NA	TTS (ID=HMEL033908g1.t1-E3;Parent=HMEL033908g1.t1)	-TTS (ID=HMEL033908g1.t1-E3;Parent=HMEL033908g1.t1)	994	ID=HMEL033908g1.t1-E3;Parent=HMEL033908g1.t1								
435	Hmel205015	89695	90297	+	0	NA	Intergenic	Intergenic	-6388	ID=HMEL036710g1.t1-E1;Parent=HMEL036710g1.t1								
814	Hmel209001	1098088	1099179	+	0	NA	Intergenic	Intergenic	-2925	ID=HMEL007018g1.t2-E2;Parent=HMEL007018g1.t2								
2492	Hmel221001	969829	970189	+	0	NA	Intergenic	Intergenic	1348	ID=HMEL011020g1.t1-E6;Parent=HMEL011020g1.t1								
1482	Hmel213004	1618349	1619162	+	0	NA	Intergenic	Intergenic	-31933	ID=HMEL031787g1.t1-E1;Parent=HMEL031787g1.t1								
2109	Hmel218015	23034	23255	+	0	NA	Intergenic	Intergenic	-19112	ID=HMEL034345g1.t1-E1;Parent=HMEL034345g1.t1								
885	Hmel209007	2478161	2478453	+	0	NA	Intergenic	Intergenic	-1252	ID=HMEL030423g1.t1-E1;Parent=HMEL030423g1.t1								
1412	Hmel212013	245688	246169	+	0	NA	promoter-TSS (ID=HMEL017583g1.t1-E13;Parent=HMEL017583g1.t1)	-promoter-TSS (ID=HMEL017583g1.t1-E13;Parent=HMEL017583g1.t1)	91	ID=HMEL017583g1.t1-E13;Parent=HMEL017583g1.t1								
884	Hmel209007	2471307	2471984	+	0	NA	Intergenic	Intergenic	5410	ID=HMEL030423g1.t1-E1;Parent=HMEL030423g1.t1								
1709	Hmel214023	32520	33017	+	0	NA	Intergenic	Intergenic	-3066	ID=HMEL032494g1.t1-E7;Parent=HMEL032494g1.t1								
339	Hmel204013	1245159	1245708	+	0	NA	Intergenic	Intergenic	-2193	ID=HMEL036411g1.t2-E2;Parent=HMEL036411g1.t2								
228	Hmel202006	5901749	5902101	+	0	NA	promoter-TSS (ID=HMEL009601g1.t1-E2;Parent=HMEL009601g1.t1)	-promoter-TSS (ID=HMEL009601g1.t1-E2;Parent=HMEL009601g1.t1)	-407	ID=HMEL009601g1.t1-E2;Parent=HMEL009601g1.t1								
749	Hmel208013	129480	130083	+	0	NA	Intergenic	Intergenic	-1690	ID=HMEL006003g1.t1-E2;Parent=HMEL006003g1.t1								
268	Hmel203033	455361	455595	+	0	NA	Intergenic	Intergenic	-5439	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
829	Hmel209005	690089	690969	+	0	NA	Intergenic	Intergenic	-12115	ID=HMEL003706g2.t1-E1;Parent=HMEL003706g2.t1								
