PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_eratoUnique_D1up.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D1_p05FC1_eratoUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3118	Herato0101	3367428	3367652	+	0	NA	Intergenic	Intergenic	-19770	ID=evm.model.Herato0101.114.1-E1;Parent=evm.model.Herato0101.114.1								
1405	Herato1805	4291005	4291632	+	0	NA	Intergenic	Intergenic	1146	ID=evm.model.Herato1805.110-E7;Parent=evm.model.Herato1805.110								
1713	Herato1505	3273449	3273994	+	0	NA	Intergenic	Intergenic	-2928	ID=evm.model.Herato1505.139-E2;Parent=evm.model.Herato1505.139								
3590	Herato1801	3188894	3190754	+	0	NA	Intergenic	Intergenic	-10016	ID=evm.model.Herato1801.112-E1;Parent=evm.model.Herato1801.112								
1060	Herato1701	7332324	7332584	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.217-E1;Parent=evm.model.Herato1701.217)	-promoter-TSS (ID=evm.model.Herato1701.217-E1;Parent=evm.model.Herato1701.217)	-960	ID=evm.model.Herato1701.217-E1;Parent=evm.model.Herato1701.217								
3759	Herato0503	612013	612503	+	0	NA	Intergenic	Intergenic	2133	ID=evm.model.Herato0503.22.3-E6;Parent=evm.model.Herato0503.22.3								
3722	Herato0301	3046467	3047424	+	0	NA	Intergenic	Intergenic	-4522	ID=evm.model.Herato0301.76.3-E3;Parent=evm.model.Herato0301.76.3								
2420	Herato1301	11498247	11498481	+	0	NA	Intergenic	Intergenic	14240	ID=evm.model.Herato1301.458-E2;Parent=evm.model.Herato1301.458								
2104	Herato2001	6352930	6353760	+	0	NA	Intergenic	Intergenic	5492	ID=evm.model.Herato2001.226-E3;Parent=evm.model.Herato2001.226								
2894	Herato1805	949743	950826	+	0	NA	Intergenic	Intergenic	27027	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
2126	Herato1202	14574948	14575336	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.563-E1;Parent=evm.model.Herato1202.563)	-promoter-TSS (ID=evm.model.Herato1202.563-E1;Parent=evm.model.Herato1202.563)	-39	ID=evm.model.Herato1202.563-E1;Parent=evm.model.Herato1202.563								
2858	Herato0411	5158216	5158382	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.118-E2;Parent=evm.model.Herato0411.118)	-promoter-TSS (ID=evm.model.Herato0411.118-E2;Parent=evm.model.Herato0411.118)	-427	ID=evm.model.Herato0411.118-E2;Parent=evm.model.Herato0411.118								
900	Herato0821	1782288	1783467	+	0	NA	Intergenic	Intergenic	-2326	ID=evm.model.Herato0821.67-E6;Parent=evm.model.Herato0821.67								
318	Herato0101	10216879	10217377	+	0	NA	Intergenic	Intergenic	26022	ID=evm.model.Herato0101.296-E2;Parent=evm.model.Herato0101.296								
1729	Herato1108	6809181	6809893	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.297-E5;Parent=evm.model.Herato1108.297)	-promoter-TSS (ID=evm.model.Herato1108.297-E5;Parent=evm.model.Herato1108.297)	-975	ID=evm.model.Herato1108.297-E5;Parent=evm.model.Herato1108.297								
2526	Herato1805	2359442	2359922	+	0	NA	Intergenic	Intergenic	-49606	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
972	Herato0901	1584775	1585240	+	0	NA	Intergenic	Intergenic	-7218	ID=evm.model.Herato0901.58-E2;Parent=evm.model.Herato0901.58								
473	Herato0701	8075520	8075849	+	0	NA	Intergenic	Intergenic	-34942	ID=novel_model_76-E1;Parent=novel_model_76								
2572	Herato1301	20070807	20071369	+	0	NA	Intergenic	Intergenic	1678	ID=evm.model.Herato1301.681-E3;Parent=evm.model.Herato1301.681								
1774	Herato1507	5295610	5295887	+	0	NA	Intergenic	Intergenic	-18606	ID=evm.model.Herato1507.182-E1;Parent=evm.model.Herato1507.182								
3	Herato1301	10090145	10090650	+	0	NA	Intergenic	Intergenic	-1749	ID=evm.model.Herato1301.405-E2;Parent=evm.model.Herato1301.405								
248	Herato0606	8828039	8828221	+	0	NA	Intergenic	Intergenic	4364	ID=evm.model.Herato0606.277.1-E1;Parent=evm.model.Herato0606.277.1								
146	Herato0606	3481576	3482355	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.105-E9;Parent=evm.model.Herato0606.105)	-promoter-TSS (ID=evm.model.Herato0606.105-E9;Parent=evm.model.Herato0606.105)	-629	ID=evm.model.Herato0606.105-E9;Parent=evm.model.Herato0606.105								
3202	Herato1603	3928618	3928998	+	0	NA	Intergenic	Intergenic	-1918	ID=evm.model.Herato1603.133-E1;Parent=evm.model.Herato1603.133								
1351	Herato1003	5187302	5187643	+	0	NA	Intergenic	Intergenic	10154	ID=evm.model.Herato1003.170-E2;Parent=evm.model.Herato1003.170								
2396	Herato1801	1018041	1018747	+	0	NA	TTS (ID=evm.model.Herato1801.49-E2;Parent=evm.model.Herato1801.49)	-TTS (ID=evm.model.Herato1801.49-E2;Parent=evm.model.Herato1801.49)	888	ID=evm.model.Herato1801.49-E2;Parent=evm.model.Herato1801.49								
356	Herato0701	2659729	2660322	+	0	NA	Intergenic	Intergenic	-15361	ID=evm.model.Herato0701.151_evm.model.Herato0701.150-E1;Parent=evm.model.Herato0701.151_evm.model.Herato0701.150								
802	Herato0801	5110371	5110613	+	0	NA	Intergenic	Intergenic	2145	ID=evm.model.Herato0801.107.1-E1;Parent=evm.model.Herato0801.107.1								
2720	Herato1807	2058251	2058842	+	0	NA	Intergenic	Intergenic	-12704	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
3420	Herato1910	2769992	2770391	+	0	NA	Intergenic	Intergenic	-5297	ID=evm.model.Herato1910.145-E8;Parent=evm.model.Herato1910.145								
2063	Herato1202	10903380	10903604	+	0	NA	Intergenic	Intergenic	25277	ID=evm.model.Herato1202.438-E16;Parent=evm.model.Herato1202.438								
528	Herato0701	10001473	10002114	+	0	NA	Intergenic	Intergenic	-2251	ID=evm.model.Herato0701.407.1.2-E2;Parent=evm.model.Herato0701.407.1.2								
164	Herato0606	4001351	4001664	+	0	NA	Intergenic	Intergenic	-62332	ID=evm.model.Herato0606.122-E1;Parent=evm.model.Herato0606.122								
3723	Herato0405	145767	146180	+	0	NA	Intergenic	Intergenic	1728	ID=evm.model.Herato0405.12-E6;Parent=evm.model.Herato0405.12								
807	Herato0801	5207218	5208406	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.111-E1;Parent=evm.model.Herato0801.111)	-promoter-TSS (ID=evm.model.Herato0801.111-E1;Parent=evm.model.Herato0801.111)	8	ID=evm.model.Herato0801.112-E1;Parent=evm.model.Herato0801.112								
3269	Herato0411	3630987	3631144	+	0	NA	Intergenic	Intergenic	-5095	ID=evm.model.Herato0411.74-E1;Parent=evm.model.Herato0411.74								
2040	Herato0211	91182	91692	+	0	NA	Intergenic	Intergenic	5140	ID=evm.model.Herato0211.1-E5;Parent=evm.model.Herato0211.1								
2678	Herato1805	10148516	10148744	+	0	NA	Intergenic	Intergenic	-16706	ID=evm.model.Herato1805.292-E1;Parent=evm.model.Herato1805.292								
2632	Herato1805	7634606	7635201	+	0	NA	Intergenic	Intergenic	-7071	ID=evm.model.Herato1805.227-E1;Parent=evm.model.Herato1805.227								
1049	Herato0901	5704131	5704707	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.160-E2;Parent=evm.model.Herato0901.160)	-promoter-TSS (ID=evm.model.Herato0901.160-E2;Parent=evm.model.Herato0901.160)	-882	ID=evm.model.Herato0901.160.1-E2;Parent=evm.model.Herato0901.160.1								
2898	Herato1505	2310774	2311174	+	0	NA	promoter-TSS (ID=evm.model.Herato1505.86-E12;Parent=evm.model.Herato1505.86)	-promoter-TSS (ID=evm.model.Herato1505.86-E12;Parent=evm.model.Herato1505.86)	-51	ID=evm.model.Herato1505.86-E12;Parent=evm.model.Herato1505.86								
882	Herato0821	856012	856284	+	0	NA	Intergenic	Intergenic	-2516	ID=evm.model.Herato0821.45-E3;Parent=evm.model.Herato0821.45								
2812	Herato2101	7200365	7200756	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.259-E4;Parent=evm.model.Herato2101.259)	-promoter-TSS (ID=evm.model.Herato2101.259-E4;Parent=evm.model.Herato2101.259)	-134	ID=evm.model.Herato2101.259.1-E3;Parent=evm.model.Herato2101.259.1								
1050	Herato1005	1147154	1147545	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.74-E19;Parent=evm.model.Herato1005.74)	-promoter-TSS (ID=evm.model.Herato1005.74-E19;Parent=evm.model.Herato1005.74)	-114	ID=evm.model.Herato1005.74-E19;Parent=evm.model.Herato1005.74								
1488	Herato1408	602057	602621	+	0	NA	Intergenic	Intergenic	-56566	ID=evm.model.Herato1408.26-E1;Parent=evm.model.Herato1408.26								
560	Herato1108	9252455	9253054	+	0	NA	Intergenic	Intergenic	-2460	ID=evm.model.Herato1108.396-E1;Parent=evm.model.Herato1108.396								
2830	Herato1801	3046007	3046225	+	0	NA	Intergenic	Intergenic	-5404	ID=evm.model.Herato1801.108.1-E5;Parent=evm.model.Herato1801.108.1								
798	Herato1202	6578953	6579302	+	0	NA	Intergenic	Intergenic	-2115	ID=evm.model.Herato1202.271-E2;Parent=evm.model.Herato1202.271								
898	Herato0101	13355108	13355944	+	0	NA	Intergenic	Intergenic	-5492	ID=novel_model_8-E1;Parent=novel_model_8								
2725	Herato1807	2177947	2178421	+	0	NA	Intergenic	Intergenic	-34704	ID=evm.model.Herato1807.41.4-E1;Parent=evm.model.Herato1807.41.4								
3670	Herato0310	3863047	3863340	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.96-E10;Parent=evm.model.Herato0310.96)	-promoter-TSS (ID=evm.model.Herato0310.96-E10;Parent=evm.model.Herato0310.96)	8	ID=evm.model.Herato0310.96-E9;Parent=evm.model.Herato0310.96								
1031	Herato0901	4027522	4027705	+	0	NA	Intergenic	Intergenic	-72093	ID=evm.model.Herato0901.99-E1;Parent=evm.model.Herato0901.99								
1273	Herato1003	385562	385824	+	0	NA	Intergenic	Intergenic	5121	ID=evm.model.Herato1003.11-E1;Parent=evm.model.Herato1003.11								
2942	Herato0501	636813	637267	+	0	NA	Intergenic	Intergenic	-8928	ID=evm.model.Herato0501.25-E1;Parent=evm.model.Herato0501.25								
3401	Herato0503	1421919	1422380	+	0	NA	Intergenic	Intergenic	1514	ID=evm.model.Herato0503.47-E3;Parent=evm.model.Herato0503.47								
2516	Herato1301	17085142	17085346	+	0	NA	Intergenic	Intergenic	3431	ID=evm.model.Herato1301.606-E1;Parent=evm.model.Herato1301.606								
451	Herato0701	6716769	6717674	+	0	NA	Intergenic	Intergenic	-5977	ID=evm.model.Herato0701.303-E1;Parent=evm.model.Herato0701.303								
3362	Herato2001	15621983	15622557	+	0	NA	Intergenic	Intergenic	-6044	ID=evm.model.Herato2001.610-E2;Parent=evm.model.Herato2001.610								
3139	Herato1910	2859089	2859480	+	0	NA	Intergenic	Intergenic	-1868	ID=evm.model.Herato1910.150-E1;Parent=evm.model.Herato1910.150								
2616	Herato1805	6811255	6811885	+	0	NA	Intergenic	Intergenic	5413	ID=evm.model.Herato1805.187.2-E2;Parent=evm.model.Herato1805.187.2								
454	Herato0701	6826397	6826665	+	0	NA	Intergenic	Intergenic	-4187	ID=evm.model.Herato0701.307-E1;Parent=evm.model.Herato0701.307								
2538	Herato1301	18348905	18349325	+	0	NA	Intergenic	Intergenic	1137	ID=evm.model.Herato1301.631-E4;Parent=evm.model.Herato1301.631								
1364	Herato0101	2290623	2290991	+	0	NA	Intergenic	Intergenic	-9741	ID=evm.model.Herato0101.65-E1;Parent=evm.model.Herato0101.65								
1408	Herato1003	6933644	6934158	+	0	NA	Intergenic	Intergenic	8091	ID=evm.model.Herato1003.247-E1;Parent=evm.model.Herato1003.247								
2448	Herato1605	3576338	3576553	+	0	NA	Intergenic	Intergenic	-3499	ID=evm.model.Herato1605.106-E1;Parent=evm.model.Herato1605.106								
2969	Herato0503	1082761	1083103	+	0	NA	Intergenic	Intergenic	-4398	ID=evm.model.Herato0503.37-E5;Parent=evm.model.Herato0503.37								
634	Herato1507	9064629	9064899	+	0	NA	Intergenic	Intergenic	-51262	ID=evm.model.Herato1507.316-E1;Parent=evm.model.Herato1507.316								
2721	Herato1807	2073400	2074011	+	0	NA	Intergenic	Intergenic	2455	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
3595	Herato0101	3949671	3950351	+	0	NA	Intergenic	Intergenic	2533	ID=evm.model.Herato0101.119-E19;Parent=evm.model.Herato0101.119								
578	Herato0701	12299732	12300312	+	0	NA	Intergenic	Intergenic	2140	ID=evm.model.Herato0701.567-E2;Parent=evm.model.Herato0701.567								
2551	Herato0206	1072901	1074000	+	0	NA	Intergenic	Intergenic	-1270	ID=evm.model.Herato0206.47-E1;Parent=evm.model.Herato0206.47								
695	Herato0701	17781594	17782827	+	0	NA	Intergenic	Intergenic	-7102	ID=evm.model.Herato0701.742.1-E1;Parent=evm.model.Herato0701.742.1								
978	Herato0901	1836392	1836675	+	0	NA	Intergenic	Intergenic	23183	ID=evm.model.Herato0901.63-E4;Parent=evm.model.Herato0901.63								
3741	Herato0503	7905696	7906006	+	0	NA	Intergenic	Intergenic	51391	ID=evm.model.Herato0503.297-E3;Parent=evm.model.Herato0503.297								
3324	Herato1904	1772832	1773288	+	0	NA	Intergenic	Intergenic	-7553	ID=evm.model.Herato1904.66-E1;Parent=evm.model.Herato1904.66								
3752	Herato2001	3821392	3821928	+	0	NA	Intergenic	Intergenic	13130	ID=evm.model.Herato2001.129.1-E10;Parent=evm.model.Herato2001.129.1								
2144	Herato0101	20754396	20754533	+	0	NA	Intergenic	Intergenic	-4894	ID=evm.model.Herato0101.799-E9;Parent=evm.model.Herato0101.799								
325	Herato0701	752764	753145	+	0	NA	TTS (ID=evm.model.Herato0701.25-E5;Parent=evm.model.Herato0701.25)	-TTS (ID=evm.model.Herato0701.25-E5;Parent=evm.model.Herato0701.25)	473	ID=evm.model.Herato0701.25-E6;Parent=evm.model.Herato0701.25								
378	Herato0701	3320800	3321369	+	0	NA	Intergenic	Intergenic	-28088	ID=evm.model.Herato0701.169-E1;Parent=evm.model.Herato0701.169								
3331	Herato1805	1610211	1610549	+	0	NA	Intergenic	Intergenic	-16962	ID=evm.model.Herato1805.67-E1;Parent=evm.model.Herato1805.67								
889	Herato0821	1060892	1061424	+	0	NA	Intergenic	Intergenic	27991	ID=evm.model.Herato0821.46-E12;Parent=evm.model.Herato0821.46								
1233	Herato1001	3586268	3586681	+	0	NA	Intergenic	Intergenic	-3294	ID=evm.model.Herato1001.118.1-E3;Parent=evm.model.Herato1001.118.1								
3390	Herato2001	10114189	10114427	+	0	NA	Intergenic	Intergenic	31145	ID=evm.model.Herato2001.402-E8;Parent=evm.model.Herato2001.402								
540	Herato0701	10319156	10319549	+	0	NA	Intergenic	Intergenic	-9008	ID=evm.model.Herato0701.426-E2;Parent=evm.model.Herato0701.426								
1162	Herato1301	3469439	3469780	+	0	NA	Intergenic	Intergenic	33498	ID=evm.model.Herato1301.97-E2;Parent=evm.model.Herato1301.97								
1615	Herato1007	4745113	4745523	+	0	NA	Intergenic	Intergenic	1733	ID=evm.model.Herato1007.191-E3;Parent=evm.model.Herato1007.191								
3137	Herato2001	4462446	4463036	+	0	NA	Intergenic	Intergenic	-5882	ID=evm.model.Herato2001.145.12-E1;Parent=evm.model.Herato2001.145.12								
2831	Herato2001	2626679	2626918	+	0	NA	Intergenic	Intergenic	7069	ID=evm.model.Herato2001.79-E1;Parent=evm.model.Herato2001.79								
211	Herato0606	7037912	7038368	+	0	NA	Intergenic	Intergenic	-2356	ID=evm.model.Herato0606.239-E2;Parent=evm.model.Herato0606.239								
684	Herato0701	17379795	17380090	+	0	NA	Intergenic	Intergenic	-5164	ID=evm.model.Herato0701.733-E1;Parent=evm.model.Herato0701.733								
3065	Herato1908	1422587	1423213	+	0	NA	Intergenic	Intergenic	-2528	ID=evm.model.Herato1908.44-E16;Parent=evm.model.Herato1908.44								
2073	Herato1605	4090406	4090602	+	0	NA	Intergenic	Intergenic	13755	ID=evm.model.Herato1605.122-E4;Parent=evm.model.Herato1605.122								
1732	Herato1108	6955091	6955900	+	0	NA	TTS (ID=evm.model.Herato1108.306-E1;Parent=evm.model.Herato1108.306)	-TTS (ID=evm.model.Herato1108.306-E1;Parent=evm.model.Herato1108.306)	446	ID=evm.model.Herato1108.306-E3;Parent=evm.model.Herato1108.306								
861	Herato0101	13012524	13013252	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.443-E3;Parent=evm.model.Herato0101.443)	-promoter-TSS (ID=evm.model.Herato0101.443-E3;Parent=evm.model.Herato0101.443)	-82	ID=evm.model.Herato0101.443-E3;Parent=evm.model.Herato0101.443								
3706	Herato0411	1389416	1389703	+	0	NA	TTS (ID=evm.model.Herato0411.29-E4;Parent=evm.model.Herato0411.29)	-TTS (ID=evm.model.Herato0411.29-E4;Parent=evm.model.Herato0411.29)	777	ID=evm.model.Herato0411.29-E4;Parent=evm.model.Herato0411.29								
337	Herato0701	1453077	1453333	+	0	NA	Intergenic	Intergenic	-1556	ID=evm.model.Herato0701.58-E1;Parent=evm.model.Herato0701.58								
3315	Herato2001	12680376	12680610	+	0	NA	Intergenic	Intergenic	-4463	ID=evm.model.Herato2001.483.5-E1;Parent=evm.model.Herato2001.483.5								
2406	Herato0411	1021457	1022412	+	0	NA	Intergenic	Intergenic	-6522	ID=evm.model.Herato0411.16-E1;Parent=evm.model.Herato0411.16								
3172	Herato1603	2363493	2364015	+	0	NA	Intergenic	Intergenic	-7018	ID=evm.model.Herato1603.65-E1;Parent=evm.model.Herato1603.65								
76	Herato0601	3237268	3237823	+	0	NA	TTS (ID=evm.model.Herato0601.76-E3;Parent=evm.model.Herato0601.76)	-TTS (ID=evm.model.Herato0601.76-E3;Parent=evm.model.Herato0601.76)	767	ID=evm.model.Herato0601.76-E3;Parent=evm.model.Herato0601.76								
1924	Herato1603	1430264	1430459	+	0	NA	promoter-TSS (ID=evm.model.Herato1603.40-E3;Parent=evm.model.Herato1603.40)	-promoter-TSS (ID=evm.model.Herato1603.40-E3;Parent=evm.model.Herato1603.40)	-667	ID=evm.model.Herato1603.40-E3;Parent=evm.model.Herato1603.40								
2718	Herato1910	2170912	2172286	+	0	NA	Intergenic	Intergenic	-37670	ID=evm.model.Herato1910.131-E1;Parent=evm.model.Herato1910.131								
3042	Herato2101	2988804	2989443	+	0	NA	Intergenic	Intergenic	-55681	ID=evm.model.Herato2101.110-E1;Parent=evm.model.Herato2101.110								
982	Herato0901	2051870	2052171	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.74-E2;Parent=evm.model.Herato0901.74)	-promoter-TSS (ID=evm.model.Herato0901.74-E2;Parent=evm.model.Herato0901.74)	-463	ID=evm.model.Herato0901.74-E2;Parent=evm.model.Herato0901.74								
571	Herato0701	12048810	12049073	+	0	NA	TTS (ID=evm.model.Herato0701.543-E12;Parent=evm.model.Herato0701.543)	-TTS (ID=evm.model.Herato0701.543-E12;Parent=evm.model.Herato0701.543)	671	ID=evm.model.Herato0701.543-E12;Parent=evm.model.Herato0701.543								
1214	Herato1301	7334973	7335248	+	0	NA	Intergenic	Intergenic	-8858	ID=evm.model.Herato1301.280-E1;Parent=evm.model.Herato1301.280								
1190	Herato1001	884170	884927	+	0	NA	Intergenic	Intergenic	-12936	ID=evm.model.Herato1001.39-E1;Parent=evm.model.Herato1001.39								
2592	Herato1301	21169257	21169732	+	0	NA	Intergenic	Intergenic	-19533	ID=evm.model.Herato1301.722-E1;Parent=evm.model.Herato1301.722								
389	Herato0701	3586828	3587549	+	0	NA	Intergenic	Intergenic	-21266	ID=evm.model.Herato0701.172-E1;Parent=evm.model.Herato0701.172								
1660	Herato1108	2298588	2298920	+	0	NA	Intergenic	Intergenic	4290	ID=evm.model.Herato1108.69.2-E8;Parent=evm.model.Herato1108.69.2								
3525	Herato1807	1900354	1900509	+	0	NA	Intergenic	Intergenic	-8727	ID=evm.model.Herato1807.39-E1;Parent=evm.model.Herato1807.39								
3207	Herato1801	948757	950132	+	0	NA	Intergenic	Intergenic	3818	ID=evm.model.Herato1801.47-E1;Parent=evm.model.Herato1801.47								
1171	Herato1001	408276	408493	+	0	NA	TTS (ID=evm.model.Herato1001.19-E5;Parent=evm.model.Herato1001.19)	-TTS (ID=evm.model.Herato1001.19-E5;Parent=evm.model.Herato1001.19)	2239	ID=evm.model.Herato1001.19-E5;Parent=evm.model.Herato1001.19								
1345	Herato1003	4938860	4939293	+	0	NA	Intergenic	Intergenic	3951	ID=evm.model.Herato1003.154-E1;Parent=evm.model.Herato1003.154								
2290	Herato1703	1105982	1107280	+	0	NA	Intergenic	Intergenic	-1192	ID=evm.model.Herato1703.49-E2;Parent=evm.model.Herato1703.49								
966	Herato0901	1549950	1550289	+	0	NA	Intergenic	Intergenic	-3677	ID=evm.model.Herato0901.58-E4;Parent=evm.model.Herato0901.58								
1123	Herato0901	10786720	10787316	+	0	NA	TTS (ID=evm.model.Herato0901.324-E45;Parent=evm.model.Herato0901.324)	-TTS (ID=evm.model.Herato0901.324-E45;Parent=evm.model.Herato0901.324)	1056	ID=evm.model.Herato0901.324.1-E45;Parent=evm.model.Herato0901.324.1								
2314	Herato1301	3101108	3101500	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.85-E2;Parent=evm.model.Herato1301.85)	-promoter-TSS (ID=evm.model.Herato1301.85-E2;Parent=evm.model.Herato1301.85)	-101	ID=evm.model.Herato1301.85.4-E2;Parent=evm.model.Herato1301.85.4								
2216	Herato1904	8262017	8262735	+	0	NA	Intergenic	Intergenic	-35260	ID=evm.model.Herato1904.276-E1;Parent=evm.model.Herato1904.276								
992	Herato0101	13809086	13809335	+	0	NA	Intergenic	Intergenic	-22736	ID=evm.model.Herato0101.492-E1;Parent=evm.model.Herato0101.492								
236	Herato0606	8366565	8367044	+	0	NA	Intergenic	Intergenic	-13886	ID=evm.model.Herato0606.267-E1;Parent=evm.model.Herato0606.267								
758	Herato0101	1912357	1912596	+	0	NA	Intergenic	Intergenic	5650	ID=evm.model.Herato0101.46-E1;Parent=evm.model.Herato0101.46								
1954	Herato1603	2836329	2836500	+	0	NA	Intergenic	Intergenic	83630	ID=evm.model.Herato1603.83-E1;Parent=evm.model.Herato1603.83								
2843	Herato1411	6712026	6712262	+	0	NA	Intergenic	Intergenic	-3334	ID=evm.model.Herato1411.246.1-E2;Parent=evm.model.Herato1411.246.1								
218	Herato1005	4337540	4338442	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.203-E3;Parent=evm.model.Herato1005.203)	-promoter-TSS (ID=evm.model.Herato1005.203-E3;Parent=evm.model.Herato1005.203)	19	ID=evm.model.Herato1005.203-E3;Parent=evm.model.Herato1005.203								
706	Herato1202	1877657	1878042	+	0	NA	Intergenic	Intergenic	-4524	ID=evm.model.Herato1202.64-E1;Parent=evm.model.Herato1202.64								
14	Herato1001	4672651	4672889	+	0	NA	Intergenic	Intergenic	-21680	ID=evm.model.Herato1001.160-E1;Parent=evm.model.Herato1001.160								
2345	Herato1708	768743	769090	+	0	NA	TTS (ID=evm.model.Herato1708.47-E2;Parent=evm.model.Herato1708.47)	-TTS (ID=evm.model.Herato1708.47-E2;Parent=evm.model.Herato1708.47)	1061	ID=evm.model.Herato1708.47-E2;Parent=evm.model.Herato1708.47								
3124	Herato0411	4605287	4605484	+	0	NA	Intergenic	Intergenic	-150364	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
2587	Herato1904	6730206	6730424	+	0	NA	Intergenic	Intergenic	3526	ID=evm.model.Herato1904.243.1-E15;Parent=evm.model.Herato1904.243.1								
1608	Herato1007	4444254	4444726	+	0	NA	Intergenic	Intergenic	6920	ID=evm.model.Herato1007.182-E2;Parent=evm.model.Herato1007.182								
3391	Herato1904	5874450	5874892	+	0	NA	Intergenic	Intergenic	-10243	ID=evm.model.Herato1904.211-E1;Parent=evm.model.Herato1904.211								
2973	Herato2001	10696139	10696585	+	0	NA	Intergenic	Intergenic	-6359	ID=evm.model.Herato2001.419-E1;Parent=evm.model.Herato2001.419								
2328	Herato1408	5838753	5839402	+	0	NA	Intergenic	Intergenic	12240	ID=evm.model.Herato1408.229-E2;Parent=evm.model.Herato1408.229								
2999	Herato1701	5978990	5979270	+	0	NA	Intergenic	Intergenic	-6929	ID=evm.model.Herato1701.166.1-E1;Parent=evm.model.Herato1701.166.1								
2567	Herato0310	415024	415611	+	0	NA	Intergenic	Intergenic	-15462	ID=evm.model.Herato0310.10-E8;Parent=evm.model.Herato0310.10								
3232	Herato2001	9205470	9205645	+	0	NA	Intergenic	Intergenic	-7158	ID=evm.model.Herato2001.384-E1;Parent=evm.model.Herato2001.384								
2474	Herato1301	14178536	14178728	+	0	NA	Intergenic	Intergenic	-102423	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
2889	Herato0215	558114	558542	+	0	NA	Intergenic	Intergenic	57504	ID=evm.model.Herato0215.17-E2;Parent=evm.model.Herato0215.17								
3786	Herato2001	5046919	5047306	+	0	NA	Intergenic	Intergenic	12444	ID=evm.model.Herato2001.171-E2;Parent=evm.model.Herato2001.171								
234	Herato0606	8336250	8336613	+	0	NA	Intergenic	Intergenic	16487	ID=evm.model.Herato0606.267-E1;Parent=evm.model.Herato0606.267								
594	Herato1108	11250489	11251335	+	0	NA	Intergenic	Intergenic	6814	ID=evm.model.Herato1108.484-E2;Parent=evm.model.Herato1108.484								
2924	Herato0301	3333546	3334251	+	0	NA	Intergenic	Intergenic	22542	ID=evm.model.Herato0301.89-E4;Parent=evm.model.Herato0301.89								
1438	Herato1301	21509967	21510537	+	0	NA	Intergenic	Intergenic	4499	ID=evm.model.Herato1301.728-E3;Parent=evm.model.Herato1301.728								
3289	Herato1605	3973034	3974339	+	0	NA	Intergenic	Intergenic	-13519	ID=evm.model.Herato1605.120-E6;Parent=evm.model.Herato1605.120								
3158	Herato0401	2102454	2102761	+	0	NA	promoter-TSS (ID=evm.model.Herato0401.53-E1;Parent=evm.model.Herato0401.53)	-promoter-TSS (ID=evm.model.Herato0401.53-E1;Parent=evm.model.Herato0401.53)	45	ID=evm.model.Herato0401.53-E1;Parent=evm.model.Herato0401.53								
1903	Herato1202	3417367	3417944	+	0	NA	Intergenic	Intergenic	18950	ID=evm.model.Herato1202.116-E2;Parent=evm.model.Herato1202.116								
2767	Herato1807	3889818	3890119	+	0	NA	Intergenic	Intergenic	-1859	ID=evm.model.Herato1807.80.1-E1;Parent=evm.model.Herato1807.80.1								
2188	Herato2001	10807729	10807932	+	0	NA	Intergenic	Intergenic	-3596	ID=evm.model.Herato2001.420-E1;Parent=evm.model.Herato2001.420								
3667	Herato0503	3459520	3459760	+	0	NA	Intergenic	Intergenic	-12442	ID=evm.model.Herato0503.117-E1;Parent=evm.model.Herato0503.117								
3554	Herato1801	1262168	1263186	+	0	NA	Intergenic	Intergenic	12086	ID=evm.model.Herato1801.64-E2;Parent=evm.model.Herato1801.64								
1778	Herato1108	9976328	9976834	+	0	NA	Intergenic	Intergenic	-7491	ID=evm.model.Herato1108.448.1-E3;Parent=evm.model.Herato1108.448.1								
2339	Herato1301	5449088	5450178	+	0	NA	Intergenic	Intergenic	5034	ID=evm.model.Herato1301.194-E1;Parent=evm.model.Herato1301.194								
