PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_eratoUnique_D2up.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_eratoUnique_D2up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2240	Herato2101	14008837	14008999	+	0	NA	Intergenic	Intergenic	-1742	ID=evm.model.Herato2101.444-E1;Parent=evm.model.Herato2101.444								
3566	Herato1202	8937101	8937428	+	0	NA	Intergenic	Intergenic	-25595	ID=evm.model.Herato1202.364-E1;Parent=evm.model.Herato1202.364								
5241	Herato1507	7020476	7020865	+	0	NA	Intergenic	Intergenic	5511	ID=evm.model.Herato1507.248-E2;Parent=evm.model.Herato1507.248								
529	Herato0606	8437219	8437416	+	0	NA	Intergenic	Intergenic	72227	ID=evm.model.Herato0606.268-E2;Parent=evm.model.Herato0606.268								
3556	Herato2001	1696367	1696898	+	0	NA	Intergenic	Intergenic	2756	ID=evm.model.Herato2001.35-E5;Parent=evm.model.Herato2001.35								
4309	Herato2101	11921687	11922009	+	0	NA	Intergenic	Intergenic	-20333	ID=evm.model.Herato2101.397-E2;Parent=evm.model.Herato2101.397								
4222	Herato2101	7413162	7414169	+	0	NA	Intergenic	Intergenic	7398	ID=evm.model.Herato2101.265-E1;Parent=evm.model.Herato2101.265								
2573	Herato0310	8045861	8046193	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.214-E1;Parent=evm.model.Herato0310.214)	-promoter-TSS (ID=evm.model.Herato0310.214-E1;Parent=evm.model.Herato0310.214)	-619	ID=evm.model.Herato0310.214-E1;Parent=evm.model.Herato0310.214								
987	Herato0701	8965443	8966018	+	0	NA	Intergenic	Intergenic	69429	ID=evm.model.Herato0701.375-E9;Parent=evm.model.Herato0701.375								
2984	Herato1108	5399442	5400327	+	0	NA	Intergenic	Intergenic	3900	ID=evm.model.Herato1108.235.1-E1;Parent=evm.model.Herato1108.235.1								
1150	Herato0701	12680855	12682224	+	0	NA	Intergenic	Intergenic	-53584	ID=evm.model.Herato0701.602-E1;Parent=evm.model.Herato0701.602								
5635	Herato2001	17215045	17215279	+	0	NA	Intergenic	Intergenic	-56078	ID=evm.model.Herato2001.663-E1;Parent=evm.model.Herato2001.663								
3988	Herato0215	1539309	1540156	+	0	NA	Intergenic	Intergenic	-1075	ID=evm.model.Herato0215.150-E1;Parent=evm.model.Herato0215.150								
6167	Herato2101	145006	146742	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.13-E2;Parent=evm.model.Herato2101.13)	-promoter-TSS (ID=evm.model.Herato2101.13-E2;Parent=evm.model.Herato2101.13)	349	ID=evm.model.Herato2101.13-E1;Parent=evm.model.Herato2101.13								
4122	Herato2101	1148391	1148595	+	0	NA	Intergenic	Intergenic	-1262	ID=evm.model.Herato2101.44-E3;Parent=evm.model.Herato2101.44								
4347	Herato1301	14688854	14689264	+	0	NA	Intergenic	Intergenic	-2858	ID=evm.model.Herato1301.554-E2;Parent=evm.model.Herato1301.554								
4314	Herato2101	12280675	12281136	+	0	NA	Intergenic	Intergenic	2366	ID=evm.model.Herato2101.405-E5;Parent=evm.model.Herato2101.405								
4239	Herato2101	8200379	8200644	+	0	NA	Intergenic	Intergenic	-12873	ID=evm.model.Herato2101.288.2-E2;Parent=evm.model.Herato2101.288.2								
5959	Herato2101	11277020	11277199	+	0	NA	Intergenic	Intergenic	13403	ID=evm.model.Herato2101.384-E5;Parent=evm.model.Herato2101.384								
2390	Herato1003	6361729	6362339	+	0	NA	Intergenic	Intergenic	-1883	ID=evm.model.Herato1003.208-E6;Parent=evm.model.Herato1003.208								
908	Herato1108	4625088	4625426	+	0	NA	Intergenic	Intergenic	-12208	ID=evm.model.Herato1108.179-E2;Parent=evm.model.Herato1108.179								
2580	Herato1805	9645565	9646256	+	0	NA	Intergenic	Intergenic	-54048	ID=evm.model.Herato1805.290-E1;Parent=evm.model.Herato1805.290								
4900	Herato1801	1685344	1685714	+	0	NA	Intergenic	Intergenic	41906	ID=evm.model.Herato1801.78-E3;Parent=evm.model.Herato1801.78								
4151	Herato2101	2819661	2820069	+	0	NA	Intergenic	Intergenic	-7949	ID=evm.model.Herato2101.107-E1;Parent=evm.model.Herato2101.107								
284	Herato1003	7071418	7071980	+	0	NA	Intergenic	Intergenic	-4109	ID=evm.model.Herato1003.257-E1;Parent=evm.model.Herato1003.257								
3127	Herato1108	9641135	9641493	+	0	NA	Intergenic	Intergenic	6603	ID=evm.model.Herato1108.424-E1;Parent=evm.model.Herato1108.424								
5125	Herato0501	118185	119597	+	0	NA	Intergenic	Intergenic	-2582	ID=evm.model.Herato0501.59-E4;Parent=evm.model.Herato0501.59								
247	Herato0310	418138	418766	+	0	NA	Intergenic	Intergenic	14597	ID=evm.model.Herato0310.10-E7;Parent=evm.model.Herato0310.10								
903	Herato0101	10873432	10873604	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.311-E8;Parent=evm.model.Herato0101.311)	-promoter-TSS (ID=evm.model.Herato0101.311-E8;Parent=evm.model.Herato0101.311)	-310	ID=evm.model.Herato0101.311-E8;Parent=evm.model.Herato0101.311								
1340	Herato0801	1876150	1876489	+	0	NA	TTS (ID=evm.model.Herato0801.39-E7;Parent=evm.model.Herato0801.39)	-TTS (ID=evm.model.Herato0801.39-E7;Parent=evm.model.Herato0801.39)	101	ID=evm.model.Herato0801.39.3-E7;Parent=evm.model.Herato0801.39.3								
3870	Herato1805	5682728	5683383	+	0	NA	Intergenic	Intergenic	-5800	ID=evm.model.Herato1805.157-E1;Parent=evm.model.Herato1805.157								
5397	Herato2101	7089777	7090252	+	0	NA	Intergenic	Intergenic	-1925	ID=evm.model.Herato2101.257_evm.model.Herato2101.254.1-E1;Parent=evm.model.Herato2101.257_evm.model.Herato2101.254.1								
4389	Herato1904	2504915	2506060	+	0	NA	Intergenic	Intergenic	-3280	ID=evm.model.Herato1904.87-E2;Parent=evm.model.Herato1904.87								
3927	Herato2001	12713695	12714225	+	0	NA	Intergenic	Intergenic	5861	ID=evm.model.Herato2001.483-E7;Parent=evm.model.Herato2001.483								
5504	Herato2101	933906	934398	+	0	NA	Intergenic	Intergenic	-9677	ID=evm.model.Herato2101.36-E4;Parent=evm.model.Herato2101.36								
289	Herato0606	3161391	3161546	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.100-E2;Parent=evm.model.Herato0606.100)	-promoter-TSS (ID=evm.model.Herato0606.100-E2;Parent=evm.model.Herato0606.100)	-906	ID=evm.model.Herato0606.100-E2;Parent=evm.model.Herato0606.100								
4739	Herato1910	1313601	1313968	+	0	NA	Intergenic	Intergenic	-6947	ID=evm.model.Herato1910.97-E1;Parent=evm.model.Herato1910.97								
4411	Herato1505	3299137	3299341	+	0	NA	Intergenic	Intergenic	-1326	ID=evm.model.Herato1505.142.2-E3;Parent=evm.model.Herato1505.142.2								
2119	Herato1301	10866083	10866240	+	0	NA	Intergenic	Intergenic	2387	ID=evm.model.Herato1301.432-E4;Parent=evm.model.Herato1301.432								
3891	Herato1701	6489657	6490400	+	0	NA	Intergenic	Intergenic	-11625	ID=evm.model.Herato1701.184-E1;Parent=evm.model.Herato1701.184								
808	Herato0701	4330959	4331339	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.205-E10;Parent=evm.model.Herato0701.205)	-promoter-TSS (ID=evm.model.Herato0701.205-E10;Parent=evm.model.Herato0701.205)	48	ID=evm.model.Herato0701.205-E9;Parent=evm.model.Herato0701.205								
845	Herato1108	3031996	3032455	+	0	NA	TTS (ID=evm.model.Herato1108.94-E2;Parent=evm.model.Herato1108.94)	-TTS (ID=evm.model.Herato1108.94-E2;Parent=evm.model.Herato1108.94)	1006	ID=evm.model.Herato1108.94-E2;Parent=evm.model.Herato1108.94								
5997	Herato2101	1901793	1901936	+	0	NA	TTS (ID=evm.model.Herato2101.64-E18;Parent=evm.model.Herato2101.64)	-TTS (ID=evm.model.Herato2101.64-E18;Parent=evm.model.Herato2101.64)	2605	ID=evm.model.Herato2101.64-E18;Parent=evm.model.Herato2101.64								
1847	Herato0901	8205186	8205593	+	0	NA	Intergenic	Intergenic	3452	ID=evm.model.Herato0901.266-E2;Parent=evm.model.Herato0901.266								
147	Herato0601	3478298	3478813	+	0	NA	Intergenic	Intergenic	31814	ID=evm.model.Herato0601.84-E4;Parent=evm.model.Herato0601.84								
1249	Herato0701	17386206	17387177	+	0	NA	Intergenic	Intergenic	-11913	ID=evm.model.Herato0701.733-E1;Parent=evm.model.Herato0701.733								
5211	Herato1904	6464471	6464789	+	0	NA	TTS (ID=evm.model.Herato1904.238-E2;Parent=evm.model.Herato1904.238)	-TTS (ID=evm.model.Herato1904.238-E2;Parent=evm.model.Herato1904.238)	335	ID=evm.model.Herato1904.238-E2;Parent=evm.model.Herato1904.238								
1142	Herato0701	12455048	12455556	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.588-E1;Parent=evm.model.Herato0701.588)	-promoter-TSS (ID=evm.model.Herato0701.588-E1;Parent=evm.model.Herato0701.588)	-712	ID=evm.model.Herato0701.588.2-E1;Parent=evm.model.Herato0701.588.2								
4952	Herato0503	922503	922779	+	0	NA	Intergenic	Intergenic	-5771	ID=evm.model.Herato0503.28-E12;Parent=evm.model.Herato0503.28								
5267	Herato1910	3350629	3350888	+	0	NA	Intergenic	Intergenic	50585	ID=evm.model.Herato1910.158-E5;Parent=evm.model.Herato1910.158								
4708	Herato1807	800113	800482	+	0	NA	Intergenic	Intergenic	-11903	ID=evm.model.Herato1807.13-E1;Parent=evm.model.Herato1807.13								
1291	Herato0701	19078611	19079644	+	0	NA	Intergenic	Intergenic	4124	ID=evm.model.Herato0701.779-E2;Parent=evm.model.Herato0701.779								
2095	Herato2101	6910347	6910538	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.244-E3;Parent=evm.model.Herato2101.244)	-promoter-TSS (ID=evm.model.Herato2101.244-E3;Parent=evm.model.Herato2101.244)	-482	ID=evm.model.Herato2101.244.1-E3;Parent=evm.model.Herato2101.244.1								
5584	Herato2101	6487726	6487907	+	0	NA	TTS (ID=evm.model.Herato2101.222-E11;Parent=evm.model.Herato2101.222)	-TTS (ID=evm.model.Herato2101.222-E11;Parent=evm.model.Herato2101.222)	1762	ID=evm.model.Herato2101.222.2.1-E10;Parent=evm.model.Herato2101.222.2.1								
2599	Herato1007	905774	906034	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.38-E8;Parent=evm.model.Herato1007.38)	-promoter-TSS (ID=evm.model.Herato1007.38-E8;Parent=evm.model.Herato1007.38)	-866	ID=evm.model.Herato1007.38-E8;Parent=evm.model.Herato1007.38								
2601	Herato1007	1033635	1033906	+	0	NA	Intergenic	Intergenic	4321	ID=evm.model.Herato1007.41-E1;Parent=evm.model.Herato1007.41								
3227	Herato0101	7378260	7378479	+	0	NA	Intergenic	Intergenic	-4885	ID=evm.model.Herato0101.228.4-E1;Parent=evm.model.Herato0101.228.4								
2960	Herato0101	6570522	6571332	+	0	NA	Intergenic	Intergenic	19905	ID=evm.model.Herato0101.199-E4;Parent=evm.model.Herato0101.199								
5913	Herato0503	906415	907258	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.28-E13;Parent=evm.model.Herato0503.28)	-promoter-TSS (ID=evm.model.Herato0503.28-E13;Parent=evm.model.Herato0503.28)	-952	ID=evm.model.Herato0503.28.1-E13;Parent=evm.model.Herato0503.28.1								
5551	Herato1603	2806769	2807605	+	0	NA	Intergenic	Intergenic	66080	ID=evm.model.Herato1603.82-E1;Parent=evm.model.Herato1603.82								
5346	Herato0503	5283788	5284417	+	0	NA	Intergenic	Intergenic	-1318	ID=evm.model.Herato0503.170.1-E2;Parent=evm.model.Herato0503.170.1								
1052	Herato0701	10292295	10292791	+	0	NA	Intergenic	Intergenic	-1325	ID=evm.model.Herato0701.426-E7;Parent=evm.model.Herato0701.426								
4522	Herato1301	20569769	20570346	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.698-E3;Parent=evm.model.Herato1301.698)	-promoter-TSS (ID=evm.model.Herato1301.698-E3;Parent=evm.model.Herato1301.698)	-255	ID=evm.model.Herato1301.698.2-E3;Parent=evm.model.Herato1301.698.2								
4188	Herato1301	8783301	8783703	+	0	NA	Intergenic	Intergenic	3790	ID=evm.model.Herato1301.373.1-E10;Parent=evm.model.Herato1301.373.1								
4250	Herato1301	11614891	11615533	+	0	NA	TTS (ID=evm.model.Herato1301.459-E1;Parent=evm.model.Herato1301.459)	-TTS (ID=evm.model.Herato1301.459-E1;Parent=evm.model.Herato1301.459)	139	ID=evm.model.Herato1301.459-E1;Parent=evm.model.Herato1301.459								
5438	Herato0310	10209841	10210057	+	0	NA	Intergenic	Intergenic	1932	ID=evm.model.Herato0310.314-E2;Parent=evm.model.Herato0310.314								
1493	Herato0821	681949	682444	+	0	NA	TTS (ID=evm.model.Herato0821.44-E1;Parent=evm.model.Herato0821.44)	-TTS (ID=evm.model.Herato0821.44-E1;Parent=evm.model.Herato0821.44)	762	ID=evm.model.Herato0821.44-E1;Parent=evm.model.Herato0821.44								
5617	Herato2101	7758191	7758345	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.272-E7;Parent=evm.model.Herato2101.272)	-promoter-TSS (ID=evm.model.Herato2101.272-E7;Parent=evm.model.Herato2101.272)	-435	ID=evm.model.Herato2101.272-E7;Parent=evm.model.Herato2101.272								
6186	Herato2001	3995272	3995688	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.131-E10;Parent=evm.model.Herato2001.131)	-promoter-TSS (ID=evm.model.Herato2001.131-E10;Parent=evm.model.Herato2001.131)	-136	ID=evm.model.Herato2001.131-E10;Parent=evm.model.Herato2001.131								
5471	Herato2101	96477	96984	+	0	NA	exon (ID=evm.model.Herato2101.10.3-E1;Parent=evm.model.Herato2101.10.3, exon 1 of 1)	-exon (ID=evm.model.Herato2101.10.3-E1;Parent=evm.model.Herato2101.10.3, exon 1 of 1)	776	ID=evm.model.Herato2101.10.3-E1;Parent=evm.model.Herato2101.10.3								
6105	Herato0503	7871482	7872003	+	0	NA	Intergenic	Intergenic	17282	ID=evm.model.Herato0503.297-E3;Parent=evm.model.Herato0503.297								
5661	Herato1605	2391908	2392305	+	0	NA	Intergenic	Intergenic	4801	ID=evm.model.Herato1605.82-E2;Parent=evm.model.Herato1605.82								
2397	Herato1003	6699568	6700666	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.231-E1;Parent=evm.model.Herato1003.231)	-promoter-TSS (ID=evm.model.Herato1003.231-E1;Parent=evm.model.Herato1003.231)	-108	ID=evm.model.Herato1003.231.1-E1;Parent=evm.model.Herato1003.231.1								
4298	Herato1301	13319112	13320373	+	0	NA	Intergenic	Intergenic	2100	ID=evm.model.Herato1301.507-E1;Parent=evm.model.Herato1301.507								
974	Herato1108	6471341	6471619	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.275-E4;Parent=evm.model.Herato1108.275)	-promoter-TSS (ID=evm.model.Herato1108.275-E4;Parent=evm.model.Herato1108.275)	62	ID=evm.model.Herato1108.275-E4;Parent=evm.model.Herato1108.275								
6412	Herato0411	4799768	4800041	+	0	NA	TTS (ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102)	-TTS (ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102)	2646	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
2629	Herato1408	2937510	2937878	+	0	NA	Intergenic	Intergenic	-5005	ID=evm.model.Herato1408.85-E2;Parent=evm.model.Herato1408.85								
1668	Herato0901	2244796	2245055	+	0	NA	Intergenic	Intergenic	67216	ID=evm.model.Herato0901.75-E2;Parent=evm.model.Herato0901.75								
1715	Herato0101	13991284	13991989	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.502-E6;Parent=evm.model.Herato0101.502)	-promoter-TSS (ID=evm.model.Herato0101.502-E6;Parent=evm.model.Herato0101.502)	-716	ID=evm.model.Herato0101.502-E6;Parent=evm.model.Herato0101.502								
1613	Herato0901	951146	952386	+	0	NA	Intergenic	Intergenic	15355	ID=evm.model.Herato0901.36-E1;Parent=evm.model.Herato0901.36								
4247	Herato2101	8738178	8738330	+	0	NA	Intergenic	Intergenic	28767	ID=evm.model.Herato2101.303-E1;Parent=evm.model.Herato2101.303								
6278	Herato1801	2778512	2778920	+	0	NA	Intergenic	Intergenic	-27939	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
636	Herato0606	11744807	11745390	+	0	NA	TTS (ID=evm.model.Herato0606.426.3-E8;Parent=evm.model.Herato0606.426.3)	-TTS (ID=evm.model.Herato0606.426.3-E8;Parent=evm.model.Herato0606.426.3)	681	ID=evm.model.Herato0606.426.3-E8;Parent=evm.model.Herato0606.426.3								
6675	Herato1901	2595011	2595255	+	0	NA	Intergenic	Intergenic	14780	ID=evm.model.Herato1901.83.1-E1;Parent=evm.model.Herato1901.83.1								
5064	Herato0206	611476	611748	+	0	NA	Intergenic	Intergenic	7442	ID=evm.model.Herato0206.21-E43;Parent=evm.model.Herato0206.21								
1104	Herato1108	9232262	9233562	+	0	NA	Intergenic	Intergenic	-15799	ID=evm.model.Herato1108.395-E1;Parent=evm.model.Herato1108.395								
1406	Herato0801	4976985	4977599	+	0	NA	Intergenic	Intergenic	-69352	ID=evm.model.Herato0801.107-E1;Parent=evm.model.Herato0801.107								
5092	Herato1904	2812748	2812895	+	0	NA	Intergenic	Intergenic	30161	ID=evm.model.Herato1904.92.1-E10;Parent=evm.model.Herato1904.92.1								
5799	Herato0310	7172227	7172441	+	0	NA	Intergenic	Intergenic	23578	ID=evm.model.Herato0310.177-E6;Parent=evm.model.Herato0310.177								
1905	Herato1703	560956	561646	+	0	NA	Intergenic	Intergenic	18513	ID=evm.model.Herato1703.3.1-E1;Parent=evm.model.Herato1703.3.1								
3203	Herato0101	18704420	18704636	+	0	NA	Intergenic	Intergenic	-1371	ID=evm.model.Herato0101.743-E2;Parent=evm.model.Herato0101.743								
117	Herato0601	2296804	2297417	+	0	NA	Intergenic	Intergenic	23081	ID=evm.model.Herato0601.51-E9;Parent=evm.model.Herato0601.51								
2207	Herato1301	13778503	13778710	+	0	NA	Intergenic	Intergenic	45892	ID=evm.model.Herato1301.530-E1;Parent=evm.model.Herato1301.530								
3754	Herato1202	14953012	14953983	+	0	NA	Intergenic	Intergenic	-5490	ID=evm.model.Herato1202.576-E1;Parent=evm.model.Herato1202.576								
5283	Herato2001	12652160	12652585	+	0	NA	Intergenic	Intergenic	8159	ID=evm.model.Herato2001.483.3-E1;Parent=evm.model.Herato2001.483.3								
6597	Herato0401	1336413	1336628	+	0	NA	promoter-TSS (ID=evm.model.Herato0401.24-E4;Parent=evm.model.Herato0401.24)	-promoter-TSS (ID=evm.model.Herato0401.24-E4;Parent=evm.model.Herato0401.24)	-29	ID=evm.model.Herato0401.24-E4;Parent=evm.model.Herato0401.24								
2472	Herato1301	21826555	21827145	+	0	NA	Intergenic	Intergenic	25425	ID=evm.model.Herato1301.740-E1;Parent=evm.model.Herato1301.740								
5460	Herato1910	1371409	1371807	+	0	NA	Intergenic	Intergenic	-5966	ID=evm.model.Herato1910.100-E1;Parent=evm.model.Herato1910.100								
821	Herato0701	4699328	4699782	+	0	NA	Intergenic	Intergenic	-17866	ID=evm.model.Herato0701.220.2-E1;Parent=evm.model.Herato0701.220.2								
696	Herato1411	1821295	1821633	+	0	NA	Intergenic	Intergenic	7220	ID=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1-E2;Parent=evm.model.Herato1411.53_evm.model.Herato1411.55_evm.model.Herato1411.55.1								
4586	Herato1301	22064453	22064665	+	0	NA	Intergenic	Intergenic	15299	ID=evm.model.Herato1301.745-E2;Parent=evm.model.Herato1301.745								
6013	Herato0101	2860867	2861374	+	0	NA	Intergenic	Intergenic	-2692	ID=evm.model.Herato0101.92.1-E1;Parent=evm.model.Herato0101.92.1								
1721	Herato0901	4784119	4784390	+	0	NA	Intergenic	Intergenic	4550	ID=evm.model.Herato0901.124-E3;Parent=evm.model.Herato0901.124								
3376	Herato1601	5010363	5010827	+	0	NA	promoter-TSS (ID=evm.model.Herato1601.106-E2;Parent=evm.model.Herato1601.106)	-promoter-TSS (ID=evm.model.Herato1601.106-E2;Parent=evm.model.Herato1601.106)	84	ID=evm.model.Herato1601.106-E2;Parent=evm.model.Herato1601.106								
2179	Herato1301	13297321	13297813	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.506-E1;Parent=evm.model.Herato1301.506)	-promoter-TSS (ID=evm.model.Herato1301.506-E1;Parent=evm.model.Herato1301.506)	-41	ID=evm.model.Herato1301.506.1-E1;Parent=evm.model.Herato1301.506.1								
2172	Herato0101	15593373	15593586	+	0	NA	Intergenic	Intergenic	19537	ID=evm.model.Herato0101.573-E5;Parent=evm.model.Herato0101.573								
1431	Herato0801	6108748	6109001	+	0	NA	Intergenic	Intergenic	35240	ID=evm.model.Herato0801.167-E4;Parent=evm.model.Herato0801.167								
1489	Herato1202	10563007	10563273	+	0	NA	TTS (ID=evm.model.Herato1202.415-E1;Parent=evm.model.Herato1202.415)	-TTS (ID=evm.model.Herato1202.415-E1;Parent=evm.model.Herato1202.415)	1157	ID=evm.model.Herato1202.415-E1;Parent=evm.model.Herato1202.415								
3050	Herato0101	18254829	18255005	+	0	NA	Intergenic	Intergenic	-6180	ID=evm.model.Herato0101.723-E1;Parent=evm.model.Herato0101.723								
4565	Herato1904	7548646	7549100	+	0	NA	TTS (ID=evm.model.Herato1904.264.1-E1;Parent=evm.model.Herato1904.264.1)	-TTS (ID=evm.model.Herato1904.264.1-E1;Parent=evm.model.Herato1904.264.1)	143	ID=evm.model.Herato1904.264.1-E1;Parent=evm.model.Herato1904.264.1								
1805	Herato0901	6472539	6472975	+	0	NA	Intergenic	Intergenic	-7300	ID=evm.model.Herato0901.214-E1;Parent=evm.model.Herato0901.214								
3226	Herato1905	151294	151460	+	0	NA	Intergenic	Intergenic	-1131	ID=evm.model.Herato1905.10.1-E12;Parent=evm.model.Herato1905.10.1								
1727	Herato0901	4908355	4908515	+	0	NA	Intergenic	Intergenic	1553	ID=evm.model.Herato0901.128-E2;Parent=evm.model.Herato0901.128								
6646	Herato0403	789485	789658	+	0	NA	Intergenic	Intergenic	-43651	ID=evm.model.Herato0403.11-E1;Parent=evm.model.Herato0403.11								
2922	Herato1505	1354265	1354672	+	0	NA	Intergenic	Intergenic	-6911	ID=evm.model.Herato1505.48-E2;Parent=evm.model.Herato1505.48								
5333	Herato1906	1242178	1242673	+	0	NA	Intergenic	Intergenic	-3395	ID=evm.model.Herato1906.33-E1;Parent=evm.model.Herato1906.33								
5229	Herato1507	6417161	6417521	+	0	NA	Intergenic	Intergenic	4316	ID=evm.model.Herato1507.230-E1;Parent=evm.model.Herato1507.230								
6620	Herato2001	1711164	1711726	+	0	NA	Intergenic	Intergenic	-4211	ID=evm.model.Herato2001.35.4-E3;Parent=evm.model.Herato2001.35.4								
6094	Herato2001	15545271	15545623	+	0	NA	Intergenic	Intergenic	-6967	ID=evm.model.Herato2001.606-E2;Parent=evm.model.Herato2001.606								
4967	Herato2001	3166307	3166481	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.90-E25;Parent=evm.model.Herato2001.90)	-promoter-TSS (ID=evm.model.Herato2001.90-E25;Parent=evm.model.Herato2001.90)	94	ID=evm.model.Herato2001.90-E25;Parent=evm.model.Herato2001.90								
2178	Herato1003	593476	593796	+	0	NA	promoter-TSS (ID=evm.model.Herato1003.12-E26;Parent=evm.model.Herato1003.12)	-promoter-TSS (ID=evm.model.Herato1003.12-E26;Parent=evm.model.Herato1003.12)	-581	ID=evm.model.Herato1003.12-E26;Parent=evm.model.Herato1003.12								
6203	Herato2101	13767312	13767672	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.435-E3;Parent=evm.model.Herato2101.435)	-promoter-TSS (ID=evm.model.Herato2101.435-E3;Parent=evm.model.Herato2101.435)	-226	ID=evm.model.Herato2101.435-E3;Parent=evm.model.Herato2101.435								
1225	Herato0701	16246770	16247390	+	0	NA	Intergenic	Intergenic	54191	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
290	Herato0606	3163814	3165327	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.100-E5;Parent=evm.model.Herato0606.100)	-promoter-TSS (ID=evm.model.Herato0606.100-E5;Parent=evm.model.Herato0606.100)	-56	ID=evm.model.Herato0606.100-E5;Parent=evm.model.Herato0606.100								
2909	Herato1505	1090757	1090928	+	0	NA	Intergenic	Intergenic	-2707	ID=evm.model.Herato1505.43.1-E1;Parent=evm.model.Herato1505.43.1								
5220	Herato2101	285629	286316	+	0	NA	Intergenic	Intergenic	-14380	ID=evm.model.Herato2101.19-E1;Parent=evm.model.Herato2101.19								
210	Herato1003	5399583	5400045	+	0	NA	Intergenic	Intergenic	6939	ID=evm.model.Herato1003.175-E2;Parent=evm.model.Herato1003.175								
712	Herato0701	784464	784777	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.29-E1;Parent=evm.model.Herato0701.29)	-promoter-TSS (ID=evm.model.Herato0701.29-E1;Parent=evm.model.Herato0701.29)	-894	ID=evm.model.Herato0701.29-E1;Parent=evm.model.Herato0701.29								
5706	Herato2001	4316888	4317069	+	0	NA	Intergenic	Intergenic	-8891	ID=evm.model.Herato2001.138-E1;Parent=evm.model.Herato2001.138								
6339	Herato0214	372556	373061	+	0	NA	Intergenic	Intergenic	3575	ID=evm.model.Herato0214.23-E2;Parent=evm.model.Herato0214.23								
6722	Herato2101	5836865	5837057	+	0	NA	Intergenic	Intergenic	1321	ID=evm.model.Herato2101.201-E27;Parent=evm.model.Herato2101.201								
5381	Herato1908	1526989	1527238	+	0	NA	Intergenic	Intergenic	-6919	ID=evm.model.Herato1908.46-E3;Parent=evm.model.Herato1908.46								
2560	Herato1908	590038	590312	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.24-E5;Parent=evm.model.Herato1908.24)	-promoter-TSS (ID=evm.model.Herato1908.24-E5;Parent=evm.model.Herato1908.24)	-108	ID=evm.model.Herato1908.24-E5;Parent=evm.model.Herato1908.24								
3365	Herato1202	2459418	2459699	+	0	NA	Intergenic	Intergenic	-7717	ID=evm.model.Herato1202.85-E1;Parent=evm.model.Herato1202.85								
5764	Herato2001	6016834	6017744	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.217-E1;Parent=evm.model.Herato2001.217)	-promoter-TSS (ID=evm.model.Herato2001.217-E1;Parent=evm.model.Herato2001.217)	-947	ID=evm.model.Herato2001.217-E1;Parent=evm.model.Herato2001.217								
2702	Herato1007	3483092	3483685	+	0	NA	Intergenic	Intergenic	-1335	ID=evm.model.Herato1007.129-E1;Parent=evm.model.Herato1007.129								
4529	Herato0101	7113260	7113455	+	0	NA	Intergenic	Intergenic	8868	ID=evm.model.Herato0101.219-E1;Parent=evm.model.Herato0101.219								
6040	Herato1708	2430726	2430990	+	0	NA	promoter-TSS (ID=evm.model.Herato1708.144-E7;Parent=evm.model.Herato1708.144)	-promoter-TSS (ID=evm.model.Herato1708.144-E7;Parent=evm.model.Herato1708.144)	133	ID=evm.model.Herato1708.144-E6;Parent=evm.model.Herato1708.144								
2593	Herato1007	544577	545305	+	0	NA	Intergenic	Intergenic	20466	ID=evm.model.Herato1007.8.1-E2;Parent=evm.model.Herato1007.8.1								
