PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2down_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_shared_D2down_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
865	Hmel218018	7290777	7291297	+	0	NA	Intergenic	Intergenic	-56852	ID=HMEL034477g1.t1-E1;Parent=HMEL034477g1.t1								
904	Hmel219003	4667889	4668340	+	0	NA	Intergenic	Intergenic	11678	ID=HMEL034652g1.t1-E3;Parent=HMEL034652g1.t1								
930	Hmel219012	238019	238260	+	0	NA	Intergenic	Intergenic	-7673	ID=HMEL034765g1.t1-E1;Parent=HMEL034765g1.t1								
442	Hmel212001	2688634	2689018	+	0	NA	Intergenic	Intergenic	1238	ID=HMEL016834g2.t1-E5;Parent=HMEL016834g2.t1								
649	Hmel214008	1145129	1145328	+	0	NA	Intergenic	Intergenic	4459	ID=HMEL032339g1.t1-E2;Parent=HMEL032339g1.t1								
689	Hmel215047	410254	411659	+	0	NA	Intergenic	Intergenic	-11756	ID=HMEL032867g1.t1-E1;Parent=HMEL032867g1.t1								
886	Hmel218019	302310	302847	+	0	NA	Intergenic	Intergenic	-1470	ID=HMEL002965g1.t1-E1;Parent=HMEL002965g1.t1								
648	Hmel214008	1009545	1010151	+	0	NA	Intergenic	Intergenic	-22645	ID=HMEL032332g1.t1-E1;Parent=HMEL032332g1.t1								
642	Hmel202004	485100	485547	+	0	NA	Intergenic	Intergenic	-9644	ID=HMEL033196g1.t1-E1;Parent=HMEL033196g1.t1								
1116	Hmel203067	818246	818643	+	0	NA	Intergenic	Intergenic	-6841	ID=HMEL025054-RA-E3;Parent=HMEL025054-RA								
1028	Hmel221001	662553	663083	+	0	NA	Intergenic	Intergenic	11031	ID=HMEL011029g4.t1-E2;Parent=HMEL011029g4.t1								
198	Hmel201009	4182437	4184033	+	0	NA	Intergenic	Intergenic	2212	ID=HMEL030238g1.t1-E2;Parent=HMEL030238g1.t1								
1098	Hmel203034	8289	8526	+	0	NA	Intergenic	Intergenic	-2402	ID=HMEL007691g1.t1-E2;Parent=HMEL007691g1.t1								
1059	Hmel221012	2683663	2684108	+	0	NA	Intergenic	Intergenic	-15499	ID=HMEL008788g1.t1-E1;Parent=HMEL008788g1.t1								
727	Hmel216013	549467	550426	+	0	NA	Intergenic	Intergenic	-7100	ID=HMEL011705g1.t1-E1;Parent=HMEL011705g1.t1								
939	Hmel219014	1789761	1789949	+	0	NA	Intergenic	Intergenic	26721	ID=HMEL004932g1.t1-E1;Parent=HMEL004932g1.t1								
320	Hmel210011	4039284	4039640	+	0	NA	Intergenic	Intergenic	2969	ID=HMEL030909g1.t1-E2;Parent=HMEL030909g1.t1								
913	Hmel219003	6277664	6277894	+	0	NA	Intergenic	Intergenic	-16814	ID=HMEL034692g1.t1-E1;Parent=HMEL034692g1.t1								
811	Hmel218016	6005	6706	+	0	NA	Intergenic	Intergenic	-28858	ID=HMEL034347g1.t1-E1;Parent=HMEL034347g1.t1								
202	Hmel208051	667951	669031	+	0	NA	Intergenic	Intergenic	-2153	ID=HMEL008168g1.t1-E6;Parent=HMEL008168g1.t1								
249	Hmel210001	1435647	1436040	+	0	NA	Intergenic	Intergenic	2395	ID=HMEL007881g1.t1-E7;Parent=HMEL007881g1.t1								
361	Hmel211004	1497884	1498307	+	0	NA	Intergenic	Intergenic	-9048	ID=HMEL015191g1.t1-E1;Parent=HMEL015191g1.t1								
465	Hmel212001	6007322	6007639	+	0	NA	Intergenic	Intergenic	-12554	ID=HMEL031459g1.t1-E1;Parent=HMEL031459g1.t1								
184	Hmel208019	346643	347726	+	0	NA	Intergenic	Intergenic	-2721	ID=HMEL037913g1.t1-E1;Parent=HMEL037913g1.t1								
819	Hmel218018	217971	218912	+	0	NA	Intergenic	Intergenic	18634	ID=HMEL017493-RA-E1;Parent=HMEL017493-RA								
1177	Hmel205017	23311	23948	+	0	NA	Intergenic	Intergenic	-1004	ID=HMEL036714g1.t1-E1;Parent=HMEL036714g1.t1								
1127	Hmel203069	2407634	2408353	+	0	NA	Intergenic	Intergenic	2079	ID=HMEL008156g1.t1-E2;Parent=HMEL008156g1.t1								
776	Hmel217018	1032868	1033257	+	0	NA	Intergenic	Intergenic	3060	ID=HMEL033983g1.t1-E2;Parent=HMEL033983g1.t1								
894	Hmel219003	3094195	3094660	+	0	NA	Intergenic	Intergenic	13397	ID=HMEL006176g1.t1-E3;Parent=HMEL006176g1.t1								
858	Hmel218018	6712180	6712468	+	0	NA	Intergenic	Intergenic	-7970	ID=HMEL016313g1.t1-E1;Parent=HMEL016313g1.t1								
140	Hmel207011	1020035	1020717	+	0	NA	TTS (ID=HMEL037594g1.t1-E7;Parent=HMEL037594g1.t1)	-TTS (ID=HMEL037594g1.t1-E7;Parent=HMEL037594g1.t1)	411	ID=HMEL037594g1.t1-E8;Parent=HMEL037594g1.t1								
181	Hmel201009	3517424	3517790	+	0	NA	TTS (ID=HMEL012408g1.t1-E8;Parent=HMEL012408g1.t1)	-TTS (ID=HMEL012408g1.t1-E8;Parent=HMEL012408g1.t1)	1005	ID=HMEL012408g1.t1-E8;Parent=HMEL012408g1.t1								
412	Hmel201011	2612747	2613631	+	0	NA	Intergenic	Intergenic	1433	ID=HMEL033077g1.t1-E2;Parent=HMEL033077g1.t1								
954	Hmel220003	204759	205134	+	0	NA	Intergenic	Intergenic	-5857	ID=HMEL003912g1.t1-E2;Parent=HMEL003912g1.t1								
385	Hmel211009	773490	773979	+	0	NA	Intergenic	Intergenic	-7354	ID=HMEL009784g1.t1-E1;Parent=HMEL009784g1.t1								
307	Hmel210011	2769919	2770371	+	0	NA	Intergenic	Intergenic	-8072	ID=HMEL030881g1.t1-E1;Parent=HMEL030881g1.t1								
801	Hmel218007	740532	740681	+	0	NA	Intergenic	Intergenic	-6935	ID=HMEL002564-RA-E1;Parent=HMEL002564-RA								
985	Hmel220005	1722374	1722888	+	0	NA	Intergenic	Intergenic	3059	ID=HMEL014073g2.t1-E1;Parent=HMEL014073g2.t1								
971	Hmel220003	2291281	2291996	+	0	NA	Intergenic	Intergenic	-3011	ID=HMEL012563g1.t1-E1;Parent=HMEL012563g1.t1								
830	Hmel218018	2490005	2490484	+	0	NA	Intergenic	Intergenic	-10188	ID=HMEL034391g1.t1-E4;Parent=HMEL034391g1.t1								
154	Hmel207021	809082	809571	+	0	NA	Intergenic	Intergenic	5175	ID=HMEL037683g1.t1-E1;Parent=HMEL037683g1.t1								
754	Hmel217004	1681062	1681286	+	0	NA	Intergenic	Intergenic	2032	ID=HMEL006827g1.t1-E1;Parent=HMEL006827g1.t1								
847	Hmel218018	6086554	6087782	+	0	NA	Intergenic	Intergenic	25734	ID=HMEL007354g1.t1-E149;Parent=HMEL007354g1.t1								
479	Hmel201019	220949	221748	+	0	NA	Intergenic	Intergenic	-3236	ID=HMEL033104g1.t2-E3;Parent=HMEL033104g1.t2								
1166	Hmel205012	782116	782678	+	0	NA	Intergenic	Intergenic	-10029	ID=HMEL036668g1.t1-E1;Parent=HMEL036668g1.t1								
1101	Hmel203045	296239	296416	+	0	NA	Intergenic	Intergenic	9912	ID=HMEL036069g1.t1-E2;Parent=HMEL036069g1.t1								
704	Hmel202006	759381	759895	+	0	NA	Intergenic	Intergenic	-2193	ID=HMEL010190g3.t1-E1;Parent=HMEL010190g3.t1								
326	Hmel210011	4667241	4667850	+	0	NA	Intergenic	Intergenic	9844	ID=HMEL009059g1.t1-E5;Parent=HMEL009059g1.t1								
1165	Hmel205012	724017	724481	+	0	NA	Intergenic	Intergenic	-28248	ID=HMEL036666g1.t1-E1;Parent=HMEL036666g1.t1								
1003	Hmel220005	4259030	4259232	+	0	NA	Intergenic	Intergenic	10795	ID=HMEL035201g1.t1-E2;Parent=HMEL035201g1.t1								
1054	Hmel221012	1983234	1983644	+	0	NA	promoter-TSS (ID=HMEL017925g1.t1-E4;Parent=HMEL017925g1.t1)	-promoter-TSS (ID=HMEL017925g1.t1-E4;Parent=HMEL017925g1.t1)	-805	ID=HMEL017925g1.t1-E4;Parent=HMEL017925g1.t1								
681	Hmel215008	134915	135855	+	0	NA	Intergenic	Intergenic	1866	ID=HMEL011564g1.t1-E4;Parent=HMEL011564g1.t1								
619	Hmel213065	255095	255288	+	0	NA	Intergenic	Intergenic	-3372	ID=HMEL010032g1.t1-E1;Parent=HMEL010032g1.t1								
335	Hmel210011	5370913	5371139	+	0	NA	Intergenic	Intergenic	8983	ID=HMEL009189g1.t1-E2;Parent=HMEL009189g1.t1								
1029	Hmel221001	1375479	1375802	+	0	NA	Intergenic	Intergenic	-11804	ID=HMEL013520g1.t1-E1;Parent=HMEL013520g1.t1								
698	Hmel215047	2318968	2320054	+	0	NA	Intergenic	Intergenic	-24466	ID=HMEL032927g1.t1-E1;Parent=HMEL032927g1.t1								
5	Hmel206006	301772	303331	+	0	NA	Intergenic	Intergenic	-2190	ID=HMEL036935g1.t1-E1;Parent=HMEL036935g1.t1								
621	Hmel213065	680713	680877	+	0	NA	Intergenic	Intergenic	2893	ID=HMEL014721g1.t1-E1;Parent=HMEL014721g1.t1								
524	Hmel212013	1319195	1320497	+	0	NA	promoter-TSS (ID=HMEL031670g1.t1-E7;Parent=HMEL031670g1.t1)	-promoter-TSS (ID=HMEL031670g1.t1-E7;Parent=HMEL031670g1.t1)	-587	ID=HMEL031670g1.t1-E7;Parent=HMEL031670g1.t1								
554	Hmel213004	1117218	1117528	+	0	NA	Intergenic	Intergenic	-6100	ID=HMEL031779g1.t1-E1;Parent=HMEL031779g1.t1								
552	Hmel213004	394450	394984	+	0	NA	Intergenic	Intergenic	-19150	ID=HMEL031770g1.t1-E1;Parent=HMEL031770g1.t1								
598	Hmel213049	312953	313333	+	0	NA	Intergenic	Intergenic	17490	ID=HMEL032065g1.t1-E1;Parent=HMEL032065g1.t1								
780	Hmel217020	1220757	1221310	+	0	NA	Intergenic	Intergenic	-6824	ID=HMEL004430g1.t1-E1;Parent=HMEL004430g1.t1								
74	Hmel207002	60303	61030	+	0	NA	promoter-TSS (ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1)	-promoter-TSS (ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1)	-988	ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1								
240	Hmel201009	5168323	5168605	+	0	NA	Intergenic	Intergenic	-8349	ID=HMEL030268g1.t1-E1;Parent=HMEL030268g1.t1								
890	Hmel219003	1878509	1879736	+	0	NA	promoter-TSS (ID=HMEL010666g1.t1-E3;Parent=HMEL010666g1.t1)	-promoter-TSS (ID=HMEL010666g1.t1-E3;Parent=HMEL010666g1.t1)	-279	ID=HMEL010666g1.t1-E3;Parent=HMEL010666g1.t1								
440	Hmel212001	2669843	2670320	+	0	NA	Intergenic	Intergenic	5723	ID=HMEL016834g1.t1-E3;Parent=HMEL016834g1.t1								
230	Hmel209005	918489	919303	+	0	NA	Intergenic	Intergenic	-9347	ID=HMEL030335g1.t1-E1;Parent=HMEL030335g1.t1								
115	Hmel207002	5883881	5884094	+	0	NA	Intergenic	Intergenic	-3173	ID=HMEL011306g1.t1-E1;Parent=HMEL011306g1.t1								
299	Hmel210011	1692647	1693729	+	0	NA	promoter-TSS (ID=HMEL030860g1.t1-E3;Parent=HMEL030860g1.t1)	-promoter-TSS (ID=HMEL030860g1.t1-E3;Parent=HMEL030860g1.t1)	-408	ID=HMEL030860g1.t2-E3;Parent=HMEL030860g1.t2								
377	Hmel211004	3201651	3201856	+	0	NA	Intergenic	Intergenic	-4245	ID=HMEL031115g1.t1-E1;Parent=HMEL031115g1.t1								
922	Hmel219003	7082401	7082888	+	0	NA	Intergenic	Intergenic	-2784	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
602	Hmel213049	528515	528734	+	0	NA	Intergenic	Intergenic	-38489	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
841	Hmel218018	4806887	4807086	+	0	NA	TTS (ID=HMEL005252g2.t1-E1;Parent=HMEL005252g2.t1)	-TTS (ID=HMEL005252g2.t1-E1;Parent=HMEL005252g2.t1)	497	ID=HMEL005252g2.t1-E2;Parent=HMEL005252g2.t1								
1044	Hmel221012	114224	114431	+	0	NA	Intergenic	Intergenic	-6352	ID=HMEL012092g2.t1-E1;Parent=HMEL012092g2.t1								
1072	Hmel221017	347898	348264	+	0	NA	Intergenic	Intergenic	3031	ID=HMEL012199g1.t1-E1;Parent=HMEL012199g1.t1								
612	Hmel213062	1052853	1053550	+	0	NA	Intergenic	Intergenic	-2638	ID=HMEL032128g1.t1-E1;Parent=HMEL032128g1.t1								
936	Hmel219014	358219	358721	+	0	NA	Intergenic	Intergenic	-8833	ID=HMEL034782g1.t1-E1;Parent=HMEL034782g1.t1								
91	Hmel207002	1690154	1690679	+	0	NA	Intergenic	Intergenic	-21894	ID=HMEL011242g1.t2-E1;Parent=HMEL011242g1.t2								
1086	Hmel203030	122384	123057	+	0	NA	Intergenic	Intergenic	-6859	ID=HMEL008888g1.t1-E1;Parent=HMEL008888g1.t1								
701	Hmel216009	414932	415711	+	0	NA	Intergenic	Intergenic	-1522	ID=HMEL003195g2.t1-E1;Parent=HMEL003195g2.t1								
467	Hmel201019	55573	56110	+	0	NA	Intergenic	Intergenic	13862	ID=HMEL033099g1.t1-E1;Parent=HMEL033099g1.t1								
474	Hmel212001	6455917	6457007	+	0	NA	Intergenic	Intergenic	-3706	ID=HMEL005763g1.t1-E1;Parent=HMEL005763g1.t1								
481	Hmel201019	285746	286238	+	0	NA	Intergenic	Intergenic	-1292	ID=HMEL033106g1.t1-E4;Parent=HMEL033106g1.t1								
867	Hmel218018	7361223	7362098	+	0	NA	Intergenic	Intergenic	-3001	ID=HMEL034478g1.t1-E1;Parent=HMEL034478g1.t1								
214	Hmel209001	1205503	1206001	+	0	NA	Intergenic	Intergenic	-15588	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
564	Hmel213012	208855	209471	+	0	NA	Intergenic	Intergenic	30914	ID=HMEL031820g1.t1-E1;Parent=HMEL031820g1.t1								
817	Hmel218018	211487	211757	+	0	NA	Intergenic	Intergenic	11815	ID=HMEL017493-RA-E1;Parent=HMEL017493-RA								
563	Hmel213005	22351	22965	+	0	NA	Intergenic	Intergenic	1627	ID=HMEL031805g1.t1-E1;Parent=HMEL031805g1.t1								
731	Hmel216015	702377	702812	+	0	NA	Intergenic	Intergenic	-9172	ID=HMEL033638g1.t1-E1;Parent=HMEL033638g1.t1								
657	Hmel214022	144334	144655	+	0	NA	Intergenic	Intergenic	-3264	ID=HMEL015567g1.t1-E11;Parent=HMEL015567g1.t1								
229	Hmel209005	914034	914806	+	0	NA	Intergenic	Intergenic	-4871	ID=HMEL030335g1.t1-E1;Parent=HMEL030335g1.t1								
768	Hmel217014	492602	492749	+	0	NA	Intergenic	Intergenic	-3587	ID=HMEL033910g1.t1-E1;Parent=HMEL033910g1.t1								
1092	Hmel203033	266796	267177	+	0	NA	promoter-TSS (ID=HMEL036032g1.t1-E2;Parent=HMEL036032g1.t1)	-promoter-TSS (ID=HMEL036032g1.t1-E2;Parent=HMEL036032g1.t1)	502	ID=HMEL036032g1.t1-E1;Parent=HMEL036032g1.t1								
673	Hmel215006	1492084	1493552	+	0	NA	Intergenic	Intergenic	-1132	ID=HMEL000036-RA-E4;Parent=HMEL000036-RA								
503	Hmel212011	192514	192889	+	0	NA	Intergenic	Intergenic	3031	ID=HMEL031589g1.t1-E1;Parent=HMEL031589g1.t1								
68	Hmel206021	64023	65025	+	0	NA	Intergenic	Intergenic	-7137	ID=HMEL016082g1.t1-E1;Parent=HMEL016082g1.t1								
315	Hmel210011	3544973	3545434	+	0	NA	Intergenic	Intergenic	-24230	ID=HMEL030900g1.t1-E1;Parent=HMEL030900g1.t1								
338	Hmel210011	5522352	5522766	+	0	NA	Intergenic	Intergenic	-7704	ID=HMEL009180g2.t1-E2;Parent=HMEL009180g2.t1								
761	Hmel217004	3098674	3098870	+	0	NA	Intergenic	Intergenic	13050	ID=HMEL005246g1.t1-E5;Parent=HMEL005246g1.t1								
576	Hmel213020	924175	924724	+	0	NA	Intergenic	Intergenic	-4907	ID=HMEL031897g1.t2-E1;Parent=HMEL031897g1.t2								
222	Hmel201009	4548161	4548472	+	0	NA	Intergenic	Intergenic	-12255	ID=HMEL030251g1.t1-E1;Parent=HMEL030251g1.t1								
25	Hmel206009	1241491	1241867	+	0	NA	Intergenic	Intergenic	8854	ID=HMEL016794g1.t1-E1;Parent=HMEL016794g1.t1								
738	Hmel217001	1135408	1135597	+	0	NA	promoter-TSS (ID=HMEL017709g1.t1-E9;Parent=HMEL017709g1.t1)	-promoter-TSS (ID=HMEL017709g1.t1-E9;Parent=HMEL017709g1.t1)	-545	ID=HMEL017709g1.t1-E9;Parent=HMEL017709g1.t1								
484	Hmel212006	100638	100950	+	0	NA	Intergenic	Intergenic	1517	ID=HMEL002718g1.t1-E2;Parent=HMEL002718g1.t1								
1078	Hmel221035	18041	18329	+	0	NA	Intergenic	Intergenic	-4983	ID=HMEL035743g1.t1-E1;Parent=HMEL035743g1.t1								
1036	Hmel221001	2219730	2219974	+	0	NA	Intergenic	Intergenic	10915	ID=HMEL035467g1.t1-E2;Parent=HMEL035467g1.t1								
305	Hmel210011	2295920	2296623	+	0	NA	Intergenic	Intergenic	43307	ID=HMEL003719g1.t1-E4;Parent=HMEL003719g1.t1								
928	Hmel219012	63312	63594	+	0	NA	Intergenic	Intergenic	3025	ID=HMEL034763g1.t1-E2;Parent=HMEL034763g1.t1								
623	Hmel213067	167727	168882	+	0	NA	Intergenic	Intergenic	-18194	ID=HMEL032184g1.t1-E1;Parent=HMEL032184g1.t1								
544	Hmel212013	3235666	3236540	+	0	NA	Intergenic	Intergenic	45369	ID=HMEL012337g2.t1-E3;Parent=HMEL012337g2.t1								
1114	Hmel203067	633363	634075	+	0	NA	Intergenic	Intergenic	12552	ID=HMEL036144g1.t1-E1;Parent=HMEL036144g1.t1								
217	Hmel201009	4523119	4523414	+	0	NA	Intergenic	Intergenic	-7806	ID=HMEL030250g1.t1-E1;Parent=HMEL030250g1.t1								
328	Hmel210011	4685103	4685886	+	0	NA	promoter-TSS (ID=HMEL009058g1.t1-E1;Parent=HMEL009058g1.t1)	-promoter-TSS (ID=HMEL009058g1.t1-E1;Parent=HMEL009058g1.t1)	-104	ID=HMEL009058g1.t1-E1;Parent=HMEL009058g1.t1								
239	Hmel201009	5153569	5154639	+	0	NA	Intergenic	Intergenic	5372	ID=HMEL030268g1.t1-E2;Parent=HMEL030268g1.t1								
122	Hmel207002	6283419	6283749	+	0	NA	Intergenic	Intergenic	-18027	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
878	Hmel218018	7866260	7866547	+	0	NA	Intergenic	Intergenic	-12532	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
628	Hmel213067	664121	665090	+	0	NA	Intergenic	Intergenic	-81637	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
158	Hmel207021	933734	934529	+	0	NA	Intergenic	Intergenic	-28256	ID=HMEL037685g1.t1-E1;Parent=HMEL037685g1.t1								
269	Hmel210004	6635318	6636314	+	0	NA	Intergenic	Intergenic	11900	ID=HMEL009654g1.t1-E2;Parent=HMEL009654g1.t1								
281	Hmel210005	419549	420241	+	0	NA	Intergenic	Intergenic	9389	ID=HMEL030747g1.t1-E1;Parent=HMEL030747g1.t1								
363	Hmel211004	1532148	1532565	+	0	NA	Intergenic	Intergenic	-1890	ID=HMEL015191g1.t1-E5;Parent=HMEL015191g1.t1								
46	Hmel206009	3754434	3754833	+	0	NA	Intergenic	Intergenic	-12237	ID=HMEL014666g1.t1-E1;Parent=HMEL014666g1.t1								
733	Hmel216015	933013	933348	+	0	NA	Intergenic	Intergenic	4468	ID=HMEL033643g1.t2-E1;Parent=HMEL033643g1.t2								
997	Hmel220005	3474508	3475009	+	0	NA	promoter-TSS (ID=HMEL005340g3.t1-E1;Parent=HMEL005340g3.t1)	-promoter-TSS (ID=HMEL005340g3.t1-E1;Parent=HMEL005340g3.t1)	-829	ID=HMEL005340g3.t1-E1;Parent=HMEL005340g3.t1								
630	Hmel213069	294187	294885	+	0	NA	Intergenic	Intergenic	-5145	ID=HMEL007866g1.t2-E1;Parent=HMEL007866g1.t2								
36	Hmel206009	2338814	2339221	+	0	NA	Intergenic	Intergenic	18386	ID=HMEL005364g1.t1-E6;Parent=HMEL005364g1.t1								
748	Hmel217004	1206249	1207154	+	0	NA	Intergenic	Intergenic	-14075	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
472	Hmel212001	6452090	6453123	+	0	NA	exon (ID=HMEL005763g1.t1-E1;Parent=HMEL005763g1.t1, exon 1 of 1)	-exon (ID=HMEL005763g1.t1-E1;Parent=HMEL005763g1.t1, exon 1 of 1)	150	ID=HMEL005763g1.t1-E1;Parent=HMEL005763g1.t1								
317	Hmel210011	3640844	3642215	+	0	NA	Intergenic	Intergenic	-9178	ID=HMEL015497g1.t2-E1;Parent=HMEL015497g1.t2								
608	Hmel213062	556259	556745	+	0	NA	Intergenic	Intergenic	16069	ID=HMEL032113g1.t1-E1;Parent=HMEL032113g1.t1								
711	Hmel216011	647325	648239	+	0	NA	Intergenic	Intergenic	-10609	ID=HMEL011155g1.t1-E2;Parent=HMEL011155g1.t1								
132	Hmel207008	248617	249422	+	0	NA	promoter-TSS (ID=HMEL037521g1.t1-E2;Parent=HMEL037521g1.t1)	-promoter-TSS (ID=HMEL037521g1.t1-E2;Parent=HMEL037521g1.t1)	671	ID=HMEL037521g1.t1-E1;Parent=HMEL037521g1.t1								
892	Hmel219003	1990513	1990806	+	0	NA	Intergenic	Intergenic	-6799	ID=HMEL010680g1.t1-E1;Parent=HMEL010680g1.t1								
546	Hmel212013	3261572	3261840	+	0	NA	Intergenic	Intergenic	-37051	ID=HMEL031706g1.t1-E1;Parent=HMEL031706g1.t1								
537	Hmel212013	3172919	3173183	+	0	NA	Intergenic	Intergenic	3895	ID=HMEL012337g1.t1-E4;Parent=HMEL012337g1.t1								
522	Hmel212013	759764	760321	+	0	NA	TTS (ID=HMEL031650g1.t1-E2;Parent=HMEL031650g1.t1)	-TTS (ID=HMEL031650g1.t1-E2;Parent=HMEL031650g1.t1)	893	ID=HMEL031650g1.t1-E2;Parent=HMEL031650g1.t1								
125	Hmel207002	6408890	6409110	+	0	NA	Intergenic	Intergenic	-3692	ID=HMEL037498g1.t1-E1;Parent=HMEL037498g1.t1								
1018	Hmel220014	1134640	1134962	+	0	NA	Intergenic	Intergenic	4396	ID=HMEL003742g1.t1-E2;Parent=HMEL003742g1.t1								
44	Hmel206009	3619102	3619893	+	0	NA	promoter-TSS (ID=HMEL011553g3.t1-E6;Parent=HMEL011553g3.t1)	-promoter-TSS (ID=HMEL011553g3.t1-E6;Parent=HMEL011553g3.t1)	129	ID=HMEL011553g3.t1-E5;Parent=HMEL011553g3.t1								
1125	Hmel203069	1244650	1245170	+	0	NA	Intergenic	Intergenic	-6284	ID=HMEL011484g1.t1-E2;Parent=HMEL011484g1.t1								
1007	Hmel220005	5608463	5609647	+	0	NA	Intergenic	Intergenic	-5415	ID=HMEL035242g1.t1-E1;Parent=HMEL035242g1.t1								
667	Hmel215006	398169	398689	+	0	NA	Intergenic	Intergenic	8165	ID=HMEL032663g1.t1-E1;Parent=HMEL032663g1.t1								
741	Hmel217004	143145	143568	+	0	NA	Intergenic	Intergenic	-2307	ID=HMEL007347g1.t1-E4;Parent=HMEL007347g1.t1								
1186	Hmel205022	165844	166599	+	0	NA	Intergenic	Intergenic	-1948	ID=HMEL016722g1.t1-E1;Parent=HMEL016722g1.t1								
998	Hmel202006	6080632	6081244	+	0	NA	Intergenic	Intergenic	13905	ID=HMEL004565g1.t1-E2;Parent=HMEL004565g1.t1								
714	Hmel216011	908466	909763	+	0	NA	Intergenic	Intergenic	-3888	ID=HMEL011145g1.t1-E1;Parent=HMEL011145g1.t1								
313	Hmel210011	2965032	2966296	+	0	NA	Intergenic	Intergenic	19621	ID=HMEL015955g1.t1-E2;Parent=HMEL015955g1.t1								
529	Hmel201002	1527900	1528370	+	0	NA	Intergenic	Intergenic	-14518	ID=HMEL011289g3.t1-E1;Parent=HMEL011289g3.t1								
1058	Hmel221012	2672262	2672947	+	0	NA	Intergenic	Intergenic	-4218	ID=HMEL008788g1.t1-E1;Parent=HMEL008788g1.t1								
987	Hmel220005	1860033	1860577	+	0	NA	promoter-TSS (ID=HMEL035110g1.t1-E4;Parent=HMEL035110g1.t1)	-promoter-TSS (ID=HMEL035110g1.t1-E4;Parent=HMEL035110g1.t1)	79	ID=HMEL035110g1.t2-E4;Parent=HMEL035110g1.t2								
397	Hmel211012	516844	517275	+	0	NA	Intergenic	Intergenic	-14288	ID=HMEL031213g1.t1-E1;Parent=HMEL031213g1.t1								
1150	Hmel205001	199166	199908	+	0	NA	Intergenic	Intergenic	-11170	ID=HMEL036590g1.t1-E1;Parent=HMEL036590g1.t1								
1096	Hmel203033	457140	457824	+	0	NA	Intergenic	Intergenic	-3435	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
908	Hmel219003	5075351	5075894	+	0	NA	promoter-TSS (ID=HMEL016902g1.t1-E6;Parent=HMEL016902g1.t1)	-promoter-TSS (ID=HMEL016902g1.t1-E6;Parent=HMEL016902g1.t1)	-979	ID=HMEL016902g1.t1-E6;Parent=HMEL016902g1.t1								
459	Hmel201014	19651	20889	+	0	NA	NA	NA	NA	NA								
284	Hmel210009	113534	114331	+	0	NA	TTS (ID=HMEL005927g3.t1-E6;Parent=HMEL005927g3.t1)	-TTS (ID=HMEL005927g3.t1-E6;Parent=HMEL005927g3.t1)	1019	ID=HMEL005927g3.t1-E6;Parent=HMEL005927g3.t1								
823	Hmel218018	479009	479322	+	0	NA	Intergenic	Intergenic	7976	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
903	Hmel219003	4658215	4658926	+	0	NA	Intergenic	Intergenic	2134	ID=HMEL034652g1.t1-E3;Parent=HMEL034652g1.t1								
247	Hmel209007	5181026	5181385	+	0	NA	Intergenic	Intergenic	-4427	ID=HMEL011590g1.t1-E3;Parent=HMEL011590g1.t1								
165	Hmel207021	2060348	2060719	+	0	NA	Intergenic	Intergenic	12790	ID=HMEL037715g1.t1-E1;Parent=HMEL037715g1.t1								
289	Hmel210009	434136	434433	+	0	NA	Intergenic	Intergenic	-18942	ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1								
729	Hmel202006	1240202	1240387	+	0	NA	Intergenic	Intergenic	-1742	ID=HMEL006868g2.t1-E1;Parent=HMEL006868g2.t1								
771	Hmel217018	484026	484444	+	0	NA	Intergenic	Intergenic	-22625	ID=HMEL033964g1.t1-E1;Parent=HMEL033964g1.t1								
2	Hmel206006	272422	273858	+	0	NA	Intergenic	Intergenic	-17419	ID=HMEL036934g1.t1-E1;Parent=HMEL036934g1.t1								
808	Hmel218011	287015	287971	+	0	NA	Intergenic	Intergenic	-3472	ID=HMEL011010-RA-E1;Parent=HMEL011010-RA								
401	Hmel201011	2508513	2508884	+	0	NA	TTS (ID=HMEL033075g1.t1-E1;Parent=HMEL033075g1.t1)	-TTS (ID=HMEL033075g1.t1-E1;Parent=HMEL033075g1.t1)	148	ID=HMEL033075g1.t1-E2;Parent=HMEL033075g1.t1								
