PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1861	Hmel204019	192804	193138	+	0	NA	Intergenic	Intergenic	-15021	ID=HMEL036507g1.t1-E1;Parent=HMEL036507g1.t1								
1296	Hmel215008	102822	103419	+	0	NA	Intergenic	Intergenic	-15826	ID=HMEL032699g1.t1-E1;Parent=HMEL032699g1.t1								
1553	Hmel218018	863965	864180	+	0	NA	Intergenic	Intergenic	48416	ID=HMEL034357g1.t1-E1;Parent=HMEL034357g1.t1								
948	Hmel212001	3699266	3700104	+	0	NA	Intergenic	Intergenic	-5247	ID=HMEL013191g1.t1-E1;Parent=HMEL013191g1.t1								
1303	Hmel215029	330726	331182	+	0	NA	promoter-TSS (ID=HMEL005391g1.t1-E6;Parent=HMEL005391g1.t1)	-promoter-TSS (ID=HMEL005391g1.t1-E6;Parent=HMEL005391g1.t1)	142	ID=HMEL005391g1.t1-E5;Parent=HMEL005391g1.t1								
1654	Hmel219003	6803219	6803380	+	0	NA	Intergenic	Intergenic	-1248	ID=HMEL002662g1.t1-E3;Parent=HMEL002662g1.t1								
572	Hmel207015	177721	177933	+	0	NA	promoter-TSS (ID=HMEL037638g1.t1-E2;Parent=HMEL037638g1.t1)	-promoter-TSS (ID=HMEL037638g1.t1-E2;Parent=HMEL037638g1.t1)	627	ID=HMEL037638g1.t1-E1;Parent=HMEL037638g1.t1								
968	Hmel212004	300270	300994	+	0	NA	promoter-TSS (ID=HMEL031507g1.t1-E1;Parent=HMEL031507g1.t1)	-promoter-TSS (ID=HMEL031507g1.t1-E1;Parent=HMEL031507g1.t1)	-698	ID=HMEL031507g1.t1-E1;Parent=HMEL031507g1.t1								
675	Hmel209001	1153689	1153933	+	0	NA	promoter-TSS (ID=HMEL007020g1.t1-E4;Parent=HMEL007020g1.t1)	-promoter-TSS (ID=HMEL007020g1.t1-E4;Parent=HMEL007020g1.t1)	122	ID=HMEL007020g1.t1-E3;Parent=HMEL007020g1.t1								
1398	Hmel216011	2184467	2184842	+	0	NA	promoter-TSS (ID=HMEL033582g1.t1-E9;Parent=HMEL033582g1.t1)	-promoter-TSS (ID=HMEL033582g1.t1-E9;Parent=HMEL033582g1.t1)	-495	ID=HMEL033582g1.t1-E9;Parent=HMEL033582g1.t1								
226	Hmel203059	7746	8032	+	0	NA	Intergenic	Intergenic	7661	ID=HMEL036128g1.t1-E1;Parent=HMEL036128g1.t1								
15	Hmel201002	2211488	2211749	+	0	NA	Intergenic	Intergenic	-6748	ID=HMEL030053g1.t1-E1;Parent=HMEL030053g1.t1								
1430	Hmel217001	552823	553809	+	0	NA	TTS (ID=HMEL033713g1.t1-E2;Parent=HMEL033713g1.t1)	-TTS (ID=HMEL033713g1.t1-E2;Parent=HMEL033713g1.t1)	592	ID=HMEL033713g1.t1-E2;Parent=HMEL033713g1.t1								
431	Hmel206006	734253	734413	+	0	NA	Intergenic	Intergenic	-1287	ID=HMEL036939g1.t1-E1;Parent=HMEL036939g1.t1								
527	Hmel207002	3682678	3683847	+	0	NA	Intergenic	Intergenic	-5549	ID=HMEL015858g1.t1-E1;Parent=HMEL015858g1.t1								
1145	Hmel213059	12719	12980	+	0	NA	NA	NA	NA	NA								
382	Hmel221036	177783	178275	+	0	NA	Intergenic	Intergenic	-6803	ID=HMEL012246g1.t1-E1;Parent=HMEL012246g1.t1								
1870	Hmel206019	850378	850610	+	0	NA	Intergenic	Intergenic	2224	ID=HMEL037220g1.t1-E1;Parent=HMEL037220g1.t1								
1448	Hmel217004	727318	727759	+	0	NA	Intergenic	Intergenic	15921	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
1506	Hmel218003	681450	682084	+	0	NA	Intergenic	Intergenic	-5103	ID=HMEL034215g1.t1-E1;Parent=HMEL034215g1.t1								
62	Hmel201009	2417725	2418030	+	0	NA	Intergenic	Intergenic	5134	ID=HMEL017256g1.t1-E4;Parent=HMEL017256g1.t1								
833	Hmel210011	2006504	2006728	+	0	NA	Intergenic	Intergenic	26473	ID=HMEL030869g1.t1-E1;Parent=HMEL030869g1.t1								
139	Hmel202006	3593397	3593710	+	0	NA	Intergenic	Intergenic	8120	ID=HMEL033346g1.t1-E1;Parent=HMEL033346g1.t1								
1573	Hmel218018	5183317	5183556	+	0	NA	Intergenic	Intergenic	-22587	ID=HMEL034442g1.t1-E1;Parent=HMEL034442g1.t1								
1472	Hmel217018	140162	140406	+	0	NA	promoter-TSS (ID=HMEL033952g1.t1-E5;Parent=HMEL033952g1.t1)	-promoter-TSS (ID=HMEL033952g1.t1-E5;Parent=HMEL033952g1.t1)	43	ID=HMEL033952g1.t1-E5;Parent=HMEL033952g1.t1								
129	Hmel202006	1222862	1223075	+	0	NA	Intergenic	Intergenic	-10103	ID=HMEL006869g1.t2-E1;Parent=HMEL006869g1.t2								
548	Hmel207002	6731849	6732000	+	0	NA	Intergenic	Intergenic	-15413	ID=HMEL037512g1.t1-E1;Parent=HMEL037512g1.t1								
926	Hmel212001	735966	736402	+	0	NA	Intergenic	Intergenic	4325	ID=HMEL031340g1.t1-E4;Parent=HMEL031340g1.t1								
1246	Hmel214020	64060	64981	+	0	NA	Intergenic	Intergenic	12124	ID=HMEL017306g1.t1-E6;Parent=HMEL017306g1.t1								
859	Hmel210012	53198	55351	+	0	NA	Intergenic	Intergenic	-3059	ID=HMEL030953g1.t1-E1;Parent=HMEL030953g1.t1								
1083	Hmel213022	350731	351067	+	0	NA	promoter-TSS (ID=HMEL007073g1.t1-E2;Parent=HMEL007073g1.t1)	-promoter-TSS (ID=HMEL007073g1.t1-E2;Parent=HMEL007073g1.t1)	-438	ID=HMEL007073g1.t1-E2;Parent=HMEL007073g1.t1								
739	Hmel209007	5273807	5274280	+	0	NA	Intergenic	Intergenic	5259	ID=HMEL030514g1.t1-E3;Parent=HMEL030514g1.t1								
1293	Hmel215006	1246192	1246868	+	0	NA	Intergenic	Intergenic	-3091	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
1110	Hmel213044	634416	635379	+	0	NA	Intergenic	Intergenic	-28776	ID=HMEL032040g1.t1-E1;Parent=HMEL032040g1.t1								
876	Hmel211004	934442	935308	+	0	NA	promoter-TSS (ID=HMEL015289g1.t1-E3;Parent=HMEL015289g1.t1)	-promoter-TSS (ID=HMEL015289g1.t1-E3;Parent=HMEL015289g1.t1)	-706	ID=HMEL015289g1.t2-E3;Parent=HMEL015289g1.t2								
1792	Hmel220009	141626	141865	+	0	NA	Intergenic	Intergenic	-7623	ID=HMEL035254g1.t2-E1;Parent=HMEL035254g1.t2								
1772	Hmel220005	2356470	2357219	+	0	NA	promoter-TSS (ID=HMEL012106g1.t1-E8;Parent=HMEL012106g1.t1)	-promoter-TSS (ID=HMEL012106g1.t1-E8;Parent=HMEL012106g1.t1)	-245	ID=HMEL012106g1.t1-E8;Parent=HMEL012106g1.t1								
662	Hmel208051	1088756	1088955	+	0	NA	Intergenic	Intergenic	4184	ID=HMEL008187g1.t1-E3;Parent=HMEL008187g1.t1								
418	Hmel205024	810558	810822	+	0	NA	promoter-TSS (ID=HMEL013993g1.t1-E1;Parent=HMEL013993g1.t1)	-promoter-TSS (ID=HMEL013993g1.t1-E1;Parent=HMEL013993g1.t1)	-806	ID=HMEL013993g1.t1-E1;Parent=HMEL013993g1.t1								
783	Hmel210004	4627890	4628535	+	0	NA	Intergenic	Intergenic	-2314	ID=HMEL018073g1.t1-E1;Parent=HMEL018073g1.t1								
933	Hmel212001	1716131	1716638	+	0	NA	Intergenic	Intergenic	18854	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
1357	Hmel216007	263846	264058	+	0	NA	Intergenic	Intergenic	7265	ID=HMEL012649g1.t1-E3;Parent=HMEL012649g1.t1								
168	Hmel202006	5071808	5071991	+	0	NA	Intergenic	Intergenic	29592	ID=HMEL033380g1.t1-E1;Parent=HMEL033380g1.t1								
135	Hmel202006	3765599	3765777	+	0	NA	Intergenic	Intergenic	-29355	ID=HMEL033352g1.t1-E1;Parent=HMEL033352g1.t1								
348	Hmel205005	712216	712823	+	0	NA	Intergenic	Intergenic	-12072	ID=HMEL016273g1.t3-E1;Parent=HMEL016273g1.t3								
1518	Hmel218004	10246	10623	+	0	NA	Intergenic	Intergenic	-41944	ID=HMEL014190g1.t1-E1;Parent=HMEL014190g1.t1								
1152	Hmel213056	77258	77803	+	0	NA	Intergenic	Intergenic	-11901	ID=HMEL014864g1.t1-E1;Parent=HMEL014864g1.t1								
145	Hmel202006	3305602	3305831	+	0	NA	Intergenic	Intergenic	-25974	ID=HMEL033333g1.t1-E1;Parent=HMEL033333g1.t1								
49	Hmel201009	720757	721076	+	0	NA	promoter-TSS (ID=HMEL030132g1.t1-E13;Parent=HMEL030132g1.t1)	-promoter-TSS (ID=HMEL030132g1.t1-E13;Parent=HMEL030132g1.t1)	47	ID=HMEL030132g1.t1-E13;Parent=HMEL030132g1.t1								
789	Hmel210004	5921722	5921979	+	0	NA	promoter-TSS (ID=HMEL009013g1.t1-E2;Parent=HMEL009013g1.t1)	-promoter-TSS (ID=HMEL009013g1.t1-E2;Parent=HMEL009013g1.t1)	-953	ID=HMEL009013g1.t1-E2;Parent=HMEL009013g1.t1								
178	Hmel203012	116225	117328	+	0	NA	Intergenic	Intergenic	-17944	ID=HMEL035996g1.t1-E1;Parent=HMEL035996g1.t1								
1131	Hmel213049	169843	170963	+	0	NA	Intergenic	Intergenic	-1375	ID=HMEL032061g1.t1-E2;Parent=HMEL032061g1.t1								
1876	Hmel208015	83265	84528	+	0	NA	promoter-TSS (ID=HMEL037867g1.t1-E1;Parent=HMEL037867g1.t1)	-promoter-TSS (ID=HMEL037867g1.t1-E1;Parent=HMEL037867g1.t1)	-268	ID=HMEL037867g1.t1-E1;Parent=HMEL037867g1.t1								
124	Hmel202006	196118	196293	+	0	NA	Intergenic	Intergenic	-1641	ID=HMEL033250g1.t1-E1;Parent=HMEL033250g1.t1								
772	Hmel210004	2535179	2536200	+	0	NA	Intergenic	Intergenic	1452	ID=HMEL030641g1.t1-E1;Parent=HMEL030641g1.t1								
1759	Hmel220004	18179	18403	+	0	NA	Intergenic	Intergenic	-2759	ID=HMEL035036g1.t1-E1;Parent=HMEL035036g1.t1								
1090	Hmel213027	193610	194101	+	0	NA	TTS (ID=HMEL031967g1.t1-E7;Parent=HMEL031967g1.t1)	-TTS (ID=HMEL031967g1.t1-E7;Parent=HMEL031967g1.t1)	797	ID=HMEL031967g1.t1-E7;Parent=HMEL031967g1.t1								
627	Hmel208014	61962	62149	+	0	NA	Intergenic	Intergenic	8285	ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1								
993	Hmel212011	970656	970891	+	0	NA	Intergenic	Intergenic	-26942	ID=HMEL012672g1.t1-E1;Parent=HMEL012672g1.t1								
1308	Hmel215034	169782	170176	+	0	NA	Intergenic	Intergenic	-7611	ID=HMEL022129g1.t1-E1;Parent=HMEL022129g1.t1								
1429	Hmel217001	551434	551632	+	0	NA	promoter-TSS (ID=HMEL033713g1.t1-E3;Parent=HMEL033713g1.t1)	-promoter-TSS (ID=HMEL033713g1.t1-E3;Parent=HMEL033713g1.t1)	-441	ID=HMEL033713g1.t1-E3;Parent=HMEL033713g1.t1								
715	Hmel209007	2277309	2277603	+	0	NA	Intergenic	Intergenic	12354	ID=HMEL030420g1.t1-E1;Parent=HMEL030420g1.t1								
1374	Hmel216009	1159588	1159898	+	0	NA	Intergenic	Intergenic	5328	ID=HMEL033512g1.t1-E2;Parent=HMEL033512g1.t1								
1722	Hmel219019	403919	404606	+	0	NA	Intergenic	Intergenic	-17988	ID=HMEL034943g1.t1-E1;Parent=HMEL034943g1.t1								
23	Hmel201005	792408	793282	+	0	NA	TTS (ID=HMEL004362g1.t1-E2;Parent=HMEL004362g1.t1)	-TTS (ID=HMEL004362g1.t1-E2;Parent=HMEL004362g1.t1)	411	ID=HMEL004362g1.t1-E2;Parent=HMEL004362g1.t1								
1528	Hmel218005	1070690	1071092	+	0	NA	Intergenic	Intergenic	-5287	ID=HMEL034270g1.t2-E1;Parent=HMEL034270g1.t2								
364	Hmel205012	80858	81501	+	0	NA	Intergenic	Intergenic	-9911	ID=HMEL036657g1.t1-E1;Parent=HMEL036657g1.t1								
388	Hmel205015	147220	147699	+	0	NA	Intergenic	Intergenic	-2735	ID=HMEL002495g1.t1-E1;Parent=HMEL002495g1.t1								
653	Hmel208051	66046	66290	+	0	NA	Intergenic	Intergenic	-11108	ID=HMEL038134g1.t1-E1;Parent=HMEL038134g1.t1								
1425	Hmel217001	333968	334191	+	0	NA	TTS (ID=HMEL016452g2.t1-E2;Parent=HMEL016452g2.t1)	-TTS (ID=HMEL016452g2.t1-E2;Parent=HMEL016452g2.t1)	-1822	ID=HMEL016452g2.t1-E3;Parent=HMEL016452g2.t1								
1692	Hmel219014	584563	584730	+	0	NA	Intergenic	Intergenic	8904	ID=HMEL014653g1.t1-E5;Parent=HMEL014653g1.t1								
950	Hmel212001	4148597	4148901	+	0	NA	Intergenic	Intergenic	-14139	ID=HMEL016568g1.t1-E1;Parent=HMEL016568g1.t1								
1845	Hmel221015	573308	573777	+	0	NA	Intergenic	Intergenic	-4734	ID=HMEL035656g1.t1-E1;Parent=HMEL035656g1.t1								
1678	Hmel219007	173632	174459	+	0	NA	Intergenic	Intergenic	5263	ID=HMEL013416g1.t1-E4;Parent=HMEL013416g1.t1								
1445	Hmel217004	559319	559665	+	0	NA	Intergenic	Intergenic	14034	ID=HMEL017107g1.t1-E9;Parent=HMEL017107g1.t1								
509	Hmel207002	1159903	1160381	+	0	NA	Intergenic	Intergenic	-4080	ID=HMEL011198g1.t1-E1;Parent=HMEL011198g1.t1								
1025	Hmel212013	2373539	2373932	+	0	NA	Intergenic	Intergenic	1882	ID=HMEL011473g1.t2-E1;Parent=HMEL011473g1.t2								
1015	Hmel212013	1493331	1493583	+	0	NA	Intergenic	Intergenic	3658	ID=HMEL031671g1.t1-E2;Parent=HMEL031671g1.t1								
367	Hmel205012	608044	608256	+	0	NA	Intergenic	Intergenic	-1494	ID=HMEL007208g1.t1-E2;Parent=HMEL007208g1.t1								
976	Hmel212009	30957	31299	+	0	NA	Intergenic	Intergenic	-1081	ID=HMEL031550g1.t1-E8;Parent=HMEL031550g1.t1								
716	Hmel209007	2425601	2425825	+	0	NA	TTS (ID=HMEL002205g1.t1-E10;Parent=HMEL002205g1.t1)	-TTS (ID=HMEL002205g1.t1-E10;Parent=HMEL002205g1.t1)	150	ID=HMEL002205g1.t1-E10;Parent=HMEL002205g1.t1								
1886	Hmel213004	1061612	1061881	+	0	NA	Intergenic	Intergenic	-27786	ID=HMEL031778g1.t1-E1;Parent=HMEL031778g1.t1								
1821	Hmel220017	703950	704834	+	0	NA	Intergenic	Intergenic	-12990	ID=HMEL035361g1.t1-E1;Parent=HMEL035361g1.t1								
1842	Hmel221012	3235027	3235513	+	0	NA	promoter-TSS (ID=HMEL013866g1.t1-E2;Parent=HMEL013866g1.t1)	-promoter-TSS (ID=HMEL013866g1.t1-E2;Parent=HMEL013866g1.t1)	38	ID=HMEL013866g1.t1-E2;Parent=HMEL013866g1.t1								
940	Hmel212001	2801729	2802123	+	0	NA	Intergenic	Intergenic	-21894	ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1								
1466	Hmel217014	902336	902710	+	0	NA	Intergenic	Intergenic	2150	ID=HMEL010510g1.t1-E3;Parent=HMEL010510g1.t1								
485	Hmel206012	1873514	1873892	+	0	NA	Intergenic	Intergenic	14306	ID=HMEL037153g1.t1-E24;Parent=HMEL037153g1.t1								
685	Hmel209005	413517	413669	+	0	NA	Intergenic	Intergenic	-20928	ID=HMEL030325g1.t1-E1;Parent=HMEL030325g1.t1								
743	Hmel210001	159240	159910	+	0	NA	promoter-TSS (ID=HMEL013627g1.t1-E7;Parent=HMEL013627g1.t1)	-promoter-TSS (ID=HMEL013627g1.t1-E7;Parent=HMEL013627g1.t1)	-100	ID=HMEL013627g1.t1-E7;Parent=HMEL013627g1.t1								
778	Hmel210004	4058633	4059427	+	0	NA	promoter-TSS (ID=HMEL015376g1.t1-E6;Parent=HMEL015376g1.t1)	-promoter-TSS (ID=HMEL015376g1.t1-E6;Parent=HMEL015376g1.t1)	-916	ID=HMEL015376g1.t1-E6;Parent=HMEL015376g1.t1								
21	Hmel201005	432272	432454	+	0	NA	Intergenic	Intergenic	3671	ID=HMEL003400g1.t1-E1;Parent=HMEL003400g1.t1								
523	Hmel207002	3406244	3406453	+	0	NA	TTS (ID=HMEL009355g2.t1-E1;Parent=HMEL009355g2.t1)	-TTS (ID=HMEL009355g2.t1-E1;Parent=HMEL009355g2.t1)	631	ID=HMEL009355g2.t1-E1;Parent=HMEL009355g2.t1								
720	Hmel209007	2967561	2967886	+	0	NA	Intergenic	Intergenic	-5406	ID=HMEL010765g1.t1-E1;Parent=HMEL010765g1.t1								
1270	Hmel214029	1308990	1309232	+	0	NA	Intergenic	Intergenic	-3711	ID=HMEL009127g1.t1-E1;Parent=HMEL009127g1.t1								
460	Hmel206009	2846758	2847175	+	0	NA	Intergenic	Intergenic	7939	ID=HMEL002774g1.t1-E1;Parent=HMEL002774g1.t1								
1645	Hmel219003	5586960	5587132	+	0	NA	Intergenic	Intergenic	-1663	ID=HMEL016877g1.t1-E1;Parent=HMEL016877g1.t1								
1460	Hmel217004	3205669	3205949	+	0	NA	Intergenic	Intergenic	-3396	ID=HMEL033830g1.t1-E1;Parent=HMEL033830g1.t1								
1389	Hmel216011	1638875	1639290	+	0	NA	Intergenic	Intergenic	-6615	ID=HMEL010254g1.t1-E1;Parent=HMEL010254g1.t1								
324	Hmel204036	207361	207538	+	0	NA	Intergenic	Intergenic	-4702	ID=HMEL017463-RA-E1;Parent=HMEL017463-RA								
453	Hmel206009	1676815	1677013	+	0	NA	Intergenic	Intergenic	10022	ID=HMEL016776g1.t1-E2;Parent=HMEL016776g1.t1								
723	Hmel209007	3301413	3301992	+	0	NA	Intergenic	Intergenic	5766	ID=HmelUGT40V3-E8;Parent=HmelUGT40V3								
244	Hmel203069	2117497	2117809	+	0	NA	Intergenic	Intergenic	-16130	ID=HMEL004031g1.t1-E1;Parent=HMEL004031g1.t1								
1202	Hmel214008	409260	409516	+	0	NA	Intergenic	Intergenic	-2254	ID=HMEL008012g1.t1-E1;Parent=HMEL008012g1.t1								
637	Hmel208019	527348	527968	+	0	NA	Intergenic	Intergenic	-5942	ID=HMEL005752g1.t1-E1;Parent=HMEL005752g1.t1								
351	Hmel205006	13511	13795	+	0	NA	Intergenic	Intergenic	3113	ID=HMEL008221g1.t1-E1;Parent=HMEL008221g1.t1								
1040	Hmel213004	795604	795755	+	0	NA	Intergenic	Intergenic	-1433	ID=HMEL031774g1.t1-E1;Parent=HMEL031774g1.t1								
595	Hmel207028	271409	271591	+	0	NA	promoter-TSS (ID=HMEL037756g1.t1-E6;Parent=HMEL037756g1.t1)	-promoter-TSS (ID=HMEL037756g1.t1-E6;Parent=HMEL037756g1.t1)	121	ID=HMEL037756g1.t1-E5;Parent=HMEL037756g1.t1								
1755	Hmel220003	2587846	2588097	+	0	NA	Intergenic	Intergenic	-4324	ID=HMEL012544g1.t1-E8;Parent=HMEL012544g1.t1								
1138	Hmel213049	434605	435063	+	0	NA	Intergenic	Intergenic	-8456	ID=HMEL032071g1.t1-E1;Parent=HMEL032071g1.t1								
488	Hmel206015	13127	13844	+	0	NA	TTS (ID=HMEL037160g1.t1-E2;Parent=HMEL037160g1.t1)	-TTS (ID=HMEL037160g1.t1-E2;Parent=HMEL037160g1.t1)	897	ID=HMEL037160g1.t1-E2;Parent=HMEL037160g1.t1								
1854	Hmel201009	3496666	3496906	+	0	NA	promoter-TSS (ID=HMEL030220g1.t1-E47;Parent=HMEL030220g1.t1)	-promoter-TSS (ID=HMEL030220g1.t1-E47;Parent=HMEL030220g1.t1)	115	ID=HMEL030220g1.t1-E46;Parent=HMEL030220g1.t1								
752	Hmel210004	161278	161529	+	0	NA	Intergenic	Intergenic	5066	ID=HMEL007370g1.t1-E9;Parent=HMEL007370g1.t1								
1232	Hmel214019	447895	448407	+	0	NA	Intergenic	Intergenic	-10302	ID=HMEL032456g1.t1-E1;Parent=HMEL032456g1.t1								
1012	Hmel212013	1402421	1402730	+	0	NA	Intergenic	Intergenic	26598	ID=HMEL015316g1.t1-E3;Parent=HMEL015316g1.t1								
1498	Hmel217020	2320232	2321068	+	0	NA	promoter-TSS (ID=HMEL013456g6.t1-E2;Parent=HMEL013456g6.t1)	-promoter-TSS (ID=HMEL013456g6.t1-E2;Parent=HMEL013456g6.t1)	-752	ID=HMEL013456g6.t1-E2;Parent=HMEL013456g6.t1								
835	Hmel210011	2318675	2318966	+	0	NA	Intergenic	Intergenic	-40792	ID=HMEL030872g1.t1-E1;Parent=HMEL030872g1.t1								
1607	Hmel219001	95416	95777	+	0	NA	promoter-TSS (ID=HMEL008685g2.t1-E2;Parent=HMEL008685g2.t1)	-promoter-TSS (ID=HMEL008685g2.t1-E2;Parent=HMEL008685g2.t1)	-11	ID=HMEL008685g2.t1-E2;Parent=HMEL008685g2.t1								
1267	Hmel214029	539901	540424	+	0	NA	Intergenic	Intergenic	21018	ID=HMEL032595g1.t1-E2;Parent=HMEL032595g1.t1								
379	Hmel205013	233710	234267	+	0	NA	Intergenic	Intergenic	-11457	ID=HMEL008938g1.t1-E2;Parent=HMEL008938g1.t1								
1386	Hmel216011	904736	904919	+	0	NA	Intergenic	Intergenic	-8175	ID=HMEL011145g1.t1-E1;Parent=HMEL011145g1.t1								
1032	Hmel212013	2974428	2974900	+	0	NA	promoter-TSS (ID=HMEL031702g1.t1-E1;Parent=HMEL031702g1.t1)	-promoter-TSS (ID=HMEL031702g1.t1-E1;Parent=HMEL031702g1.t1)	-223	ID=HMEL031702g1.t1-E1;Parent=HMEL031702g1.t1								
1639	Hmel219003	4513695	4514558	+	0	NA	TTS (ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1)	-TTS (ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1)	891	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
1536	Hmel218007	1379109	1379309	+	0	NA	Intergenic	Intergenic	-2440	ID=HMEL034316g1.t1-E1;Parent=HMEL034316g1.t1								
113	Hmel202004	285289	285525	+	0	NA	Intergenic	Intergenic	4150	ID=HMEL033193g1.t1-E5;Parent=HMEL033193g1.t1								
901	Hmel211013	20133	20491	+	0	NA	Intergenic	Intergenic	1236	ID=HMEL006399g1.t1-E5;Parent=HMEL006399g1.t1								
1035	Hmel212014	311046	312150	+	0	NA	Intergenic	Intergenic	1862	ID=HMEL031716g1.t1-E2;Parent=HMEL031716g1.t1								
152	Hmel202006	2638361	2639257	+	0	NA	Intergenic	Intergenic	-1113	ID=HMEL002112g1.t1-E2;Parent=HMEL002112g1.t1								
342	Hmel205005	662709	663571	+	0	NA	Intergenic	Intergenic	-1278	ID=HMEL016273g1.t1-E11;Parent=HMEL016273g1.t1								
452	Hmel206009	1616142	1616386	+	0	NA	Intergenic	Intergenic	-5287	ID=HMEL016777g1.t1-E1;Parent=HMEL016777g1.t1								
1419	Hmel216015	822747	823431	+	0	NA	Intergenic	Intergenic	23722	ID=HMEL033639g1.t1-E4;Parent=HMEL033639g1.t1								
862	Hmel211001	53886	55276	+	0	NA	Intergenic	Intergenic	-14240	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
295	Hmel204017	1511287	1512165	+	0	NA	Intergenic	Intergenic	2645	ID=HMEL007430g1.t1-E5;Parent=HMEL007430g1.t1								
579	Hmel207021	1463807	1464126	+	0	NA	Intergenic	Intergenic	11512	ID=HMEL037701g1.t1-E1;Parent=HMEL037701g1.t1								
341	Hmel205005	540796	541299	+	0	NA	Intergenic	Intergenic	2869	ID=HMEL016028g1.t1-E1;Parent=HMEL016028g1.t1								
1894	Hmel215006	1472791	1472936	+	0	NA	promoter-TSS (ID=HMEL032680g1.t1-E2;Parent=HMEL032680g1.t1)	-promoter-TSS (ID=HMEL032680g1.t1-E2;Parent=HMEL032680g1.t1)	-232	ID=HMEL032680g1.t1-E2;Parent=HMEL032680g1.t1								
1056	Hmel213008	3301	3951	+	0	NA	NA	NA	NA	NA								
535	Hmel207002	4888618	4889104	+	0	NA	Intergenic	Intergenic	12132	ID=HMEL013840g1.t1-E1;Parent=HMEL013840g1.t1								
1618	Hmel219003	1841575	1841772	+	0	NA	Intergenic	Intergenic	4636	ID=HMEL010662g1.t1-E3;Parent=HMEL010662g1.t1								
77	Hmel201009	5264948	5265562	+	0	NA	promoter-TSS (ID=HMEL011658g1.t1-E2;Parent=HMEL011658g1.t1)	-promoter-TSS (ID=HMEL011658g1.t1-E2;Parent=HMEL011658g1.t1)	135	ID=HMEL011658g1.t1-E1;Parent=HMEL011658g1.t1								
683	Hmel209005	77906	78250	+	0	NA	Intergenic	Intergenic	-7131	ID=HmGr54_1-E1;Parent=HmGr54_1								
541	Hmel207002	6170017	6170768	+	0	NA	Intergenic	Intergenic	16925	ID=HMEL037494g1.t1-E2;Parent=HMEL037494g1.t1								
1215	Hmel214008	1809155	1809494	+	0	NA	TTS (ID=HMEL032357g1.t1-E5;Parent=HMEL032357g1.t1)	-TTS (ID=HMEL032357g1.t1-E5;Parent=HMEL032357g1.t1)	704	ID=HMEL032357g1.t1-E5;Parent=HMEL032357g1.t1								
64	Hmel201009	2550574	2550737	+	0	NA	TTS (ID=HMEL017243g1.t1-E13;Parent=HMEL017243g1.t1)	-TTS (ID=HMEL017243g1.t1-E13;Parent=HMEL017243g1.t1)	903	ID=HMEL017243g1.t1-E13;Parent=HMEL017243g1.t1								
1712	Hmel219018	1037976	1038625	+	0	NA	Intergenic	Intergenic	-2739	ID=HMEL014576g1.t1-E1;Parent=HMEL014576g1.t1								
1473	Hmel217018	148518	148670	+	0	NA	TTS (ID=HMEL033952g1.t1-E2;Parent=HMEL033952g1.t1)	-TTS (ID=HMEL033952g1.t1-E2;Parent=HMEL033952g1.t1)	787	ID=HMEL033952g1.t1-E2;Parent=HMEL033952g1.t1								
765	Hmel210004	1723580	1723747	+	0	NA	Intergenic	Intergenic	-15264	ID=HMEL002901-RA-E1;Parent=HMEL002901-RA								
881	Hmel211005	26899	27127	+	0	NA	Intergenic	Intergenic	-5678	ID=HMEL031144g1.t1-E4;Parent=HMEL031144g1.t1								
1628	Hmel219003	2804744	2805180	+	0	NA	Intergenic	Intergenic	-24842	ID=HMEL011616g1.t1-E1;Parent=HMEL011616g1.t1								
312	Hmel204019	377282	377488	+	0	NA	TTS (ID=HMEL036509g1.t1-E1;Parent=HMEL036509g1.t1)	-TTS (ID=HMEL036509g1.t1-E1;Parent=HMEL036509g1.t1)	172	ID=HMEL036509g1.t1-E2;Parent=HMEL036509g1.t1								
897	Hmel211012	573337	573583	+	0	NA	Intergenic	Intergenic	12239	ID=HMEL010323g2.t1-E4;Parent=HMEL010323g2.t1								
45	Hmel201007	1906222	1906622	+	0	NA	Intergenic	Intergenic	1400	ID=HMEL004328g1.t1-E3;Parent=HMEL004328g1.t1								
